Connecticut Huskies,Connecticut,Tor Watts,G,73,200,SR,"Brooklyn, NY",NY
Connecticut Huskies,Connecticut,Amida Brimah,C,84,217,FR,"Accra, Ghana",Ghana
Connecticut Huskies,Connecticut,Nielss Giffey,NA,0,0, -- ,--,--
Connecticut Huskies,Connecticut,Phillip Nolan,F,82,212,SO,"Milwaukee, WI",WI
Houston Cougars,Houston,Mikhail McLean,F,80,205,JR,"Houston, TX",TX
Houston Cougars,Houston,Brandon Morris,G,72,185,SR,"Alexandria, LA",LA
Houston Cougars,Houston,Jaaron Simmons,G,73,175,FR,"Dayton, OH",OH
Houston Cougars,Houston,LeRon Barnes,G,78,195,SO,"Stonewall, LA",LA
Houston Cougars,Houston,L.J. Rose,G,76,190,SO,"Houston, TX",TX
Houston Cougars,Houston,Jimmie Jones,G,70,160,SR,"Plano, TX",TX
Houston Cougars,Houston,Jherrod Stiggers,G,77,210,SO,"Terrell, TX",TX
Houston Cougars,Houston,Danuel House,F,79,195,SO,"Sugar Land, TX",TX
Houston Cougars,Houston,Lawrence Paye,G,72,185,SR,"Houston, TX",TX
Houston Cougars,Houston,Ahmed Hamdy,F-C,81,255,FR,--,--
Houston Cougars,Houston,TaShawn Thomas,F,80,240,JR,"Killeen, TX",TX
Houston Cougars,Houston,Valentine Izundu,C,82,215,SO,"Houston, TX",TX
Houston Cougars,Houston,J.J. Richardson,F,80,255,SR,"Missouri City, TX",TX
Houston Cougars,Houston,Danrad Knowles,F,82,190,FR,"Houston, TX",TX
Houston Cougars,Houston,Tione Womack,NA,73,170,SR,"Baltimore, MD",MD
Louisville Cardinals,Louisville,Anton Gill,G,75,185,FR,"Raleigh, NC",NC
Louisville Cardinals,Louisville,Russ Smith,G,72,165,SR,"Brooklyn, NY",NY
Louisville Cardinals,Louisville,Chris Jones,G,70,175,JR,"Memphis, TN",TN
Louisville Cardinals,Louisville,Dillon Avare,G,72,150,FR,"Lexington, KY",KY
Louisville Cardinals,Louisville,Kevin Ware,G,74,175,JR,"Bronx, NY",NY
Louisville Cardinals,Louisville,Luke Hancock,G-F,78,200,SR,"Roanoke, VA",VA
Louisville Cardinals,Louisville,Mangok Mathiang,F-C,82,210,FR,--,--
