artist,debut_year,year,years_since_debut,debut_position,debut_songs,total_hits,best_position,return_songs,best_return_position,last_year,years_since_last
Allure,1997,2013,16,43,1,2,43,0,,1998,15
Amanda Perez,2003,2013,10,69,1,1,69,0,,2003,10
Amazing Rhythm Aces,1975,2013,38,97,1,1,97,0,,1975,38
Amber,1996,2013,17,82,1,1,82,0,,1996,17
Ambrosia,1979,2013,34,84,1,2,27,0,,1980,33
America,1972,2013,41,27,1,4,27,0,,1982,31
American Breed,1968,2013,45,98,1,1,98,0,,1968,45
Amerie,2005,2013,8,67,1,1,67,0,,2005,8
Ames Brothers,1956,2013,57,48,1,2,48,0,,1957,56
Amii Stewart,1979,2013,34,22,1,1,22,0,,1979,34
Amil (Of Major Coinz),1999,2013,14,39,1,1,39,0,,1999,14
Amy Grant,1987,2013,26,28,1,6,10,0,,1992,21
Amy Winehouse,2007,2013,6,74,1,1,74,0,,2007,6
Andre 3000,2009,2013,4,92,1,1,92,0,,2009,4
Andrea True Connection,1976,2013,37,17,1,1,17,0,,1976,37
Andrew Gold,1977,2013,36,50,1,1,50,0,,1977,36
Andy Gibb,1977,2013,36,2,1,7,1,0,,1981,32
Andy Kim,1969,2013,44,28,1,2,28,0,,1974,39
Andy Williams,1956,2013,57,55,1,10,11,0,,1971,42
Angels,1963,2013,50,12,1,1,12,0,,1963,50
Angie Martinez,2002,2013,11,69,1,1,69,0,,2002,11
Animals,1964,2013,49,38,1,2,38,0,,1965,48
Animotion,1985,2013,28,56,1,1,56,0,,1985,28
Anita Baker,1986,2013,27,90,1,2,10,0,,1989,24
Anita Bryant,1960,2013,53,41,2,2,41,0,,1960,53
Anita Ward,1979,2013,34,9,1,1,9,0,,1979,34
Ann Wilson,1984,2013,29,59,1,2,59,0,,1989,24
Anna Kendrick,2013,2013,0,21,1,1,21,0,,2013,0
Anne Murray,1970,2013,43,42,1,8,37,0,,1980,33
Annette,1959,2013,54,76,1,2,76,0,,1960,53
Annie Lennox,1995,2013,18,78,1,1,78,0,,1995,18
Another Bad Creation,1991,2013,22,54,1,1,54,0,,1991,22
Anthony Hamilton,2004,2013,9,62,1,1,62,0,,2004,9
Apollo 100,1972,2013,41,71,1,1,71,0,,1972,41
April Stevens,1963,2013,50,19,1,1,19,0,,1963,50
Aqua,1997,2013,16,94,1,1,94,0,,1997,16
Arcadia,1986,2013,27,86,1,1,86,0,,1986,27
Archie Bell and The Drells,1968,2013,45,10,1,1,10,0,,1968,45
Archies,1969,2013,44,1,1,1,1,0,,1969,44
Aretha Franklin,1967,2013,46,13,3,15,11,0,,1998,15
Argent,1972,2013,41,50,1,1,50,0,,1972,41
Ariana Grande,2013,2013,0,31,1,1,31,0,,2013,0
Arlo Guthrie,1972,2013,41,45,1,1,45,0,,1972,41
Arrested Development,1992,2013,21,40,2,3,31,0,,1993,20
Art and Dotty Todd,1958,2013,55,79,1,1,79,0,,1958,55
Arthur Conley,1967,2013,46,17,1,1,17,0,,1967,46
Arthur Lyman,1961,2013,52,47,1,1,47,0,,1961,52
Ashanti,2002,2013,11,2,6,11,2,0,,2005,8
Asher Roth,2009,2013,4,73,1,1,73,0,,2009,4
Ashford and Simpson,1985,2013,28,80,1,1,80,0,,1985,28
Ashlee Simpson,2004,2013,9,39,1,1,39,0,,2004,9
Asia,1982,2013,31,40,1,2,40,0,,1983,30
Association,1966,2013,47,2,1,3,2,0,,1967,46
Astrud Gilberto,1964,2013,49,51,1,1,51,0,,1964,49
Atlanta Rhythm Section,1977,2013,36,38,1,2,38,0,,1978,35
Atlantic Starr,1986,2013,27,12,1,3,12,0,,1992,21
Audioslave,2003,2013,10,96,1,1,96,0,,2003,10
Avant,2000,2013,13,63,1,2,63,0,,2004,9
Average White Band,1975,2013,38,20,2,2,20,0,,1975,38
Avicii,2013,2013,0,19,1,1,19,0,,2013,0
Avril Lavigne,2002,2013,11,11,2,8,11,0,,2011,2
Az,1995,2013,18,84,1,1,84,0,,1995,18
Az Yet,1996,2013,17,52,1,3,19,0,,1997,16
"B-52's",1989,2013,24,47,1,2,40,0,,1990,23
B-52s,1990,2013,23,78,1,1,78,0,,1990,23
B-Rock and The Bizz,1997,2013,16,68,1,1,68,0,,1997,16
B.B. King,1970,2013,43,98,1,1,98,0,,1970,43
B.J. Thomas,1969,2013,44,99,1,5,4,0,,1977,36
B.J. Thomas and The Triumphs,1966,2013,47,47,1,1,47,0,,1966,47
B.O.B,2011,2013,2,93,1,1,93,0,,2011,2
B.T. Express,1975,2013,38,58,2,2,58,0,,1975,38
B.W. Stevenson,1973,2013,40,64,1,1,64,0,,1973,40
B.o.B,2010,2013,3,6,3,4,6,0,,2012,1
B2K,2002,2013,11,90,1,2,22,0,,2003,10
BBMak,2000,2013,13,33,1,1,33,0,,2000,13
BLACKstreet,1995,2013,18,46,1,3,23,0,,1999,14
BLACKstreet (feat. Dr. Dre),1996,2013,17,42,1,1,42,0,,1996,17
Baauer,2013,2013,0,4,1,1,4,0,,2013,0
Baby,2003,2013,10,74,1,1,74,0,,2003,10
Baby Bash,2003,2013,10,77,1,6,33,0,,2008,5
Baby Boy Da Prince,2007,2013,6,53,1,1,53,0,,2007,6
Babyface,1989,2013,24,90,1,6,26,0,,1997,16
Babys,1979,2013,34,89,1,1,89,0,,1979,34
Bachelors,1964,2013,49,59,1,1,59,0,,1964,49
Bachman-Turner Overdrive,1974,2013,39,63,1,2,63,0,,1975,38
Backstreet Boys,1997,2013,16,11,1,7,11,0,,2005,8
Bad Company,1975,2013,38,67,1,2,54,0,,1979,34
Bad English,1989,2013,24,34,1,2,34,0,,1990,23
Bad Meets Evil,2011,2013,2,34,1,1,34,0,,2011,2
Badfinger,1970,2013,43,48,1,2,39,0,,1972,41
Baltimora,1986,2013,27,73,1,1,73,0,,1986,27
Bananarama,1984,2013,29,73,1,3,38,0,,1987,26
Bangles,1986,2013,27,48,1,4,1,0,,1989,24
Bar-Kays,1967,2013,46,67,1,1,67,0,,1967,46
Barbara George,1962,2013,51,42,1,1,42,0,,1962,51
Barbara Lewis,1963,2013,50,44,1,2,38,0,,1965,48
Barbara Lynn,1962,2013,51,71,1,1,71,0,,1962,51
Barbara Mason,1965,2013,48,27,1,1,27,0,,1965,48
Barbara Streisand,1964,2013,49,11,1,1,11,0,,1964,49
Barbra Streisand,1974,2013,39,1,1,11,1,0,,1997,16
Barenaked Ladies,1998,2013,15,51,1,1,51,0,,1998,15
Barret Strong,1960,2013,53,97,1,1,97,0,,1960,53
Barry Gibb,1981,2013,32,29,2,2,29,0,,1981,32
Barry Manilow,1975,2013,38,35,2,11,13,0,,1981,32
Barry Mann,1961,2013,52,32,1,1,32,0,,1961,52
Barry McGuire,1965,2013,48,29,1,1,29,0,,1965,48
Barry White,1973,2013,40,33,1,3,33,0,,1975,38
Bay City Rollers,1976,2013,37,63,2,3,63,0,,1977,36
Bazuka,1975,2013,38,51,1,1,51,0,,1975,38
Beach Boys,1962,2013,51,100,1,13,2,0,,1988,25
Beastie Boys,1987,2013,26,98,1,1,98,0,,1987,26
Beatles,1964,2013,49,1,9,27,1,0,,1976,37
Beau Brummels,1965,2013,48,56,2,2,56,0,,1965,48
Beck,1994,2013,19,50,1,1,50,0,,1994,19
Bee Gees,1968,2013,45,59,1,13,2,0,,1979,34
Beenie Man,2004,2013,9,85,1,1,85,0,,2004,9
Beginning Of The End,1971,2013,42,75,1,1,75,0,,1971,42
Belinda Carlisle,1986,2013,27,36,1,3,7,0,,1988,25
Bell Biv Devoe,1990,2013,23,4,2,2,4,0,,1990,23
Bellamy Brothers,1976,2013,37,36,1,1,36,0,,1976,37
Bells,1971,2013,42,57,1,1,57,0,,1971,42
Ben E. King,1961,2013,52,63,2,3,63,0,,1987,26
Benny Mardones,1980,2013,33,69,1,1,69,0,,1980,33
Bent Fabric,1962,2013,51,37,1,1,37,0,,1962,51
Berlin,1986,2013,27,27,1,1,27,0,,1986,27
Bert Kaempfert and His Orch.,1961,2013,52,72,1,2,32,0,,1965,48
Bertie Higgins,1982,2013,31,17,1,1,17,0,,1982,31
Bette Midler,1973,2013,40,71,2,5,7,0,,1991,22
Better Than Ezra,1995,2013,18,85,1,1,85,0,,1995,18
Betty Everett,1964,2013,49,34,2,2,34,0,,1964,49
Betty Johnson,1957,2013,56,59,1,1,59,0,,1957,56
Betty Wright,1972,2013,41,49,1,1,49,0,,1972,41
Beverly Bremers,1972,2013,41,86,1,1,86,0,,1972,41
Beyonce,2003,2013,10,4,2,17,1,0,,2011,2
Beyonce Knowles,2003,2013,10,37,1,1,37,0,,2003,10
Big Boi,2005,2013,8,85,1,1,85,0,,2005,8
Big Brother and The Holding Company,1968,2013,45,96,1,1,96,0,,1968,45
Big Mountain,1994,2013,19,21,1,1,21,0,,1994,19
Big Punisher,1998,2013,15,85,1,1,85,0,,1998,15
Big Sean,2011,2013,2,100,1,4,27,0,,2012,1
Big Tymers,2002,2013,11,50,1,1,50,0,,2002,11
Bill Anderson,1963,2013,50,51,1,1,51,0,,1963,50
"Bill Black's Combo",1960,2013,53,58,1,1,58,0,,1960,53
Bill Conti,1977,2013,36,21,1,1,21,0,,1977,36
Bill Cosby,1967,2013,46,92,1,1,92,0,,1967,46
Bill Doggett,1956,2013,57,21,2,2,21,0,,1956,57
Bill Haley and His Comets,1956,2013,57,33,1,1,33,0,,1956,57
Bill Justis,1957,2013,56,55,1,1,55,0,,1957,56
Bill Medley,1987,2013,26,27,1,1,27,0,,1987,26
Bill Parsons,1959,2013,54,46,1,1,46,0,,1959,54
Bill Pursell,1963,2013,50,63,1,1,63,0,,1963,50
Bill Withers,1971,2013,42,23,1,3,7,0,,1972,41
Billie Myers,1998,2013,15,46,1,1,46,0,,1998,15
Billy Bland,1960,2013,53,51,1,1,51,0,,1960,53
Billy Currington,2009,2013,4,93,1,1,93,0,,2009,4
Billy Davis Jr.,1977,2013,36,27,1,1,27,0,,1977,36
Billy Grammer,1959,2013,54,53,1,1,53,0,,1959,54
Billy Idol,1982,2013,31,90,1,5,9,0,,1990,23
Billy J. Kramer and The Dakotas,1964,2013,49,18,2,2,18,0,,1964,49
Billy Joe Royal,1965,2013,48,52,1,1,52,0,,1965,48
Billy Joe and The Checkmates,1962,2013,51,87,1,1,87,0,,1962,51
Billy Joel,1978,2013,35,17,1,12,9,0,,1993,20
Billy Ocean,1984,2013,29,51,1,6,15,0,,1988,25
Billy Paul,1973,2013,40,15,1,1,15,0,,1973,40
Billy Preston,1972,2013,41,22,1,3,8,0,,1974,39
Billy Preston and Syreeta,1980,2013,33,21,1,1,21,0,,1980,33
Billy Ray Cyrus,1992,2013,21,15,1,1,15,0,,1992,21
Billy Squier,1981,2013,32,76,1,2,76,0,,1984,29
Billy Swan,1975,2013,38,43,1,1,43,0,,1975,38
Billy Vaughn,1958,2013,55,6,1,2,6,0,,1962,51
Billy Vera and The Beaters,1987,2013,26,20,1,1,20,0,,1987,26
Billy Ward and His Dominoes,1957,2013,56,54,1,1,54,0,,1957,56
Billy Williams,1957,2013,56,45,1,1,45,0,,1957,56
Bing Crosby,1956,2013,57,44,1,1,44,0,,1956,57
Birdman,2010,2013,3,80,1,1,80,0,,2010,3
Biz Markie,1990,2013,23,94,1,1,94,0,,1990,23
Black Box,1990,2013,23,81,1,2,81,0,,1991,22
Black Eyed Peas,2003,2013,10,26,1,7,20,0,,2010,3
Blackbyrds,1975,2013,38,52,1,1,52,0,,1975,38
Blackout Allstars,1997,2013,16,97,1,1,97,0,,1997,16
Blake Shelton,2001,2013,12,76,1,4,67,0,,2013,0
Blaque,1999,2013,14,50,1,2,30,0,,2000,13
Blessid Union Of Souls,1995,2013,18,27,1,1,27,0,,1995,18
Blink 182,2000,2013,13,40,1,1,40,0,,2000,13
Blinky Blink,1999,2013,14,91,1,1,91,0,,1999,14
Blondie,1979,2013,34,18,1,4,1,0,,1981,32
"Blood, Sweat and Tears",1969,2013,44,27,2,2,27,0,,1969,44
Bloodstone,1973,2013,40,39,1,1,39,0,,1973,40
Blu Cantrell,2001,2013,12,11,1,1,11,0,,2001,12
Blue Cheer,1968,2013,45,56,1,1,56,0,,1968,45
Blue Magic,1974,2013,39,19,1,1,19,0,,1974,39
Blue Magoos,1967,2013,46,65,1,1,65,0,,1967,46
Blue October,2006,2013,7,82,1,1,82,0,,2006,7
Blue Ridge Rangers,1973,2013,40,86,1,1,86,0,,1973,40
Blue Stars,1956,2013,57,100,1,1,100,0,,1956,57
Blue Swede,1974,2013,39,20,1,1,20,0,,1974,39
Blues Image,1970,2013,43,32,1,1,32,0,,1970,43
Blues Traveler,1995,2013,18,14,1,2,14,0,,1996,17
Bo Donaldson and The Heywoods,1974,2013,39,21,1,1,21,0,,1974,39
Bob Dylan,1965,2013,48,41,1,3,41,0,,1969,44
Bob Lind,1966,2013,47,50,1,1,50,0,,1966,47
Bob Luman,1960,2013,53,92,1,1,92,0,,1960,53
Bob Moore,1961,2013,52,55,1,1,55,0,,1961,52
Bob Seger,1987,2013,26,9,1,1,9,0,,1987,26
Bob Seger and The Silver Bullet Band,1977,2013,36,55,1,7,14,0,,1983,30
Bob Welch,1978,2013,35,78,2,2,78,0,,1978,35
Bobbettes,1957,2013,56,47,1,1,47,0,,1957,56
Bobbi Martin,1970,2013,43,77,1,1,77,0,,1970,43
"Bobby ""Boris"" Pickett and The Crypt Kickers",1973,2013,40,38,1,1,38,0,,1973,40
Bobby Bare,1963,2013,50,99,1,1,99,0,,1963,50
Bobby Brown,1988,2013,25,79,1,9,2,0,,1993,20
Bobby Caldwell,1979,2013,34,59,1,1,59,0,,1979,34
Bobby Darin,1958,2013,55,38,2,9,2,0,,1966,47
Bobby Day,1958,2013,55,27,1,1,27,0,,1958,55
Bobby Freeman,1958,2013,55,42,1,2,42,0,,1964,49
Bobby Fuller Four,1966,2013,47,95,1,1,95,0,,1966,47
Bobby Gentry,1967,2013,46,3,1,1,3,0,,1967,46
Bobby Goldsboro,1964,2013,49,62,1,4,3,0,,1971,42
Bobby Hart,1968,2013,45,72,1,1,72,0,,1968,45
Bobby Hebb,1966,2013,47,27,1,1,27,0,,1966,47
Bobby Helms,1957,2013,56,53,1,1,53,0,,1957,56
Bobby Lewis,1961,2013,52,1,2,2,1,0,,1961,52
Bobby McFerrin,1988,2013,25,37,1,1,37,0,,1988,25
Bobby Rydell,1959,2013,54,92,1,7,12,0,,1962,51
Bobby Sherman,1969,2013,44,41,1,3,29,0,,1970,43
Bobby Valentino,2005,2013,8,47,2,3,47,0,,2008,5
Bobby Vee,1960,2013,53,59,1,4,12,0,,1963,50
Bobby Vee and The Strangers,1967,2013,46,15,1,1,15,0,,1967,46
Bobby Vinton,1962,2013,51,4,1,6,4,0,,1972,41
Bobby Womack,1974,2013,39,67,1,1,67,0,,1974,39
Bodeans,1996,2013,17,67,1,1,67,0,,1996,17
Bon Jovi,1986,2013,27,30,1,12,10,0,,2006,7
Bone Thugs-N-Harmony,1995,2013,18,89,1,5,7,0,,2007,6
Bonnie Guitar,1957,2013,56,77,1,1,77,0,,1957,56
Bonnie Pointer,1979,2013,34,43,1,1,43,0,,1979,34
Bonnie Raitt,1991,2013,22,55,1,3,55,0,,1994,19
Bonnie Tyler,1978,2013,35,24,1,2,6,0,,1983,30
"Booker T and The MG's",1962,2013,51,53,1,4,53,0,,1969,44
Boston,1978,2013,35,93,1,2,50,0,,1986,27
Bounty Killer,2002,2013,11,32,1,1,32,0,,2002,11
Bow Wow,2005,2013,8,29,2,6,29,0,,2007,6
Box Tops,1967,2013,46,2,1,4,2,0,,1969,44
Boy Krazy,1993,2013,20,70,1,1,70,0,,1993,20
Boy Meets Girl,1989,2013,24,12,1,1,12,0,,1989,24
Boys Club,1989,2013,24,85,1,1,85,0,,1989,24
Boys Like Girls,2007,2013,6,77,1,3,72,0,,2010,3
Boyz II Men,1991,2013,22,11,1,14,1,0,,1998,15
Boz Scaggs,1976,2013,37,49,1,5,49,0,,1981,32
Brad Paisley,2009,2013,4,84,1,1,84,0,,2009,4
Brad Paisley With Carrie Underwood,2011,2013,2,82,1,1,82,0,,2011,2
Brandy,1994,2013,19,100,1,10,14,0,,2002,11
"Brandy 'Ms. B.' Hambrick",2006,2013,7,70,1,1,70,0,,2006,7
Brandy and Monica,1998,2013,15,2,1,1,2,0,,1998,15
"Braveheart's",2001,2013,12,98,1,1,98,0,,2001,12
Bread,1970,2013,43,13,1,4,13,0,,1977,36
Breakfast Club,1987,2013,26,94,1,1,94,0,,1987,26
Breathe,1988,2013,25,9,1,2,9,0,,1989,24
Brenda K. Starr,1988,2013,25,93,1,1,93,0,,1988,25
Brenda Lee,1960,2013,53,6,4,11,6,0,,1966,47
Brenda Lee Eager,1972,2013,41,84,1,1,84,0,,1972,41
Brenda Russell,1988,2013,25,81,1,1,81,0,,1988,25
Brenda and The Tabulations,1971,2013,42,97,1,1,97,0,,1971,42
Brenton Wood,1967,2013,46,26,1,1,26,0,,1967,46
Brewer and Shipley,1971,2013,42,63,1,1,63,0,,1971,42
Brian Hyland,1960,2013,53,19,1,2,19,0,,1962,51
Brian McKnight,1993,2013,20,54,1,4,20,0,,2000,13
Brian Mcknight,1993,2013,20,21,1,1,21,0,,1993,20
Brick,1977,2013,36,41,1,1,41,0,,1977,36
Britney Spears,1999,2013,14,5,2,17,5,0,,2013,0
Brook Benton,1959,2013,54,27,2,8,25,0,,1970,43
Brooke Valentine,2005,2013,8,85,1,1,85,0,,2005,8
Brooklyn Bridge,1969,2013,44,74,1,1,74,0,,1969,44
Brooklyn Dreams,1979,2013,34,39,1,1,39,0,,1979,34
Brooks and Dunn,2001,2013,12,71,1,2,71,0,,2003,10
Brotherhood Of Man,1970,2013,43,64,1,1,64,0,,1970,43
Brothers Four,1960,2013,53,13,1,1,13,0,,1960,53
Brothers Johnson,1976,2013,37,61,1,3,46,0,,1980,33
Browns,1959,2013,54,7,1,1,7,0,,1959,54
Brownstone,1995,2013,18,34,1,1,34,0,,1995,18
Brownsville Station,1974,2013,39,44,1,1,44,0,,1974,39
Bruce Channel,1962,2013,51,11,1,1,11,0,,1962,51
Bruce Hornsby and The Range,1987,2013,26,8,2,3,8,0,,1988,25
Bruce Springsteen,1981,2013,32,49,1,9,14,0,,1997,16
Bruce Willis,1987,2013,26,89,1,1,89,0,,1987,26
Bruno Mars,2010,2013,3,11,3,12,6,0,,2013,0
Bryan Adams,1983,2013,30,71,1,13,1,0,,1997,16
Bubba Sparxxx,2006,2013,7,36,1,1,36,0,,2006,7
Buchanan and Goodman,1956,2013,57,30,1,1,30,0,,1956,57
Buckcherry,2008,2013,5,44,1,1,44,0,,2008,5
Buckinghams,1967,2013,46,16,3,3,16,0,,1967,46
Buckner and Garcia,1982,2013,31,42,1,1,42,0,,1982,31
Buddy Holly,1958,2013,55,50,1,1,50,0,,1958,55
Buddy Knox,1957,2013,56,13,2,2,13,0,,1957,56
Buffalo Springfield,1967,2013,46,27,1,1,27,0,,1967,46
Bun B,2005,2013,8,100,1,1,100,0,,2005,8
Buoys,1971,2013,42,87,1,1,87,0,,1971,42
Burl Ives,1962,2013,51,46,2,2,46,0,,1962,51
Burton Cummings,1977,2013,36,63,1,1,63,0,,1977,36
Busta Rhymes,1996,2013,17,57,1,9,9,0,,2011,2
Buzz Clifford,1961,2013,52,67,1,1,67,0,,1961,52
Byrds,1965,2013,48,25,1,1,25,0,,1965,48
C+C Music Factory,1991,2013,22,3,3,3,3,0,,1991,22
C.J. and Co.,1977,2013,36,100,1,1,100,0,,1977,36
C.W. McCall,1976,2013,37,57,1,1,57,0,,1976,37
Ca$h Out,2012,2013,1,92,1,1,92,0,,2012,1
Cadillacs,1956,2013,57,89,1,1,89,0,,1956,57
Caesar and The Romans,1961,2013,52,69,1,1,69,0,,1961,52
Cali Swag District,2010,2013,3,98,1,1,98,0,,2010,3
Calloway,1990,2013,23,22,1,1,22,0,,1990,23
Calms Dion And Peabo Bryson,1992,2013,21,64,1,1,64,0,,1992,21
Calvin Harris,2011,2013,2,69,1,6,8,0,,2013,0
"Cam'ron",2002,2013,11,30,2,2,30,0,,2002,11
Cameo,1986,2013,27,68,1,2,68,0,,2001,12
Candi Staton,1976,2013,37,89,1,1,89,0,,1976,37
Capital Cities,2013,2013,0,29,1,1,29,0,,2013,0
Capris,1961,2013,52,50,1,1,50,0,,1961,52
Captain Hollywood Project,1993,2013,20,79,1,1,79,0,,1993,20
Captain and Tennille,1975,2013,38,1,1,5,1,0,,1980,33
Carl Anderson,1986,2013,27,13,1,1,13,0,,1986,27
Carl Dobkins Jr.,1959,2013,54,19,1,1,19,0,,1959,54
Carl Douglas,1975,2013,38,14,1,1,14,0,,1975,38
Carl Perkins,1956,2013,57,18,2,2,18,0,,1956,57
Carl Thomas,2000,2013,13,64,1,1,64,0,,2000,13
Carla Thomas,1961,2013,52,62,1,2,39,0,,1966,47
Carly Rae Jepsen,2012,2013,1,2,2,2,2,0,,2012,1
Carly Simon,1971,2013,42,47,1,6,9,0,,1978,35
Carol Douglas,1975,2013,38,63,1,1,63,0,,1975,38
Carol Kay,1959,2013,54,81,1,1,81,0,,1959,54
Carole King,1971,2013,42,3,1,2,3,0,,1980,33
Carpenters,1970,2013,43,2,2,11,2,0,,1975,38
Carrie Underwood,2005,2013,8,71,1,6,6,0,,2012,1
Cars,1982,2013,31,23,1,5,23,0,,1986,27
Cascada,2006,2013,7,31,1,1,31,0,,2006,7
Cascades,1963,2013,50,4,1,1,4,0,,1963,50
Case,1996,2013,17,63,1,5,49,0,,2002,11
Case and Joe,1999,2013,14,81,1,1,81,0,,1999,14
Casinos,1967,2013,46,40,1,1,40,0,,1967,46
Cassidy,2004,2013,9,32,1,1,32,0,,2004,9
Cassie,2006,2013,7,14,1,1,14,0,,2006,7
Cat Stevens,1971,2013,42,73,1,3,44,0,,1974,39
Cathy Carr,1956,2013,57,32,1,1,32,0,,1956,57
Cathy Dennis,1991,2013,22,30,3,3,30,0,,1991,22
CeCe Peniston,1992,2013,21,20,3,3,20,0,,1992,21
Cece Winans,1996,2013,17,48,1,1,48,0,,1996,17
Cedric Gervais,2013,2013,0,45,1,1,45,0,,2013,0
Cee Lo Green,2011,2013,2,7,1,1,7,0,,2011,2
Cee-Lo,2005,2013,8,55,1,1,55,0,,2005,8
Celine Dion,1991,2013,22,37,1,11,3,0,,2002,11
Chad Brock,2000,2013,13,79,1,1,79,0,,2000,13
Chad Kroeger,2002,2013,11,25,1,2,25,0,,2008,5
Chad and Jeremy,1964,2013,49,50,1,1,50,0,,1964,49
Chairmen Of The Board,1970,2013,43,39,1,1,39,0,,1970,43
Chaka Khan,1985,2013,28,5,1,1,5,0,,1985,28
Chakachas,1972,2013,41,51,1,1,51,0,,1972,41
Chambers Brothers,1968,2013,45,87,1,1,87,0,,1968,45
Chamillionaire,2006,2013,7,8,2,2,8,0,,2006,7
Champaign,1981,2013,32,45,1,2,45,0,,1983,30
Champs,1958,2013,55,8,1,1,8,0,,1958,55
Changing Faces,1994,2013,19,44,1,2,31,0,,1997,16
Chantays,1963,2013,50,27,1,1,27,0,,1963,50
Chante Moore,1999,2013,14,71,1,1,71,0,,1999,14
Chantels,1958,2013,55,89,1,1,89,0,,1958,55
Charlene,1982,2013,31,38,1,1,38,0,,1982,31
Charles Wright and The Watts 103rd Street Rhythm Band,1970,2013,43,50,2,2,50,0,,1970,43
Charles and Eddie,1992,2013,21,90,1,1,90,0,,1992,21
Charli Baltimore,2002,2013,11,44,1,1,44,0,,2002,11
Charli XCX,2013,2013,0,28,1,1,28,0,,2013,0
Charlie Daniels Band,1979,2013,34,50,1,2,50,0,,1980,33
Charlie Dore,1980,2013,33,77,1,1,77,0,,1980,33
Charlie Gracie,1957,2013,56,31,1,1,31,0,,1957,56
Charlie Pride,1972,2013,41,74,1,1,74,0,,1972,41
Charlie Rich,1960,2013,53,99,1,4,23,0,,1974,39
Cheap Trick,1979,2013,34,34,1,3,14,0,,1988,25
Cheb Mami,2000,2013,13,50,1,1,50,0,,2000,13
Cher,1965,2013,48,90,1,12,1,0,,1999,14
Cher Lloyd,2012,2013,1,55,1,1,55,0,,2012,1
Cherine Anderson,2009,2013,4,97,1,1,97,0,,2009,4
Cherish,2006,2013,7,56,1,1,56,0,,2006,7
Cheryl Lynn,1979,2013,34,69,1,1,69,0,,1979,34
Chesney Hawkes,1991,2013,22,93,1,1,93,0,,1991,22
Chi-Lites,1972,2013,41,13,1,1,13,0,,1972,41
Chic,1978,2013,35,20,1,4,3,0,,1979,34
Chicago,1970,2013,43,59,2,15,1,0,,1990,23
Chiffons,1963,2013,50,5,2,2,5,0,,1963,50
Chingy,2003,2013,10,7,2,6,7,0,,2006,7
Chordettes,1956,2013,57,37,2,3,37,0,,1958,55
"Chris Barber's Jazz Band",1959,2013,54,75,1,1,75,0,,1959,54
Chris Brown,2005,2013,8,42,1,20,9,0,,2012,1
Chris De Burgh,1987,2013,26,21,1,1,21,0,,1987,26
Chris Issak,1991,2013,22,79,1,1,79,0,,1991,22
Chris Kenner,1961,2013,52,34,1,1,34,0,,1961,52
Chris Montez,1962,2013,51,68,1,2,68,0,,1966,47
Chris Norman,1979,2013,34,23,1,1,23,0,,1979,34
Chris Rea,1978,2013,35,84,1,1,84,0,,1978,35
Christie,1970,2013,43,83,1,1,83,0,,1970,43
Christina Aguilera,1999,2013,14,7,1,13,7,0,,2013,0
Christina Milian,2004,2013,9,23,1,1,23,0,,2004,9
Christina Perri,2011,2013,2,55,1,2,55,0,,2012,1
Christine McVie,1984,2013,29,91,1,1,91,0,,1984,29
Christopher Cross,1980,2013,33,32,1,5,32,0,,1984,29
Chubby Checker,1960,2013,53,10,1,6,7,0,,1962,51
Chuck Berry,1957,2013,56,22,2,5,15,0,,1972,41
Chuck Mangione,1978,2013,35,21,1,1,21,0,,1978,35
Chuck Willis,1957,2013,56,84,1,2,72,0,,1958,55
Chumbawamba,1997,2013,16,69,1,2,35,0,,1998,15
Ciara,2004,2013,9,9,1,10,5,0,,2013,0
Citizen King,1999,2013,14,96,1,1,96,0,,1999,14
City High,2001,2013,12,22,1,2,22,0,,2002,11
City Spud,2001,2013,12,18,1,1,18,0,,2001,12
"Clarence ""Frog Man"" Henry",1961,2013,52,43,1,1,43,0,,1961,52
Clarence Carter,1968,2013,45,44,1,2,35,0,,1970,43
Clash,1983,2013,30,52,1,1,52,0,,1983,30
Classics IV,1968,2013,45,26,1,1,26,0,,1968,45
Claude King,1962,2013,51,16,1,1,16,0,,1962,51
Claudine Clark,1962,2013,51,35,1,1,35,0,,1962,51
Clay Aiken,2003,2013,10,47,1,1,47,0,,2003,10
Cliff Nobles and Co.,1968,2013,45,21,1,1,21,0,,1968,45
Cliff Richard,1976,2013,37,55,1,4,45,0,,1981,32
Climax,1972,2013,41,30,1,1,30,0,,1972,41
Climax Blues Band,1977,2013,36,32,1,2,20,0,,1981,32
Clint Holmes,1973,2013,40,12,1,1,12,0,,1973,40
Club Nouveau,1987,2013,26,29,1,1,29,0,,1987,26
Clyde McPhatter,1956,2013,57,93,1,1,93,0,,1956,57
Clyde Mcphatter,1959,2013,54,72,1,2,41,0,,1962,51
Coasters,1957,2013,56,21,2,5,21,0,,1959,54
Cobra Starship,2009,2013,4,43,1,2,43,0,,2011,2
Colbie Caillat,2007,2013,6,67,1,4,21,0,,2009,4
"Colby O'Donis",2008,2013,5,51,1,3,3,0,,2009,4
Coldplay,2003,2013,10,81,1,5,13,0,,2012,1
Collective Soul,1994,2013,19,31,1,3,31,0,,1996,17
Color Me Badd,1991,2013,22,2,2,6,2,0,,1996,17
Commander Cody and His Lost Planet Airmen,1972,2013,41,69,1,1,69,0,,1972,41
Commodores,1976,2013,37,27,1,8,10,0,,1985,28
Common,2003,2013,10,78,1,1,78,0,,2003,10
