artist,debut_year,year,years_since_debut,debut_position,debut_songs,total_hits,best_position,return_songs,best_return_position,last_year,years_since_last
Gary Puckett and The Union Gap,1968,2013,45,15,4,5,15,0,,1969,44
Gary U.S. Bonds,1962,2013,51,32,2,3,32,0,,1981,32
Gary Wright,1976,2013,37,9,2,3,9,0,,1981,32
Gavin DeGraw,2005,2013,8,58,2,4,58,0,,2012,1
Gavin Rossdale,2008,2013,5,94,1,1,94,0,,2008,5
Gene Chandler,1962,2013,51,13,1,2,13,0,,1970,43
Gene Mcdaniels,1961,2013,52,26,1,1,26,0,,1961,52
Gene Pitney,1962,2013,51,63,2,3,27,0,,1964,49
Gene Simmons,1964,2013,49,93,1,1,93,0,,1964,49
Gene Vincent,1956,2013,57,27,1,2,27,0,,1957,56
Gene and Debbe,1968,2013,45,41,1,1,41,0,,1968,45
General Public,1994,2013,19,95,1,1,95,0,,1994,19
Genesis,1980,2013,33,71,1,10,40,0,,1992,21
George Benson,1976,2013,37,68,1,4,27,0,,1982,31
George Cates,1956,2013,57,31,1,1,31,0,,1956,57
George Duke,1981,2013,32,78,1,1,78,0,,1981,32
George Hamilton Iv,1956,2013,57,57,1,2,57,0,,1958,55
George Harrison,1971,2013,42,31,1,4,3,0,,1988,25
George McCrae,1974,2013,39,38,1,1,38,0,,1974,39
George Michael,1986,2013,27,98,1,13,1,0,,1996,17
George Strait,1999,2013,14,98,1,3,80,0,,2002,11
Georgia Satellites,1987,2013,26,35,1,1,35,0,,1987,26
Georgie Fame,1968,2013,45,29,1,1,29,0,,1968,45
Gerald Levert,1998,2013,15,98,1,1,98,0,,1998,15
Gerardo,1991,2013,22,89,1,1,89,0,,1991,22
Gerry Rafferty,1978,2013,35,26,1,1,26,0,,1978,35
Gerry and The Pacemakers,1964,2013,49,49,2,3,43,0,,1965,48
"Ghost Town Dj's",1996,2013,17,88,1,1,88,0,,1996,17
"Gilbert O'Sullivan",1972,2013,41,2,1,3,2,0,,1973,40
Gillette,1995,2013,18,76,1,1,76,0,,1995,18
Gin Blossoms,1993,2013,20,95,1,3,15,0,,1996,17
Gina G,1997,2013,16,41,1,1,41,0,,1997,16
Gino Vannelli,1979,2013,34,75,1,2,34,0,,1981,32
Ginuwine,1996,2013,17,72,1,8,18,0,,2003,10
Gladys Knight and The Pips,1971,2013,42,90,1,7,34,0,,1975,38
Glass Tiger,1986,2013,27,34,1,2,34,0,,1987,26
Glen Campbell,1969,2013,44,59,1,5,2,0,,1977,36
Glenn Frey,1985,2013,28,19,2,2,19,0,,1985,28
Glenn Medeiros,1987,2013,26,85,1,2,24,0,,1990,23
Glenn Yarbrough,1965,2013,48,53,1,1,53,0,,1965,48
Gloria Estefan,1987,2013,26,72,1,9,13,0,,1999,14
Gloria Gaynor,1975,2013,38,71,1,2,6,0,,1979,34
Gloria Loring,1986,2013,27,13,1,1,13,0,,1986,27
Gnarls Barkley,2006,2013,7,7,1,1,7,0,,2006,7
Go West,1990,2013,23,70,1,2,70,0,,1993,20
"Go-Go's",1982,2013,31,25,3,4,25,0,,1984,29
Godspell,1972,2013,41,90,1,1,90,0,,1972,41
Gogi Grant,1956,2013,57,5,2,2,5,0,,1956,57
Golden Earring,1974,2013,39,64,1,2,19,0,,1983,30
Goo Goo Dolls,1996,2013,17,24,1,6,13,0,,2002,11
GoonRock,2011,2013,2,2,1,2,2,0,,2012,1
Gordon Lightfoot,1971,2013,42,38,1,2,27,0,,1974,39
Gorillaz,2005,2013,8,37,1,2,37,0,,2006,7
Gotye,2012,2013,1,1,1,1,1,0,,2012,1
Grace Kelly,1956,2013,57,44,1,1,44,0,,1956,57
Grace Potter,2011,2013,2,98,1,1,98,0,,2011,2
Grand Funk,1975,2013,38,61,2,2,61,0,,1975,38
Grand Funk Railroad,1973,2013,40,23,1,2,6,0,,1974,39
Grass Roots,1967,2013,46,70,1,4,19,0,,1971,42
Great White,1989,2013,24,43,1,1,43,0,,1989,24
Green Day,2005,2013,8,7,3,4,7,0,,2009,4
Green Jelly,1993,2013,20,93,1,1,93,0,,1993,20
Greg Guidry,1982,2013,31,97,1,1,97,0,,1982,31
Greg Kihn Band,1981,2013,32,47,1,2,21,0,,1983,30
Gregory Abbott,1987,2013,26,3,1,1,3,0,,1987,26
Gretchen Wilson,2004,2013,9,97,1,1,97,0,,2004,9
Groove Theory,1995,2013,18,65,1,2,58,0,,1996,17
Grover Washington Jr.,1981,2013,32,18,1,1,18,0,,1981,32
Gucci Mane,2009,2013,4,65,1,1,65,0,,2009,4
Guess Who,1969,2013,44,44,2,5,3,0,,1974,39
"Guns N' Roses",1988,2013,25,5,1,5,5,0,,1992,21
Guy Mitchell,1956,2013,57,40,1,5,7,0,,1960,53
Gwen Stefani,2001,2013,12,7,2,7,2,0,,2007,6
Gym Class Heroes,2007,2013,6,23,1,4,23,0,,2012,1
H-Town,1993,2013,20,14,1,1,14,0,,1993,20
Haddaway,1993,2013,20,82,1,2,82,0,,1994,19
"Hamilton, Joe Frank and Reynolds",1971,2013,42,42,1,2,42,0,,1975,38
Hammer,1992,2013,21,46,2,2,46,0,,1992,21
Hank Ballard and The Midnighters,1960,2013,53,49,1,1,49,0,,1960,53
Hank Locklin,1960,2013,53,47,1,1,47,0,,1960,53
Hanson,1997,2013,16,12,1,2,12,0,,1998,15
Happenings,1966,2013,47,29,1,2,29,0,,1967,46
Harold Faltermeyer,1985,2013,28,61,1,1,61,0,,1985,28
Harold Melvin and The Bluenotes,1976,2013,37,72,1,1,72,0,,1976,37
Harry Belafonte,1957,2013,56,15,3,3,15,0,,1957,56
Harry Chapin,1972,2013,41,85,1,2,38,0,,1975,38
Havana Brown,2012,2013,1,90,1,1,90,0,,2012,1
Hayley Williams,2010,2013,3,6,1,1,6,0,,2010,3
Heart,1977,2013,36,53,1,8,2,0,,1990,23
Heatwave,1977,2013,36,93,1,3,49,0,,1978,35
Heavy D,1997,2013,16,73,1,1,73,0,,1997,16
Heavy D and The Boyz,1994,2013,19,88,1,1,88,0,,1994,19
Heavy D. and The Boyz,1991,2013,22,67,1,1,67,0,,1991,22
Heights,1992,2013,21,59,1,2,59,0,,1993,20
Helen Reddy,1971,2013,42,50,1,7,14,0,,1977,36
Hellogoodbye,2007,2013,6,81,1,1,81,0,,2007,6
Henry Gross,1976,2013,37,47,1,1,47,0,,1976,37
Henry Mancini,1962,2013,51,60,1,2,48,0,,1963,50
Henry Mancini and His Orch.,1969,2013,44,15,1,1,15,0,,1969,44
Herb Alpert,1968,2013,45,7,1,4,7,0,,1987,26
Herb Alpert and The Tijuana Brass,1966,2013,47,98,1,1,98,0,,1966,47
"Herman's Hermits",1965,2013,48,8,5,7,8,0,,1967,46
Hi-Five,1991,2013,22,8,2,3,8,0,,1992,21
High Inergy,1978,2013,35,89,1,1,89,0,,1978,35
Highwaymen,1961,2013,52,3,1,2,3,0,,1962,51
Hillside Singers,1972,2013,41,97,1,1,97,0,,1972,41
Hilltoppers,1957,2013,56,68,1,1,68,0,,1957,56
Hinder,2006,2013,7,30,1,3,30,0,,2007,6
Hollies,1966,2013,47,45,1,6,24,0,,1974,39
Holly Brook,2006,2013,7,43,1,1,43,0,,2006,7
Hollywood Argyles,1960,2013,53,16,1,1,16,0,,1960,53
Hollywood Flames,1958,2013,55,94,1,1,94,0,,1958,55
Hombres,1967,2013,46,69,1,1,69,0,,1967,46
Hondells,1964,2013,49,61,1,1,61,0,,1964,49
Honey Cone,1971,2013,42,13,2,2,13,0,,1971,42
Honeycombs,1964,2013,49,31,1,1,31,0,,1964,49
Honeydrippers,1985,2013,28,34,1,1,34,0,,1985,28
Hoobastank,2004,2013,9,6,1,1,6,0,,2004,9
Hootie and The Blowfish,1995,2013,18,22,3,6,22,0,,1996,17
Horst Jankowski,1965,2013,48,47,1,1,47,0,,1965,48
Hot,1977,2013,36,5,1,1,5,0,,1977,36
Hot Butter,1972,2013,41,28,1,1,28,0,,1972,41
Hot Chelle Rae,2011,2013,2,32,1,1,32,0,,2011,2
Hot Chocolate,1976,2013,37,22,1,2,22,0,,1979,34
House Of Pain,1992,2013,21,24,1,1,24,0,,1992,21
Houston,2004,2013,9,52,1,1,52,0,,2004,9
Howard Jones,1985,2013,28,41,1,2,41,0,,1986,27
Howie Day,2005,2013,8,45,1,1,45,0,,2005,8
Hues Corporation,1974,2013,39,43,1,1,43,0,,1974,39
Huey,2007,2013,6,34,1,1,34,0,,2007,6
Huey Lewis and The News,1982,2013,31,51,1,10,15,0,,1988,25
Hugh Masekela,1968,2013,45,18,1,1,18,0,,1968,45
Hugo Montenegro,1968,2013,45,8,1,1,8,0,,1968,45
Hugo Winterhalter,1956,2013,57,17,2,2,17,0,,1956,57
Human Beinz,1968,2013,45,67,1,1,67,0,,1968,45
Human League,1982,2013,31,6,1,3,6,0,,1986,27
Hunter Hayes,2012,2013,1,52,1,3,52,0,,2013,0
Hurricane Chris,2007,2013,6,56,1,1,56,0,,2007,6
Hurricane Smith,1973,2013,40,57,1,1,57,0,,1973,40
I-20,2004,2013,9,52,1,1,52,0,,2004,9
INXS,1986,2013,27,56,1,6,2,0,,1991,22
Ian Matthews,1979,2013,34,73,1,1,73,0,,1979,34
Ian Whitcomb,1965,2013,48,57,1,1,57,0,,1965,48
Ice Cube,1993,2013,20,78,2,3,78,0,,1994,19
Icehouse,1988,2013,25,77,1,1,77,0,,1988,25
Icona Pop,2013,2013,0,28,1,1,28,0,,2013,0
Ides Of March,1970,2013,43,85,1,1,85,0,,1970,43
Ike and Tina Turner,1961,2013,52,65,1,3,55,0,,1971,42
Ikettes,1962,2013,51,94,1,1,94,0,,1962,51
Imagine Dragons,2012,2013,1,91,1,4,3,0,,2013,0
Immature,1994,2013,19,53,1,2,53,0,,1995,18
Impalas,1959,2013,54,24,1,1,24,0,,1959,54
Impressions,1963,2013,50,10,1,3,10,0,,1964,49
Incubus,2001,2013,12,21,1,1,21,0,,2001,12
Inez Foxx,1963,2013,50,25,1,1,25,0,,1963,50
Infamous 2.0,2002,2013,11,55,1,1,55,0,,2002,11
Information Society,1988,2013,25,52,1,1,52,0,,1988,25
Ini Kamoze,1994,2013,19,85,1,2,24,0,,1995,18
Inner Circle,1993,2013,20,69,2,2,69,0,,1993,20
Inoj,1998,2013,15,64,2,2,64,0,,1998,15
Instant Funk,1979,2013,34,90,1,1,90,0,,1979,34
Intruders,1968,2013,45,32,1,1,32,0,,1968,45
Irene Cara,1980,2013,33,66,1,3,3,0,,1984,29
Irish Rovers,1968,2013,45,76,1,1,76,0,,1968,45
Irv Gotti Presents The Inc.,2002,2013,11,44,1,1,44,0,,2002,11
Isaac Hayes,1971,2013,42,89,1,2,63,0,,1980,33
Isley Bros.,1972,2013,41,100,1,2,21,0,,1973,40
Isley Brothers,1969,2013,44,21,1,3,21,0,,2001,12
Ivo Robic,1959,2013,54,94,1,1,94,0,,1959,54
Ivory Joe Hunter,1957,2013,56,62,1,1,62,0,,1957,56
Iyaz,2009,2013,4,83,1,2,25,0,,2010,3
J-Kwon,2004,2013,9,11,1,1,11,0,,2004,9
J. Cole,2012,2013,1,63,1,2,48,0,,2013,0
J. Frank Wilson and The Cavaliers,1964,2013,49,9,1,1,9,0,,1964,49
J. Geils Band,1982,2013,31,5,2,2,5,0,,1982,31
J. Holiday,2007,2013,6,72,1,2,64,0,,2008,5
J. Weav,2004,2013,9,25,1,1,25,0,,2004,9
J.D. Souther,1980,2013,33,57,1,1,57,0,,1980,33
JT Money,1999,2013,14,55,1,1,55,0,,1999,14
Ja,1999,2013,14,39,1,1,39,0,,1999,14
Ja Rule,2001,2013,12,5,3,10,5,0,,2005,8
Jabba,2004,2013,9,22,1,1,22,0,,2004,9
Jack Jones,1965,2013,48,96,1,1,96,0,,1965,48
Jack Scott,1958,2013,55,40,1,4,14,0,,1960,53
Jack Wagner,1985,2013,28,42,1,1,42,0,,1985,28
Jackie DeShannon,1965,2013,48,63,1,2,46,0,,1969,44
Jackie Wilson,1959,2013,54,56,2,6,34,0,,1967,46
Jackson 5,1970,2013,43,7,4,7,5,0,,1974,39
Jackson Browne,1972,2013,41,92,1,4,68,0,,1983,30
Jacksons,1977,2013,36,40,1,3,25,0,,1984,29
Jadakiss,2003,2013,10,55,1,2,55,0,,2004,9
Jade,1992,2013,21,83,1,4,13,0,,1995,18
Jagged Edge,2000,2013,13,46,2,4,46,0,,2004,9
Jagged Edge With Nelly,2001,2013,12,16,1,1,16,0,,2001,12
Jaggerz,1970,2013,43,45,1,1,45,0,,1970,43
Jaheim,2002,2013,11,88,1,3,30,0,,2004,9
Jake Owen,2011,2013,2,79,1,1,79,0,,2011,2
James Blunt,2006,2013,7,4,1,1,4,0,,2006,7
James Brown,1969,2013,44,68,1,3,65,0,,1986,27
James Brown and The Famous Flames,1965,2013,48,33,1,4,33,0,,1968,45
James Darren,1962,2013,51,80,1,1,80,0,,1962,51
James Ingram,1983,2013,30,8,1,4,8,0,,1990,23
James Taylor,1970,2013,43,67,1,4,16,0,,1977,36
James and Bobby Purify,1966,2013,47,46,1,1,46,0,,1966,47
Jamie Foxx,2004,2013,9,16,1,5,6,0,,2009,4
Jamie Walters,1995,2013,18,52,1,1,52,0,,1995,18
Jan August,1956,2013,57,87,1,1,87,0,,1956,57
Jan Bradley,1963,2013,50,77,1,1,77,0,,1963,50
Jan Hammer,1985,2013,28,27,1,1,27,0,,1985,28
Jan and Arnie,1958,2013,55,96,1,1,96,0,,1958,55
Jan and Dean,1959,2013,54,95,1,4,28,0,,1964,49
Jane Child,1990,2013,23,29,1,1,29,0,,1990,23
Jane Morgan and the Troubadours,1957,2013,56,52,1,1,52,0,,1957,56
Jane Powell,1956,2013,57,86,1,1,86,0,,1956,57
Janelle Monae,2012,2013,1,3,1,1,3,0,,2012,1
Janet,1998,2013,15,6,2,6,3,0,,2001,12
Janet Jackson,1986,2013,27,32,3,23,4,0,,1996,17
Janis Ian,1967,2013,46,85,1,2,19,0,,1975,38
Janis Joplin,1971,2013,42,11,1,1,11,0,,1971,42
Jann Arden,1996,2013,17,22,1,1,22,0,,1996,17
Jason Aldean,2009,2013,4,75,1,4,43,0,,2012,1
Jason Aldean With Kelly Clarkson,2011,2013,2,68,1,1,68,0,,2011,2
Jason DeRulo,2009,2013,4,34,1,1,34,0,,2009,4
Jason Derulo,2010,2013,3,14,3,5,14,0,,2013,0
Jason Mraz,2003,2013,10,52,1,4,7,0,,2012,1
Jay Ferguson,1978,2013,35,50,1,1,50,0,,1978,35
Jay Sean,2009,2013,4,20,1,4,20,0,,2010,3
Jay Z,2012,2013,1,40,1,3,20,0,,2013,0
Jay and The Americans,1962,2013,51,30,1,4,24,0,,1969,44
Jay and The Techniques,1967,2013,46,21,1,1,21,0,,1967,46
Jay-Z,1997,2013,16,54,1,19,2,0,,2010,3
Jay-Z + Alicia Keys,2009,2013,4,62,1,1,62,0,,2009,4
Jay-Z/Linkin Park,2005,2013,8,93,1,1,93,0,,2005,8
Jaynetts,1963,2013,50,66,1,1,66,0,,1963,50
Jd,1998,2013,15,92,1,1,92,0,,1998,15
Jean Knight,1971,2013,42,17,1,1,17,0,,1971,42
Jeanne Black,1960,2013,53,52,1,1,52,0,,1960,53
Jeannie C. Riley,1968,2013,45,11,1,1,11,0,,1968,45
Jeezy,2010,2013,3,49,1,1,49,0,,2010,3
Jeff Healey Band,1989,2013,24,70,1,1,70,0,,1989,24
Jefferson Airplane,1967,2013,46,33,2,2,33,0,,1967,46
Jefferson Starship,1976,2013,37,84,1,2,66,0,,1978,35
Jelly Beans,1964,2013,49,81,1,1,81,0,,1964,49
Jennifer Lopez,1999,2013,14,12,1,11,5,0,,2011,2
Jennifer Paige,1998,2013,15,21,1,1,21,0,,1998,15
Jennifer Warnes,1977,2013,36,34,1,3,27,0,,1987,26
Jeremih,2009,2013,4,37,1,2,22,0,,2011,2
Jeremy Jordan,1993,2013,20,68,1,1,68,0,,1993,20
Jermaine Dupri,2006,2013,7,85,1,1,85,0,,2006,7
Jermaine Jackson,1973,2013,40,44,1,3,30,0,,1985,28
Jermaine Stewart,1986,2013,27,60,1,1,60,0,,1986,27
Jerrod Niemann,2010,2013,3,100,1,1,100,0,,2010,3
Jerry Butler,1964,2013,49,34,1,5,34,0,,1972,41
Jerry Lee Lewis,1957,2013,56,28,1,3,28,0,,1958,55
Jerry Lewis,1957,2013,56,64,1,1,64,0,,1957,56
Jerry Reed,1971,2013,42,28,2,2,28,0,,1971,42
Jerry Vale,1956,2013,57,59,1,1,59,0,,1956,57
Jerry Wallace,1959,2013,54,47,1,1,47,0,,1959,54
Jesse McCartney,2005,2013,8,75,1,3,28,0,,2009,4
Jesse Powell,1999,2013,14,59,1,1,59,0,,1999,14
Jessi Colter,1975,2013,38,40,1,1,40,0,,1975,38
Jessica Andrews,2001,2013,12,82,1,1,82,0,,2001,12
Jessica Simpson,2000,2013,13,56,1,3,50,0,,2004,9
Jessie J,2011,2013,2,93,1,2,46,0,,2012,1
Jesus Jones,1991,2013,22,17,2,2,17,0,,1991,22
Jet,2004,2013,9,76,1,1,76,0,,2004,9
Jethro Tull,1975,2013,38,89,1,1,89,0,,1975,38
Jets,1986,2013,27,52,1,5,43,0,,1988,25
Jewel,1996,2013,17,25,1,6,2,0,,2003,10
Jewel Aikens,1965,2013,48,13,1,1,13,0,,1965,48
Jibbs,2006,2013,7,65,1,1,65,0,,2006,7
Jim Croce,1972,2013,41,68,1,4,2,0,,1974,39
Jim Jones,2007,2013,6,28,1,2,28,0,,2009,4
Jim Lowe,1956,2013,57,19,2,3,19,0,,1957,56
Jim Reeves,1957,2013,56,63,1,2,2,0,,1960,53
Jim Stafford,1974,2013,39,16,3,3,16,0,,1974,39
Jimmie Rodgers,1957,2013,56,27,1,3,19,0,,1958,55
Jimmy Bowen,1957,2013,56,99,1,1,99,0,,1957,56
Jimmy Buffett,1977,2013,36,14,1,3,14,0,,2011,2
Jimmy Castor Bunch,1972,2013,41,80,1,1,80,0,,1972,41
Jimmy Charles,1960,2013,53,55,1,1,55,0,,1960,53
Jimmy Clanton,1958,2013,55,25,1,3,25,0,,1962,51
Jimmy Cliff,1994,2013,19,66,1,1,66,0,,1994,19
Jimmy Dean,1961,2013,52,86,1,2,85,0,,1962,51
Jimmy Dorsey,1957,2013,56,5,1,1,5,0,,1957,56
Jimmy Eat World,2002,2013,11,14,1,1,14,0,,2002,11
Jimmy Gilmer and The Fireballs,1963,2013,50,1,1,1,1,0,,1963,50
Jimmy Hughes,1964,2013,49,94,1,1,94,0,,1964,49
Jimmy Jones,1960,2013,53,8,2,2,8,0,,1960,53
Jimmy McCracklin,1958,2013,55,83,1,1,83,0,,1958,55
Jimmy Ray,1998,2013,15,65,1,1,65,0,,1998,15
Jimmy Ruffin,1966,2013,47,14,1,1,14,0,,1966,47
Jimmy Smith,1962,2013,51,91,1,1,91,0,,1962,51
Jimmy Soul,1962,2013,51,89,1,2,35,0,,1963,50
Jive Bunny and The Master Mixers,1990,2013,23,97,1,1,97,0,,1990,23
Jive Five,1961,2013,52,6,1,1,6,0,,1961,52
Jo Dee Messina,1999,2013,14,93,1,2,74,0,,2000,13
Jo Stafford,1956,2013,57,78,1,1,78,0,,1956,57
JoJo,2004,2013,9,40,1,2,40,0,,2006,7
Joan Baez,1971,2013,42,20,1,1,20,0,,1971,42
Joan Jett and The Blackhearts,1982,2013,31,3,2,3,3,0,,1988,25
Joan Osborne,1996,2013,17,30,1,1,30,0,,1996,17
Joanie Sommers,1962,2013,51,56,1,1,56,0,,1962,51
Jodeci,1992,2013,21,31,1,4,15,0,,1995,18
Jody Reynolds,1958,2013,55,41,1,1,41,0,,1958,55
Jody Watley,1987,2013,26,16,1,4,16,0,,1990,23
Joe,1996,2013,17,55,1,6,4,0,,2004,9
Joe Bennett and the Sparkletones,1957,2013,56,100,1,1,100,0,,1957,56
Joe Cocker,1970,2013,43,80,1,3,27,0,,1983,30
Joe Dowell,1961,2013,52,10,1,1,10,0,,1961,52
Joe Esposito,1988,2013,25,81,1,1,81,0,,1988,25
Joe Henderson,1962,2013,51,66,1,1,66,0,,1962,51
Joe Hinton,1964,2013,49,69,1,1,69,0,,1964,49
Joe Jackson,1983,2013,30,82,2,2,82,0,,1983,30
Joe Jones,1960,2013,53,89,1,1,89,0,,1960,53
Joe Public,1992,2013,21,30,1,1,30,0,,1992,21
Joe Simon,1969,2013,44,75,1,4,75,0,,1975,38
Joe South,1969,2013,44,79,1,2,79,0,,1970,43
Joe Tex,1965,2013,48,85,1,3,6,0,,1977,36
Joe Valino,1956,2013,57,62,1,1,62,0,,1956,57
Joe Walsh,1978,2013,35,87,1,2,87,0,,1980,33
Joey Dee,1962,2013,51,58,1,1,58,0,,1962,51
Joey Dee and The Starlighters,1962,2013,51,25,1,1,25,0,,1962,51
Joey Lawrence,1993,2013,20,92,1,1,92,0,,1993,20
Joey McIntyre,1999,2013,14,92,1,1,92,0,,1999,14
Joey Scarbury,1981,2013,32,11,1,1,11,0,,1981,32
John Cafferty and The Beaver Brown Band,1984,2013,29,94,1,1,94,0,,1984,29
John Cougar,1981,2013,32,63,1,3,7,0,,1982,31
John Cougar Mellancamp,1988,2013,25,92,1,1,92,0,,1988,25
John Cougar Mellencamp,1984,2013,29,86,1,4,66,0,,1986,27
John Denver,1971,2013,42,8,1,6,8,0,,1975,38
John Ford Coley,1976,2013,37,21,1,1,21,0,,1976,37
John Fred and His Playboy Band,1968,2013,45,25,1,1,25,0,,1968,45
John Legend,2005,2013,8,87,1,2,87,0,,2009,4
John Lennon,1981,2013,32,4,3,4,4,0,,1984,29
John Martin,2013,2013,0,26,1,1,26,0,,2013,0
John Mayer,2002,2013,11,42,1,6,42,0,,2008,5
John Mellencamp,1994,2013,19,15,1,2,15,0,,1996,17
John Michael Montgomery,2004,2013,9,99,1,1,99,0,,2004,9
John Oates,1976,2013,37,11,2,18,6,0,,1988,25
John Ono Lennon,1970,2013,43,34,1,1,34,0,,1970,43
John Parr,1985,2013,28,18,1,1,18,0,,1985,28
John Paul Young,1978,2013,35,46,1,1,46,0,,1978,35
John Schneider,1981,2013,32,82,1,1,82,0,,1981,32
John Sebastian,1976,2013,37,58,1,1,58,0,,1976,37
John Stewart,1979,2013,34,51,1,1,51,0,,1979,34
John Travolta,1976,2013,37,74,1,3,13,0,,1978,35
John Waite,1984,2013,29,11,1,1,11,0,,1984,29
Johnnie Ray,1956,2013,57,23,2,2,23,0,,1956,57
Johnnie Taylor,1973,2013,40,58,1,2,3,0,,1976,37
Johnnie and Joe,1957,2013,56,67,1,1,67,0,,1957,56
Johnny Bristol,1974,2013,39,61,1,1,61,0,,1974,39
Johnny Burnette,1960,2013,53,86,1,1,86,0,,1960,53
Johnny Cash,1956,2013,57,81,1,5,36,0,,1969,44
Johnny Crawford,1962,2013,51,69,1,1,69,0,,1962,51
Johnny Gill,1990,2013,23,23,1,1,23,0,,1990,23
Johnny Hates Jazz,1988,2013,25,26,1,1,26,0,,1988,25
Johnny Horton,1959,2013,54,1,1,2,1,0,,1960,53
Johnny Mathis,1957,2013,56,34,3,5,28,0,,1978,35
Johnny Nash,1968,2013,45,37,1,3,37,0,,1973,40
Johnny Otis Show,1958,2013,55,69,1,1,69,0,,1958,55
Johnny Preston,1960,2013,53,4,2,2,4,0,,1960,53
Johnny Rivers,1964,2013,49,41,1,7,9,0,,1977,36
Johnny Tillotson,1960,2013,53,87,1,3,18,0,,1962,51
Johnny and The Hurricanes,1959,2013,54,31,1,2,31,0,,1960,53
Johnta Austin,2007,2013,6,54,2,2,54,0,,2007,6
Jon B.,1995,2013,18,32,1,2,32,0,,1998,15
Jon Bon Jovi,1990,2013,23,10,1,1,10,0,,1990,23
Jon Secada,1992,2013,21,10,1,4,10,0,,1994,19
Jonas Brothers,2008,2013,5,73,1,1,73,0,,2008,5
Jonathan Edwards,1972,2013,41,37,1,1,37,0,,1972,41
Joni Mitchell,1974,2013,39,53,1,1,53,0,,1974,39
Jordan Knight,1999,2013,14,63,1,1,63,0,,1999,14
Jordin Sparks,2008,2013,5,30,2,3,30,0,,2009,4
Jordin Sparks Duet With Chris Brown,2008,2013,5,6,1,1,6,0,,2008,5
Jorgen Ingmann,1961,2013,52,35,1,1,35,0,,1961,52
Jose Feliciano,1968,2013,45,52,1,1,52,0,,1968,45
Josey Scott,2002,2013,11,25,1,1,25,0,,2002,11
Joshua Kadison,1994,2013,19,79,1,1,79,0,,1994,19
Journey,1981,2013,32,56,1,6,34,0,,1997,16
Jr. Walker and The All Stars,1965,2013,48,15,1,2,15,0,,1969,44
Jud Strunk,1973,2013,40,89,1,1,89,0,,1973,40
Judy Collins,1971,2013,42,80,1,1,80,0,,1971,42
Juelz Santana,2002,2013,11,30,2,4,30,0,,2009,4
Juice Newton,1981,2013,32,14,2,4,14,0,,1982,31
Julian Lennon,1985,2013,28,77,2,2,77,0,,1985,28
Julio Iglesias,1984,2013,29,50,1,1,50,0,,1984,29
Junior M.A.F.I.A.,1995,2013,18,72,1,2,72,0,,1996,17
Justin Bieber,2009,2013,4,89,1,7,28,0,,2013,0
Justin Timberlake,2002,2013,11,99,1,18,6,0,,2013,0
Juvenile,1999,2013,14,75,1,2,13,0,,2004,9
K-Ci and JoJo,1998,2013,15,7,1,3,7,0,,2001,12
K.C.,1984,2013,29,75,1,1,75,0,,1984,29
K.C. and The Sunshine Band,1975,2013,38,64,1,6,11,0,,1980,33
K.P.,1998,2013,15,52,1,1,52,0,,1998,15
K.W.S.,1992,2013,21,47,1,1,47,0,,1992,21
KT Tunstall,2006,2013,7,57,1,1,57,0,,2006,7
Kai Winding,1963,2013,50,60,1,1,60,0,,1963,50
Kajagoogoo,1983,2013,30,50,1,1,50,0,,1983,30
Kalin Twins,1958,2013,55,43,1,1,43,0,,1958,55
Kandi,2000,2013,13,86,1,1,86,0,,2000,13
Kandi Girl,2006,2013,7,52,1,1,52,0,,2006,7
Kansas,1977,2013,36,58,1,2,39,0,,1978,35
Kanye West,2004,2013,9,16,4,22,4,0,,2012,1
Kardinal Offishall,2008,2013,5,29,1,2,29,0,,2009,4
Karla Bonoff,1982,2013,31,60,1,1,60,0,,1982,31
Karmin,2012,2013,1,59,1,1,59,0,,2012,1
Karyn White,1989,2013,24,64,2,4,24,0,,1992,21
Kathy Linden,1958,2013,55,90,1,2,85,0,,1959,54
Kathy Troccoli,1992,2013,21,79,1,1,79,0,,1992,21
Katrina and The Waves,1985,2013,28,75,1,1,75,0,,1985,28
Katy Perry,2008,2013,5,14,2,14,3,0,,2013,0
Kay Starr,1956,2013,57,10,2,2,10,0,,1956,57
Ke$Ha,2011,2013,2,30,2,2,30,0,,2011,2
Ke$ha,2010,2013,3,1,5,7,1,0,,2013,0
Keith,1967,2013,46,79,1,1,79,0,,1967,46
Keith Carradine,1976,2013,37,71,1,1,71,0,,1976,37
Keith Sweat,1988,2013,25,74,1,8,10,0,,1997,16
Keith Urban,2004,2013,9,93,1,1,93,0,,2004,9
Kelis,2004,2013,9,41,1,2,41,0,,2006,7
Kelly Clarkson,2002,2013,11,39,1,16,4,0,,2013,0
Kelly Price,1998,2013,15,72,1,1,72,0,,1998,15
Kelly Rowland,2002,2013,11,4,1,2,4,0,,2011,2
Kendrick Lamar,2013,2013,0,41,2,2,41,0,,2013,0
Kenny Ball,1962,2013,51,21,1,1,21,0,,1962,51
Kenny Chesney,1999,2013,14,84,1,8,76,0,,2012,1
Kenny G,1987,2013,26,55,1,2,55,0,,1993,20
Kenny Loggins,1978,2013,35,83,1,6,4,0,,1987,26
Kenny Nolan,1977,2013,36,6,2,2,6,0,,1977,36
Kenny Rogers,1977,2013,36,43,1,12,3,0,,1984,29
Kenny Rogers and The First Edition,1969,2013,44,78,1,2,38,0,,1970,43
Keri Hilson,2007,2013,6,18,1,5,15,0,,2011,2
