artist,debut_year,year,years_since_debut,debut_position,debut_songs,total_hits,best_position,return_songs,best_return_position,last_year,years_since_last
"'N Sync",1998,1998,0,37,1,1,37,8,21,1998,0
"'N Sync",1998,1999,1,37,1,4,37,5,21,1999,0
"'N Sync",1998,2000,2,37,1,6,21,3,33,2000,0
"'N Sync",1998,2001,3,37,1,7,21,2,33,2001,0
"'N Sync",1998,2002,4,37,1,9,21,0,,2002,0
"'N Sync",1998,2003,5,37,1,9,21,0,,2002,1
"'N Sync",1998,2004,6,37,1,9,21,0,,2002,2
"'N Sync",1998,2005,7,37,1,9,21,0,,2002,3
"'N Sync",1998,2006,8,37,1,9,21,0,,2002,4
"'N Sync",1998,2007,9,37,1,9,21,0,,2002,5
"'N Sync",1998,2008,10,37,1,9,21,0,,2002,6
"'Til Tuesday",1985,1985,0,68,1,1,68,0,,1985,0
"'Til Tuesday",1985,1986,1,68,1,1,68,0,,1985,1
"'Til Tuesday",1985,1987,2,68,1,1,68,0,,1985,2
"'Til Tuesday",1985,1988,3,68,1,1,68,0,,1985,3
"'Til Tuesday",1985,1989,4,68,1,1,68,0,,1985,4
"'Til Tuesday",1985,1990,5,68,1,1,68,0,,1985,5
"'Til Tuesday",1985,1991,6,68,1,1,68,0,,1985,6
"'Til Tuesday",1985,1992,7,68,1,1,68,0,,1985,7
"'Til Tuesday",1985,1993,8,68,1,1,68,0,,1985,8
"'Til Tuesday",1985,1994,9,68,1,1,68,0,,1985,9
"'Til Tuesday",1985,1995,10,68,1,1,68,0,,1985,10
"'Til Tuesday",1985,1996,11,68,1,1,68,0,,1985,11
"'Til Tuesday",1985,1997,12,68,1,1,68,0,,1985,12
"'Til Tuesday",1985,1998,13,68,1,1,68,0,,1985,13
"'Til Tuesday",1985,1999,14,68,1,1,68,0,,1985,14
"'Til Tuesday",1985,2000,15,68,1,1,68,0,,1985,15
"'Til Tuesday",1985,2001,16,68,1,1,68,0,,1985,16
"'Til Tuesday",1985,2002,17,68,1,1,68,0,,1985,17
"'Til Tuesday",1985,2003,18,68,1,1,68,0,,1985,18
"'Til Tuesday",1985,2004,19,68,1,1,68,0,,1985,19
"'Til Tuesday",1985,2005,20,68,1,1,68,0,,1985,20
"'Til Tuesday",1985,2006,21,68,1,1,68,0,,1985,21
"'Til Tuesday",1985,2007,22,68,1,1,68,0,,1985,22
"'Til Tuesday",1985,2008,23,68,1,1,68,0,,1985,23
.38 Special,1989,1989,0,63,1,1,63,0,,1989,0
.38 Special,1989,1990,1,63,1,1,63,0,,1989,1
.38 Special,1989,1991,2,63,1,1,63,0,,1989,2
.38 Special,1989,1992,3,63,1,1,63,0,,1989,3
.38 Special,1989,1993,4,63,1,1,63,0,,1989,4
.38 Special,1989,1994,5,63,1,1,63,0,,1989,5
.38 Special,1989,1995,6,63,1,1,63,0,,1989,6
.38 Special,1989,1996,7,63,1,1,63,0,,1989,7
.38 Special,1989,1997,8,63,1,1,63,0,,1989,8
.38 Special,1989,1998,9,63,1,1,63,0,,1989,9
.38 Special,1989,1999,10,63,1,1,63,0,,1989,10
.38 Special,1989,2000,11,63,1,1,63,0,,1989,11
.38 Special,1989,2001,12,63,1,1,63,0,,1989,12
.38 Special,1989,2002,13,63,1,1,63,0,,1989,13
.38 Special,1989,2003,14,63,1,1,63,0,,1989,14
.38 Special,1989,2004,15,63,1,1,63,0,,1989,15
.38 Special,1989,2005,16,63,1,1,63,0,,1989,16
.38 Special,1989,2006,17,63,1,1,63,0,,1989,17
.38 Special,1989,2007,18,63,1,1,63,0,,1989,18
.38 Special,1989,2008,19,63,1,1,63,0,,1989,19
"10,000 Maniacs",1994,1994,0,40,1,1,40,0,,1994,0
"10,000 Maniacs",1994,1995,1,40,1,1,40,0,,1994,1
"10,000 Maniacs",1994,1996,2,40,1,1,40,0,,1994,2
"10,000 Maniacs",1994,1997,3,40,1,1,40,0,,1994,3
"10,000 Maniacs",1994,1998,4,40,1,1,40,0,,1994,4
"10,000 Maniacs",1994,1999,5,40,1,1,40,0,,1994,5
"10,000 Maniacs",1994,2000,6,40,1,1,40,0,,1994,6
"10,000 Maniacs",1994,2001,7,40,1,1,40,0,,1994,7
"10,000 Maniacs",1994,2002,8,40,1,1,40,0,,1994,8
"10,000 Maniacs",1994,2003,9,40,1,1,40,0,,1994,9
"10,000 Maniacs",1994,2004,10,40,1,1,40,0,,1994,10
"10,000 Maniacs",1994,2005,11,40,1,1,40,0,,1994,11
"10,000 Maniacs",1994,2006,12,40,1,1,40,0,,1994,12
"10,000 Maniacs",1994,2007,13,40,1,1,40,0,,1994,13
"10,000 Maniacs",1994,2008,14,40,1,1,40,0,,1994,14
100 Proof Aged In Soul,1970,1970,0,84,1,1,84,0,,1970,0
100 Proof Aged In Soul,1970,1971,1,84,1,1,84,0,,1970,1
100 Proof Aged In Soul,1970,1972,2,84,1,1,84,0,,1970,2
100 Proof Aged In Soul,1970,1973,3,84,1,1,84,0,,1970,3
100 Proof Aged In Soul,1970,1974,4,84,1,1,84,0,,1970,4
100 Proof Aged In Soul,1970,1975,5,84,1,1,84,0,,1970,5
100 Proof Aged In Soul,1970,1976,6,84,1,1,84,0,,1970,6
100 Proof Aged In Soul,1970,1977,7,84,1,1,84,0,,1970,7
100 Proof Aged In Soul,1970,1978,8,84,1,1,84,0,,1970,8
100 Proof Aged In Soul,1970,1979,9,84,1,1,84,0,,1970,9
100 Proof Aged In Soul,1970,1980,10,84,1,1,84,0,,1970,10
100 Proof Aged In Soul,1970,1981,11,84,1,1,84,0,,1970,11
100 Proof Aged In Soul,1970,1982,12,84,1,1,84,0,,1970,12
100 Proof Aged In Soul,1970,1983,13,84,1,1,84,0,,1970,13
100 Proof Aged In Soul,1970,1984,14,84,1,1,84,0,,1970,14
100 Proof Aged In Soul,1970,1985,15,84,1,1,84,0,,1970,15
100 Proof Aged In Soul,1970,1986,16,84,1,1,84,0,,1970,16
100 Proof Aged In Soul,1970,1987,17,84,1,1,84,0,,1970,17
100 Proof Aged In Soul,1970,1988,18,84,1,1,84,0,,1970,18
100 Proof Aged In Soul,1970,1989,19,84,1,1,84,0,,1970,19
100 Proof Aged In Soul,1970,1990,20,84,1,1,84,0,,1970,20
100 Proof Aged In Soul,1970,1991,21,84,1,1,84,0,,1970,21
100 Proof Aged In Soul,1970,1992,22,84,1,1,84,0,,1970,22
100 Proof Aged In Soul,1970,1993,23,84,1,1,84,0,,1970,23
100 Proof Aged In Soul,1970,1994,24,84,1,1,84,0,,1970,24
100 Proof Aged In Soul,1970,1995,25,84,1,1,84,0,,1970,25
100 Proof Aged In Soul,1970,1996,26,84,1,1,84,0,,1970,26
100 Proof Aged In Soul,1970,1997,27,84,1,1,84,0,,1970,27
100 Proof Aged In Soul,1970,1998,28,84,1,1,84,0,,1970,28
100 Proof Aged In Soul,1970,1999,29,84,1,1,84,0,,1970,29
100 Proof Aged In Soul,1970,2000,30,84,1,1,84,0,,1970,30
100 Proof Aged In Soul,1970,2001,31,84,1,1,84,0,,1970,31
100 Proof Aged In Soul,1970,2002,32,84,1,1,84,0,,1970,32
100 Proof Aged In Soul,1970,2003,33,84,1,1,84,0,,1970,33
100 Proof Aged In Soul,1970,2004,34,84,1,1,84,0,,1970,34
100 Proof Aged In Soul,1970,2005,35,84,1,1,84,0,,1970,35
100 Proof Aged In Soul,1970,2006,36,84,1,1,84,0,,1970,36
100 Proof Aged In Soul,1970,2007,37,84,1,1,84,0,,1970,37
100 Proof Aged In Soul,1970,2008,38,84,1,1,84,0,,1970,38
10cc,1975,1975,0,42,1,1,42,1,44,1975,0
10cc,1975,1976,1,42,1,1,42,1,44,1975,1
10cc,1975,1977,2,42,1,2,42,0,,1977,0
10cc,1975,1978,3,42,1,2,42,0,,1977,1
10cc,1975,1979,4,42,1,2,42,0,,1977,2
10cc,1975,1980,5,42,1,2,42,0,,1977,3
10cc,1975,1981,6,42,1,2,42,0,,1977,4
10cc,1975,1982,7,42,1,2,42,0,,1977,5
10cc,1975,1983,8,42,1,2,42,0,,1977,6
10cc,1975,1984,9,42,1,2,42,0,,1977,7
10cc,1975,1985,10,42,1,2,42,0,,1977,8
10cc,1975,1986,11,42,1,2,42,0,,1977,9
10cc,1975,1987,12,42,1,2,42,0,,1977,10
10cc,1975,1988,13,42,1,2,42,0,,1977,11
10cc,1975,1989,14,42,1,2,42,0,,1977,12
10cc,1975,1990,15,42,1,2,42,0,,1977,13
10cc,1975,1991,16,42,1,2,42,0,,1977,14
10cc,1975,1992,17,42,1,2,42,0,,1977,15
10cc,1975,1993,18,42,1,2,42,0,,1977,16
10cc,1975,1994,19,42,1,2,42,0,,1977,17
10cc,1975,1995,20,42,1,2,42,0,,1977,18
10cc,1975,1996,21,42,1,2,42,0,,1977,19
10cc,1975,1997,22,42,1,2,42,0,,1977,20
10cc,1975,1998,23,42,1,2,42,0,,1977,21
10cc,1975,1999,24,42,1,2,42,0,,1977,22
10cc,1975,2000,25,42,1,2,42,0,,1977,23
10cc,1975,2001,26,42,1,2,42,0,,1977,24
10cc,1975,2002,27,42,1,2,42,0,,1977,25
10cc,1975,2003,28,42,1,2,42,0,,1977,26
10cc,1975,2004,29,42,1,2,42,0,,1977,27
10cc,1975,2005,30,42,1,2,42,0,,1977,28
10cc,1975,2006,31,42,1,2,42,0,,1977,29
10cc,1975,2007,32,42,1,2,42,0,,1977,30
10cc,1975,2008,33,42,1,2,42,0,,1977,31
112,1996,1996,0,34,1,1,34,6,20,1996,0
112,1996,1997,1,34,1,3,34,4,20,1997,0
112,1996,1998,2,34,1,4,34,3,20,1998,0
112,1996,1999,3,34,1,5,34,2,20,1999,0
112,1996,2000,4,34,1,5,34,3,20,1999,1
112,1996,2001,5,34,1,7,20,1,97,2001,0
112,1996,2002,6,34,1,7,20,1,97,2001,1
112,1996,2003,7,34,1,7,20,1,97,2001,2
112,1996,2004,8,34,1,7,20,1,97,2001,3
112,1996,2005,9,34,1,8,20,0,,2005,0
112,1996,2006,10,34,1,8,20,0,,2005,1
112,1996,2007,11,34,1,8,20,0,,2005,2
112,1996,2008,12,34,1,8,20,0,,2005,3
1910 Fruitgum Company,1968,1968,0,33,2,2,33,1,67,1968,0
1910 Fruitgum Company,1968,1969,1,33,2,3,33,0,,1969,0
1910 Fruitgum Company,1968,1970,2,33,2,3,33,0,,1969,1
1910 Fruitgum Company,1968,1971,3,33,2,3,33,0,,1969,2
1910 Fruitgum Company,1968,1972,4,33,2,3,33,0,,1969,3
1910 Fruitgum Company,1968,1973,5,33,2,3,33,0,,1969,4
1910 Fruitgum Company,1968,1974,6,33,2,3,33,0,,1969,5
1910 Fruitgum Company,1968,1975,7,33,2,3,33,0,,1969,6
1910 Fruitgum Company,1968,1976,8,33,2,3,33,0,,1969,7
1910 Fruitgum Company,1968,1977,9,33,2,3,33,0,,1969,8
1910 Fruitgum Company,1968,1978,10,33,2,3,33,0,,1969,9
1910 Fruitgum Company,1968,1979,11,33,2,3,33,0,,1969,10
1910 Fruitgum Company,1968,1980,12,33,2,3,33,0,,1969,11
1910 Fruitgum Company,1968,1981,13,33,2,3,33,0,,1969,12
1910 Fruitgum Company,1968,1982,14,33,2,3,33,0,,1969,13
1910 Fruitgum Company,1968,1983,15,33,2,3,33,0,,1969,14
1910 Fruitgum Company,1968,1984,16,33,2,3,33,0,,1969,15
1910 Fruitgum Company,1968,1985,17,33,2,3,33,0,,1969,16
1910 Fruitgum Company,1968,1986,18,33,2,3,33,0,,1969,17
1910 Fruitgum Company,1968,1987,19,33,2,3,33,0,,1969,18
1910 Fruitgum Company,1968,1988,20,33,2,3,33,0,,1969,19
1910 Fruitgum Company,1968,1989,21,33,2,3,33,0,,1969,20
1910 Fruitgum Company,1968,1990,22,33,2,3,33,0,,1969,21
1910 Fruitgum Company,1968,1991,23,33,2,3,33,0,,1969,22
1910 Fruitgum Company,1968,1992,24,33,2,3,33,0,,1969,23
1910 Fruitgum Company,1968,1993,25,33,2,3,33,0,,1969,24
1910 Fruitgum Company,1968,1994,26,33,2,3,33,0,,1969,25
1910 Fruitgum Company,1968,1995,27,33,2,3,33,0,,1969,26
1910 Fruitgum Company,1968,1996,28,33,2,3,33,0,,1969,27
1910 Fruitgum Company,1968,1997,29,33,2,3,33,0,,1969,28
1910 Fruitgum Company,1968,1998,30,33,2,3,33,0,,1969,29
1910 Fruitgum Company,1968,1999,31,33,2,3,33,0,,1969,30
1910 Fruitgum Company,1968,2000,32,33,2,3,33,0,,1969,31
1910 Fruitgum Company,1968,2001,33,33,2,3,33,0,,1969,32
1910 Fruitgum Company,1968,2002,34,33,2,3,33,0,,1969,33
1910 Fruitgum Company,1968,2003,35,33,2,3,33,0,,1969,34
1910 Fruitgum Company,1968,2004,36,33,2,3,33,0,,1969,35
1910 Fruitgum Company,1968,2005,37,33,2,3,33,0,,1969,36
1910 Fruitgum Company,1968,2006,38,33,2,3,33,0,,1969,37
1910 Fruitgum Company,1968,2007,39,33,2,3,33,0,,1969,38
1910 Fruitgum Company,1968,2008,40,33,2,3,33,0,,1969,39
2 Pistols,2008,2008,0,100,1,1,100,0,,2008,0
20 Fingers,1995,1995,0,76,1,1,76,0,,1995,0
20 Fingers,1995,1996,1,76,1,1,76,0,,1995,1
20 Fingers,1995,1997,2,76,1,1,76,0,,1995,2
20 Fingers,1995,1998,3,76,1,1,76,0,,1995,3
20 Fingers,1995,1999,4,76,1,1,76,0,,1995,4
20 Fingers,1995,2000,5,76,1,1,76,0,,1995,5
20 Fingers,1995,2001,6,76,1,1,76,0,,1995,6
20 Fingers,1995,2002,7,76,1,1,76,0,,1995,7
20 Fingers,1995,2003,8,76,1,1,76,0,,1995,8
20 Fingers,1995,2004,9,76,1,1,76,0,,1995,9
20 Fingers,1995,2005,10,76,1,1,76,0,,1995,10
20 Fingers,1995,2006,11,76,1,1,76,0,,1995,11
20 Fingers,1995,2007,12,76,1,1,76,0,,1995,12
20 Fingers,1995,2008,13,76,1,1,76,0,,1995,13
2Pac,1993,1993,0,56,1,1,56,4,17,1993,0
2Pac,1993,1994,1,56,1,2,56,3,17,1994,0
2Pac,1993,1995,2,56,1,3,51,2,17,1995,0
2Pac,1993,1996,3,56,1,4,17,1,89,1996,0
2Pac,1993,1997,4,56,1,4,17,1,89,1996,1
2Pac,1993,1998,5,56,1,5,17,1,80,1998,0
2Pac,1993,1999,6,56,1,5,17,1,80,1998,1
2Pac,1993,2000,7,56,1,5,17,1,80,1998,2
2Pac,1993,2001,8,56,1,5,17,1,80,1998,3
2Pac,1993,2002,9,56,1,5,17,1,80,1998,4
2Pac,1993,2003,10,56,1,6,17,0,,2003,0
2Pac,1993,2004,11,56,1,6,17,0,,2003,1
2Pac,1993,2005,12,56,1,6,17,0,,2003,2
2Pac,1993,2006,13,56,1,6,17,0,,2003,3
2Pac,1993,2007,14,56,1,6,17,0,,2003,4
2Pac,1993,2008,15,56,1,6,17,0,,2003,5
3 Doors Down,2000,2000,0,15,1,1,15,6,5,2000,0
3 Doors Down,2000,2001,1,15,1,3,15,4,5,2001,0
3 Doors Down,2000,2002,2,15,1,3,15,4,5,2001,1
3 Doors Down,2000,2003,3,15,1,5,5,3,15,2003,0
3 Doors Down,2000,2004,4,15,1,6,5,2,38,2004,0
3 Doors Down,2000,2005,5,15,1,7,5,1,52,2005,0
3 Doors Down,2000,2006,6,15,1,7,5,1,52,2005,1
3 Doors Down,2000,2007,7,15,1,7,5,1,52,2005,2
3 Doors Down,2000,2008,8,15,1,8,5,0,,2008,0
38 Special,1982,1982,0,53,1,1,53,0,,1982,0
38 Special,1982,1983,1,53,1,1,53,0,,1982,1
38 Special,1982,1984,2,53,1,1,53,0,,1982,2
38 Special,1982,1985,3,53,1,1,53,0,,1982,3
38 Special,1982,1986,4,53,1,1,53,0,,1982,4
38 Special,1982,1987,5,53,1,1,53,0,,1982,5
38 Special,1982,1988,6,53,1,1,53,0,,1982,6
38 Special,1982,1989,7,53,1,1,53,0,,1982,7
38 Special,1982,1990,8,53,1,1,53,0,,1982,8
38 Special,1982,1991,9,53,1,1,53,0,,1982,9
38 Special,1982,1992,10,53,1,1,53,0,,1982,10
38 Special,1982,1993,11,53,1,1,53,0,,1982,11
38 Special,1982,1994,12,53,1,1,53,0,,1982,12
38 Special,1982,1995,13,53,1,1,53,0,,1982,13
38 Special,1982,1996,14,53,1,1,53,0,,1982,14
38 Special,1982,1997,15,53,1,1,53,0,,1982,15
38 Special,1982,1998,16,53,1,1,53,0,,1982,16
38 Special,1982,1999,17,53,1,1,53,0,,1982,17
38 Special,1982,2000,18,53,1,1,53,0,,1982,18
38 Special,1982,2001,19,53,1,1,53,0,,1982,19
38 Special,1982,2002,20,53,1,1,53,0,,1982,20
38 Special,1982,2003,21,53,1,1,53,0,,1982,21
38 Special,1982,2004,22,53,1,1,53,0,,1982,22
38 Special,1982,2005,23,53,1,1,53,0,,1982,23
38 Special,1982,2006,24,53,1,1,53,0,,1982,24
38 Special,1982,2007,25,53,1,1,53,0,,1982,25
38 Special,1982,2008,26,53,1,1,53,0,,1982,26
3LW,2001,2001,0,69,1,1,69,0,,2001,0
3LW,2001,2002,1,69,1,1,69,0,,2001,1
3LW,2001,2003,2,69,1,1,69,0,,2001,2
3LW,2001,2004,3,69,1,1,69,0,,2001,3
3LW,2001,2005,4,69,1,1,69,0,,2001,4
3LW,2001,2006,5,69,1,1,69,0,,2001,5
3LW,2001,2007,6,69,1,1,69,0,,2001,6
3LW,2001,2008,7,69,1,1,69,0,,2001,7
3t,1996,1996,0,43,1,1,43,0,,1996,0
3t,1996,1997,1,43,1,1,43,0,,1996,1
3t,1996,1998,2,43,1,1,43,0,,1996,2
3t,1996,1999,3,43,1,1,43,0,,1996,3
3t,1996,2000,4,43,1,1,43,0,,1996,4
3t,1996,2001,5,43,1,1,43,0,,1996,5
3t,1996,2002,6,43,1,1,43,0,,1996,6
3t,1996,2003,7,43,1,1,43,0,,1996,7
3t,1996,2004,8,43,1,1,43,0,,1996,8
3t,1996,2005,9,43,1,1,43,0,,1996,9
3t,1996,2006,10,43,1,1,43,0,,1996,10
3t,1996,2007,11,43,1,1,43,0,,1996,11
3t,1996,2008,12,43,1,1,43,0,,1996,12
4 Non Blondes,1993,1993,0,50,1,1,50,0,,1993,0
4 Non Blondes,1993,1994,1,50,1,1,50,0,,1993,1
4 Non Blondes,1993,1995,2,50,1,1,50,0,,1993,2
4 Non Blondes,1993,1996,3,50,1,1,50,0,,1993,3
4 Non Blondes,1993,1997,4,50,1,1,50,0,,1993,4
4 Non Blondes,1993,1998,5,50,1,1,50,0,,1993,5
4 Non Blondes,1993,1999,6,50,1,1,50,0,,1993,6
4 Non Blondes,1993,2000,7,50,1,1,50,0,,1993,7
4 Non Blondes,1993,2001,8,50,1,1,50,0,,1993,8
4 Non Blondes,1993,2002,9,50,1,1,50,0,,1993,9
4 Non Blondes,1993,2003,10,50,1,1,50,0,,1993,10
4 Non Blondes,1993,2004,11,50,1,1,50,0,,1993,11
4 Non Blondes,1993,2005,12,50,1,1,50,0,,1993,12
4 Non Blondes,1993,2006,13,50,1,1,50,0,,1993,13
4 Non Blondes,1993,2007,14,50,1,1,50,0,,1993,14
4 Non Blondes,1993,2008,15,50,1,1,50,0,,1993,15
4 P.M.,1995,1995,0,48,1,1,48,0,,1995,0
4 P.M.,1995,1996,1,48,1,1,48,0,,1995,1
4 P.M.,1995,1997,2,48,1,1,48,0,,1995,2
4 P.M.,1995,1998,3,48,1,1,48,0,,1995,3
4 P.M.,1995,1999,4,48,1,1,48,0,,1995,4
4 P.M.,1995,2000,5,48,1,1,48,0,,1995,5
4 P.M.,1995,2001,6,48,1,1,48,0,,1995,6
4 P.M.,1995,2002,7,48,1,1,48,0,,1995,7
4 P.M.,1995,2003,8,48,1,1,48,0,,1995,8
4 P.M.,1995,2004,9,48,1,1,48,0,,1995,9
4 P.M.,1995,2005,10,48,1,1,48,0,,1995,10
4 P.M.,1995,2006,11,48,1,1,48,0,,1995,11
4 P.M.,1995,2007,12,48,1,1,48,0,,1995,12
4 P.M.,1995,2008,13,48,1,1,48,0,,1995,13
50 Cent,2003,2003,0,1,5,5,1,7,8,2003,0
50 Cent,2003,2004,1,1,5,5,1,8,8,2003,1
50 Cent,2003,2005,2,1,5,11,1,2,47,2005,0
50 Cent,2003,2006,3,1,5,11,1,3,22,2005,1
50 Cent,2003,2007,4,1,5,12,1,2,22,2007,0
50 Cent,2003,2008,5,1,5,12,1,2,22,2007,1
5th Dimension,1972,1972,0,31,1,1,31,0,,1972,0
5th Dimension,1972,1973,1,31,1,1,31,0,,1972,1
5th Dimension,1972,1974,2,31,1,1,31,0,,1972,2
5th Dimension,1972,1975,3,31,1,1,31,0,,1972,3
5th Dimension,1972,1976,4,31,1,1,31,0,,1972,4
5th Dimension,1972,1977,5,31,1,1,31,0,,1972,5
5th Dimension,1972,1978,6,31,1,1,31,0,,1972,6
5th Dimension,1972,1979,7,31,1,1,31,0,,1972,7
5th Dimension,1972,1980,8,31,1,1,31,0,,1972,8
5th Dimension,1972,1981,9,31,1,1,31,0,,1972,9
5th Dimension,1972,1982,10,31,1,1,31,0,,1972,10
5th Dimension,1972,1983,11,31,1,1,31,0,,1972,11
5th Dimension,1972,1984,12,31,1,1,31,0,,1972,12
5th Dimension,1972,1985,13,31,1,1,31,0,,1972,13
5th Dimension,1972,1986,14,31,1,1,31,0,,1972,14
5th Dimension,1972,1987,15,31,1,1,31,0,,1972,15
5th Dimension,1972,1988,16,31,1,1,31,0,,1972,16
5th Dimension,1972,1989,17,31,1,1,31,0,,1972,17
5th Dimension,1972,1990,18,31,1,1,31,0,,1972,18
5th Dimension,1972,1991,19,31,1,1,31,0,,1972,19
5th Dimension,1972,1992,20,31,1,1,31,0,,1972,20
5th Dimension,1972,1993,21,31,1,1,31,0,,1972,21
5th Dimension,1972,1994,22,31,1,1,31,0,,1972,22
5th Dimension,1972,1995,23,31,1,1,31,0,,1972,23
5th Dimension,1972,1996,24,31,1,1,31,0,,1972,24
5th Dimension,1972,1997,25,31,1,1,31,0,,1972,25
5th Dimension,1972,1998,26,31,1,1,31,0,,1972,26
5th Dimension,1972,1999,27,31,1,1,31,0,,1972,27
5th Dimension,1972,2000,28,31,1,1,31,0,,1972,28
5th Dimension,1972,2001,29,31,1,1,31,0,,1972,29
5th Dimension,1972,2002,30,31,1,1,31,0,,1972,30
5th Dimension,1972,2003,31,31,1,1,31,0,,1972,31
5th Dimension,1972,2004,32,31,1,1,31,0,,1972,32
5th Dimension,1972,2005,33,31,1,1,31,0,,1972,33
5th Dimension,1972,2006,34,31,1,1,31,0,,1972,34
5th Dimension,1972,2007,35,31,1,1,31,0,,1972,35
5th Dimension,1972,2008,36,31,1,1,31,0,,1972,36
69 Boyz,1994,1994,0,65,1,1,65,1,63,1994,0
69 Boyz,1994,1995,1,65,1,2,63,0,,1995,0
69 Boyz,1994,1996,2,65,1,2,63,0,,1995,1
69 Boyz,1994,1997,3,65,1,2,63,0,,1995,2
69 Boyz,1994,1998,4,65,1,2,63,0,,1995,3
69 Boyz,1994,1999,5,65,1,2,63,0,,1995,4
69 Boyz,1994,2000,6,65,1,2,63,0,,1995,5
69 Boyz,1994,2001,7,65,1,2,63,0,,1995,6
69 Boyz,1994,2002,8,65,1,2,63,0,,1995,7
69 Boyz,1994,2003,9,65,1,2,63,0,,1995,8
69 Boyz,1994,2004,10,65,1,2,63,0,,1995,9
69 Boyz,1994,2005,11,65,1,2,63,0,,1995,10
69 Boyz,1994,2006,12,65,1,2,63,0,,1995,11
69 Boyz,1994,2007,13,65,1,2,63,0,,1995,12
69 Boyz,1994,2008,14,65,1,2,63,0,,1995,13
702,1997,1997,0,48,1,1,48,1,11,1997,0
702,1997,1998,1,48,1,1,48,1,11,1997,1
702,1997,1999,2,48,1,2,11,0,,1999,0
702,1997,2000,3,48,1,2,11,0,,1999,1
702,1997,2001,4,48,1,2,11,0,,1999,2
702,1997,2002,5,48,1,2,11,0,,1999,3
702,1997,2003,6,48,1,2,11,0,,1999,4
702,1997,2004,7,48,1,2,11,0,,1999,5
702,1997,2005,8,48,1,2,11,0,,1999,6
702,1997,2006,9,48,1,2,11,0,,1999,7
702,1997,2007,10,48,1,2,11,0,,1999,8
702,1997,2008,11,48,1,2,11,0,,1999,9
8th Day,1971,1971,0,64,1,1,64,0,,1971,0
8th Day,1971,1972,1,64,1,1,64,0,,1971,1
8th Day,1971,1973,2,64,1,1,64,0,,1971,2
8th Day,1971,1974,3,64,1,1,64,0,,1971,3
8th Day,1971,1975,4,64,1,1,64,0,,1971,4
8th Day,1971,1976,5,64,1,1,64,0,,1971,5
8th Day,1971,1977,6,64,1,1,64,0,,1971,6
8th Day,1971,1978,7,64,1,1,64,0,,1971,7
8th Day,1971,1979,8,64,1,1,64,0,,1971,8
8th Day,1971,1980,9,64,1,1,64,0,,1971,9
8th Day,1971,1981,10,64,1,1,64,0,,1971,10
8th Day,1971,1982,11,64,1,1,64,0,,1971,11
8th Day,1971,1983,12,64,1,1,64,0,,1971,12
8th Day,1971,1984,13,64,1,1,64,0,,1971,13
8th Day,1971,1985,14,64,1,1,64,0,,1971,14
8th Day,1971,1986,15,64,1,1,64,0,,1971,15
8th Day,1971,1987,16,64,1,1,64,0,,1971,16
8th Day,1971,1988,17,64,1,1,64,0,,1971,17
8th Day,1971,1989,18,64,1,1,64,0,,1971,18
8th Day,1971,1990,19,64,1,1,64,0,,1971,19
8th Day,1971,1991,20,64,1,1,64,0,,1971,20
8th Day,1971,1992,21,64,1,1,64,0,,1971,21
8th Day,1971,1993,22,64,1,1,64,0,,1971,22
8th Day,1971,1994,23,64,1,1,64,0,,1971,23
8th Day,1971,1995,24,64,1,1,64,0,,1971,24
8th Day,1971,1996,25,64,1,1,64,0,,1971,25
8th Day,1971,1997,26,64,1,1,64,0,,1971,26
8th Day,1971,1998,27,64,1,1,64,0,,1971,27
8th Day,1971,1999,28,64,1,1,64,0,,1971,28
8th Day,1971,2000,29,64,1,1,64,0,,1971,29
8th Day,1971,2001,30,64,1,1,64,0,,1971,30
8th Day,1971,2002,31,64,1,1,64,0,,1971,31
8th Day,1971,2003,32,64,1,1,64,0,,1971,32
8th Day,1971,2004,33,64,1,1,64,0,,1971,33
8th Day,1971,2005,34,64,1,1,64,0,,1971,34
8th Day,1971,2006,35,64,1,1,64,0,,1971,35
8th Day,1971,2007,36,64,1,1,64,0,,1971,36
8th Day,1971,2008,37,64,1,1,64,0,,1971,37
95 South,1993,1993,0,44,1,1,44,0,,1993,0
95 South,1993,1994,1,44,1,1,44,0,,1993,1
95 South,1993,1995,2,44,1,1,44,0,,1993,2
95 South,1993,1996,3,44,1,1,44,0,,1993,3
95 South,1993,1997,4,44,1,1,44,0,,1993,4
95 South,1993,1998,5,44,1,1,44,0,,1993,5
95 South,1993,1999,6,44,1,1,44,0,,1993,6
95 South,1993,2000,7,44,1,1,44,0,,1993,7
95 South,1993,2001,8,44,1,1,44,0,,1993,8
95 South,1993,2002,9,44,1,1,44,0,,1993,9
95 South,1993,2003,10,44,1,1,44,0,,1993,10
95 South,1993,2004,11,44,1,1,44,0,,1993,11
95 South,1993,2005,12,44,1,1,44,0,,1993,12
95 South,1993,2006,13,44,1,1,44,0,,1993,13
95 South,1993,2007,14,44,1,1,44,0,,1993,14
95 South,1993,2008,15,44,1,1,44,0,,1993,15
98 Degrees,1997,1997,0,45,1,1,45,6,37,1997,0
98 Degrees,1997,1998,1,45,1,2,45,5,37,1998,0
98 Degrees,1997,1999,2,45,1,5,37,2,45,1999,0
98 Degrees,1997,2000,3,45,1,7,37,0,,2000,0
98 Degrees,1997,2001,4,45,1,7,37,0,,2000,1
98 Degrees,1997,2002,5,45,1,7,37,0,,2000,2
