race,sex,employ,region,age,income,education,records,people,percent,gov_percent
b,m,u,w,u64,75u,no-hs,1,2,0,1
b,m,u,w,u64,a,a,4,178,0.247191011,0.58988764
b,m,u,w,u64,a,cg,4,25,0.2,0.36
b,m,u,w,u64,a,hs,8,123,0.276422764,0.62601626
b,m,u,w,u64,a,no-hs,4,30,0.266666667,0.666666667
b,m,u,w,u64,u25,a,19,91,0.263736264,0.714285714
b,m,u,w,u64,u25,cg,2,6,0.5,0.5
b,m,u,w,u64,u25,hs,25,64,0.21875,0.796875
b,m,u,w,u64,u25,no-hs,9,22,0.363636364,0.545454545
b,m,u,w,u64,u49,a,7,39,0.128205128,0.743589744
b,m,u,w,u64,u49,cg,4,8,0,0.625
b,m,u,w,u64,u49,hs,11,28,0.178571429,0.714285714
b,m,u,w,u64,u49,no-hs,3,3,0,1
b,m,u,w,u64,u74,a,4,17,0.235294118,0.352941176
b,m,u,w,u64,u74,cg,2,2,0,0
b,m,u,w,u64,u74,hs,7,12,0.333333333,0.333333333
b,m,u,w,u64,u74,no-hs,1,1,0,1
h,a,e,a,65u,75u,a,1,596,0.048657718,0.815436242
h,a,e,a,65u,75u,cg,1,132,0.007575758,0.674242424
h,a,e,a,65u,75u,hs,2,287,0.038327526,0.860627178
h,a,e,a,65u,75u,no-hs,1,177,0.096045198,0.847457627
h,a,e,a,65u,a,a,1,3213,0.056333645,0.881419234
h,a,e,a,65u,a,cg,1,329,0.018237082,0.811550152
h,a,e,a,65u,a,hs,2,1305,0.03908046,0.885823755
h,a,e,a,65u,a,no-hs,1,1578,0.078580482,0.892902408
h,a,e,a,65u,u25,a,5,1288,0.057453416,0.922360248
h,a,e,a,65u,u25,cg,5,61,0.06557377,0.885245902
h,a,e,a,65u,u25,hs,10,453,0.041942605,0.920529801
h,a,e,a,65u,u25,no-hs,5,774,0.064599483,0.925064599
h,a,e,a,65u,u49,a,2,841,0.060642093,0.883472057
h,a,e,a,65u,u49,cg,2,78,0.012820513,0.935897436
h,a,e,a,65u,u49,hs,4,359,0.022284123,0.894150418
h,a,e,a,65u,u49,no-hs,2,405,0.103703704,0.864197531
h,a,e,a,65u,u74,a,1,487,0.059548255,0.852156057
h,a,e,a,65u,u74,cg,1,59,0,0.847457627
h,a,e,a,65u,u74,hs,2,207,0.06763285,0.821256039
h,a,e,a,65u,u74,no-hs,1,221,0.067873303,0.877828054
h,a,e,a,a,75u,a,1,13964,0.180392438,0.165067316
h,a,e,a,a,75u,cg,1,2655,0.087758945,0.101318267
h,a,e,a,a,75u,hs,2,5736,0.221582985,0.122384937
h,a,e,a,a,75u,no-hs,1,2346,0.315856777,0.20801364
h,a,e,a,a,a,a,1,53230,0.291189179,0.340146534
h,a,e,a,a,a,cg,1,4647,0.175812352,0.145470196
h,a,e,a,a,a,hs,2,19399,0.347492139,0.220217537
h,a,e,a,a,a,no-hs,1,14180,0.42122708,0.334344147
h,a,e,a,a,u25,a,5,13363,0.337648732,0.56454389
h,a,e,a,a,u25,cg,5,449,0.394209354,0.349665924
h,a,e,a,a,u25,hs,10,3982,0.44173782,0.406830738
h,a,e,a,a,u25,no-hs,5,4527,0.434062293,0.495029821
h,a,e,a,a,u49,a,2,15765,0.361052965,0.359974627
h,a,e,a,a,u49,cg,2,720,0.318055556,0.201388889
h,a,e,a,a,u49,hs,4,5561,0.431756878,0.228376191
h,a,e,a,a,u49,no-hs,2,4778,0.477605693,0.286102972
h,a,e,a,a,u74,a,1,10138,0.273821267,0.254685342
h,a,e,a,a,u74,cg,1,823,0.215066829,0.12636695
h,a,e,a,a,u74,hs,2,4121,0.317641349,0.165736472
h,a,e,a,a,u74,no-hs,1,2531,0.388779139,0.254444883
h,a,e,a,u18,75u,a,1,3922,0.083885773,0.252932177
h,a,e,a,u18,75u,cg,1,3,0,0
h,a,e,a,u18,75u,hs,2,31,0.161290323,0.258064516
h,a,e,a,u18,75u,no-hs,1,661,0.075642965,0.207261725
h,a,e,a,u18,a,a,1,17789,0.140761145,0.537635618
h,a,e,a,u18,a,cg,1,4,0,0
h,a,e,a,u18,a,hs,2,75,0.2,0.266666667
h,a,e,a,u18,a,no-hs,1,2706,0.19142646,0.416481892
h,a,e,a,u18,u25,a,5,5056,0.153085443,0.781447785
h,a,e,a,u18,u25,cg,1,1,0,0
h,a,e,a,u18,u25,hs,7,14,0.357142857,0.357142857
h,a,e,a,u18,u25,no-hs,5,632,0.253164557,0.664556962
h,a,e,a,u18,u49,a,2,5590,0.177101968,0.590161002
h,a,e,a,u18,u49,hs,3,16,0.25,0.1875
h,a,e,a,u18,u49,no-hs,2,870,0.234482759,0.463218391
h,a,e,a,u18,u74,a,1,3221,0.127910587,0.410431543
h,a,e,a,u18,u74,cg,1,0,2,0
h,a,e,a,u18,u74,hs,2,14,0.142857143,0.285714286
h,a,e,a,u18,u74,no-hs,1,542,0.191881919,0.308118081
h,a,e,a,u34,75u,a,2,4165,0.283793517,0.092196879
h,a,e,a,u34,75u,cg,2,860,0.118604651,0.06627907
h,a,e,a,u34,75u,hs,4,2688,0.292410714,0.088541667
h,a,e,a,u34,75u,no-hs,2,618,0.477346278,0.144012945
h,a,e,a,u34,a,a,2,14908,0.43332439,0.182586531
h,a,e,a,u34,a,cg,2,1578,0.218631179,0.077946768
h,a,e,a,u34,a,hs,4,9298,0.413852441,0.176059368
h,a,e,a,u34,a,no-hs,2,4032,0.562003968,0.238839286
h,a,e,a,u34,u25,a,10,3360,0.539583333,0.33125
h,a,e,a,u34,u25,cg,10,158,0.525316456,0.170886076
h,a,e,a,u34,u25,hs,20,1889,0.523557438,0.316040233
h,a,e,a,u34,u25,no-hs,10,1312,0.56554878,0.374237805
h,a,e,a,u34,u49,a,4,4437,0.522875817,0.177146721
h,a,e,a,u34,u49,cg,4,252,0.345238095,0.083333333
h,a,e,a,u34,u49,hs,8,2746,0.495994173,0.178441369
h,a,e,a,u34,u49,no-hs,4,1439,0.605281445,0.18971508
h,a,e,a,u34,u74,a,2,2946,0.387644263,0.149015614
h,a,e,a,u34,u74,cg,2,308,0.243506494,0.055194805
h,a,e,a,u34,u74,hs,4,1974,0.358662614,0.157548126
h,a,e,a,u34,u74,no-hs,2,661,0.54311649,0.167927383
h,a,e,a,u64,75u,a,4,5280,0.185227273,0.083712121
h,a,e,a,u64,75u,cg,4,1659,0.078963231,0.074141049
h,a,e,a,u64,75u,hs,8,2731,0.1713658,0.07689491
h,a,e,a,u64,75u,no-hs,4,889,0.427446569,0.124859393
h,a,e,a,u64,a,a,4,17320,0.366974596,0.172459584
h,a,e,a,u64,a,cg,4,2735,0.170749543,0.104570384
h,a,e,a,u64,a,hs,8,8723,0.323971111,0.167258971
h,a,e,a,u64,a,no-hs,4,5864,0.522680764,0.211630286
h,a,e,a,u64,u25,a,20,3656,0.506838074,0.353391685
h,a,e,a,u64,u25,cg,20,229,0.3930131,0.340611354
h,a,e,a,u64,u25,hs,40,1625,0.459076923,0.368
h,a,e,a,u64,u25,no-hs,20,1804,0.561529933,0.339800443
h,a,e,a,u64,u49,a,8,4897,0.476005718,0.173371452
h,a,e,a,u64,u49,cg,8,391,0.360613811,0.132992327
h,a,e,a,u64,u49,hs,16,2442,0.42014742,0.185503686
h,a,e,a,u64,u49,no-hs,8,2063,0.564711585,0.166262724
h,a,e,a,u64,u74,a,4,3485,0.342611191,0.116499283
h,a,e,a,u64,u74,cg,4,456,0.223684211,0.081140351
h,a,e,a,u64,u74,hs,8,1923,0.304212168,0.103484139
h,a,e,a,u64,u74,no-hs,4,1106,0.457504521,0.154611212
h,a,e,mw,65u,75u,a,1,50,0.06,0.66
h,a,e,mw,65u,75u,cg,1,17,0,0.588235294
h,a,e,mw,65u,75u,hs,2,22,0.090909091,0.636363636
h,a,e,mw,65u,75u,no-hs,1,11,0,0.818181818
h,a,e,mw,65u,a,a,1,221,0.058823529,0.791855204
h,a,e,mw,65u,a,cg,1,31,0,0.774193548
h,a,e,mw,65u,a,hs,2,106,0.047169811,0.783018868
h,a,e,mw,65u,a,no-hs,1,83,0.084337349,0.819277108
h,a,e,mw,65u,u25,a,5,61,0.049180328,0.885245902
h,a,e,mw,65u,u25,cg,1,2,0,1
h,a,e,mw,65u,u25,hs,5,30,0,0.8
h,a,e,mw,65u,u25,no-hs,5,31,0.096774194,0.903225806
h,a,e,mw,65u,u49,a,2,55,0.036363636,0.763636364
h,a,e,mw,65u,u49,cg,2,4,0,1
h,a,e,mw,65u,u49,hs,4,32,0.03125,0.8125
h,a,e,mw,65u,u49,no-hs,2,20,0.05,0.65
h,a,e,mw,65u,u74,a,1,53,0.094339623,0.867924528
h,a,e,mw,65u,u74,cg,1,8,0,1
h,a,e,mw,65u,u74,hs,2,24,0.083333333,0.833333333
h,a,e,mw,65u,u74,no-hs,1,21,0.142857143,0.857142857
h,a,e,mw,a,75u,a,1,1184,0.159628378,0.132601351
h,a,e,mw,a,75u,cg,1,243,0.049382716,0.074074074
h,a,e,mw,a,75u,hs,2,463,0.213822894,0.090712743
h,a,e,mw,a,75u,no-hs,1,191,0.287958115,0.209424084
h,a,e,mw,a,a,a,1,4826,0.259013676,0.331123083
h,a,e,mw,a,a,cg,1,406,0.120689655,0.120689655
h,a,e,mw,a,a,hs,2,1649,0.346270467,0.197695573
h,a,e,mw,a,a,no-hs,1,1204,0.387043189,0.276578073
h,a,e,mw,a,u25,a,5,1172,0.338737201,0.552047782
h,a,e,mw,a,u25,cg,4,29,0.413793103,0.379310345
h,a,e,mw,a,u25,hs,10,348,0.482758621,0.376436782
h,a,e,mw,a,u25,no-hs,5,313,0.498402556,0.402555911
h,a,e,mw,a,u49,a,2,1482,0.298245614,0.357624831
h,a,e,mw,a,u49,cg,2,53,0.264150943,0.150943396
h,a,e,mw,a,u49,hs,4,457,0.393873085,0.188183807
h,a,e,mw,a,u49,no-hs,2,477,0.400419287,0.234800839
h,a,e,mw,a,u74,a,1,986,0.22515213,0.268762677
h,a,e,mw,a,u74,cg,1,80,0.1375,0.15
h,a,e,mw,a,u74,hs,2,383,0.323759791,0.177545692
h,a,e,mw,a,u74,no-hs,1,224,0.290178571,0.245535714
h,a,e,mw,u18,75u,a,1,348,0.07183908,0.204022989
h,a,e,mw,u18,75u,hs,1,3,0,0
h,a,e,mw,u18,75u,no-hs,1,57,0.01754386,0.245614035
h,a,e,mw,u18,a,a,1,1788,0.108501119,0.548098434
h,a,e,mw,u18,a,hs,1,3,0,0
h,a,e,mw,u18,a,no-hs,1,218,0.137614679,0.412844037
h,a,e,mw,u18,u25,a,5,523,0.131931166,0.774378585
h,a,e,mw,u18,u25,no-hs,5,41,0.195121951,0.658536585
h,a,e,mw,u18,u49,a,2,577,0.126516464,0.622183709
h,a,e,mw,u18,u49,no-hs,2,81,0.197530864,0.444444444
h,a,e,mw,u18,u74,a,1,339,0.079646018,0.424778761
h,a,e,mw,u18,u74,no-hs,1,39,0.128205128,0.358974359
h,a,e,mw,u34,75u,a,2,412,0.276699029,0.065533981
h,a,e,mw,u34,75u,cg,2,80,0.05,0.025
h,a,e,mw,u34,75u,hs,4,269,0.289962825,0.066914498
h,a,e,mw,u34,75u,no-hs,2,64,0.5,0.109375
h,a,e,mw,u34,a,a,2,1453,0.421885754,0.161046111
h,a,e,mw,u34,a,cg,2,154,0.123376623,0.045454545
h,a,e,mw,u34,a,hs,4,901,0.405105438,0.166481687
h,a,e,mw,u34,a,no-hs,2,398,0.572864322,0.193467337
h,a,e,mw,u34,u25,a,10,340,0.585294118,0.285294118
h,a,e,mw,u34,u25,cg,4,15,0.466666667,0.2
h,a,e,mw,u34,u25,hs,19,206,0.548543689,0.291262136
h,a,e,mw,u34,u25,no-hs,9,118,0.652542373,0.262711864
h,a,e,mw,u34,u49,a,4,424,0.492924528,0.148584906
h,a,e,mw,u34,u49,cg,4,24,0.166666667,0.041666667
h,a,e,mw,u34,u49,hs,8,239,0.460251046,0.150627615
h,a,e,mw,u34,u49,no-hs,4,161,0.596273292,0.167701863
h,a,e,mw,u34,u74,a,2,276,0.329710145,0.170289855
h,a,e,mw,u34,u74,cg,2,34,0.117647059,0.058823529
h,a,e,mw,u34,u74,hs,4,187,0.352941176,0.181818182
h,a,e,mw,u34,u74,no-hs,2,55,0.4,0.218181818
h,a,e,mw,u64,75u,a,4,374,0.125668449,0.069518717
h,a,e,mw,u64,75u,cg,4,146,0.047945205,0.04109589
h,a,e,mw,u64,75u,hs,8,170,0.105882353,0.052941176
h,a,e,mw,u64,75u,no-hs,4,59,0.355932203,0.152542373
h,a,e,mw,u64,a,a,4,1364,0.316715543,0.152492669
h,a,e,mw,u64,a,cg,4,221,0.135746606,0.085972851
h,a,e,mw,u64,a,hs,8,638,0.311912226,0.147335423
h,a,e,mw,u64,a,no-hs,4,506,0.397233202,0.195652174
h,a,e,mw,u64,u25,a,19,245,0.510204082,0.379591837
h,a,e,mw,u64,u25,cg,8,14,0.357142857,0.571428571
h,a,e,mw,u64,u25,hs,27,111,0.468468468,0.405405405
h,a,e,mw,u64,u25,no-hs,17,122,0.532786885,0.327868852
h,a,e,mw,u64,u49,a,8,426,0.370892019,0.147887324
h,a,e,mw,u64,u49,cg,5,24,0.375,0.083333333
h,a,e,mw,u64,u49,hs,16,185,0.383783784,0.12972973
h,a,e,mw,u64,u49,no-hs,8,216,0.361111111,0.175925926
h,a,e,mw,u64,u74,a,4,317,0.312302839,0.085173502
h,a,e,mw,u64,u74,cg,4,38,0.210526316,0.052631579
h,a,e,mw,u64,u74,hs,8,171,0.32748538,0.070175439
h,a,e,mw,u64,u74,no-hs,4,109,0.321100917,0.119266055
h,a,e,ne,65u,75u,a,1,84,0.047619048,0.642857143
h,a,e,ne,65u,75u,cg,1,17,0,0.058823529
h,a,e,ne,65u,75u,hs,2,49,0.06122449,0.795918367
h,a,e,ne,65u,75u,no-hs,1,17,0.058823529,0.882352941
h,a,e,ne,65u,a,a,1,463,0.051835853,0.850971922
h,a,e,ne,65u,a,cg,1,36,0,0.444444444
h,a,e,ne,65u,a,hs,2,189,0.047619048,0.867724868
h,a,e,ne,65u,a,no-hs,1,238,0.067226891,0.899159664
h,a,e,ne,65u,u25,a,5,205,0.009756098,0.965853659
h,a,e,ne,65u,u25,cg,3,6,0,1
h,a,e,ne,65u,u25,hs,8,65,0.030769231,0.969230769
h,a,e,ne,65u,u25,no-hs,5,134,0,0.962686567
h,a,e,ne,65u,u49,a,2,105,0.133333333,0.79047619
h,a,e,ne,65u,u49,cg,2,4,0,0.25
h,a,e,ne,65u,u49,hs,4,52,0.038461538,0.865384615
h,a,e,ne,65u,u49,no-hs,2,49,0.244897959,0.734693878
h,a,e,ne,65u,u74,a,1,69,0.072463768,0.869565217
h,a,e,ne,65u,u74,cg,1,8,0,1
h,a,e,ne,65u,u74,hs,2,23,0.086956522,0.695652174
h,a,e,ne,65u,u74,no-hs,1,38,0.078947368,0.921052632
h,a,e,ne,a,75u,a,1,2019,0.12431897,0.188211986
h,a,e,ne,a,75u,cg,1,462,0.071428571,0.064935065
h,a,e,ne,a,75u,hs,2,820,0.157317073,0.153658537
h,a,e,ne,a,75u,no-hs,1,286,0.244755245,0.29020979
h,a,e,ne,a,a,a,1,7284,0.184788578,0.433141131
h,a,e,ne,a,a,cg,1,757,0.138705416,0.143989432
h,a,e,ne,a,a,hs,2,2727,0.235423542,0.33406674
h,a,e,ne,a,a,no-hs,1,1849,0.259058951,0.503515414
h,a,e,ne,a,u25,a,5,2149,0.183341089,0.696603071
h,a,e,ne,a,u25,cg,5,97,0.298969072,0.463917526
h,a,e,ne,a,u25,hs,10,657,0.243531202,0.601217656
h,a,e,ne,a,u25,no-hs,5,723,0.213001383,0.681881051
h,a,e,ne,a,u49,a,2,1997,0.229844767,0.450676014
h,a,e,ne,a,u49,cg,2,100,0.24,0.12
h,a,e,ne,a,u49,hs,4,793,0.298865069,0.348045397
h,a,e,ne,a,u49,no-hs,2,549,0.31147541,0.408014572
h,a,e,ne,a,u74,a,1,1117,0.215756491,0.338406446
h,a,e,ne,a,u74,cg,1,98,0.193877551,0.224489796
h,a,e,ne,a,u74,hs,2,458,0.251091703,0.251091703
h,a,e,ne,a,u74,no-hs,1,292,0.287671233,0.445205479
h,a,e,ne,u18,75u,a,1,540,0.038888889,0.298148148
h,a,e,ne,u18,75u,hs,2,7,0,0.285714286
h,a,e,ne,u18,75u,no-hs,1,81,0.024691358,0.222222222
h,a,e,ne,u18,a,a,1,2318,0.063416739,0.598360656
h,a,e,ne,u18,a,cg,1,0,2,0
h,a,e,ne,u18,a,hs,2,11,0,0.454545455
h,a,e,ne,u18,a,no-hs,1,355,0.076056338,0.498591549
h,a,e,ne,u18,u25,a,5,781,0.074263764,0.824583867
h,a,e,ne,u18,u25,hs,1,1,0,1
h,a,e,ne,u18,u25,no-hs,5,103,0.077669903,0.766990291
h,a,e,ne,u18,u49,a,2,667,0.059970015,0.658170915
h,a,e,ne,u18,u49,hs,2,3,0,0.666666667
h,a,e,ne,u18,u49,no-hs,2,109,0.110091743,0.440366972
h,a,e,ne,u18,u74,a,1,331,0.084592145,0.432024169
h,a,e,ne,u18,u74,cg,1,0,2,0
h,a,e,ne,u18,u74,hs,1,0,2,0
h,a,e,ne,u18,u74,no-hs,1,61,0.06557377,0.524590164
h,a,e,ne,u34,75u,a,2,606,0.209570957,0.120462046
h,a,e,ne,u34,75u,cg,2,147,0.102040816,0.047619048
h,a,e,ne,u34,75u,hs,4,357,0.201680672,0.120448179
h,a,e,ne,u34,75u,no-hs,2,101,0.396039604,0.227722772
h,a,e,ne,u34,a,a,2,2060,0.30631068,0.307281553
h,a,e,ne,u34,a,cg,2,241,0.219917012,0.095435685
h,a,e,ne,u34,a,hs,4,1256,0.281847134,0.307324841
h,a,e,ne,u34,a,no-hs,2,563,0.39964476,0.396092362
h,a,e,ne,u34,u25,a,10,538,0.332713755,0.522304833
h,a,e,ne,u34,u25,cg,5,31,0.612903226,0.225806452
h,a,e,ne,u34,u25,hs,20,301,0.275747508,0.534883721
h,a,e,ne,u34,u25,no-hs,10,209,0.373205742,0.535885167
h,a,e,ne,u34,u49,a,4,605,0.361983471,0.32231405
h,a,e,ne,u34,u49,cg,4,33,0.272727273,0.090909091
h,a,e,ne,u34,u49,hs,8,391,0.350383632,0.329923274
h,a,e,ne,u34,u49,no-hs,4,180,0.411111111,0.35
h,a,e,ne,u34,u74,a,2,311,0.344051447,0.270096463
h,a,e,ne,u34,u74,cg,2,31,0.35483871,0.193548387
h,a,e,ne,u34,u74,hs,4,208,0.302884615,0.254807692
h,a,e,ne,u34,u74,no-hs,2,73,0.465753425,0.342465753
h,a,e,ne,u64,75u,a,4,790,0.125316456,0.115189873
h,a,e,ne,u64,75u,cg,4,298,0.060402685,0.077181208
h,a,e,ne,u64,75u,hs,8,404,0.136138614,0.103960396
h,a,e,ne,u64,75u,no-hs,4,85,0.317647059,0.305882353
h,a,e,ne,u64,a,a,4,2442,0.222768223,0.303439803
h,a,e,ne,u64,a,cg,4,480,0.110416667,0.145833333
h,a,e,ne,u64,a,hs,8,1270,0.220472441,0.280314961
h,a,e,ne,u64,a,no-hs,4,692,0.304913295,0.458092486
h,a,e,ne,u64,u25,a,20,627,0.245614035,0.599681021
h,a,e,ne,u64,u25,cg,13,59,0.186440678,0.542372881
h,a,e,ne,u64,u25,hs,34,292,0.260273973,0.571917808
h,a,e,ne,u64,u25,no-hs,20,276,0.257246377,0.623188406
h,a,e,ne,u64,u49,a,8,619,0.302100162,0.295638126
h,a,e,ne,u64,u49,cg,7,62,0.258064516,0.096774194
h,a,e,ne,u64,u49,hs,16,350,0.282857143,0.28
h,a,e,ne,u64,u49,no-hs,8,210,0.342857143,0.371428571
h,a,e,ne,u64,u74,a,4,406,0.248768473,0.224137931
h,a,e,ne,u64,u74,cg,4,59,0.118644068,0.118644068
h,a,e,ne,u64,u74,hs,8,227,0.220264317,0.198237885
h,a,e,ne,u64,u74,no-hs,4,120,0.366666667,0.325
h,a,e,s,65u,75u,a,1,234,0.02991453,0.867521368
h,a,e,s,65u,75u,cg,1,55,0,0.745454545
h,a,e,s,65u,75u,hs,2,111,0.036036036,0.900900901
h,a,e,s,65u,75u,no-hs,1,68,0.044117647,0.911764706
h,a,e,s,65u,a,a,1,1245,0.06184739,0.883534137
h,a,e,s,65u,a,cg,1,148,0.02027027,0.837837838
h,a,e,s,65u,a,hs,2,498,0.042168675,0.885542169
h,a,e,s,65u,a,no-hs,1,598,0.088628763,0.894648829
h,a,e,s,65u,u25,a,5,492,0.079268293,0.908536585
h,a,e,s,65u,u25,cg,4,27,0.148148148,0.777777778
h,a,e,s,65u,u25,hs,10,183,0.049180328,0.93989071
h,a,e,s,65u,u25,no-hs,5,280,0.096428571,0.907142857
h,a,e,s,65u,u49,a,2,357,0.058823529,0.885154062
h,a,e,s,65u,u49,cg,2,41,0,1
h,a,e,s,65u,u49,hs,4,131,0.030534351,0.870229008
h,a,e,s,65u,u49,no-hs,2,184,0.097826087,0.869565217
h,a,e,s,65u,u74,a,1,163,0.055214724,0.828220859
h,a,e,s,65u,u74,cg,1,26,0,0.769230769
h,a,e,s,65u,u74,hs,2,73,0.068493151,0.767123288
h,a,e,s,65u,u74,no-hs,1,64,0.0625,0.921875
h,a,e,s,a,75u,a,1,4811,0.210766992,0.160673457
h,a,e,s,a,75u,cg,1,991,0.086781029,0.12209889
h,a,e,s,a,75u,hs,2,1915,0.245953003,0.116449086
h,a,e,s,a,75u,no-hs,1,813,0.40098401,0.179581796
h,a,e,s,a,a,a,1,19603,0.356016936,0.300005101
h,a,e,s,a,a,cg,1,1885,0.197877984,0.151193634
h,a,e,s,a,a,hs,2,7094,0.418522695,0.173808853
h,a,e,s,a,a,no-hs,1,5129,0.516864886,0.260674595
h,a,e,s,a,u25,a,5,4981,0.433447099,0.473398916
h,a,e,s,a,u25,cg,5,187,0.497326203,0.272727273
h,a,e,s,a,u25,hs,10,1526,0.561598952,0.29423329
h,a,e,s,a,u25,no-hs,5,1602,0.56866417,0.3639201
h,a,e,s,a,u49,a,2,6066,0.42565117,0.318991098
h,a,e,s,a,u49,cg,2,335,0.340298507,0.223880597
h,a,e,s,a,u49,hs,4,2122,0.514137606,0.163524976
h,a,e,s,a,u49,no-hs,2,1799,0.54585881,0.236242357
h,a,e,s,a,u74,a,1,3747,0.326394449,0.217507339
h,a,e,s,a,u74,cg,1,371,0.215633423,0.102425876
h,a,e,s,a,u74,hs,2,1532,0.358355091,0.138381201
h,a,e,s,a,u74,no-hs,1,913,0.474260679,0.200438116
h,a,e,s,u18,75u,a,1,1348,0.116468843,0.256676558
h,a,e,s,u18,75u,cg,1,2,0,0
h,a,e,s,u18,75u,hs,2,14,0.285714286,0.357142857
h,a,e,s,u18,75u,no-hs,1,240,0.091666667,0.241666667
h,a,e,s,u18,a,a,1,6483,0.189418479,0.526299553
h,a,e,s,u18,a,cg,1,2,0,0
h,a,e,s,u18,a,hs,2,28,0.25,0.285714286
h,a,e,s,u18,a,no-hs,1,957,0.245559039,0.392894462
h,a,e,s,u18,u25,a,5,1881,0.199362041,0.744284955
h,a,e,s,u18,u25,hs,3,5,0.4,0.4
h,a,e,s,u18,u25,no-hs,5,213,0.356807512,0.582159624
h,a,e,s,u18,u49,a,2,2130,0.231924883,0.576056338
h,a,e,s,u18,u49,hs,2,5,0.2,0.2
h,a,e,s,u18,u49,no-hs,2,316,0.306962025,0.433544304
h,a,e,s,u18,u74,a,1,1123,0.179875334,0.390917186
h,a,e,s,u18,u74,hs,2,4,0,0
h,a,e,s,u18,u74,no-hs,1,188,0.218085106,0.303191489
h,a,e,s,u34,75u,a,2,1293,0.317865429,0.071925754
h,a,e,s,u34,75u,cg,2,292,0.095890411,0.078767123
h,a,e,s,u34,75u,hs,4,802,0.327930175,0.078553616
h,a,e,s,u34,75u,no-hs,2,198,0.601010101,0.04040404
h,a,e,s,u34,a,a,2,5310,0.524482109,0.11299435
h,a,e,s,u34,a,cg,2,583,0.226415094,0.085763293
h,a,e,s,u34,a,hs,4,3233,0.507268791,0.110423755
h,a,e,s,u34,a,no-hs,2,1495,0.677591973,0.128428094
h,a,e,s,u34,u25,a,10,1277,0.701644479,0.178543461
h,a,e,s,u34,u25,cg,9,68,0.588235294,0.132352941
h,a,e,s,u34,u25,hs,20,713,0.6914446,0.172510519
h,a,e,s,u34,u25,no-hs,10,494,0.736842105,0.196356275
h,a,e,s,u34,u49,a,4,1635,0.610397554,0.096024465
h,a,e,s,u34,u49,cg,4,98,0.37755102,0.142857143
h,a,e,s,u34,u49,hs,8,989,0.587462083,0.087967644
h,a,e,s,u34,u49,no-hs,4,548,0.693430657,0.098540146
h,a,e,s,u34,u74,a,2,1105,0.433484163,0.109502262
h,a,e,s,u34,u74,cg,2,126,0.222222222,0.03968254
h,a,e,s,u34,u74,hs,4,726,0.417355372,0.115702479
h,a,e,s,u34,u74,no-hs,2,253,0.584980237,0.126482213
h,a,e,s,u64,75u,a,4,1937,0.227155395,0.067630356
h,a,e,s,u64,75u,cg,4,643,0.091757387,0.088646967
h,a,e,s,u64,75u,hs,8,987,0.202634245,0.05775076
h,a,e,s,u64,75u,no-hs,4,308,0.590909091,0.058441558
h,a,e,s,u64,a,a,4,6566,0.439993908,0.117118489
h,a,e,s,u64,a,cg,4,1153,0.207285343,0.096270598
h,a,e,s,u64,a,hs,8,3334,0.390221956,0.127774445
h,a,e,s,u64,a,no-hs,4,2078,0.65014437,0.111645813
h,a,e,s,u64,u25,a,20,1331,0.636363636,0.211870774
h,a,e,s,u64,u25,cg,17,96,0.520833333,0.21875
h,a,e,s,u64,u25,hs,38,622,0.565916399,0.252411576
h,a,e,s,u64,u25,no-hs,19,615,0.723577236,0.17398374
h,a,e,s,u64,u49,a,8,1943,0.549665466,0.120946989
h,a,e,s,u64,u49,cg,8,197,0.395939086,0.096446701
h,a,e,s,u64,u49,hs,16,995,0.508542714,0.144723618
h,a,e,s,u64,u49,no-hs,8,750,0.649333333,0.097333333
h,a,e,s,u64,u74,a,4,1354,0.394387001,0.08788774
h,a,e,s,u64,u74,cg,4,220,0.240909091,0.063636364
h,a,e,s,u64,u74,hs,8,729,0.331961591,0.09739369
h,a,e,s,u64,u74,no-hs,4,407,0.58968059,0.083538084
h,a,e,w,65u,75u,a,1,228,0.065789474,0.859649123
h,a,e,w,65u,75u,cg,1,43,0.023255814,0.860465116
h,a,e,w,65u,75u,hs,2,104,0.009615385,0.923076923
h,a,e,w,65u,75u,no-hs,1,81,0.160493827,0.777777778
h,a,e,w,65u,a,a,1,1284,0.052959502,0.90576324
h,a,e,w,65u,a,cg,1,114,0.026315789,0.894736842
h,a,e,w,65u,a,hs,2,511,0.033268102,0.917808219
h,a,e,w,65u,a,no-hs,1,659,0.072837633,0.898330804
h,a,e,w,65u,u25,a,5,529,0.052930057,0.924385633
h,a,e,w,65u,u25,cg,5,27,0,0.962962963
h,a,e,w,65u,u25,hs,10,176,0.056818182,0.903409091
h,a,e,w,65u,u25,no-hs,5,328,0.054878049,0.929878049
h,a,e,w,65u,u49,a,2,326,0.042944785,0.929447853
h,a,e,w,65u,u49,cg,2,28,0.035714286,0.928571429
h,a,e,w,65u,u49,hs,4,144,0.006944444,0.951388889
h,a,e,w,65u,u49,no-hs,2,153,0.078431373,0.921568627
h,a,e,w,65u,u74,a,1,201,0.049751244,0.865671642
h,a,e,w,65u,u74,cg,1,17,0,0.823529412
h,a,e,w,65u,u74,hs,2,87,0.057471264,0.896551724
h,a,e,w,65u,u74,no-hs,1,98,0.051020408,0.846938776
h,a,e,w,a,75u,a,1,5950,0.178991597,0.167226891
h,a,e,w,a,75u,cg,1,959,0.10531804,0.104275287
h,a,e,w,a,75u,hs,2,2538,0.22537431,0.12214342
