race,sex,employ,region,age,income,education,records,people,percent,gov_percent
a,f,e,mw,u18,u74,hs,2,8,0,0.125
a,f,e,mw,u18,u74,no-hs,1,220,0.077272727,0.259090909
a,f,e,mw,u34,75u,a,2,2840,0.073943662,0.077816901
a,f,e,mw,u34,75u,cg,2,1090,0.046788991,0.028440367
a,f,e,mw,u34,75u,hs,4,1554,0.084298584,0.099099099
a,f,e,mw,u34,75u,no-hs,2,194,0.139175258,0.190721649
a,f,e,mw,u34,a,a,2,7512,0.179046858,0.194222577
a,f,e,mw,u34,a,cg,2,2008,0.082171315,0.051294821
a,f,e,mw,u34,a,hs,4,4699,0.200680996,0.22025963
a,f,e,mw,u34,a,no-hs,2,805,0.294409938,0.4
a,f,e,mw,u34,u25,a,10,1467,0.321745058,0.423312883
a,f,e,mw,u34,u25,cg,9,151,0.311258278,0.099337748
a,f,e,mw,u34,u25,hs,20,1028,0.322957198,0.421206226
a,f,e,mw,u34,u25,no-hs,10,287,0.324041812,0.585365854
a,f,e,mw,u34,u49,a,4,1712,0.267523364,0.227219626
a,f,e,mw,u34,u49,cg,4,346,0.10982659,0.083815029
a,f,e,mw,u34,u49,hs,8,1151,0.285838401,0.245004344
a,f,e,mw,u34,u49,no-hs,4,216,0.407407407,0.361111111
a,f,e,mw,u34,u74,a,2,1493,0.138647019,0.152712659
a,f,e,mw,u34,u74,cg,2,421,0.066508314,0.06175772
a,f,e,mw,u34,u74,hs,4,965,0.156476684,0.168911917
a,f,e,mw,u34,u74,no-hs,2,107,0.261682243,0.364485981
a,f,e,mw,u64,75u,a,4,6013,0.046898387,0.060868119
a,f,e,mw,u64,75u,cg,4,2957,0.029083531,0.041258032
a,f,e,mw,u64,75u,hs,8,2957,0.058843422,0.078119716
a,f,e,mw,u64,75u,no-hs,4,99,0.242424242,0.131313131
a,f,e,mw,u64,a,a,4,13150,0.126007605,0.161520913
a,f,e,mw,u64,a,cg,4,4345,0.060069045,0.078711162
a,f,e,mw,u64,a,hs,8,7928,0.141649849,0.184788093
a,f,e,mw,u64,a,no-hs,4,879,0.312855518,0.360637088
a,f,e,mw,u64,u25,a,20,1958,0.31052094,0.440755873
a,f,e,mw,u64,u25,cg,20,209,0.258373206,0.291866029
a,f,e,mw,u64,u25,hs,40,1365,0.308424908,0.444688645
a,f,e,mw,u64,u25,no-hs,19,381,0.346456693,0.511811024
a,f,e,mw,u64,u49,a,8,2609,0.189344576,0.221157532
a,f,e,mw,u64,u49,cg,8,468,0.166666667,0.211538462
a,f,e,mw,u64,u49,hs,16,1880,0.178723404,0.206382979
a,f,e,mw,u64,u49,no-hs,8,259,0.305019305,0.33976834
a,f,e,mw,u64,u74,a,4,2573,0.106101827,0.123591139
a,f,e,mw,u64,u74,cg,4,713,0.063113604,0.078541374
a,f,e,mw,u64,u74,hs,8,1721,0.11040093,0.140034863
a,f,e,mw,u64,u74,no-hs,4,137,0.284671533,0.167883212
a,f,e,ne,65u,75u,a,1,992,0.017137097,0.867943548
a,f,e,ne,65u,75u,cg,1,396,0.02020202,0.823232323
a,f,e,ne,65u,75u,hs,2,497,0.00804829,0.911468813
a,f,e,ne,65u,75u,no-hs,1,99,0.050505051,0.828282828
a,f,e,ne,65u,a,a,1,4672,0.014340753,0.934503425
a,f,e,ne,65u,a,cg,1,1026,0.013645224,0.872319688
a,f,e,ne,65u,a,hs,2,2754,0.011619463,0.952432825
a,f,e,ne,65u,a,no-hs,1,892,0.022421525,0.951793722
a,f,e,ne,65u,u25,a,5,1627,0.00983405,0.97357099
a,f,e,ne,65u,u25,cg,5,168,0,0.910714286
a,f,e,ne,65u,u25,hs,10,981,0.01019368,0.97961264
a,f,e,ne,65u,u25,no-hs,5,479,0.012526096,0.981210856
a,f,e,ne,65u,u49,a,2,1345,0.012639405,0.950929368
a,f,e,ne,65u,u49,cg,2,250,0.008,0.932
a,f,e,ne,65u,u49,hs,4,872,0.013761468,0.95412844
a,f,e,ne,65u,u49,no-hs,2,223,0.013452915,0.964125561
a,f,e,ne,65u,u74,a,1,708,0.024011299,0.905367232
a,f,e,ne,65u,u74,cg,1,213,0.018779343,0.863849765
a,f,e,ne,65u,u74,hs,2,404,0.014851485,0.933168317
a,f,e,ne,65u,u74,no-hs,1,91,0.076923077,0.89010989
a,f,e,ne,a,75u,a,1,12453,0.058781017,0.14398137
a,f,e,ne,a,75u,cg,1,4917,0.052064267,0.105145414
a,f,e,ne,a,75u,hs,2,4387,0.070435377,0.19101892
a,f,e,ne,a,75u,no-hs,1,882,0.079365079,0.189342404
a,f,e,ne,a,a,a,1,28427,0.095472614,0.353290885
a,f,e,ne,a,a,cg,1,7559,0.077258897,0.189443048
a,f,e,ne,a,a,hs,2,12561,0.110819202,0.393519624
a,f,e,ne,a,a,no-hs,1,3456,0.12818287,0.534722222
a,f,e,ne,a,u25,a,5,5584,0.14004298,0.704333811
a,f,e,ne,a,u25,cg,5,615,0.217886179,0.45203252
a,f,e,ne,a,u25,hs,10,2785,0.138958707,0.7005386
a,f,e,ne,a,u25,no-hs,5,1271,0.128245476,0.77498033
a,f,e,ne,a,u49,a,2,5766,0.131286854,0.506590357
a,f,e,ne,a,u49,cg,2,953,0.109129066,0.399790136
a,f,e,ne,a,u49,hs,4,3085,0.14197731,0.481037277
a,f,e,ne,a,u49,no-hs,2,810,0.179012346,0.597530864
a,f,e,ne,a,u74,a,1,4624,0.095804498,0.301686851
a,f,e,ne,a,u74,cg,1,1073,0.082013048,0.237651445
a,f,e,ne,a,u74,hs,2,2306,0.111882047,0.289679098
a,f,e,ne,a,u74,no-hs,1,494,0.131578947,0.427125506
a,f,e,ne,u18,75u,a,1,2791,0.039770692,0.114295951
a,f,e,ne,u18,75u,hs,2,13,0,0.076923077
a,f,e,ne,u18,75u,no-hs,1,511,0.029354207,0.093933464
a,f,e,ne,u18,a,a,1,5949,0.058329131,0.363086233
a,f,e,ne,u18,a,hs,2,23,0.043478261,0.347826087
a,f,e,ne,u18,a,no-hs,1,1075,0.04744186,0.309767442
a,f,e,ne,u18,u25,a,5,1064,0.098684211,0.778195489
a,f,e,ne,u18,u25,hs,2,2,0,1
a,f,e,ne,u18,u25,no-hs,5,149,0.040268456,0.738255034
a,f,e,ne,u18,u49,a,2,1134,0.079365079,0.600529101
a,f,e,ne,u18,u49,hs,2,7,0,0.714285714
a,f,e,ne,u18,u49,no-hs,2,208,0.110576923,0.5
a,f,e,ne,u18,u74,a,1,959,0.040667362,0.346193952
a,f,e,ne,u18,u74,hs,1,0,2,0
a,f,e,ne,u18,u74,no-hs,1,208,0.028846154,0.341346154
a,f,e,ne,u34,75u,a,2,2915,0.10806175,0.071698113
a,f,e,ne,u34,75u,cg,2,1394,0.091104735,0.043758967
a,f,e,ne,u34,75u,hs,4,1385,0.115523466,0.099638989
a,f,e,ne,u34,75u,no-hs,2,136,0.213235294,0.073529412
a,f,e,ne,u34,a,a,2,6312,0.165716096,0.209917617
a,f,e,ne,u34,a,cg,2,2164,0.125231054,0.074399261
a,f,e,ne,u34,a,hs,4,3565,0.174474053,0.263113604
a,f,e,ne,u34,a,no-hs,2,584,0.26369863,0.385273973
a,f,e,ne,u34,u25,a,10,1118,0.268336315,0.489266547
a,f,e,ne,u34,u25,cg,10,190,0.357894737,0.110526316
a,f,e,ne,u34,u25,hs,20,718,0.243732591,0.558495822
a,f,e,ne,u34,u25,no-hs,10,211,0.28436019,0.582938389
a,f,e,ne,u34,u49,a,4,1255,0.211952191,0.325099602
a,f,e,ne,u34,u49,cg,4,285,0.129824561,0.210526316
a,f,e,ne,u34,u49,hs,8,823,0.224787363,0.347509113
a,f,e,ne,u34,u49,no-hs,4,147,0.31292517,0.43537415
a,f,e,ne,u34,u74,a,2,1024,0.161132813,0.157226563
a,f,e,ne,u34,u74,cg,2,295,0.13559322,0.071186441
a,f,e,ne,u34,u74,hs,4,638,0.164576803,0.178683386
a,f,e,ne,u34,u74,no-hs,2,91,0.230769231,0.307692308
a,f,e,ne,u64,75u,a,4,5756,0.05038221,0.069840167
a,f,e,ne,u64,75u,cg,4,3127,0.03901503,0.041573393
a,f,e,ne,u64,75u,hs,8,2493,0.058965102,0.098676294
a,f,e,ne,u64,75u,no-hs,4,137,0.160583942,0.197080292
a,f,e,ne,u64,a,a,4,11494,0.109013398,0.190621194
a,f,e,ne,u64,a,cg,4,4370,0.06819222,0.085812357
a,f,e,ne,u64,a,hs,8,6219,0.118668596,0.220935842
a,f,e,ne,u64,a,no-hs,4,904,0.241150442,0.490044248
a,f,e,ne,u64,u25,a,20,1772,0.203724605,0.549097065
a,f,e,ne,u64,u25,cg,20,259,0.258687259,0.405405405
a,f,e,ne,u64,u25,hs,40,1084,0.184501845,0.542435424
a,f,e,ne,u64,u25,no-hs,20,432,0.212962963,0.650462963
a,f,e,ne,u64,u49,a,8,2033,0.188883424,0.272503689
a,f,e,ne,u64,u49,cg,8,419,0.155131265,0.217183771
a,f,e,ne,u64,u49,hs,16,1382,0.174384949,0.263386397
a,f,e,ne,u64,u49,no-hs,8,231,0.324675325,0.437229437
a,f,e,ne,u64,u74,a,4,1934,0.114270941,0.134953464
a,f,e,ne,u64,u74,cg,4,565,0.076106195,0.092035398
a,f,e,ne,u64,u74,hs,8,1263,0.115597783,0.140934283
a,f,e,ne,u64,u74,no-hs,4,105,0.295238095,0.314285714
a,f,e,s,65u,75u,a,1,1778,0.01799775,0.885264342
a,f,e,s,65u,75u,cg,1,648,0.015432099,0.864197531
a,f,e,s,65u,75u,hs,2,973,0.01336074,0.895169579
a,f,e,s,65u,75u,no-hs,1,156,0.057692308,0.91025641
a,f,e,s,65u,a,a,1,8932,0.019144648,0.936968204
a,f,e,s,65u,a,cg,1,1709,0.018139263,0.903452311
a,f,e,s,65u,a,hs,2,5415,0.014958449,0.940720222
a,f,e,s,65u,a,no-hs,1,1807,0.033204206,0.958494743
a,f,e,s,65u,u25,a,5,3143,0.02290805,0.958001909
a,f,e,s,65u,u25,cg,5,339,0.026548673,0.926253687
a,f,e,s,65u,u25,hs,10,1767,0.018675722,0.957555178
a,f,e,s,65u,u25,no-hs,5,1039,0.027911453,0.966313763
a,f,e,s,65u,u49,a,2,2698,0.011489993,0.961452928
a,f,e,s,65u,u49,cg,2,428,0,0.953271028
a,f,e,s,65u,u49,hs,4,1828,0.006564551,0.965536105
a,f,e,s,65u,u49,no-hs,2,443,0.040632054,0.9503386
a,f,e,s,65u,u74,a,1,1312,0.02820122,0.907012195
a,f,e,s,65u,u74,cg,1,294,0.040816327,0.891156463
a,f,e,s,65u,u74,hs,2,849,0.024734982,0.899882214
a,f,e,s,65u,u74,no-hs,1,169,0.023668639,0.970414201
a,f,e,s,a,75u,a,1,20690,0.084823586,0.182068632
a,f,e,s,a,75u,cg,1,7190,0.0527121,0.139360223
a,f,e,s,a,75u,hs,2,7972,0.116031109,0.214375314
a,f,e,s,a,75u,no-hs,1,1552,0.137242268,0.259664948
a,f,e,s,a,a,a,1,59605,0.174683332,0.345289825
a,f,e,s,a,a,cg,1,12346,0.095982504,0.20500567
a,f,e,s,a,a,hs,2,27608,0.212148653,0.337257317
a,f,e,s,a,a,no-hs,1,8218,0.267218301,0.458384035
a,f,e,s,a,u25,a,5,13691,0.272368709,0.585567161
a,f,e,s,a,u25,cg,5,1095,0.250228311,0.44109589
a,f,e,s,a,u25,hs,10,6586,0.313847555,0.513361676
a,f,e,s,a,u25,no-hs,5,3258,0.316451811,0.612338858
a,f,e,s,a,u49,a,2,14372,0.228012803,0.415738937
a,f,e,s,a,u49,cg,2,1826,0.1516977,0.332420591
a,f,e,s,a,u49,hs,4,7566,0.250462596,0.375892149
a,f,e,s,a,u49,no-hs,2,2261,0.315789474,0.437859354
a,f,e,s,a,u74,a,1,10853,0.152123837,0.25992813
a,f,e,s,a,u74,cg,1,2235,0.11409396,0.195973154
a,f,e,s,a,u74,hs,2,5482,0.176577891,0.251368114
a,f,e,s,a,u74,no-hs,1,1147,0.20749782,0.329555362
a,f,e,s,u18,75u,a,1,4865,0.059198356,0.172456321
a,f,e,s,u18,75u,cg,1,7,0,0
a,f,e,s,u18,75u,hs,2,23,0.130434783,0.260869565
a,f,e,s,u18,75u,no-hs,1,859,0.054714785,0.208381839
a,f,e,s,u18,a,a,1,13793,0.107155804,0.422895672
a,f,e,s,u18,a,cg,1,7,0,0
a,f,e,s,u18,a,hs,2,69,0.231884058,0.304347826
a,f,e,s,u18,a,no-hs,1,2284,0.126532399,0.36821366
a,f,e,s,u18,u25,a,5,3175,0.13984252,0.769133858
a,f,e,s,u18,u25,hs,5,8,0.125,0.75
a,f,e,s,u18,u25,no-hs,5,415,0.209638554,0.674698795
a,f,e,s,u18,u49,a,2,3304,0.152542373,0.543583535
a,f,e,s,u18,u49,hs,3,23,0.47826087,0.173913043
a,f,e,s,u18,u49,no-hs,2,563,0.184724689,0.460035524
a,f,e,s,u18,u74,a,1,2450,0.098367347,0.308163265
a,f,e,s,u18,u74,hs,2,14,0.071428571,0.285714286
a,f,e,s,u18,u74,no-hs,1,447,0.11409396,0.279642058
a,f,e,s,u34,75u,a,2,4492,0.139136242,0.09839715
a,f,e,s,u34,75u,cg,2,1878,0.087859425,0.054313099
a,f,e,s,u34,75u,hs,4,2335,0.170021413,0.12248394
a,f,e,s,u34,75u,no-hs,2,279,0.222222222,0.193548387
a,f,e,s,u34,a,a,2,13350,0.295131086,0.172509363
a,f,e,s,u34,a,cg,2,3308,0.146311971,0.067714631
a,f,e,s,u34,a,hs,4,8320,0.323197115,0.190264423
a,f,e,s,u34,a,no-hs,2,1722,0.446573751,0.288617886
a,f,e,s,u34,u25,a,10,3028,0.474240423,0.30317041
a,f,e,s,u34,u25,cg,9,275,0.396363636,0.12
a,f,e,s,u34,u25,hs,20,2044,0.462328767,0.304794521
a,f,e,s,u34,u25,no-hs,10,713,0.532959327,0.371669004
a,f,e,s,u34,u49,a,4,3296,0.386832524,0.194174757
a,f,e,s,u34,u49,cg,4,502,0.21314741,0.099601594
a,f,e,s,u34,u49,hs,8,2279,0.399736727,0.200965336
a,f,e,s,u34,u49,no-hs,4,514,0.5,0.254863813
a,f,e,s,u34,u74,a,2,2534,0.239542226,0.119573796
a,f,e,s,u34,u74,cg,2,653,0.157733538,0.062787136
a,f,e,s,u34,u74,hs,4,1664,0.261418269,0.130408654
a,f,e,s,u34,u74,no-hs,2,217,0.31797235,0.211981567
a,f,e,s,u64,75u,a,4,9557,0.084859265,0.095532071
a,f,e,s,u64,75u,cg,4,4657,0.043805025,0.073008374
a,f,e,s,u64,75u,hs,8,4641,0.110105581,0.117216117
a,f,e,s,u64,75u,no-hs,4,259,0.366795367,0.104247104
a,f,e,s,u64,a,a,4,23531,0.204921168,0.173133314
a,f,e,s,u64,a,cg,4,7323,0.091492558,0.104192271
a,f,e,s,u64,a,hs,8,13804,0.222471747,0.189365401
a,f,e,s,u64,a,no-hs,4,2404,0.448419301,0.290349418
a,f,e,s,u64,u25,a,20,4344,0.409300184,0.379834254
a,f,e,s,u64,u25,cg,20,483,0.320910973,0.283643892
a,f,e,s,u64,u25,hs,40,2770,0.391696751,0.383393502
a,f,e,s,u64,u25,no-hs,20,1091,0.488542621,0.410632447
a,f,e,s,u64,u49,a,8,5075,0.289064039,0.185615764
a,f,e,s,u64,u49,cg,8,897,0.190635452,0.166109253
a,f,e,s,u64,u49,hs,16,3438,0.280104712,0.179173938
a,f,e,s,u64,u49,no-hs,8,742,0.447439353,0.241239892
a,f,e,s,u64,u74,a,4,4557,0.168312486,0.125740619
a,f,e,s,u64,u74,cg,4,1287,0.108003108,0.104895105
a,f,e,s,u64,u74,hs,8,2955,0.172588832,0.133671743
a,f,e,s,u64,u74,no-hs,4,314,0.366242038,0.140127389
a,f,e,w,65u,75u,a,1,1214,0.02553542,0.873970346
a,f,e,w,65u,75u,cg,1,481,0.031185031,0.835758836
a,f,e,w,65u,75u,hs,2,576,0.008680556,0.902777778
a,f,e,w,65u,75u,no-hs,1,156,0.070512821,0.891025641
a,f,e,w,65u,a,a,1,4928,0.018668831,0.933441558
a,f,e,w,65u,a,cg,1,1136,0.016725352,0.893485915
a,f,e,w,65u,a,hs,2,2940,0.010544218,0.950340136
a,f,e,w,65u,a,no-hs,1,852,0.049295775,0.928403756
a,f,e,w,65u,u25,a,5,1645,0.017629179,0.962917933
a,f,e,w,65u,u25,cg,5,224,0.008928571,0.9375
a,f,e,w,65u,u25,hs,10,1041,0.010566763,0.976945245
a,f,e,w,65u,u25,no-hs,5,379,0.042216359,0.944591029
a,f,e,w,65u,u49,a,2,1299,0.012317167,0.961508853
a,f,e,w,65u,u49,cg,2,227,0.004405286,0.960352423
a,f,e,w,65u,u49,hs,4,865,0.009248555,0.966473988
a,f,e,w,65u,u49,no-hs,2,205,0.03902439,0.951219512
a,f,e,w,65u,u74,a,1,771,0.018158236,0.916990921
a,f,e,w,65u,u74,cg,1,204,0.004901961,0.911764706
a,f,e,w,65u,u74,hs,2,457,0.015317287,0.921225383
a,f,e,w,65u,u74,no-hs,1,110,0.054545455,0.9
a,f,e,w,a,75u,a,1,15201,0.079928952,0.170844023
a,f,e,w,a,75u,cg,1,5181,0.05134144,0.136653156
a,f,e,w,a,75u,hs,2,5700,0.113508772,0.184561404
a,f,e,w,a,75u,no-hs,1,1385,0.122743682,0.263537906
a,f,e,w,a,a,a,1,36863,0.157176573,0.335810976
a,f,e,w,a,a,cg,1,8245,0.094481504,0.197453002
a,f,e,w,a,a,hs,2,16152,0.187902427,0.338410104
a,f,e,w,a,a,no-hs,1,5240,0.257633588,0.438549618
a,f,e,w,a,u25,a,5,7064,0.234711212,0.63887316
a,f,e,w,a,u25,cg,5,714,0.257703081,0.434173669
a,f,e,w,a,u25,hs,10,3300,0.249090909,0.607878788
a,f,e,w,a,u25,no-hs,5,1645,0.298480243,0.638297872
a,f,e,w,a,u49,a,2,8056,0.230635551,0.42663853
a,f,e,w,a,u49,cg,2,1077,0.17455896,0.300835655
a,f,e,w,a,u49,hs,4,3932,0.241607325,0.403865717
a,f,e,w,a,u49,no-hs,2,1405,0.348042705,0.43202847
a,f,e,w,a,u74,a,1,6543,0.162463702,0.279841052
a,f,e,w,a,u74,cg,1,1272,0.110849057,0.224842767
a,f,e,w,a,u74,hs,2,3217,0.191482748,0.254585017
a,f,e,w,a,u74,no-hs,1,806,0.250620347,0.341191067
a,f,e,w,u18,75u,a,1,3607,0.044358192,0.163293596
a,f,e,w,u18,75u,cg,1,2,0,0
a,f,e,w,u18,75u,hs,2,26,0,0.346153846
a,f,e,w,u18,75u,no-hs,1,646,0.043343653,0.167182663
a,f,e,w,u18,a,a,1,8792,0.096451319,0.400818926
a,f,e,w,u18,a,cg,1,2,0,0
a,f,e,w,u18,a,hs,2,65,0.153846154,0.353846154
a,f,e,w,u18,a,no-hs,1,1499,0.139426284,0.342228152
a,f,e,w,u18,u25,a,5,1673,0.146443515,0.783024507
a,f,e,w,u18,u25,cg,1,1,0,0
a,f,e,w,u18,u25,hs,5,17,0.235294118,0.470588235
a,f,e,w,u18,u25,no-hs,5,254,0.307086614,0.606299213
a,f,e,w,u18,u49,a,2,1982,0.149344097,0.553481332
a,f,e,w,u18,u49,hs,4,10,0.5,0.1
a,f,e,w,u18,u49,no-hs,2,329,0.179331307,0.541033435
a,f,e,w,u18,u74,a,1,1530,0.097385621,0.344444444
a,f,e,w,u18,u74,hs,2,13,0,0.307692308
a,f,e,w,u18,u74,no-hs,1,270,0.166666667,0.266666667
a,f,e,w,u34,75u,a,2,3392,0.138561321,0.101120283
a,f,e,w,u34,75u,cg,2,1233,0.076236821,0.067315491
a,f,e,w,u34,75u,hs,4,1891,0.171337916,0.10893707
a,f,e,w,u34,75u,no-hs,2,267,0.191011236,0.202247191
a,f,e,w,u34,a,a,2,8693,0.250086276,0.203266996
a,f,e,w,u34,a,cg,2,2158,0.132993513,0.077386469
a,f,e,w,u34,a,hs,4,5402,0.277119585,0.215845983
a,f,e,w,u34,a,no-hs,2,1132,0.344522968,0.384275618
a,f,e,w,u34,u25,a,10,1616,0.363861386,0.443688119
a,f,e,w,u34,u25,cg,10,174,0.362068966,0.132183908
a,f,e,w,u34,u25,hs,20,1035,0.371980676,0.429951691
a,f,e,w,u34,u25,no-hs,10,409,0.337408313,0.599022005
a,f,e,w,u34,u49,a,4,1963,0.346917983,0.231788079
a,f,e,w,u34,u49,cg,4,324,0.197530864,0.086419753
a,f,e,w,u34,u49,hs,8,1326,0.354449472,0.251131222
a,f,e,w,u34,u49,no-hs,4,313,0.466453674,0.303514377
a,f,e,w,u34,u74,a,2,1721,0.253341081,0.146426496
a,f,e,w,u34,u74,cg,2,426,0.150234742,0.072769953
a,f,e,w,u34,u74,hs,4,1150,0.275652174,0.15826087
a,f,e,w,u34,u74,no-hs,2,145,0.372413793,0.275862069
a,f,e,w,u64,75u,a,4,6988,0.079421866,0.086290784
a,f,e,w,u64,75u,cg,4,3465,0.045598846,0.064069264
a,f,e,w,u64,75u,hs,8,3207,0.098534456,0.099158092
a,f,e,w,u64,75u,no-hs,4,317,0.252365931,0.19873817
a,f,e,w,u64,a,a,4,14450,0.185536332,0.172110727
a,f,e,w,u64,a,cg,4,4948,0.095594179,0.090137429
a,f,e,w,u64,a,hs,8,7743,0.193206767,0.191398683
a,f,e,w,u64,a,no-hs,4,1757,0.404097894,0.317586796
a,f,e,w,u64,u25,a,20,2128,0.373120301,0.42575188
a,f,e,w,u64,u25,cg,19,316,0.370253165,0.243670886
a,f,e,w,u64,u25,hs,40,1209,0.346567411,0.442514475
a,f,e,w,u64,u25,no-hs,19,604,0.427152318,0.488410596
a,f,e,w,u64,u49,a,8,2809,0.308294767,0.226059096
a,f,e,w,u64,u49,cg,8,524,0.232824427,0.148854962
a,f,e,w,u64,u49,hs,16,1730,0.270520231,0.242196532
a,f,e,w,u64,u49,no-hs,8,555,0.497297297,0.246846847
a,f,e,w,u64,u74,a,4,2521,0.184053947,0.136850456
a,f,e,w,u64,u74,cg,4,642,0.118380062,0.105919003
a,f,e,w,u64,u74,hs,8,1598,0.182102628,0.133291615
a,f,e,w,u64,u74,no-hs,4,281,0.341637011,0.231316726
a,f,u,a,65u,75u,a,1,3368,0.01692399,0.948337292
a,f,u,a,65u,75u,cg,1,1115,0.01793722,0.93632287
a,f,u,a,65u,75u,hs,2,1843,0.006511123,0.963646229
a,f,u,a,65u,75u,no-hs,1,410,0.058536585,0.914634146
a,f,u,a,65u,a,a,1,19815,0.012616705,0.969518042
a,f,u,a,65u,a,cg,1,3552,0.012387387,0.952702703
a,f,u,a,65u,a,hs,2,12274,0.00806583,0.976535767
a,f,u,a,65u,a,no-hs,1,3989,0.026823765,0.963148659
a,f,u,a,65u,u25,a,5,7668,0.013562859,0.973004695
a,f,u,a,65u,u25,cg,5,818,0.018337408,0.930317848
a,f,u,a,65u,u25,hs,10,4629,0.010153381,0.978613091
a,f,u,a,65u,u25,no-hs,5,2224,0.019334532,0.975269784
a,f,u,a,65u,u49,a,2,6074,0.007243991,0.981725387
a,f,u,a,65u,u49,cg,2,980,0,0.983673469
a,f,u,a,65u,u49,hs,4,4120,0.004368932,0.984951456
a,f,u,a,65u,u49,no-hs,2,974,0.025667351,0.966119097
a,f,u,a,65u,u74,a,1,2704,0.016272189,0.958949704
a,f,u,a,65u,u74,cg,1,640,0.0140625,0.9578125
a,f,u,a,65u,u74,hs,2,1684,0.012470309,0.963776722
a,f,u,a,65u,u74,no-hs,1,380,0.039473684,0.942105263
a,f,u,a,a,75u,a,1,25245,0.064686076,0.264923747
a,f,u,a,a,75u,cg,1,3951,0.064793723,0.347000759
a,f,u,a,a,75u,hs,2,6141,0.090539,0.440156326
a,f,u,a,a,75u,no-hs,1,3287,0.080924855,0.270763614
a,f,u,a,a,a,a,1,84529,0.12448982,0.518200854
a,f,u,a,a,a,cg,1,9456,0.105541455,0.484454315
a,f,u,a,a,a,hs,2,30215,0.145887804,0.61965911
a,f,u,a,a,a,no-hs,1,14989,0.174194409,0.552605244
a,f,u,a,a,u25,a,5,24841,0.17261785,0.734551749
a,f,u,a,a,u25,cg,5,1948,0.200718686,0.570841889
a,f,u,a,a,u25,hs,10,10690,0.184377923,0.723760524
a,f,u,a,a,u25,no-hs,5,5922,0.203309693,0.743329956
a,f,u,a,a,u49,a,2,20961,0.153427794,0.618863604
a,f,u,a,a,u49,cg,2,1979,0.112177868,0.646791309
a,f,u,a,a,u49,hs,4,8650,0.152716763,0.668439306
a,f,u,a,a,u49,no-hs,2,3737,0.226652395,0.571313888
a,f,u,a,a,u74,a,1,13482,0.102803738,0.437175493
a,f,u,a,a,u74,cg,1,1579,0.081697277,0.518682711
a,f,u,a,a,u74,hs,2,4734,0.118293198,0.527883397
a,f,u,a,a,u74,no-hs,1,2042,0.14446621,0.419196866
a,f,u,a,u18,75u,a,1,14014,0.045954046,0.146567718
a,f,u,a,u18,75u,cg,1,2,0,0
a,f,u,a,u18,75u,hs,2,39,0.051282051,0.179487179
a,f,u,a,u18,75u,no-hs,1,2108,0.041271347,0.153225806
a,f,u,a,u18,a,a,1,35275,0.087484054,0.399886605
a,f,u,a,u18,a,cg,1,3,0,0
a,f,u,a,u18,a,hs,2,112,0.142857143,0.330357143
a,f,u,a,u18,a,no-hs,1,5292,0.106575964,0.350340136
a,f,u,a,u18,u25,a,5,7255,0.12432805,0.781116471
a,f,u,a,u18,u25,cg,1,1,0,0
a,f,u,a,u18,u25,hs,7,25,0.12,0.68
a,f,u,a,u18,u25,no-hs,5,947,0.185850053,0.689545935
a,f,u,a,u18,u49,a,2,7840,0.131760204,0.557397959
a,f,u,a,u18,u49,hs,3,29,0.310344828,0.310344828
a,f,u,a,u18,u49,no-hs,2,1216,0.163651316,0.481085526
a,f,u,a,u18,u74,a,1,6167,0.082211772,0.326739095
a,f,u,a,u18,u74,hs,2,19,0.105263158,0.157894737
a,f,u,a,u18,u74,no-hs,1,1020,0.1,0.28627451
a,f,u,a,u34,75u,a,2,2799,0.146838156,0.160771704
a,f,u,a,u34,75u,cg,2,647,0.114374034,0.094281298
a,f,u,a,u34,75u,hs,4,1686,0.161328588,0.172004745
a,f,u,a,u34,75u,no-hs,2,466,0.141630901,0.210300429
a,f,u,a,u34,a,a,2,10900,0.285963303,0.318807339
a,f,u,a,u34,a,cg,2,1554,0.219433719,0.143500644
a,f,u,a,u34,a,hs,4,6881,0.287894201,0.327713995
a,f,u,a,u34,a,no-hs,2,2465,0.322920892,0.404868154
a,f,u,a,u34,u25,a,10,3606,0.381031614,0.464780921
a,f,u,a,u34,u25,cg,10,359,0.440111421,0.169916435
a,f,u,a,u34,u25,hs,20,2221,0.3714543,0.476361999
a,f,u,a,u34,u25,no-hs,10,1025,0.378536585,0.541463415
a,f,u,a,u34,u49,a,4,2759,0.351939108,0.337078652
a,f,u,a,u34,u49,cg,4,281,0.227758007,0.224199288
a,f,u,a,u34,u49,hs,8,1819,0.353490929,0.339197361
a,f,u,a,u34,u49,no-hs,4,660,0.396969697,0.378787879
a,f,u,a,u34,u74,a,2,1736,0.208525346,0.241935484
a,f,u,a,u34,u74,cg,2,266,0.172932331,0.146616541
a,f,u,a,u34,u74,hs,4,1155,0.206060606,0.247619048
a,f,u,a,u34,u74,no-hs,2,314,0.248407643,0.302547771
a,f,u,a,u64,75u,a,4,5064,0.102883096,0.195300158
a,f,u,a,u64,75u,cg,4,2186,0.07410796,0.122140897
a,f,u,a,u64,75u,hs,8,2575,0.104854369,0.244271845
a,f,u,a,u64,75u,no-hs,4,303,0.300330033,0.306930693
a,f,u,a,u64,a,a,4,18539,0.219483252,0.378175738
a,f,u,a,u64,a,cg,4,4346,0.140819144,0.223884031
a,f,u,a,u64,a,hs,8,10949,0.211252169,0.406064481
