school,current_conf,historic_conf,county,recruit_year
Ohio State,big-ten,big-ten,25005,1951
Maryland,big-ten,acc,24510,1951
Louisiana State,sec,sec,22117,1951
Baylor,big-12,swc,22071,1951
California,pac-12,pac-12,22033,1951
North Texas,cusa,mvc,22017,1951
Michigan,big-ten,big-ten,18089,1951
Purdue,big-ten,big-ten,17187,1951
Purdue,big-ten,big-ten,17181,1951
Miami,#N/A,#N/A,17181,1951
Colorado,pac-12,big-8,17097,1951
Purdue,big-ten,big-ten,17031,1951
Notre Dame,acc,independent,17031,1951
Northwestern,big-ten,big-ten,17031,1951
Iowa,big-ten,big-ten,17031,1951
Arkansas State,sun-belt,none,17031,1951
Georgia Tech,acc,independent,13121,1951
Maryland,big-ten,acc,12109,1951
Florida,sec,sec,12057,1951
Chattanooga,none,none,9001,1951
Purdue,big-ten,big-ten,6085,1951
Pacific,none,independent,6081,1951
Pacific,none,independent,6063,1951
California,pac-12,pac-12,6041,1951
UCLA,pac-12,pac-12,6037,1951
UCLA,pac-12,pac-12,6037,1951
Stanford,pac-12,pac-12,6037,1951
Southern California,pac-12,pac-12,6037,1951
Houston,american,independent,6037,1951
Colorado State,mwc,independent,6037,1951
UCLA,pac-12,pac-12,6035,1951
Oregon State,pac-12,pac-12,6001,1951
George Washington,none,southern,5143,1951
Auburn,sec,sec,1117,1951
Auburn,sec,sec,1117,1951
Georgia,sec,sec,1071,1951
William & Mary,none,southern,0,1951
Notre Dame,acc,independent,0,1951
Nebraska,big-ten,big-8,0,1951
Kentucky,sec,sec,0,1951
Wyoming,mwc,wac,56001,1950
Michigan,big-ten,big-ten,55105,1950
Notre Dame,acc,independent,55079,1950
Wisconsin,big-ten,big-ten,55059,1950
Virginia Tech,acc,independent,54067,1950
Notre Dame,acc,independent,54041,1950
South Carolina,sec,acc,54019,1950
Tennessee,sec,sec,51710,1950
North Texas,cusa,mvc,48423,1950
Rice,cusa,swc,48419,1950
Texas A&M,sec,swc,48395,1950
Southern Methodist,american,swc,48201,1950
Texas Tech,big-12,swc,48133,1950
Southern Methodist,american,swc,48121,1950
Southern Methodist,american,swc,48121,1950
Baylor,big-12,swc,48099,1950
Texas,big-12,swc,48085,1950
Houston,american,independent,48073,1950
Kentucky,sec,sec,45025,1950
Georgia,sec,sec,45023,1950
Florida,sec,sec,42129,1950
Maryland,big-ten,acc,42125,1950
Tulane,american,sec,42025,1950
Maryland,big-ten,acc,42013,1950
Notre Dame,acc,independent,42007,1950
Maryland,big-ten,acc,42005,1950
Pittsburgh,acc,independent,42003,1950
Pittsburgh,acc,independent,42003,1950
Ohio State,big-ten,big-ten,42003,1950
Maryland,big-ten,acc,42003,1950
Maryland,big-ten,acc,42003,1950
Indiana,big-ten,big-ten,42003,1950
Arizona State,pac-12,wac,42003,1950
North Carolina,acc,acc,39155,1950
Bowling Green,mac,mac,39123,1950
Ohio State,big-ten,big-ten,39093,1950
Notre Dame,acc,independent,39085,1950
Illinois,big-ten,big-ten,39061,1950
Georgia,sec,sec,37081,1950
Duke,acc,acc,37077,1950
California,pac-12,pac-12,36091,1950
Louisiana State,sec,sec,36061,1950
Tulsa,american,mvc,36029,1950
North Carolina State,acc,acc,36029,1950
Ohio State,big-ten,big-ten,34041,1950
Maryland,big-ten,acc,34003,1950
Southern California,pac-12,pac-12,29165,1950
Houston,american,independent,29019,1950
Minnesota,big-ten,big-ten,27131,1950
Michigan State,big-ten,big-ten,26109,1950
Michigan State,big-ten,big-ten,26087,1950
Michigan,big-ten,big-ten,26077,1950
Purdue,big-ten,big-ten,26049,1950
Notre Dame,acc,independent,25017,1950
Alabama,sec,sec,25005,1950
Mississippi,sec,sec,22123,1950
Southern Mississippi,cusa,independent,22117,1950
Arizona State,pac-12,wac,22107,1950
Louisiana State,sec,sec,22103,1950
Southern Mississippi,cusa,independent,22073,1950
Tulane,american,sec,22019,1950
Kansas,big-12,big-8,20185,1950
Tulsa,american,mvc,18163,1950
Georgia,sec,sec,17183,1950
Illinois,big-ten,big-ten,17135,1950
Illinois,big-ten,big-ten,17055,1950
Washington,pac-12,pac-12,17031,1950
Purdue,big-ten,big-ten,17031,1950
Notre Dame,acc,independent,17031,1950
Notre Dame,acc,independent,17031,1950
Nebraska,big-ten,big-8,17031,1950
Iowa,big-ten,big-ten,17031,1950
Illinois,big-ten,big-ten,17031,1950
Illinois,big-ten,big-ten,17031,1950
Georgia,sec,sec,13121,1950
Boston College,acc,independent,9009,1950
Colorado,pac-12,big-8,8101,1950
UCLA,pac-12,pac-12,6037,1950
UCLA,pac-12,pac-12,6037,1950
UCLA,pac-12,pac-12,6037,1950
Stanford,pac-12,pac-12,6037,1950
Stanford,pac-12,pac-12,6037,1950
Southern California,pac-12,pac-12,6037,1950
Southern California,pac-12,pac-12,6037,1950
San Diego State,mwc,none,6037,1950
Brigham Young,independent,wac,6037,1950
Fresno State,mwc,none,6019,1950
California,pac-12,pac-12,6019,1950
Tulsa,american,mvc,6001,1950
Arkansas,sec,swc,5033,1950
Arkansas,sec,swc,5017,1950
Oklahoma State,big-12,big-8,4027,1950
William & Mary,none,southern,1117,1950
Louisiana State,sec,sec,1101,1950
Alabama,sec,sec,1097,1950
Washington State,pac-12,pac-12,0,1950
Washington State,pac-12,pac-12,0,1950
Vanderbilt,sec,sec,0,1950
Tulane,american,sec,0,1950
North Texas,cusa,mvc,0,1950
Mississippi,sec,sec,0,1950
Kansas State,big-12,big-8,0,1950
Indiana,big-ten,big-ten,0,1950
Wisconsin,big-ten,big-ten,55003,1949
Washington State,pac-12,pac-12,53073,1949
Washington State,pac-12,pac-12,53015,1949
Arkansas,sec,swc,48439,1949
Texas A&M,sec,swc,48355,1949
Texas,big-12,swc,48337,1949
Pacific,none,independent,48309,1949
Southern Methodist,american,swc,48305,1949
North Texas,cusa,mvc,48293,1949
Baylor,big-12,swc,48281,1949
Rice,cusa,swc,48199,1949
Texas,big-12,swc,48133,1949
Southern Methodist,american,swc,48121,1949
Louisiana State,sec,sec,48089,1949
Georgia Tech,acc,independent,47163,1949
Tennessee,sec,sec,47053,1949
Michigan State,big-ten,big-ten,42129,1949
William & Mary,none,southern,42125,1949
Tennessee,sec,sec,42101,1949
Miami,#N/A,#N/A,42101,1949
Alabama,sec,sec,42101,1949
Miami,#N/A,#N/A,42069,1949
Kentucky,sec,sec,42033,1949
Wake Forest,acc,acc,42007,1949
Pittsburgh,acc,independent,42003,1949
Pittsburgh,acc,independent,42003,1949
Maryland,big-ten,acc,42003,1949
Kansas,big-12,big-8,42003,1949
Indiana,big-ten,big-ten,42003,1949
Oregon,pac-12,pac-12,41067,1949
Oklahoma,big-12,big-8,40109,1949
Oklahoma,big-12,big-8,40071,1949
Miami (OH),mac,mac,39173,1949
Colorado,pac-12,big-8,39113,1949
Georgia,sec,sec,39099,1949
Miami (OH),mac,mac,39091,1949
Kentucky,sec,sec,39061,1949
Bowling Green,mac,mac,39033,1949
Ohio State,big-ten,big-ten,39013,1949
Chattanooga,none,none,39013,1949
Georgia,sec,sec,36087,1949
Syracuse,acc,independent,36059,1949
Oregon State,pac-12,pac-12,35045,1949
Colorado,pac-12,big-8,35005,1949
Rutgers,big-ten,independent,34031,1949
Ohio State,big-ten,big-ten,34025,1949
Duke,acc,acc,34017,1949
Syracuse,acc,independent,34013,1949
North Carolina,acc,acc,34013,1949
William & Mary,none,southern,34003,1949
Nebraska,big-ten,big-8,31053,1949
Nebraska,big-ten,big-8,31037,1949
Washington State,pac-12,pac-12,30001,1949
Southern California,pac-12,pac-12,29510,1949
Oklahoma,big-12,big-8,29510,1949
Iowa,big-ten,big-ten,29510,1949
Mississippi,sec,sec,28151,1949
Washington State,pac-12,pac-12,27173,1949
Michigan,big-ten,big-ten,26163,1949
Michigan State,big-ten,big-ten,26121,1949
Michigan State,big-ten,big-ten,26121,1949
Southern California,pac-12,pac-12,25025,1949
Virginia,acc,acc,24510,1949
Southern California,pac-12,pac-12,24510,1949
Maryland,big-ten,acc,24510,1949
Maryland,big-ten,acc,24510,1949
North Texas,cusa,mvc,22019,1949
Tulsa,american,mvc,18141,1949
Northwestern,big-ten,big-ten,18141,1949
Northwestern,big-ten,big-ten,18089,1949
Michigan State,big-ten,big-ten,18089,1949
Colorado,pac-12,big-8,17201,1949
Southern California,pac-12,pac-12,17031,1949
San Jose State,mwc,independent,17031,1949
Illinois,big-ten,big-ten,17031,1949
Georgia Tech,acc,independent,13295,1949
Georgia,sec,sec,13277,1949
Florida,sec,sec,12105,1949
California,pac-12,pac-12,11001,1949
Tulsa,american,mvc,6081,1949
Oregon State,pac-12,pac-12,6081,1949
UCLA,pac-12,pac-12,6037,1949
Texas Christian,big-12,swc,6037,1949
Southern California,pac-12,pac-12,6037,1949
Notre Dame,acc,independent,6037,1949
California,pac-12,pac-12,6029,1949
Tennessee,sec,sec,6019,1949
Arkansas,sec,swc,5035,1949
Texas,big-12,swc,4003,1949
Chattanooga,none,none,1101,1949
Alabama,sec,sec,1099,1949
Mississippi State,sec,sec,1079,1949
Alabama,sec,sec,1055,1949
Southern California,pac-12,pac-12,0,1949
Pittsburgh,acc,independent,0,1949
Michigan State,big-ten,big-ten,0,1949
Maryland,big-ten,acc,0,1949
Kansas,big-12,big-8,0,1949
Georgia,sec,sec,0,1949
Wisconsin,big-ten,big-ten,55083,1948
Wisconsin,big-ten,big-ten,55079,1948
Wisconsin,big-ten,big-ten,55035,1948
Maryland,big-ten,acc,54083,1948
Nevada,mwc,none,53035,1948
Texas,big-12,swc,48491,1948
Texas,big-12,swc,48491,1948
Texas,big-12,swc,48461,1948
Texas Christian,big-12,swc,48451,1948
San Diego State,mwc,none,48451,1948
Texas A&M,sec,swc,48439,1948
Texas Christian,big-12,swc,48357,1948
Rice,cusa,swc,48279,1948
Texas Christian,big-12,swc,48277,1948
North Texas,cusa,mvc,48233,1948
Louisiana State,sec,sec,48231,1948
Texas A&M,sec,swc,48201,1948
North Texas,cusa,mvc,48181,1948
Tulane,american,sec,48121,1948
Southern Methodist,american,swc,48121,1948
Southern Methodist,american,swc,48091,1948
Southern Methodist,american,swc,48091,1948
Texas,big-12,swc,48027,1948
Tennessee,sec,sec,47093,1948
Georgia Tech,acc,independent,47011,1948
Colorado State,mwc,independent,45041,1948
Tennessee,sec,sec,44007,1948
Northwestern,big-ten,big-ten,42133,1948
Michigan State,big-ten,big-ten,42129,1948
Pittsburgh,acc,independent,42125,1948
Temple,american,none,42101,1948
Wake Forest,acc,acc,42059,1948
Tennessee,sec,sec,42051,1948
Maryland,big-ten,acc,42051,1948
Pittsburgh,acc,independent,42041,1948
North Carolina State,acc,acc,42041,1948
Duke,acc,acc,42013,1948
Kentucky,sec,sec,42007,1948
Tulsa,american,mvc,40125,1948
Ohio State,big-ten,big-ten,39153,1948
Kentucky,sec,sec,39153,1948
Illinois,big-ten,big-ten,39151,1948
Illinois,big-ten,big-ten,39151,1948
Ohio State,big-ten,big-ten,39139,1948
Wisconsin,big-ten,big-ten,39113,1948
Indiana,big-ten,big-ten,39099,1948
Ohio State,big-ten,big-ten,39035,1948
Ohio State,big-ten,big-ten,39035,1948
Virginia,acc,acc,37183,1948
Citadel,none,southern,37183,1948
Utah,pac-12,wac,37129,1948
Pacific,none,independent,37129,1948
Louisiana State,sec,sec,36115,1948
Boston College,acc,independent,36115,1948
Indiana,big-ten,big-ten,34009,1948
Wake Forest,acc,acc,33011,1948
Washington State,pac-12,pac-12,31153,1948
Kansas,big-12,big-8,29165,1948
Miami,#N/A,#N/A,29137,1948
Southern California,pac-12,pac-12,27053,1948
Minnesota,big-ten,big-ten,27053,1948
Notre Dame,acc,independent,26163,1948
Wake Forest,acc,acc,24510,1948
Tulane,american,sec,22109,1948
Notre Dame,acc,independent,22071,1948
Baylor,big-12,swc,22069,1948
Tennessee,sec,sec,22051,1948
Baylor,big-12,swc,20011,1948
Iowa,big-ten,big-ten,19103,1948
Wisconsin,big-ten,big-ten,18089,1948
Oregon,pac-12,pac-12,18089,1948
Indiana,big-ten,big-ten,18089,1948
Purdue,big-ten,big-ten,18075,1948
Iowa State,big-12,big-8,17141,1948
Illinois,big-ten,big-ten,17055,1948
Utah,pac-12,wac,17031,1948
Tulane,american,sec,17031,1948
Purdue,big-ten,big-ten,17031,1948
Michigan,big-ten,big-ten,17031,1948
Illinois,big-ten,big-ten,17031,1948
Oregon State,pac-12,pac-12,15003,1948
Oregon State,pac-12,pac-12,15003,1948
Arkansas,sec,swc,12023,1948
Georgia,sec,sec,12009,1948
George Washington,none,southern,11001,1948
Southern California,pac-12,pac-12,9011,1948
Virginia,acc,acc,9001,1948
Stanford,pac-12,pac-12,6073,1948
Pacific,none,independent,6041,1948
Washington,pac-12,pac-12,6037,1948
Stanford,pac-12,pac-12,6037,1948
Stanford,pac-12,pac-12,6037,1948
Southern California,pac-12,pac-12,6037,1948
Southern California,pac-12,pac-12,6037,1948
Pacific,none,independent,6029,1948
San Jose State,mwc,independent,6001,1948
Clemson,acc,acc,6001,1948
Arkansas,sec,swc,5119,1948
Arkansas,sec,swc,5037,1948
Alabama,sec,sec,1083,1948
Virginia Military Institute,none,southern,0,1948
Texas,big-12,swc,0,1948
Texas,big-12,swc,0,1948
Pacific,none,independent,0,1948
Michigan State,big-ten,big-ten,0,1948
Maryland,big-ten,acc,0,1948
Louisville,acc,mvc,0,1948
Georgia Tech,acc,independent,0,1948
Georgia,sec,sec,0,1948
Baylor,big-12,swc,0,1948
Wisconsin,big-ten,big-ten,55101,1947
Michigan,big-ten,big-ten,55079,1947
Drake,none,none,55059,1947
Minnesota,big-ten,big-ten,55031,1947
Brigham Young,independent,wac,49019,1947
Baylor,big-12,swc,48439,1947
Texas A&M,sec,swc,48309,1947
Tulane,american,sec,48245,1947
West Texas A&M,none,independent,48153,1947
Louisiana Tech,cusa,none,48121,1947
Southern Methodist,american,swc,48091,1947
Mississippi State,sec,sec,47157,1947
Alabama,sec,sec,47099,1947
Tennessee,sec,sec,47093,1947
South Carolina,sec,acc,45067,1947
Clemson,acc,acc,45031,1947
Virginia,acc,acc,42101,1947
Pittsburgh,acc,independent,42073,1947
Clemson,acc,acc,42005,1947
Miami,#N/A,#N/A,42003,1947
Tulsa,american,mvc,40057,1947
Oklahoma,big-12,big-8,40057,1947
San Jose State,mwc,independent,40009,1947
Ohio State,big-ten,big-ten,39173,1947
Michigan,big-ten,big-ten,39173,1947
Georgia,sec,sec,39099,1947
Tulane,american,sec,39081,1947
Georgia,sec,sec,39049,1947
Kentucky,sec,sec,39035,1947
California,pac-12,pac-12,39035,1947
Auburn,sec,sec,39015,1947
Duke,acc,acc,37171,1947
Wake Forest,acc,acc,37007,1947
Miami,#N/A,#N/A,36119,1947
North Carolina,acc,acc,36061,1947
Nebraska,big-ten,big-8,31111,1947
Mississippi,sec,sec,28079,1947
Louisiana State,sec,sec,28075,1947
Michigan State,big-ten,big-ten,26091,1947
Michigan State,big-ten,big-ten,26049,1947
Notre Dame,acc,independent,25011,1947
Notre Dame,acc,independent,24001,1947
Mississippi,sec,sec,22105,1947
Tulane,american,sec,22071,1947
Kansas State,big-12,big-8,20173,1947
Colorado State,mwc,independent,20163,1947
Colorado State,mwc,independent,20081,1947
Notre Dame,acc,independent,19153,1947
Iowa State,big-12,big-8,19015,1947
Purdue,big-ten,big-ten,18157,1947
Nevada,mwc,none,18157,1947
Illinois,big-ten,big-ten,18097,1947
Northwestern,big-ten,big-ten,18089,1947
Notre Dame,acc,independent,17031,1947
Northwestern,big-ten,big-ten,17031,1947
Kansas,big-12,big-8,17031,1947
Illinois,big-ten,big-ten,17031,1947
Drake,none,none,17031,1947
Illinois,big-ten,big-ten,17021,1947
Virginia,acc,acc,11001,1947
Maryland,big-ten,acc,11001,1947
Virginia,acc,acc,10005,1947
Southern California,pac-12,pac-12,8125,1947
Pacific,none,independent,6099,1947
California,pac-12,pac-12,6097,1947
San Jose State,mwc,independent,6081,1947
UCLA,pac-12,pac-12,6073,1947
San Diego State,mwc,none,6073,1947
UCLA,pac-12,pac-12,6059,1947
California,pac-12,pac-12,6045,1947
Stanford,pac-12,pac-12,6037,1947
Southern California,pac-12,pac-12,6037,1947
California,pac-12,pac-12,6037,1947
Mississippi,sec,sec,5041,1947
Arkansas,sec,swc,5037,1947
Alabama,sec,sec,4019,1947
Arizona State,pac-12,wac,4013,1947
West Texas A&M,none,independent,0,1947
Washington State,pac-12,pac-12,0,1947
Southern Methodist,american,swc,0,1947
Oregon,pac-12,pac-12,0,1947
Oklahoma State,big-12,big-8,0,1947
Louisiana State,sec,sec,0,1947
Kansas,big-12,big-8,0,1947
Georgia,sec,sec,0,1947
Clemson,acc,acc,0,1947
Marshall,cusa,mac,54103,1946
West Virginia,big-12,southern,54039,1946
Tennessee,sec,sec,54039,1946
Washington State,pac-12,pac-12,53077,1946
Washington State,pac-12,pac-12,53053,1946
Washington State,pac-12,pac-12,53027,1946
William & Mary,none,southern,51710,1946
Louisiana State,sec,sec,51185,1946
Pacific,none,independent,49005,1946
Tulane,american,sec,48485,1946
Texas-El Paso,cusa,independent,48461,1946
Baylor,big-12,swc,48293,1946
Rice,cusa,swc,48201,1946
Louisiana State,sec,sec,48201,1946
Rice,cusa,swc,48181,1946
Texas,big-12,swc,48179,1946
Tulsa,american,mvc,48141,1946
Southern Methodist,american,swc,48121,1946
Rice,cusa,swc,48091,1946
UCLA,pac-12,pac-12,47157,1946
Georgia Tech,acc,independent,45035,1946
Notre Dame,acc,independent,42129,1946
Notre Dame,acc,independent,42101,1946
Pennsylvania,none,ivy,42095,1946
Notre Dame,acc,independent,42003,1946
Kentucky,sec,sec,42003,1946
California-Santa Barbara,none,none,40149,1946
Oklahoma State,big-12,big-8,40137,1946
Oklahoma,big-12,big-8,40115,1946
Oklahoma State,big-12,big-8,40111,1946
Oklahoma,big-12,big-8,40109,1946
Oklahoma,big-12,big-8,40109,1946
Oklahoma State,big-12,big-8,40061,1946
Oklahoma,big-12,big-8,40057,1946
Oklahoma,big-12,big-8,40039,1946
Oklahoma State,big-12,big-8,40013,1946
Ohio State,big-ten,big-ten,39173,1946
Ohio State,big-ten,big-ten,39173,1946
Ohio State,big-ten,big-ten,39161,1946
Navy,independent,independent,39093,1946
Toledo,mac,mac,39051,1946
Ohio State,big-ten,big-ten,39049,1946
Ohio State,big-ten,big-ten,39049,1946
Purdue,big-ten,big-ten,39035,1946
Notre Dame,acc,independent,39035,1946
Wake Forest,acc,acc,37157,1946
Duke,acc,acc,37157,1946
North Carolina,acc,acc,37021,1946
Indiana,big-ten,big-ten,36063,1946
Notre Dame,acc,independent,36061,1946
Boston College,acc,independent,36061,1946
Vanderbilt,sec,sec,34013,1946
North Carolina,acc,acc,34013,1946
Georgia,sec,sec,34011,1946
Missouri,sec,big-8,29189,1946
Kansas,big-12,big-8,29095,1946
Mississippi State,sec,sec,28161,1946
Mississippi,sec,sec,28127,1946
Minnesota,big-ten,big-ten,27163,1946
Minnesota,big-ten,big-ten,27137,1946
Minnesota,big-ten,big-ten,27053,1946
Notre Dame,acc,independent,26163,1946
Michigan State,big-ten,big-ten,26163,1946
Michigan State,big-ten,big-ten,26049,1946
Michigan,big-ten,big-ten,26047,1946
Boston College,acc,independent,25025,1946
Brown,none,ivy,25023,1946
Boston College,acc,independent,25009,1946
Wyoming,mwc,wac,22071,1946
Tulane,american,sec,22071,1946
Mississippi State,sec,sec,22071,1946
Kentucky,sec,sec,21151,1946
Kentucky,sec,sec,21117,1946
Purdue,big-ten,big-ten,21037,1946
San Jose State,mwc,independent,20173,1946
Colorado State,mwc,independent,20055,1946
Notre Dame,acc,independent,18141,1946
Indiana,big-ten,big-ten,18141,1946
Southern California,pac-12,pac-12,18089,1946
Purdue,big-ten,big-ten,18089,1946
Notre Dame,acc,independent,18003,1946
Florida,sec,sec,17165,1946
Purdue,big-ten,big-ten,17099,1946
Notre Dame,acc,independent,17031,1946
Notre Dame,acc,independent,17031,1946
Kansas,big-12,big-8,17031,1946
Wake Forest,acc,acc,9001,1946
Oregon,pac-12,pac-12,6037,1946
Southern California,pac-12,pac-12,6007,1946
Arkansas,sec,swc,5125,1946
Arkansas,sec,swc,5063,1946
Arkansas,sec,swc,5017,1946
Auburn,sec,sec,1077,1946
Alabama,sec,sec,1073,1946
Florida,sec,sec,1069,1946
Duke,acc,acc,1055,1946
William & Mary,none,southern,0,1946
William & Mary,none,southern,0,1946
Wake Forest,acc,acc,0,1946
Oregon State,pac-12,pac-12,0,1946
Minnesota,big-ten,big-ten,0,1946
Minnesota,big-ten,big-ten,0,1946
Boston College,acc,independent,0,1946
Wisconsin,big-ten,big-ten,55079,1945
Michigan,big-ten,big-ten,55079,1945
Kentucky,sec,sec,54059,1945
Washington State,pac-12,pac-12,53063,1945
Idaho,sun-belt,independent,53063,1945
Utah,pac-12,wac,49053,1945
Utah,pac-12,wac,49035,1945
Utah,pac-12,wac,49035,1945
Texas Christian,big-12,swc,48497,1945
Texas A&M,sec,swc,48487,1945
Texas-El Paso,cusa,independent,48485,1945
Texas,big-12,swc,48481,1945
Southern California,pac-12,pac-12,48481,1945
Texas Christian,big-12,swc,48447,1945
North Texas,cusa,mvc,48447,1945
Southern Methodist,american,swc,48423,1945
Southern Methodist,american,swc,48413,1945
Texas,big-12,swc,48215,1945
West Texas A&M,none,independent,48193,1945
Texas A&M,sec,swc,48151,1945
Baylor,big-12,swc,48125,1945
Texas,big-12,swc,48121,1945
Texas A&M,sec,swc,48091,1945
Baylor,big-12,swc,48091,1945
Baylor,big-12,swc,48039,1945
Texas,big-12,swc,48001,1945
Indiana,big-ten,big-ten,47097,1945
Oregon,pac-12,pac-12,46041,1945
Georgia,sec,sec,45063,1945
Furman,none,southern,45045,1945
North Carolina State,acc,acc,45033,1945
Clemson,acc,acc,45023,1945
Oregon,pac-12,pac-12,45007,1945
North Texas,cusa,mvc,45007,1945
Boston College,acc,independent,44009,1945
Tennessee,sec,sec,44007,1945
Kentucky,sec,sec,42129,1945
Pittsburgh,acc,independent,42111,1945
Nevada,mwc,none,42111,1945
Temple,american,none,42101,1945
Pennsylvania,none,ivy,42101,1945
Georgia,sec,sec,42101,1945
Pennsylvania,none,ivy,42095,1945
Navy,independent,independent,42091,1945
Georgia,sec,sec,42091,1945
Virginia Military Institute,none,southern,42079,1945
Pittsburgh,acc,independent,42079,1945
Pittsburgh,acc,independent,42073,1945
Notre Dame,acc,independent,42073,1945
Pennsylvania,none,ivy,42043,1945
