Abilene Christian University,1987,http://www.databasefootball.com/players/playerpage.htm?ilkid=MCGOWREG01
Alabama A&M University,1992,http://www.databasefootball.com/players/playerpage.htm?ilkid=WAGNEBAR01
Albright College,1929,http://www.databasefootball.com/players/playerpage.htm?ilkid=BARKMRAL01
Albright College,1934,http://www.databasefootball.com/players/playerpage.htm?ilkid=BOYLEBIL01
Albright College,1929,http://www.databasefootball.com/players/playerpage.htm?ilkid=KOSTOMAR01
Alcorn State University,1987,http://www.databasefootball.com/players/playerpage.htm?ilkid=BARNEMIL01
Alcorn State University,2008,http://www.databasefootball.com/players/playerpage.htm?ilkid=HugheNat01
Alcorn State University,1987,http://www.databasefootball.com/players/playerpage.htm?ilkid=WASHIROB01
Alfred University,1946,http://www.databasefootball.com/players/playerpage.htm?ilkid=TRIGIFRA01
Amarillo JC,1947,http://www.databasefootball.com/players/playerpage.htm?ilkid=CROWEODI01
Antelope Valley JC,1960,http://www.databasefootball.com/players/playerpage.htm?ilkid=VALDEVER01
Appalachian State University,1987,http://www.databasefootball.com/players/playerpage.htm?ilkid=ARMSTJIM01
Appalachian State University,1987,http://www.databasefootball.com/players/playerpage.htm?ilkid=SMITHSTR01
Arizona State University,2008,http://www.databasefootball.com/players/playerpage.htm?ilkid=CarnaAnd01
Arizona State University,2001,http://www.databasefootball.com/players/playerpage.htm?ilkid=IOANEJUN01
Arizona State University,2004,http://www.databasefootball.com/players/playerpage.htm?ilkid=MURPHNIC01
Arkansas State University,1987,http://www.databasefootball.com/players/playerpage.htm?ilkid=GORESTA01 
Arkansas State University,1987,http://www.databasefootball.com/players/playerpage.htm?ilkid=PRICESTA01
Arkansas State University,2004,http://www.databasefootball.com/players/playerpage.htm?ilkid=WILLICOR01
Arkansas Tech University,1987,http://www.databasefootball.com/players/playerpage.htm?ilkid=LIVINBRU01
Army College,1930,http://www.databasefootball.com/players/playerpage.htm?ilkid=DIBBJOH01 
Army College,1954,http://www.databasefootball.com/players/playerpage.htm?ilkid=JOHNSHER01
Ashland University,1925,http://www.databasefootball.com/players/playerpage.htm?ilkid=HUNTEMER01
Auburn University,2002,http://www.databasefootball.com/players/playerpage.htm?ilkid=BAKERROB01
Auburn University,2004,http://www.databasefootball.com/players/playerpage.htm?ilkid=DANSBKAR01
Auburn University,2004,http://www.databasefootball.com/players/playerpage.htm?ilkid=DIAMOLOR01
Auburn University,1920,http://www.databasefootball.com/players/playerpage.htm?ilkid=DUCOTMOO01
Auburn University,2003,http://www.databasefootball.com/players/playerpage.htm?ilkid=JOHNSROB02
Auburn University,2004,http://www.databasefootball.com/players/playerpage.htm?ilkid=JOHNSSPE01
Auburn University,2004,http://www.databasefootball.com/players/playerpage.htm?ilkid=LUKETRI01 
Auburn University,2003,http://www.databasefootball.com/players/playerpage.htm?ilkid=ROBINTRA01
Auburn University,1931,http://www.databasefootball.com/players/playerpage.htm?ilkid=TAYLOERK01
Auburn University,2004,http://www.databasefootball.com/players/playerpage.htm?ilkid=THOMADON02
Auburn University,2004,http://www.databasefootball.com/players/playerpage.htm?ilkid=TORBOREG01
Augsburg College,1983,http://www.databasefootball.com/players/playerpage.htm?ilkid=WARNKDAV01
Austin Peay State University,1987,http://www.databasefootball.com/players/playerpage.htm?ilkid=FOXSCO01  
Baker College,1979,http://www.databasefootball.com/players/playerpage.htm?ilkid=FARMEROG01
Baldwin-Wallace University,1938,http://www.databasefootball.com/players/playerpage.htm?ilkid=KRAUSBIL01
Baldwin-Wallace University,1987,http://www.databasefootball.com/players/playerpage.htm?ilkid=SCHENED01 
Baylor University,1938,http://www.databasefootball.com/players/playerpage.htm?ilkid=BRAZECAR01
Baylor University,2004,http://www.databasefootball.com/players/playerpage.htm?ilkid=NEWHOREG01
Baylor University,1962,http://www.databasefootball.com/players/playerpage.htm?ilkid=NICKLPET01
Baylor University,1926,http://www.databasefootball.com/players/playerpage.htm?ilkid=WALKEHOM01
Baylor University,1960,http://www.databasefootball.com/players/playerpage.htm?ilkid=WITCHAL01 
Bentley College,2008,http://www.databasefootball.com/players/playerpage.htm?ilkid=BernaMac01
Bethany College,1924,http://www.databasefootball.com/players/playerpage.htm?ilkid=REHNQMIL01
Bishop College,1965,http://www.databasefootball.com/players/playerpage.htm?ilkid=HOOLIHAR01
Blinn JC,2004,http://www.databasefootball.com/players/playerpage.htm?ilkid=GREENROD01
Boise State University,1987,http://www.databasefootball.com/players/playerpage.htm?ilkid=BLACKBAR01
Boston College,1961,http://www.databasefootball.com/players/playerpage.htm?ilkid=ALLARDON01
Boston College,1921,http://www.databasefootball.com/players/playerpage.htm?ilkid=ANDERALE01
Boston College,2008,http://www.databasefootball.com/players/playerpage.htm?ilkid=CheriGos01
Boston College,2003,http://www.databasefootball.com/players/playerpage.htm?ilkid=CIURCVIN01
Boston College,1926,http://www.databasefootball.com/players/playerpage.htm?ilkid=CORRIPHI01
Boston College,1926,http://www.databasefootball.com/players/playerpage.htm?ilkid=CRONIBIL01
Boston College,1968,http://www.databasefootball.com/players/playerpage.htm?ilkid=DIVITJOE01
