"Doege, Seth",2013,"San Angelo , TX",San Angelo,TX,Texas Tech
"Doerr, Ryan",2013,"San Angelo , TX",,,Kansas State
"Dombrowski, Brandyn",2010,"Buffalo , NY",Buffalo,NY,San Diego State
"Dominguez, Ray",2013,"Quincy , FL",Quincy,FL,Arkansas
"Donnell, Larry",2013,"Midland City , AL",Midland City,AL,Grambling State
"Dorenbos, Jon",2013,"Humble , TX",Humble,TX,Texas-El Paso
"Dorsey, Glenn",2008,"Baton Rouge , LA",Baton Rouge,LA,LSU
"Dorsey, Kevin",2013,"Baton Rouge , LA",,,Maryland
"Doss, Tandon",2011,"Indianapolis , IN",Indianapolis,IN,Indiana
"Dotson, Demar",2009,"Alexandria , LA",Alexandria,LA,Southern Mississippi
"Doughty, Reed",2006,"Greeley , CO",Greeley,CO,Northern Colorado
"Douglas, David",2012,"Dallas , TX",Dallas,TX,Arizona
"Douglas, Harry",2009,"Tampa , FL",Tampa,FL,Louisville
"Douzable, Leger",2008,"Tampa , FL",Tampa,FL,Central Florida
"Dowling, Ras-I",2011,"Charleston , SC",Charleston,SC,Virginia
"Dowtin, Marcus",2012,"Hyattsville , MD",Hyattsville,MD,North Alabama
"Doyle, Jack",2013,"Indianapolis , IN",Indianapolis,IN,Western Kentucky
"Draheim, Tommie",2013,"Kennewick , WA",Kennewick,WA,San Diego State
"Drakeford, Darin",2013,"Washington , DC",Washington,DC,Maryland
"Draughn, Shaun",2012,"Tarboro , NC",Tarboro,NC,North Carolina
"Dray, Jim",2010,"New Milford , NJ",New Milford,NJ,Stanford
"Dreessen, Joel",2006,"Ida Grove , IA",Ida Grove,IA,Colorado State
"Drescher, Justin",2010,"Colorado Springs , CO",Colorado Springs,CO,Colorado
"Ducasse, Vladimir",2010,Port-au-Prince   Haiti,,,Massachusetts
"Dumervil, Elvis",2006,"Miami , FL",Miami,FL,Louisville
"Dunbar, Jo-Lonn",2008,"Syracuse , NY",Syracuse,NY,Boston College
"Dunbar, Lance",2012,"New Orleans , LA",New Orleans,LA,North Texas
"Dunlap, Carlos",2010,"North Charleston , SC",North Charleston,SC,Florida
"Dunlap, King",2008,"Nashville , TN",Nashville,TN,Auburn
"Dunn, Reggie",2013,"Compton , CA",Compton,CA,Utah
"Durand, Ryan",2012,"Worcester , MA",Worcester,MA,Syracuse
"Durant, Justin",2007,"Florence , SC",Florence,SC,Hampton
"Durham, Kris",2011,"Rome , GA",Rome,GA,Georgia
"Dwyer, Jonathan",2010,"Woodstock , GA",Woodstock,GA,Georgia Tech
"Dye, Tony",2012,"San Jose , CA",San Jose,CA,UCLA
"Dysert, Zac",2013,"San Jose , CA",,,Miami (Ohio)
"Easley, Marcus",2012,"Bridgeport , CT",Bridgeport,CT,Connecticut
"Ebert, Jeremy",2013,"Willard , OH",Willard,OH,Northwestern
"Ebner, Nate",2012,"Columbus , OH",Columbus,OH,Ohio State
"Eckerson, Hutch",2013,"Columbus , OH",,,South Carolina
"Economos, Andrew",2006,"Atlanta , GA",Atlanta,GA,Georgia Tech
"Edds, A.J.",2010,"Marion , IN",Marion,IN,Iowa
"Edelman, Julian",2009,"Redwood City , CA",Redwood City,CA,Kent State
"Edwards, Armanti",2010,"Greenwood , SC",Greenwood,SC,Appalachian State
"Edwards, Braylon",2005,"Detroit , MI",Detroit,MI,Michigan
"Edwards, Dwan",2013,"Billings , MT",Billings,MT,Oregon State
"Edwards, Kip",2013,"Billings , MT",,,Missouri
"Edwards, Lavar",2013,"Gretna , LA",Gretna,LA,LSU
"Edwards, Mike",2013,"Pasadena , CA",Pasadena,CA,Texas-El Paso
"Edwards, Mike",2013,"Cleveland , OH",Cleveland,OH,Hawaii
"Edwards, Nicholas",2013,"Tacoma , WA",Tacoma,WA,Eastern Washington
"Edwards, Pat",2013,"Temple , TX",Temple,TX,Houston
"Edwards, Trent",2008,"Los Gatos , CA",Los Gatos,CA,Stanford
"Egboh, Pannel",2012,"Garland , TX",Garland,TX,Stanford
"Egnew, Michael",2012,"Lubbock , TX",Lubbock,TX,Missouri
"Eifert, Tyler",2013,"Fort Wayne , IN",Fort Wayne,IN,Notre Dame
"Elam, Matt",2013,"West Palm Beach , FL",West Palm Beach,FL,Florida
"Ellerbe, Dannell",2009,"Hamlet , NC",Hamlet,NC,Georgia
"Ellington, Andre",2013,"Moncks Corner , SC",Moncks Corner,SC,Clemson
"Elliott, Kevin",2012,"Fayetteville , NC",Fayetteville,NC,Florida A&M
"Ellis, Dominique",2013,"Fayetteville , NC",,,South Carolina State
"Ellis, Kenrick",2011,Jamaica,,,Hampton
"Ellison, Rhett",2012,"Foster City , CA",Foster City,CA,USC
"Elmore, Ricky",2013,"Foster City , CA",,,Arizona
"Embernate, Nik",2013,"Yucaipa , CA",Yucaipa,CA,San Diego State
"Enderle, Nathan",2012,"Yucaipa , CA",,,Idaho
"English, Larry",2009,"Aurora , IL",Aurora,IL,Northern Illinois
"Ertz, Zach",2013,"Orange , CA",Orange,CA,Stanford
"Escobar, Gavin",2013,"New York , NY",New York,NY,San Diego State
"Eskridge, De'Leon",2013,"New York , NY",,,San Jose State
"Estenor, Danous",2013,"New York , NY",,,South Florida
"Eubanks, Darius",2013,"Fort Knox , KY",Fort Knox,KY,Georgia Southern
"Evans, DeQuin",2013,"Long Beach , CA",Long Beach,CA,Kentucky
"Evans, Fred",2007,"Chicago , IL",Chicago,IL,Texas State
"Evans, Jahri",2006,"Philadelphia , PA",Philadelphia,PA,Bloomsburg
"Evans, Josh",2013,"Philadelphia , PA",,,Florida
"Evans, Rashad",2013,"San Francisco , CA",San Francisco,CA,Fresno State
"Ewing, Bradie",2012,"Richland Center , WI",Richland Center,WI,Wisconsin
"Fairley, Nick",2011,"Mobile , AL",Mobile,AL,Auburn
"Fanaika, Paul",2010,"San Mateo , CA",San Mateo,CA,Arizona State
"Fangupo, Hebron",2013,"Santa Ana , CA",Santa Ana,CA,Brigham Young
"Farrell, Mike",2013,"Pittsburgh , PA",Pittsburgh,PA,Penn State
"Farwell, Heath",2005,"Fontana , CA",Fontana,CA,San Diego State
"Fasano, Anthony",2006,"Glen Ridge , NJ",Glen Ridge,NJ,Notre Dame
"Faulk, Chris",2013,"Slidell , LA",Slidell,LA,LSU
"Fauria, Joseph",2013,"Northridge , CA",Northridge,CA,UCLA
"Fayson, Jarred",2013,"Northridge , CA",,,Illinois
"Feely, Jay",2013,"Odessa , FL",Odessa,FL,Michigan
"Felder, Bobby",2013,"Odessa , FL",,,Nicholls State
"Fells, Daniel",2008,"Anaheim , CA",Anaheim,CA,California-Davis
"Fells, Darren",2013,"Anaheim , CA",,,California-Irvine
"Felton, Jerome",2008,Duren   Germany,,,Furman
"Fenner, Chandler",2012,Duren   Germany,,,Holy Cross
"Ferguson, D'Brickashaw",2006,"New York , NY",New York,NY,Virginia
"Fiammetta, Tony",2010,"Kaneohe , HI",Kaneohe,HI,Syracuse
"Fields, Brandon",2007,"Southfield , MI",Southfield,MI,Michigan State
"Fields, Demetrius",2013,"Southfield , MI",,,Northwestern
"Finau, Tevita",2013,"Southfield , MI",,,Utah
"Finley, Jermichael",2008,"Lufkin , TX",Lufkin,TX,Texas
"Finnegan, Cortland",2006,"Fayetteville , NC",Fayetteville,NC,Samford
"Fisher, Elvis",2013,"Fayetteville , NC",,,Missouri
"Fisher, Eric",2013,"Fayetteville , NC",,,Central Michigan
"Fitzgerald, Larry",2013,"Minneapolis , MN",Minneapolis,MN,Pittsburgh
"Fitzpatrick, Ryan",2005,"Gilbert , AZ",Gilbert,AZ,Harvard
"Flacco, Joe",2008,"Audubon , NJ",Audubon,NJ,Delaware
"Fleener, Coby",2012,"Lemont , IL",Lemont,IL,Stanford
"Fleming, Darius",2012,"Lemont , IL",,,Notre Dame
"Fleming, Jamell",2012,"Edinburg , TX",Edinburg,TX,Oklahoma
"Fletcher, Bradley",2009,"Cleveland , OH",Cleveland,OH,Iowa
"Fletcher, Dane",2010,"Bozeman , MT",Bozeman,MT,Montana State
"Fletcher, Donnie",2012,"Cleveland , OH",Cleveland,OH,Boston College
"Fletcher, Jabari",2013,"Cleveland , OH",,,Appalachian State
"Fletcher, London",2013,"Cleveland , OH",Cleveland,OH,John Carroll
"Florence, Drayton",2013,"Waycross , GA",Waycross,GA,Tuskegee
"Flowers, Brandon",2008,"Delray Beach , FL",Delray Beach,FL,Virginia Tech
"Floyd, Malcom",2006,"Sacramento , CA",Sacramento,CA,Wyoming
"Floyd, Michael",2012,"St. Paul , MN",St. Paul,MN,Notre Dame
"Floyd, Sharrif",2013,"Philadephia , PA",Philadephia,PA,Florida
"Fluellen, Andre",2009,"Cartersville , GA",Cartersville,GA,Florida State
"Fluker, D.J.",2013,"New Orleans , LA",New Orleans,LA,Alabama
"Flynn, Matt",2008,"Tyler , TX",Tyler,TX,LSU
"Foketi, Manase",2013,"Tyler , TX",,,West Texas A&M
"Fokou, Moise",2009,Cameroon,,,Maryland
"Foles, Nick",2012,"Austin , TX",Austin,TX,Arizona
"Folk, Nick",2007,"Los Angeles , CA",Los Angeles,CA,Arizona
"Folkerts, Brian",2013,"St. Ann , MO",St. Ann,MO,Washburn
"Foote, Larry",2013,"Detroit , MI",Detroit,MI,Michigan
"Forbath, Kai",2012,"Santa Monica , CA",Santa Monica,CA,UCLA
"Ford, Brandon",2013,"Santa Monica , CA",,,Clemson
"Ford, Jacoby",2010,"West Palm Beach , FL",West Palm Beach,FL,Clemson
"Ford, Chase",2013,"Pollok , TX",Pollok,TX,Miami (Fla.)
"Ford, Michael",2013,"Leesville , LA",Leesville,LA,LSU
"Ford, Patrick",2013,"Leesville , LA",,,Eastern Kentucky
"Forsett, Justin",2008,"Lakeland , FL",Lakeland,FL,California
"Forston, Marcus",2013,"Miami , FL",Miami,FL,Miami (Fla.)
"Fort, L.J.",2012,"Ganite City , IL",Ganite City,IL,Northern Iowa
"Forte, Matt",2008,"Lake Charles , LA",Lake Charles,LA,Tulane
"Foster, Arian",2009,"Albuquerque , NM",Albuquerque,NM,Tennessee
"Foster, Eric",2009,"Homestead , FL",Homestead,FL,Rutgers
"Foster, Glenn",2013,"Chicago , IL",Chicago,IL,Illinois
"Foster, Jason",2013,"Chicago , IL",,,Rhode Island
"Foster, Mason",2011,"Seaside , CA",Seaside,CA,Washington
"Foster, Otha",2013,"Seaside , CA",,,West Alabama
"Foster, Ramon",2009,"Henning , TN",Henning,TN,Tennessee
"Fox, Jason",2010,"Fort Worth , TX",Fort Worth,TX,Miami (Fla.)
"Fragel, Reid",2013,"Fort Worth , TX",,,Ohio State
"Frampton, Eric",2007,"San Jose , CA",San Jose,CA,Washington State
"Francis, A.J.",2013,"Washington , DC",Washington,DC,Maryland
"Francis, Justin",2012,"Opa Locka , FL",Opa Locka,FL,Rutgers
"Francois, Rob",2010,"Houston , TX",Houston,TX,Boston College
"Franklin, Aubrayo",2013,"Johnson City , TN",Johnson City,TN,Tennessee
"Franklin, Jerry",2013,"Sunset , AR",Sunset,AR,Arkansas
"Franklin, Johnathan",2013,"Los Angeles , CA",Los Angeles,CA,UCLA
"Franklin, Orlando",2011,Kingston   Jamaica,,,Miami (Fla.)
"Franks, Dominique",2011,"Oklahoma City , OK",Oklahoma City,OK,Oklahoma
"Frederick, Terrence",2013,"Katy , TX",Katy,TX,Texas A&M
"Frederick, Travis",2013,"Sharon , WI",Sharon,WI,Wisconsin
"Free, Doug",2007,"Manitowoc , WI",Manitowoc,WI,Northern Illinois
"Freeman, Dalton",2013,"Manitowoc , WI",,,Clemson
"Freeman, Jerrell",2012,"Waco , TX",Waco,TX,Mary Hardin-Baylor
"Freeman, Josh",2009,"Kansas City , MO",Kansas City,MO,Kansas State
"Freeney, Dwight",2013,"Hartford , CT",Hartford,CT,Syracuse
"Freeny, Jonathan",2012,"Margate , FL",Margate,FL,Rutgers
"Frey, Isaiah",2013,"Roseville , CA",Roseville,CA,Nevada
"Frierson, Evan",2013,"Roseville , CA",,,Illinois State
"Fua, Sione",2011,"Lodi , CA",Lodi,CA,Stanford
"Fuga, Romney",2013,"Lodi , CA",,,Brigham Young
"Fugger, Tim",2013,"Lodi , CA",,,Vanderbilt
"Fuller, Corey",2013,"Baltimore , MD",Baltimore,MD,Virginia Tech
"Fuller, Jeff",2013,"Stanford , CA",Stanford,CA,Texas A&M
"Fulton, David",2013,"Stanford , CA",,,Chowan Coll. NC
"Furstenburg, Matt",2013,"Flemington , NJ",Flemington,NJ,Maryland
"Fusco, Brandon",2011,"Dayton , OH",Dayton,OH,Slippery Rock
"Gabbert, Blaine",2011,"Chesterfield , MO",Chesterfield,MO,Missouri
"Gachkar, Andrew",2011,"Cheraw , SC",Cheraw,SC,Missouri
"Gafford, Thomas",2008,"Houston , TX",Houston,TX,Houston
"Gaines, Rogers",2013,"Nashville , TN",Nashville,TN,Tennessee State
"Gaither, Omar",2006,"Charlotte , NC",Charlotte,NC,Tennessee
"Gaitor, Anthony",2011,"Miami , FL",Miami,FL,Florida International
"Galette, Junior",2010,Port-Au-Prince   Haiti,,,Stillman
"Gallington, Deveric",2013,"Amarillo , TX",Amarillo,TX,Texas Tech
"Ganaway, Terrance",2012,"New Boston , TX",New Boston,TX,Baylor
"Gandy, Dylan",2005,"Harlingen , TX",Harlingen,TX,Texas Tech
"Gano, Graham",2010,Arbroath   Scotland,,,Florida State
"Garay, Antonio",2006,"Rahway , NJ",Rahway,NJ,Boston College
"Garcon, Pierre",2008,"West Palm Beach , FL",West Palm Beach,FL,Mount Union
"Gardner, Andrew",2010,"Chamblee , GA",Chamblee,GA,Georgia Tech
"Garland, Ben",2013,"Grand Junction , CO",Grand Junction,CO,Air Force
"Garner, Nate",2008,"El Sobrante , CA",El Sobrante,CA,Arkansas
"Garrard, David",2013,"East Orange , NJ",East Orange,NJ,East Carolina
"Garvin, Terence",2013,"Upper Marlboro , MD",Upper Marlboro,MD,West Virginia
"Garza, Roberto",2013,"Rio Hondo , TX",Rio Hondo,TX,Texas A&M - Kingsville
"Gaskins, Kendall",2013,"Rio Hondo , TX",,,Richmond
"Gates, Antonio",2013,"Detroit , MI",Detroit,MI,Kent State
"Gates, Clyde",2011,"Vernon , TX",Vernon,TX,Abilene Christian
"Gatson, Gregory",2013,"Dallas , TX",Dallas,TX,Arkansas
"Gay, Jordan",2013,"Dallas , TX",,,Centre
"Gay, William",2007,"Tallahassee , FL",Tallahassee,FL,Louisville
"Gaydosh, Linden",2013,"Tallahassee , FL",,,Calgary
"Geathers, Clifton",2011,"Georgetown , SC",Georgetown,SC,South Carolina
"Geathers, Kwame",2013,"Georgetown , SC",Georgetown,SC,Georgia
"Geathers, Robert",2013,"Georgetown , SC",Georgetown,SC,Georgia
"Gerberry, Dan",2013,"Youngstown , OH",Youngstown,OH,Ball State
"Gerhart, Garth",2013,"Corona , CA",Corona,CA,Arizona State
"Gerhart, Toby",2010,"Norco , CA",Norco,CA,Stanford
"Gettis, Adam",2012,"Calumet Park , IL",Calumet Park,IL,Iowa
"Gettis, David",2010,"Cherry Point , NC",Cherry Point,NC,Baylor
"Ghee, Brandon",2010,"Spotsylvania , VA",Spotsylvania,VA,Wake Forest
"Gholston, William",2013,"Detroit , MI",Detroit,MI,Michigan State
"Giacomini, Breno",2008,"Cambridge , MA",Cambridge,MA,Louisville
"Gibson, Brandon",2009,Germany,,,Washington State
"Gibson, Gary",2006,"Plant City , FL",Plant City,FL,Rutgers
"Gibson, Mike",2008,"Napa , CA",Napa,CA,California
"Gibson, Thaddeus",2012,"Euclid , OH",Euclid,OH,Ohio State
"Gilberry, Wallace",2008,"Spanish Fort , AL",Spanish Fort,AL,Alabama
"Gilbert, Jarron",2012,"New Orleans , LA",New Orleans,LA,San Jose State
"Gilbert, Marcus",2011,"Fort Lauderdale , FL",Fort Lauderdale,FL,Florida
"Gilchrist, Marcus",2011,"High Point , NC",High Point,NC,Clemson
"Gilkey, Garrett",2013,"Lemont , IL",Lemont,IL,Chadron State
"Gill, Robert",2013,"Lemont , IL",,,Texas State
"Gilleo, Trey",2013,"Lemont , IL",,,Northern Arizona
"Gillett, Alex",2013,"Lemont , IL",,,Eastern Michigan
"Gillislee, Mike",2013,"DeLand , FL",DeLand,FL,Florida
"Gilmore, Stephon",2012,"Rock Hill , SC",Rock Hill,SC,South Carolina
"Gilreath, David",2012,"St. Paul , MN",St. Paul,MN,Wisconsin
"Ginn, Ted",2007,"Cleveland , OH",Cleveland,OH,Ohio State
"Giordano, Daniel",2013,"Cleveland , OH",,,Cincinnati
"Giordano, Matt",2005,"Fresno , CA",Fresno,CA,California
"Gipson, Tashaun",2012,"San Bernardino , CA",San Bernardino,CA,Wyoming
"Givens, Chris",2012,"San Bernardino , CA",,,Miami (Ohio)
"Givens, Chris",2012,"Jackson , MS",Jackson,MS,Wake Forest
"Glaud, Ka'Lial",2013,"Camden Co. , NJ",Camden Co.,NJ,Rutgers
"Glenn, Cordy",2012,"Atlanta , GA",Atlanta,GA,Georgia
"Glennon, Mike",2013,"Conroe , TX",Conroe,TX,North Carolina State
"Goard, Tyrone",2013,"Conroe , TX",,,Eastern Kentucky
"Godfrey, Charles",2008,"Baytown , TX",Baytown,TX,Iowa
"Godfrey, Dennis",2013,"Baytown , TX",,,Wake Forest
"Goebel, Garrett",2013,"Baytown , TX",,,Ohio State
"Goins, Theo",2013,"Baytown , TX",,,Central Florida
"Golden, Brittan",2013,"Plainview , TX",Plainview,TX,West Texas A&M
"Golden, Robert",2012,"Fresno , CA",Fresno,CA,Arizona
"Goldson, Dashon",2007,"Carson , CA",Carson,CA,Washington
"Golic, Mike",2013,"Vorhees , NJ",Vorhees,NJ,Notre Dame
"Golston, Kedric",2006,"Tyrone , GA",Tyrone,GA,Georgia
"Gomes, DeJon",2011,"Hayward , CA",Hayward,CA,Nebraska
"Gonzalez, Tony",2013,"Torrance , CA",Torrance,CA,California
"Goode, Brett",2008,"Canadian , TX",Canadian,TX,Arkansas
"Goode, Najee",2012,"Cleveland , OH",Cleveland,OH,West Virginia
"Gooden, Tavares",2008,"Fort Lauderdale , FL",Fort Lauderdale,FL,Miami (Fla.)
"Gooden, Zaviar",2013,"Austin , TX",Austin,TX,Missouri
"Goodin, Stephen",2013,"Hastings , NE",Hastings,NE,Nebraska-Kearney
"Goodman, Malliciah",2013,"Florence , SC",Florence,SC,Clemson
"Goodman, Richard",2011,"Ft. Lauderdale , FL",Ft. Lauderdale,FL,Florida State
"Goodson, Mike",2009,"Irvington , NJ",Irvington,NJ,Texas A&M
"Goodwin, Jonathan",2013,"Columbia , SC",Columbia,SC,Michigan
"Goodwin, Marquise",2013,"Lubbock , TX",Lubbock,TX,Texas
"Gordon, Josh",2012,"Houston , TX",Houston,TX,Baylor
"Gordon, Richard",2011,"Miami , FL",Miami,FL,Miami (Fla.)
"Gordy, Josh",2011,"Warthen , GA",Warthen,GA,Central Michigan
"Gore, Frank",2005,"Miami , FL",Miami,FL,Miami (Fla.)
"Gorrer, Danny",2010,"Port Arthur , TX",Port Arthur,TX,Texas A&M
"Gostkowski, Stephen",2006,"Baton Rouge , LA",Baton Rouge,LA,Memphis
"Gottlieb, Alex",2013,"Baton Rouge , LA",,,William & Mary
"Gould, Robbie",2005,"Jersey Shore , PA",Jersey Shore,PA,Penn State
"Gradkowski, Bruce",2006,"Pittsburgh , PA",Pittsburgh,PA,Toledo
"Gradkowski, Gino",2012,"Pittsburgh , PA",Pittsburgh,PA,Delaware
"Gragg, Chris",2013,"Pine Bluff , AR",Pine Bluff,AR,Arkansas
"Graham, Brandon",2010,"Detroit , MI",Detroit,MI,Michigan
"Graham, Cameron",2013,"Detroit , MI",,,Louisville
"Graham, Corey",2007,"Buffalo , NY",Buffalo,NY,New Hampshire
"Graham, Garrett",2010,"Brick , NJ",Brick,NJ,Wisconsin
"Graham, Jimmy",2010,"Goldsboro , NC",Goldsboro,NC,Miami (Fla.)
"Graham, Shayne",2013,"Radford , VA",Radford,VA,Virginia Tech
"Graham, Ray",2013,"Elizabeth , NJ",Elizabeth,NJ,Pittsburgh
"Graham, T.J.",2012,"Raleigh , NC",Raleigh,NC,North Carolina State
"Grant, Larry",2009,"Santa Rosa , CA",Santa Rosa,CA,Ohio State
"Gratz, Dwayne",2013,"Piscataway , NJ",Piscataway,NJ,Connecticut
"Gray, Cyrus",2012,"De Soto , TX",De Soto,TX,Texas A&M
"Gray, Jonas",2013,"De Soto , TX",,,Notre Dame
"Gray, MarQueis",2013,"Indianapolis , IN",Indianapolis,IN,Minnesota
"Greco, John",2008,"Ravenna , OH",Ravenna,OH,Toledo
"Green, A.J.",2011,"Ridgeville , SC",Ridgeville,SC,Georgia
"Green, Alex",2011,"Portland , OR",Portland,OR,Hawaii
"Green, Isaiah",2013,"Los Angeles , CA",Los Angeles,CA,Fresno State
"Green, Jared",2013,VA,,,Southern University
"Green, Jeremiah",2013,VA,,,Nevada
"Green, Jonte",2012,"Tampa , FL",Tampa,FL,New Mexico State
"Green, Justin",2013,"Louisville , KY",Louisville,KY,Illinois
"Green, Ladarius",2012,Berlin   Germany,,,Louisiana-Lafayette
"Green, Marshay",2012,"Bastrop , LA",Bastrop,LA,Mississippi
"Green, Tyronne",2009,"Pensacola , FL",Pensacola,FL,Auburn
"Green, Virgil",2011,"San Bernardino , CA",San Bernardino,CA,Nevada
"Green-Ellis, BenJarvus",2008,"New Orleans , LA",New Orleans,LA,Mississippi
"Greene, Khaseem",2013,"New Orleans , LA",,,Rutgers
"Greene, Shonn",2009,"Sicklerville , NJ",Sicklerville,NJ,Iowa
"Greenway, Chad",2006,"Mount Vernon , SD",Mount Vernon,SD,Iowa
"Greenwood, Chris",2012,"Detroit , MI",Detroit,MI,Albion
"Greenwood, Cory",2010,Kingston   Canada,,,Concordia (Quebec)
"Greer, Jabari",2013,"Jackson , TN",Jackson,TN,Tennessee
"Gregory, Steve",2006,"Brooklyn , NY",Brooklyn,NY,Syracuse
"Gresham, Clint",2010,"Corpus Christi , TX",Corpus Christi,TX,Texas Christian
"Gresham, Jermaine",2010,"Ardmore , OK",Ardmore,OK,Oklahoma
"Griffen, Everson",2010,"Avondale , AZ",Avondale,AZ,USC
"Griffin, John",2013,"Austin , TX",Austin,TX,Massachusetts
"Griffin, Michael",2007,"Austin , TX",Austin,TX,Texas
"Griffin, Ryan",2013,"Santa Monica , CA",Santa Monica,CA,Tulane
"Griffin, Ryan",2013,"Santa Monica , CA",,,Connecticut
"Griffin III, Robert",2012,Okinawa   Japan,,,Baylor
"Griggs, J.D.",2013,Okinawa   Japan,,,Akron
"Grimes, Brent",2007,"Philadelphia , PA",Philadelphia,PA,Shippensburg
"Grimes, Jonathan",2012,"Willingboro , NJ",Willingboro,NJ,William & Mary
"Grimm, Cody",2010,"Fairfax , VA",Fairfax,VA,Virginia Tech
"Grissom, Cory",2013,"Fairfax , VA",,,South Florida
"Gronkowski, Chris",2010,"Buffalo , NY",Buffalo,NY,Arizona
"Gronkowski, Dan",2011,"Amherst , NY",Amherst,NY,Maryland
"Gronkowski, Rob",2010,"Amherst , NY",Amherst,NY,Arizona
"Gross, Jordan",2013,"Nampa , ID",Nampa,ID,Utah
"Grossman, Rex",2013,"Bloomington , IN",Bloomington,IN,Florida
"Groves, Quentin",2008,"Greenville , MS",Greenville,MS,Auburn
"Grubbs, Ben",2007,"Columbus , GA",Columbus,GA,Auburn
"Guidugli, Ben",2013,"Columbus , GA",,,Cincinnati
"Guion, Letroy",2008,"Starke , FL",Starke,FL,Florida State
"Gumbs, Jose",2013,"Brooklyn , NY",Brooklyn,NY,Monmouth (N.J.)
"Gunn, Harland",2013,"Omaha , NE",Omaha,NE,Miami (Fla.)
"Gurley, Tori",2013,"Birmingham , AL",Birmingham,AL,South Carolina
"Gurode, Andre",2013,"Houston , TX",Houston,TX,Colorado
"Guy, Lawrence",2011,"Las Vegas , NV",Las Vegas,NV,Arizona State
"Guy, Winston",2012,"Lexington , KY",Lexington,KY,Kentucky
"Guyton, Gary",2009,"Midway , GA",Midway,GA,Georgia Tech
"Haden, Joe",2010,"Fort Washington , MD",Fort Washington,MD,Florida
"Hagan, Derek",2006,"Northridge , CA",Northridge,CA,Arizona State
"Hagans, Cordian",2013,"Long Island , NY",Long Island,NY,Louisiana-Lafayette
"Haggerty, Johnathan",2012,"Long Island , NY",,,Southwestern Oklahoma State
"Hairston, Chris",2011,"Winston-Salem , NC",Winston-Salem,NC,Clemson
"Hakim, Saalim",2013,"Los Angeles , GA",Los Angeles,GA,Palomar Coll. CA (J.C.)
"Hali, Tamba",2006,Gbanga   Liberia,,,Penn State
"Hall, Bryan",2012,"Carbondale , IL",Carbondale,IL,Arkansas State
"Hall, Chad",2011,"Atlanta , GA",Atlanta,GA,Air Force
"Hall, DeAngelo",2013,"Chesapeake , VA",Chesapeake,VA,Virginia Tech
"Hall, Leon",2007,"Vista , CA",Vista,CA,Michigan
"Hall, Rashard",2013,"Vista , CA",,,Clemson
"Hamilton, Adrian",2012,"Dallas , TX",Dallas,TX,Prairie View A&M
"Hamilton, Cobi",2013,"Dallas , TX",,,Arkansas
"Hamilton, Dominique",2013,"Dallas , TX",,,Missouri
"Hamilton, Jakar",2013,"Johnston , SC",Johnston,SC,South Carolina State
"Hammond, Frankie",2013,"Johnston , SC",,,Florida
"Hampton, Jewel",2012,"Johnston , SC",,,Southern Illinois
"Hangartner, Geoff",2005,"Houston , TX",Houston,TX,Texas A&M
"Hanie, Caleb",2008,"Dallas , TX",Dallas,TX,Colorado State
"Hankerson, Leonard",2011,"Fort Lauderdale , FL",Fort Lauderdale,FL,Miami (Fla.)
"Hankins, Johnathan",2013,"Detroit , MI",Detroit,MI,Ohio State
"Hanna, James",2012,"Lakewood , OH",Lakewood,OH,Oklahoma
"Hanson, Joselio",2005,"Inglewood , CA",Inglewood,CA,Texas Tech
"Haralson, Parys",2006,"Flora , MS",Flora,MS,Tennessee
"Harbor, Clay",2010,"Libertyville , IL",Libertyville,IL,Missouri State
"Hardesty, Montario",2010,"New Bern , NC",New Bern,NC,Tennessee
"Hardin, Brandon",2012,"New Bern , NC",,,Oregon State
"Hardman, Derek",2011,"Spencer , WV",Spencer,WV,Eastern Kentucky
"Hardwick, Nick",2013,"Franklin , IN",Franklin,IN,Purdue
"Hardy, Greg",2010,"Millington , TN",Millington,TN,Mississippi
"Hardy, Kevin",2013,"Millington , TN",,,The Citadel
"Harewood, Ramon",2010,St. Michael   Barbados,,,Morehouse
"Harkey, Cory",2012,"Chicago , IL",Chicago,IL,UCLA
"Harmon, Duron",2013,"Dover , DE",Dover,DE,Rutgers
"Harnish, Chandler",2013,"Bluffton , IN",Bluffton,IN,Northern Illinois
"Harper, Chris",2013,"Wichita , KS",Wichita,KS,Kansas State
"Harper, D.J.",2013,"Houston , TX",Houston,TX,Boise State
"Harper, Eric",2013,"Houston , TX",,,Grambling State
"Harper, Roman",2006,"Prattville , AL",Prattville,AL,Alabama
"Harrell, Graham",2012,"Brownwood , TX",Brownwood,TX,Texas Tech
"Harrell, Logan",2013,"Newport Beach , CA",Newport Beach,CA,Fresno State
"Harris, Brandon",2011,"Miami , FL",Miami,FL,Miami (Fla.)
"Harris, Bryce",2012,"Bakersfield , CA",Bakersfield,CA,Fresno State
"Harris, Chris",2011,"Bixby , OK",Bixby,OK,Kansas
"Harris, Clark",2009,"Toms River , NJ",Toms River,NJ,Rutgers
"Harris, DaJohn",2012,"Inglewood , CA",Inglewood,CA,USC
"Harris, David",2007,"Grand Rapids , MI",Grand Rapids,MI,Michigan
"Harris, Demetrius",2013,"Grand Rapids , MI",,,Wis.-Milwaukee
"Harris, DuJuan",2013,"Brooksville , FL",Brooksville,FL,Troy
"Harris, Dwayne",2011,"Atlanta , GA",Atlanta,GA,East Carolina
"Harris, Javon",2013,"Atlanta , GA",,,Oklahoma
