source,school,current_conf,historic_conf,county,name,recruit_year,hometown,state
dbf,Mississippi,sec,sec,28011,"Manning, Archie",1967,Cleveland,MS
dbf,Minnesota,big-ten,big-ten,27147,"Jenke, Noel",1967,Owatonna,MN
dbf,Minnesota,big-ten,big-ten,27053,"Wright, Jeff",1967,Edina,MN
dbf,Southern California,pac-12,pac-12,26163,"Slough, Greg",1967,Detroit,MI
dbf,Michigan State,big-ten,big-ten,26163,"Bowdell, Gordon",1967,Detroit,MI
dbf,Michigan State,big-ten,big-ten,26163,"Nowak, Gary",1967,Detroit,MI
dbf,Nebraska,big-ten,big-8,26145,"Patton, Jerry",1967,Saginaw,MI
dbf,Wyoming,mwc,wac,26025,"Mcgee, Tony",1967,Battle Creek,MI
dbf,Boston College,acc,independent,25027,"Fitzgerald, John",1967,Southbridge,MA
dbf,Syracuse,acc,independent,25021,"White, Ray",1967,Weymouth,MA
dbf,Kansas State,big-12,big-8,25017,"Yankowski, Ron",1967,Arlington,MA
dbf,Boston College,acc,independent,25017,"Willis, Fred",1967,Natick,MA
dbf,Stanford,pac-12,pac-12,24510,"Moore, Bob",1967,Baltimore,MD
dbf,Princeton,none,ivy,23005,"Hews, Bob",1967,Portland,ME
dbf,Eastern Michigan,mac,none,22117,"Clark, Al",1967,Bogalusa,LA
dbf,North Texas,cusa,mvc,22073,"Dunlap, Lenny",1967,Monroe,LA
dbf,Tulane,american,independent,22071,"Hester, Ray",1967,New Orleans,LA
dbf,Louisiana-Monroe,sun-belt,none,22035,"Profit, Joe",1967,Lake Providence,LA
dbf,Louisiana State,sec,sec,22001,"Zaunbrecher, Godfrey",1967,Crowley,LA
dbf,Ohio State,big-ten,big-ten,21111,"Hayden, Leo",1967,Louisville,KY
dbf,Kansas,big-12,big-8,21093,"Bell, Bill",1967,Fort Knox,KY
dbf,Kansas,big-12,big-8,20131,"Riggins, John",1967,Centralia,KS
dbf,Kansas State,big-12,big-8,20121,"Dickey, Lynn",1967,Paola,KS
dbf,Iowa,big-ten,big-ten,19103,"Miller, Jim",1967,Iowa City,IA
dbf,Ball State,mac,none,18097,"Burchfield, Don",1967,Indianapolis,IN
dbf,Indiana,big-ten,big-ten,18095,"Johnson, Ken",1967,Anderson,IN
dbf,Arizona,pac-12,wac,18083,"Mckinley, Bill",1967,Vincennes,IN
dbf,Arkansas,sec,swc,17163,"Moore, Jerry",1967,Belleville,IL
dbf,Tulsa,american,mvc,17161,"Duncan, Ken",1967,Rock Island,IL
dbf,Illinois,big-ten,big-ten,17099,"Dieken, Doug",1967,Streator,IL
dbf,Wisconsin,big-ten,big-ten,17031,"Winfrey, Carl",1967,Chicago,IL
dbf,Northwestern,big-ten,big-ten,17031,"Sikich, Mike",1967,Chicago,IL
dbf,Iowa State,big-12,big-8,17031,"Allen, Jeff",1967,Chicago,IL
dbf,Iowa State,big-12,big-8,17031,"Stowe, Otto",1967,Chicago,IL
dbf,Washington,pac-12,pac-12,15003,"Lee, Ken",1967,Honolulu,HI
dbf,South Carolina,sec,acc,13299,"Ganas, Rusty",1967,Waycross,GA
dbf,Kansas,big-12,big-8,13157,"Lawson, Steve",1967,Athens,GA
dbf,Troy,sun-belt,none,13155,"Smith, Jack",1967,Ocilla,GA
dbf,Memphis,american,mvc,13155,"Smith, Jack",1967,Ocilla,GA
dbf,Kansas State,big-12,big-8,13121,"Scott, Clarence",1967,Atlanta,GA
dbf,Georgia Tech,acc,independent,13121,"Harkey, Steve",1967,Atlanta,GA
dbf,Georgia,sec,sec,13121,"Lyons, Tommy",1967,Atlanta,GA
dbf,Nebraska,big-ten,big-8,12109,"Geddes, Ken",1967,Jacksonville,FL
dbf,Kansas,big-12,big-8,12109,"Brown, Larry",1967,Jacksonville,FL
dbf,Arkansas,sec,swc,12109,"Ellison, Glenn",1967,Jacksonville,FL
dbf,Florida,sec,sec,12065,"Youngblood, Jack",1967,Monticello,FL
dbf,Louisville,acc,mvc,12033,"Jones, Horace",1967,Pensacola,FL
dbf,Auburn,sec,sec,12009,"Zofko, Mickey",1967,Melbourne,FL
dbf,Florida State,acc,independent,12001,"Bailey, Tom",1967,Gainesville,FL
dbf,Purdue,big-ten,big-ten,11001,"Green, Donnie",1967,Washington,DC
dbf,New Mexico,mwc,wac,8101,"Wallace, Rod",1967,Pueblo,CO
dbf,Stanford,pac-12,pac-12,6085,"Plunkett, Jim",1967,San Jose,CA
dbf,Oklahoma,big-12,big-8,6085,"Watson, John",1967,Palo Alto,CA
dbf,Utah,pac-12,wac,6081,"Thompson, Norm",1967,San Francisco,CA
dbf,Arizona State,pac-12,wac,6077,"Hill, J.D.",1967,Stockton,CA
dbf,Stanford,pac-12,pac-12,6069,"Tipton, Dave",1967,Hollister,CA
dbf,San Diego State,mwc,big-west,6065,"Hayes, Tom",1967,Riverside,CA
dbf,Southern California,pac-12,pac-12,6059,"Mullins, Gerry",1967,Fullerton,CA
dbf,Utah,pac-12,wac,6037,"Evans, Charlie",1967,Gardena,CA
dbf,UCLA,pac-12,pac-12,6037,"Grant, Wes",1967,Los Angeles,CA
dbf,UCLA,pac-12,pac-12,6037,"Moore, Reynaud",1967,Los Angeles,CA
dbf,Stanford,pac-12,pac-12,6037,"Vataha, Randy",1967,Santa Monica,CA
dbf,Southern California,pac-12,pac-12,6037,"Chandler, Bob",1967,Long Beach,CA
dbf,Southern California,pac-12,pac-12,6037,"Evans, Charlie",1967,Gardena,CA
dbf,Southern California,pac-12,pac-12,6037,"Montgomery, Marv",1967,Torrance,CA
dbf,San Diego State,mwc,big-west,6037,"Mendenhall, Terry",1967,Los Angeles,CA
dbf,Nebraska,big-ten,big-8,6037,"Newton, Bob",1967,Pomona,CA
dbf,Long Beach State,none,big-west,6037,"Parks, Billy",1967,Santa Monica,CA
dbf,California-Santa Barbara,none,big-west,6037,"Chapple, Dave",1967,Arcadia,CA
dbf,Missouri,sec,big-8,6019,"Gray, Mel",1967,Fresno,CA
dbf,Utah State,mwc,independent,6013,"Burrow, Ken",1967,Richmond,CA
dbf,San Diego State,mwc,big-west,6013,"Burrow, Ken",1967,Richmond,CA
dbf,Purdue,big-ten,big-ten,6013,"Brown, Stan",1967,Martinez,CA
dbf,Colorado,pac-12,big-8,6007,"Walsh, Ward",1967,Paradise,CA
dbf,Stanford,pac-12,pac-12,6001,"Beck, Braden",1967,Oakland,CA
dbf,Oregon State,pac-12,pac-12,6001,"Nelson, Bill",1967,Berkeley,CA
dbf,Long Beach State,none,big-west,6001,"Burns, Leon",1967,Oakland,CA
dbf,California,pac-12,pac-12,6001,"Croyle, Phil",1967,San Lorenzo,CA
dbf,Tulane,american,independent,5091,"Walker, Mike",1967,Texarkana,AR
dbf,Kansas,big-12,big-8,4027,"Jessie, Ron",1967,Yuma,AZ
dbf,Kansas State,big-12,big-8,4013,"Larson, Lynn",1967,Phoenix,AZ
dbf,Arizona State,pac-12,wac,4013,"McCann, Jim",1967,Phoenix,AZ
dbf,Southern California,pac-12,pac-12,1117,"Davis, Clarence",1967,Birmingham,AL
dbf,Auburn,sec,sec,1117,"Banks, Tom",1967,Birmingham,AL
dbf,Alabama,sec,sec,1097,"Hunter, Scott",1967,Mobile,AL
dbf,Michigan State,big-ten,big-ten,1073,"Hardy, Cliff",1967,Fairfield,AL
dbf,San Diego State,mwc,big-west,1071,"Allison, Hank",1967,Stevenson,AL
dbf,Auburn,sec,sec,1043,"Willingham, Larry",1967,Cullman,AL
dbf,Western Michigan,mac,mac,0,"Davis, Vern",1967,Dawogiac,MI
dbf,West Virginia,big-12,independent,0,"Gresham, Bob",1967,Porter,AL
dbf,West Texas A&M,none,mvc,0,"Thompson, Rocky",1967,Paget,
dbf,Texas,big-12,swc,0,"Zapalac, Bill",1967,Belville,TX
dbf,Mississippi,sec,sec,0,"Winther, Wimpy",1967,Charles City,LA
dbf,Maryland,big-ten,acc,0,"Greene, Tony",1967,Clocksburg,MD
dbf,Illinois,big-ten,big-ten,0,"Beamer, Tim",1967,Galax,VA
dbf,Houston,american,independent,0,"Hall, Charlie",1967,Yoakum,
dbf,Fresno State,mwc,big-west,0,"Volek, Billy",1967,Hemet,
dbf,Clemson,acc,acc,0,"Thompson, Dave",1967,Langsdale,AL
dbf,Brigham Young,independent,wac,0,"Farasopoulas, Chris",1967,Piraeus,
dbf,Arizona,pac-12,wac,55105,"Tillman, Rusty",1966,Beloit,WI
dbf,Wisconsin,big-ten,big-ten,55025,"Voigt, Stu",1966,Madison,WI
dbf,Purdue,big-ten,big-ten,54107,"Roberts, Gary",1966,Parkersburg,WV
dbf,Notre Dame,acc,independent,53063,"Oriard, Mike",1966,Spokane,WA
dbf,Idaho,sun-belt,independent,53063,"Hendren, Jerry",1966,Spokane,WA
dbf,Missouri,sec,big-8,51760,"Staggers, Jon",1966,Richmond,VA
dbf,Richmond,none,southern,51710,"Gillette, Walker",1966,Norfolk,VA
dbf,Mississippi,sec,sec,51710,"Farber, Hap",1966,Norfolk,VA
dbf,West Virginia,big-12,independent,51680,"Crennel, Carl",1966,Lynchburg,VA
dbf,Vanderbilt,sec,sec,51013,"Asher, Bob",1966,Arlington,VA
dbf,Utah,pac-12,wac,49035,"Smith, Dave",1966,Salt Lake City,UT
dbf,Brigham Young,independent,wac,49035,"Van Valkenberg, Pete",1966,Sandy,UT
dbf,Tulsa,american,mvc,48423,"Wyatt, Doug",1966,Tyler,TX
dbf,Arizona State,pac-12,wac,48423,"Malone, Art",1966,Tyler,TX
dbf,Texas Tech,big-12,swc,48381,"Vinyard, Kenny",1966,Amarillo,TX
dbf,North Texas,cusa,mvc,48355,"Holloway, Glen",1966,Corpus Christi,TX
dbf,North Texas,cusa,mvc,48217,"Shanklin, Ron",1966,Hubbard,TX
dbf,North Texas,cusa,mvc,48201,"Hardman, Cedrick",1966,Houston,TX
dbf,Texas Christian,big-12,swc,48167,"Bulaich, Norm",1966,Galveston,TX
dbf,Texas,big-12,swc,48165,"Mckay, Bob",1966,Seminole,TX
dbf,Rice,cusa,swc,48149,"Hollas, Hugo",1966,Schulenburg,TX
dbf,Baylor,big-12,swc,48143,"Stevens, Richard",1966,Dublin,TX
dbf,Cincinnati,american,independent,48141,"O'brien, Jim",1966,El Paso,TX
dbf,West Texas A&M,none,independent,48121,"Thomas, Duane",1966,Dallas,TX
dbf,Texas Christian,big-12,swc,48121,"Cole, Linzy",1966,Dallas,TX
dbf,Pacific,none,big-west,48121,"Plummer, Tony",1966,Dallas,TX
dbf,North Texas,cusa,mvc,48121,"Ramsey, Steve",1966,Dallas,TX
dbf,Texas-El Paso,cusa,wac,48091,"Glosson, Clyde",1966,San Antonio,TX
dbf,Texas-El Paso,cusa,wac,48091,"White, Paul",1966,San Antonio,TX
dbf,Texas,big-12,swc,48091,"Key, Wade",1966,San Antonio,TX
dbf,Houston,american,independent,48091,"Strong, Jim",1966,San Antonio,TX
dbf,Houston,american,independent,48049,"Harris, Jimmy",1966,Brownwood,TX
dbf,Texas,big-12,swc,48015,"Koy, Ted",1966,Bellville,TX
dbf,UCLA,pac-12,pac-12,47065,"Farmer, George",1966,Chattanooga,TN
dbf,Iowa,big-ten,big-ten,46099,"Laaveg, Paul",1966,Sioux Falls,SD
dbf,Georgia,sec,sec,45073,"Hughes, Dennis",1966,Seneca,SC
dbf,Georgia,sec,sec,45047,"Scott, Jake",1966,Greenwood,SC
dbf,Nebraska,big-ten,big-8,42129,"Patrick, Frank",1966,Derry,PA
dbf,Illinois,big-ten,big-ten,42129,"Naponic, Bob",1966,Greensburg,PA
dbf,Florida State,acc,independent,42055,"Guthrie, Grant",1966,Waynesboro,PA
dbf,Notre Dame,acc,independent,42049,"McCoy, Mike",1966,Erie,PA
dbf,Michigan State,big-ten,big-ten,42019,"Saul, Rich",1966,Butler,PA
dbf,Michigan State,big-ten,big-ten,42019,"Saul, Ron",1966,Butler,PA
dbf,Nebraska,big-ten,big-8,42007,"Liggett, Bob",1966,Aliquippa,PA
dbf,Minnesota,big-ten,big-ten,42003,"Bryant, Hubie",1966,Pittsburgh,PA
dbf,Miami,#N/A,#N/A,42003,"Kalina, Dave",1966,Braddock,PA
dbf,Maryland,big-ten,acc,42003,"Kecman, Dan",1966,Pittsburgh,PA
dbf,Oregon State,pac-12,pac-12,41047,"Lewis, Jess",1966,Aumsville,OR
dbf,Oregon,pac-12,pac-12,41047,"Maurer, Andy",1966,Silverton,OR
dbf,Oklahoma State,big-12,big-8,41033,"Sherk, Jerry",1966,Grants Pass,OR
dbf,Oklahoma,big-12,big-8,40135,"Owens, Steve",1966,Gore,OK
dbf,Tulsa,american,mvc,40117,"Nichols, Robbie",1966,Cleveland,OK
dbf,Texas,big-12,swc,40113,"Brooks, Leo",1966,Shidler,OK
dbf,Oklahoma State,big-12,big-8,40047,"Ward, John",1966,Enid,OK
dbf,Toledo,mac,mac,39173,"Johnson, Curtis",1966,Toledo,OH
dbf,Ohio State,big-ten,big-ten,39151,"Hutchison, Chuck",1966,Canton,OH
dbf,Ohio State,big-ten,big-ten,39151,"Provost, Ted",1966,Navarre,OH
dbf,Ohio State,big-ten,big-ten,39151,"Roman, Nick",1966,Canton,OH
dbf,Kentucky,sec,sec,39145,"Withrow, Cal",1966,Portsmouth,OH
dbf,Miami (OH),mac,mac,39113,"Arthur, Gary",1966,Dayton,OH
dbf,Ohio State,big-ten,big-ten,39107,"Otis, Jim",1966,Celina,OH
dbf,Miami (OH),mac,mac,39099,"Babich, Bob",1966,Youngstown,OH
dbf,Tennessee,sec,sec,39061,"Reynolds, Jack",1966,Cincinnati,OH
dbf,Ohio State,big-ten,big-ten,39061,"Foley, Dave",1966,Cincinnati,OH
dbf,Cincinnati,american,independent,39049,"Pate, Loyd",1966,Columbus,OH
dbf,Notre Dame,acc,independent,39035,"Schoen, Tom",1966,Cleveland,OH
dbf,Northwestern,big-ten,big-ten,39035,"Rudnay, Jack",1966,Cleveland,OH
dbf,Michigan,big-ten,big-ten,39035,"Curtis, Tom",1966,Cleveland,OH
dbf,Michigan,big-ten,big-ten,39035,"Mandich, Jim",1966,Cleveland,OH
dbf,Ohio,mac,mac,39009,"Snyder, Todd",1966,Athens,OH
dbf,Toledo,mac,mac,39003,"Beutler, Tom",1966,Bluffton,OH
dbf,Citadel,none,southern,37155,"Small, John",1966,Lumberton,NC
dbf,North Carolina State,acc,acc,37151,"Carpenter, Ron",1966,High Point,NC
dbf,Tulsa,american,mvc,37119,"Arrington, Rick",1966,Charlotte,NC
dbf,Georgia,sec,sec,37119,"Arrington, Rick",1966,Charlotte,NC
dbf,Davidson,none,southern,37119,"Kelly, Mike",1966,Davidson,NC
dbf,Purdue,big-ten,big-ten,37067,"Mckoy, Billy",1966,Winston-Salem,NC
dbf,Notre Dame,acc,independent,36119,"Reilly, Jim",1966,Yonkers,NY
dbf,Duke,acc,acc,36067,"Gersbach, Carl",1966,Syracuse,NY
dbf,Utah State,mwc,independent,36065,"Detwiler, Chuck",1966,Rome,NY
dbf,Florida State,acc,independent,36007,"Curchin, Jeff",1966,Binghamton,NY
dbf,Temple,american,none,34027,"Fletcher, Chris",1966,Morristown,NJ
dbf,Michigan State,big-ten,big-ten,34023,"Highsmith, Don",1966,New Brunswick,NJ
dbf,Syracuse,acc,independent,34017,"Protz, Jack",1966,Jersey City,NJ
dbf,North Carolina,acc,acc,34017,"Protz, Jack",1966,Jersey City,NJ
dbf,Nebraska,big-ten,big-8,31153,"Davis, Dick",1966,Omaha,NE
dbf,Nebraska,big-ten,big-8,31111,"Mcfarland, Jim",1966,North Platte,NE
dbf,Washington,pac-12,pac-12,29510,"Jordan, Jeff",1966,St. Louis,MO
dbf,Arizona,pac-12,wac,29510,"Stevenson, Ricky",1966,St. Louis,MO
dbf,Purdue,big-ten,big-ten,29187,"Bayless, Tom",1966,Knob Lick,MO
dbf,Texas-El Paso,cusa,wac,29165,"Harden, Lee",1966,Kansas City,MO
dbf,Kansas,big-12,big-8,29165,"Bailey, Jim",1966,Kansas City,MO
dbf,Missouri,sec,big-8,29019,"Douglas, John",1966,Columbia,MO
dbf,Arkansas State,sun-belt,none,29007,"Swinney, Clovis",1966,Mexico,MO
dbf,Arkansas,sec,swc,29007,"Swinney, Clovis",1966,Mexico,MO
dbf,Memphis,american,mvc,28149,"Riley, Preston",1966,Vicksburg,MS
dbf,Louisiana State,sec,sec,28149,"Ray, Eddie",1966,Vicksburg,MS
dbf,Bowling Green,mac,mac,28095,"Green, Joe",1966,Aberdeen,MS
dbf,Mississippi State,sec,sec,28067,"Pierce, Danny",1966,Laurel,MS
dbf,Mississippi,sec,sec,28067,"Fagan, Julian",1966,Laurel,MS
dbf,Memphis,american,mvc,28067,"Pierce, Danny",1966,Laurel,MS
dbf,Minnesota,big-ten,big-ten,27163,"Carter, Jim",1966,St. Paul,MN
dbf,Tennessee,sec,sec,27115,"Kiner, Steve",1966,Sandstone,MN
dbf,Oklahoma,big-12,big-8,27053,"Zabel, Steve",1966,Minneapolis,MN
dbf,Western Michigan,mac,mac,26163,"Hamlin, Gene",1966,Detroit,MI
dbf,Notre Dame,acc,independent,26163,"Seymour, Jim",1966,Detroit,MI
dbf,Colorado,pac-12,big-8,26111,"Anderson, Bobby",1966,Midland,MI
dbf,Purdue,big-ten,big-ten,26017,"Wirgowski, Denny",1966,Bay City,MI
dbf,Washington,pac-12,pac-12,26003,"Werner, Clyde",1966,Munising,MI
dbf,San Jose State,mwc,big-west,25017,"Alexakos, Steve",1966,Lowell,MA
dbf,Arizona State,pac-12,wac,25017,"Alexakos, Steve",1966,Lowell,MA
dbf,Richmond,none,southern,24510,"Fowler, Wayne",1966,Baltimore,MD
dbf,Kansas State,big-12,big-8,22123,"Gordon, Ira",1966,Kilbourne,LA
dbf,San Diego State,mwc,big-west,22071,"Weathers, Carl",1966,New Orleans,LA
dbf,Oklahoma State,big-12,big-8,22065,"Little, John",1966,Tallulah,LA
dbf,Texas A&M,sec,swc,22055,"Brupbacher, Ross",1966,Lafayette,LA
dbf,Louisiana Tech,cusa,none,22017,"Bradshaw, Terry",1966,Shreveport,LA
dbf,Louisville,acc,mvc,21111,"Bouggess, Lee",1966,Louisville,KY
dbf,Kentucky,sec,sec,21111,"Lyons, Dicky",1966,Louisville,KY
dbf,Kentucky,sec,sec,21067,"Palmer, Dick",1966,Lexington,KY
dbf,Kansas State,big-12,big-8,20209,"Strozier, Art",1966,Kansas City,KS
dbf,Southern California,pac-12,pac-12,20173,"Smith, Sid",1966,Wichita,KS
dbf,Iowa,big-ten,big-ten,19103,"Ely, Larry",1966,Iowa City,IA
dbf,Purdue,big-ten,big-ten,18145,"Phipps, Mike",1966,Shelbyville,IN
dbf,Western Michigan,mac,mac,18141,"Siwek, Mike",1966,Mishawaka,IN
dbf,Notre Dame,acc,independent,18089,"Kuechenberg, Bob",1966,Gary,IN
dbf,Miami,#N/A,#N/A,18089,"Cline, Tony",1966,Hammond,IN
dbf,Indiana,big-ten,big-ten,18035,"Isenbarger, John",1966,Muncie,IN
dbf,Wichita State,none,mvc,17119,"Hoskins, Bob",1966,Highland,IL
dbf,Illinois State,none,none,17073,"Nelson, Dennis",1966,Kewanee,IL
dbf,Purdue,big-ten,big-ten,17031,"Foley, Tim",1966,Evanston,IL
dbf,Memphis,american,mvc,17031,"Coady, Rich",1966,Chicago,IL
dbf,Illinois,big-ten,big-ten,17029,"Miller, Terry",1966,Mattoon,IL
dbf,Louisville,acc,mvc,13215,"Walker, Cleo",1966,Columbus,GA
dbf,Georgia,sec,sec,13163,"Jones, Spike",1966,Louisville,GA
dbf,Mississippi State,sec,sec,13057,"Pharr, Tommy",1966,Canton,GA
dbf,Tennessee,sec,sec,13045,"Weaver, Herman",1966,Villa Rica,GA
dbf,Auburn,sec,sec,12131,"Cheek, Richard",1966,Panama City,FL
dbf,Florida State,acc,independent,12101,"Cappelman, Bill",1966,Brooksville,FL
dbf,Florida,sec,sec,12086,"Tannen, Steve",1966,Miami,FL
dbf,Clemson,acc,acc,12086,"Waters, Charlie",1966,Miami,FL
dbf,Arizona,pac-12,wac,9009,"Gardin, Ron",1966,New Haven,CT
dbf,Colorado,pac-12,big-8,8095,"Brundige, Bill",1966,Holyoke,CO
dbf,Colorado,pac-12,big-8,8031,"Engel, Steve",1966,Englewood,CO
dbf,Nevada,mwc,none,6083,"Hermeling, Terry",1966,Santa Maria,CA
dbf,Southern California,pac-12,pac-12,6081,"Cowlings, Al",1966,San Francisco,CA
dbf,Stanford,pac-12,pac-12,6079,"Parish, Don",1966,Paso Robles,CA
dbf,Missouri,sec,big-8,6073,"Davis, Butch",1966,La Jolla,CA
dbf,Baylor,big-12,swc,6073,"Hunt, Calvin",1966,Oceanside,CA
dbf,Wisconsin,big-ten,big-ten,6037,"Dawkins, Joe",1966,Los Angeles,CA
dbf,Vanderbilt,sec,sec,6037,"Toomay, Pat",1966,Pomona,CA
dbf,UCLA,pac-12,pac-12,6037,"Ballou, Mike",1966,Los Angeles,CA
dbf,Southern California,pac-12,pac-12,6037,"Durko, Sandy",1966,Los Angeles,CA
dbf,Southern California,pac-12,pac-12,6037,"Shaw, Dennis",1966,Los Angeles,CA
dbf,San Diego State,mwc,big-west,6037,"Shaw, Dennis",1966,Los Angeles,CA
dbf,California,pac-12,pac-12,6029,"McCaffrey, Mike",1966,Bakersfield,CA
dbf,Stanford,pac-12,pac-12,6019,"Lewis, Dave",1966,Clovis,CA
dbf,Fresno State,mwc,big-west,6019,"Hunt, Ervin",1966,Fowler,CA
dbf,New Mexico State,sun-belt,independent,6013,"Andrews, Al",1966,Richmond,CA
dbf,Southern California,pac-12,pac-12,5147,"Gunn, Jimmy",1966,Augusta,AR
dbf,Arizona State,pac-12,wac,5119,"Brunson, Mike",1966,Little Rock,AR
dbf,Houston,american,independent,5113,"Simpson, Mike",1966,Mena,AR
dbf,Oklahoma,big-12,big-8,5083,"Files, Jimmy",1966,Paris,AR
dbf,Arkansas,sec,swc,5003,"Maxwell, Bruce",1966,Crossett,AR
dbf,Auburn,sec,sec,1081,"Kolen, Mike",1966,Opelika,AL
dbf,Alabama,sec,sec,1003,"Stabler, Ken",1966,Foley,AL
dbf,Washington,pac-12,pac-12,0,"Sharp, Rick",1966,London,
dbf,UCLA,pac-12,pac-12,0,"Jones, Greg",1966,San Francisco,
dbf,Texas A&M,sec,swc,0,"Moseley, Mark",1966,Lanesville,TX
dbf,Colorado State,mwc,wac,0,"Thomas, Earlie",1966,Denton,
dbf,Pacific,none,big-west,55079,"Heinz, Bob",1965,Milwaukee,WI
dbf,Iowa State,big-12,big-8,55079,"Curran, Pat",1965,Milwaukee,WI
dbf,Wisconsin,big-ten,big-ten,55039,"Criter, Ken",1965,Fond du Lac,WI
dbf,Wisconsin,big-ten,big-ten,55031,"McCauley, Tom",1965,Superior,WI
dbf,Pacific,none,big-west,53063,"Redmond, Rudy",1965,Spokane,WA
dbf,Virginia Tech,acc,independent,51760,"Harvey, Waddey",1965,Richmond,VA
dbf,Purdue,big-ten,big-ten,51700,"Keyes, Leroy",1965,Newport News,VA
dbf,Houston,american,independent,48491,"Peacock, Johnny",1965,Austin,TX
dbf,Texas A&M,sec,swc,48449,"Hobbs, Billy",1965,Mount Pleasant,TX
dbf,Tulsa,american,mvc,48439,"Reynolds, Chuck",1965,Fort Worth,TX
dbf,Texas Christian,big-12,swc,48439,"Reynolds, Chuck",1965,Fort Worth,TX
dbf,Texas Christian,big-12,swc,48439,"Thornton, Bubba",1965,Fort Worth,TX
dbf,Texas A&M,sec,swc,48439,"Buckman, Tom",1965,Fort Worth,TX
dbf,Texas A&M,sec,swc,48395,"O'neal, Steve",1965,Hearne,TX
dbf,West Texas A&M,none,independent,48345,"Powell, Jesse",1965,Matador,TX
dbf,Houston,american,independent,48329,"Berry, Royce",1965,Odessa,TX
dbf,Virginia,acc,acc,48245,"Carrington, Ed",1965,Beaumont,TX
dbf,Southern Methodist,american,swc,48245,"LeVias, Jerry",1965,Beaumont,TX
dbf,Texas-El Paso,cusa,wac,48201,"Cavness, Grady",1965,Houston,TX
dbf,Texas A&M,sec,swc,48201,"Maxwell, Tommy",1965,Houston,TX
dbf,Texas,big-12,swc,48167,"Wainscott, Loyd",1965,Texas City,TX
dbf,North Texas,cusa,mvc,48139,"Beatty, Chuck",1965,Waxahachie,TX
dbf,Texas-El Paso,cusa,wac,48121,"Jones, Ron",1965,Dallas,TX
dbf,West Texas A&M,none,independent,48083,"Campbell, Jimmy",1965,Coleman,TX
dbf,Houston,american,independent,48073,"Gipson, Paul",1965,Jacksonville,TX
dbf,Texas A&M,sec,swc,48067,"Hargett, Edd",1965,Marietta,TX
dbf,Texas A&M,sec,swc,48051,"Krueger, Rolf",1965,Caldwell,TX
dbf,North Texas,cusa,mvc,48021,"Greene, Joe",1965,Elgin,TX
dbf,Texas,big-12,swc,48001,"Bradley, Bill",1965,Palestine,TX
dbf,Ohio State,big-ten,big-ten,47157,"Mayes, Rufus",1965,Memphis,TN
dbf,Minnesota,big-ten,big-ten,47157,"Jones, Ezell",1965,Collierville,TN
dbf,San Jose State,mwc,big-west,47125,"Smith, Tommie",1965,Clarksville,TN
dbf,Tennessee,sec,sec,47107,"Weatherford, Jim",1965,Athens,TN
dbf,Tennessee,sec,sec,47007,"Boynton, John",1965,Pikeville,TN
dbf,Wichita State,none,mvc,45079,"Jones, Jimmie",1965,Columbia,SC
dbf,Wake Forest,acc,acc,45079,"Summers, Freddie",1965,Columbia,SC
dbf,Toledo,mac,mac,45017,"Moss, Roland",1965,St. Matthews,SC
dbf,Georgia,sec,sec,45007,"Lawrence, Kent",1965,Anderson,SC
dbf,Clemson,acc,acc,45007,"Cagle, Johnny",1965,Anderson,SC
dbf,Nebraska,big-ten,big-8,42125,"Vactor, Ted",1965,Washington,PA
dbf,Notre Dame,acc,independent,42091,"Pergine, John",1965,Norristown,PA
dbf,Wyoming,mwc,wac,42051,"Huey, Gene",1965,Uniontown,PA
dbf,Ohio State,big-ten,big-ten,42051,"Scott, Bo",1965,Connellsville,PA
dbf,Arizona State,pac-12,wac,42021,"Walton, Larry",1965,Johnstown,PA
dbf,Notre Dame,acc,independent,42019,"Hanratty, Terry",1965,Butler,PA
dbf,West Texas A&M,none,independent,42003,"Morris, Mercury",1965,Pittsburgh,PA
dbf,Kansas State,big-12,big-8,42003,"Brown, Larry",1965,Clairton,PA
dbf,Oregon,pac-12,pac-12,41067,"Casey, Tim",1965,Portland,OR
dbf,Oregon,pac-12,pac-12,41067,"Welch, Claxton",1965,Portland,OR
dbf,Oregon State,pac-12,pac-12,40113,"Enyart, Bill",1965,Pawhuska,OK
dbf,Oklahoma State,big-12,big-8,40071,"Kolb, Jon",1965,Ponca City,OK
dbf,Oklahoma State,big-12,big-8,40033,"Brown, Terry",1965,Walters,OK
dbf,Oklahoma,big-12,big-8,40031,"Hinton, Eddie",1965,Lawton,OK
dbf,Baylor,big-12,swc,40031,"Allen, Jackie",1965,Lawton,OK
dbf,Wyoming,mwc,wac,39153,"Hampton, Dave",1965,Akron,OH
dbf,Notre Dame,acc,independent,39151,"Gladieux, Bob",1965,Louisville,OH
dbf,Cincinnati,american,mvc,39113,"Cook, Greg",1965,Dayton,OH
dbf,Purdue,big-ten,big-ten,39061,"Williams, Perry",1965,Cincinnati,OH
dbf,Navy,independent,independent,39061,"Staubach, Roger",1965,Cincinnati,OH
dbf,Cincinnati,american,mvc,39061,"Turner, Clem",1965,Cincinnati,OH
dbf,Pacific,none,big-west,39049,"Lee, Bob",1965,Columbus,OH
dbf,Ohio,mac,mac,39049,"Peters, Frank",1965,Lockbourne,OH
dbf,Colorado,pac-12,big-8,39049,"Montler, Mike",1965,Columbus,OH
dbf,Arizona State,pac-12,wac,39049,"Lee, Bob",1965,Columbus,OH
