Chadron State College,http://www.databasefootball.com/players/bycollege.htm?sch=Chadron+State+College
Chaffey JC,http://www.databasefootball.com/players/bycollege.htm?sch=Chaffey+JC
Chapman University,http://www.databasefootball.com/players/bycollege.htm?sch=Chapman+University
Chattanooga State CC*,http://www.databasefootball.com/players/bycollege.htm?sch=Chattanooga+State+CC%2A
Chemeketa CC,http://www.databasefootball.com/players/bycollege.htm?sch=Chemeketa+CC
Cheyney University,http://www.databasefootball.com/players/bycollege.htm?sch=Cheyney+University+
Chipola JC,http://www.databasefootball.com/players/bycollege.htm?sch=Chipola+JC
Chowan JC,http://www.databasefootball.com/players/bycollege.htm?sch=Chowan+JC
Christian Brothers University,http://www.databasefootball.com/players/bycollege.htm?sch=Christian+Brothers+University
Cisco JC,http://www.databasefootball.com/players/bycollege.htm?sch=Cisco+JC
Citrus JC,http://www.databasefootball.com/players/bycollege.htm?sch=Citrus+JC
City College of New York,http://www.databasefootball.com/players/bycollege.htm?sch=City+College+of+New+York
City College of San Francisco,http://www.databasefootball.com/players/bycollege.htm?sch=City+College+of+San+Francisco
Claremore JC,http://www.databasefootball.com/players/bycollege.htm?sch=Claremore+JC
Clarion University of Pennsylvania,http://www.databasefootball.com/players/bycollege.htm?sch=Clarion+University+of+Pennsylvania
Clark Atlanta University,http://www.databasefootball.com/players/bycollege.htm?sch=Clark+Atlanta+University
Clark JC,http://www.databasefootball.com/players/bycollege.htm?sch=Clark+JC
Clarkson University,http://www.databasefootball.com/players/bycollege.htm?sch=Clarkson+University
Clemson University,http://www.databasefootball.com/players/bycollege.htm?sch=Clemson+University
Cleveland State CC,http://www.databasefootball.com/players/bycollege.htm?sch=Cleveland+State+CC
Cloud County CC*,http://www.databasefootball.com/players/bycollege.htm?sch=Cloud+County+CC%2A
Coahama JC,http://www.databasefootball.com/players/bycollege.htm?sch=Coahama+JC
Coahoma JC,http://www.databasefootball.com/players/bycollege.htm?sch=Coahoma+JC
Coalinga JC,http://www.databasefootball.com/players/bycollege.htm?sch=Coalinga+JC
Coast Guard Institute,http://www.databasefootball.com/players/bycollege.htm?sch=Coast+Guard+Institute
Coastal Carolina University,http://www.databasefootball.com/players/bycollege.htm?sch=Coastal+Carolina+University
Coe College,http://www.databasefootball.com/players/bycollege.htm?sch=Coe+College
Coffeyville CC,http://www.databasefootball.com/players/bycollege.htm?sch=Coffeyville+CC
Coffeyville CC*,http://www.databasefootball.com/players/bycollege.htm?sch=Coffeyville+CC%2A
Coffeyville JC,http://www.databasefootball.com/players/bycollege.htm?sch=Coffeyville+JC
Colgate University,http://www.databasefootball.com/players/bycollege.htm?sch=Colgate+University
College of Charleston,http://www.databasefootball.com/players/bycollege.htm?sch=College+of+Charleston
College of Dupage,http://www.databasefootball.com/players/bycollege.htm?sch=College+of+Dupage
College of Lake County,http://www.databasefootball.com/players/bycollege.htm?sch=College+of+Lake+County
College of Marin,http://www.databasefootball.com/players/bycollege.htm?sch=College+of+Marin
College of San Mateo,http://www.databasefootball.com/players/bycollege.htm?sch=College+of+San+Mateo
College of the Holy Cross,http://www.databasefootball.com/players/bycollege.htm?sch=College+of+the+Holy+Cross
College of the Sequoias,http://www.databasefootball.com/players/bycollege.htm?sch=College+of+the+Sequoias
College of the Siskiyous,http://www.databasefootball.com/players/bycollege.htm?sch=College+of+the+Siskiyous
Colorado College,http://www.databasefootball.com/players/bycollege.htm?sch=Colorado+College
Colorado School of Mines,http://www.databasefootball.com/players/bycollege.htm?sch=Colorado+School+of+Mines
Colorado State University,http://www.databasefootball.com/players/bycollege.htm?sch=Colorado+State+University
Columbia Basin CC,http://www.databasefootball.com/players/bycollege.htm?sch=Columbia+Basin+CC
Columbia Basin JC,http://www.databasefootball.com/players/bycollege.htm?sch=Columbia+Basin+JC
Columbia University,http://www.databasefootball.com/players/bycollege.htm?sch=Columbia+University
Columbus State CC,http://www.databasefootball.com/players/bycollege.htm?sch=Columbus+State+CC
Compton CC,http://www.databasefootball.com/players/bycollege.htm?sch=Compton+CC
Compton JC,http://www.databasefootball.com/players/bycollege.htm?sch=Compton+JC
Compton JC*,http://www.databasefootball.com/players/bycollege.htm?sch=Compton+JC%2A
Concordia College,http://www.databasefootball.com/players/bycollege.htm?sch=Concordia+College
Concordia JC,http://www.databasefootball.com/players/bycollege.htm?sch=Concordia+JC
Concordia University,http://www.databasefootball.com/players/bycollege.htm?sch=Concordia+University
Contra Costa JC,http://www.databasefootball.com/players/bycollege.htm?sch=Contra+Costa+JC
Cooke County JC,http://www.databasefootball.com/players/bycollege.htm?sch=Cooke+County+JC
Copiah-Lincoln JC,http://www.databasefootball.com/players/bycollege.htm?sch=Copiah%2DLincoln+JC
Cornell College,http://www.databasefootball.com/players/bycollege.htm?sch=Cornell+College
Cornell University,http://www.databasefootball.com/players/bycollege.htm?sch=Cornell+University
Corpus Christi,http://www.databasefootball.com/players/bycollege.htm?sch=Corpus+Christi
Cortland State,http://www.databasefootball.com/players/bycollege.htm?sch=Cortland+State
Cowley County CC,http://www.databasefootball.com/players/bycollege.htm?sch=Cowley+County+CC
Creighton University,http://www.databasefootball.com/players/bycollege.htm?sch=Creighton+University
Crookston JC,http://www.databasefootball.com/players/bycollege.htm?sch=Crookston+JC
Crowder JC,http://www.databasefootball.com/players/bycollege.htm?sch=Crowder+JC
Culver-Stockton College,http://www.databasefootball.com/players/bycollege.htm?sch=Culver%2DStockton+College
Cypress JC,http://www.databasefootball.com/players/bycollege.htm?sch=Cypress+JC
Dakota Wesleyan University,http://www.databasefootball.com/players/bycollege.htm?sch=Dakota+Wesleyan+University
Dallas County CC,http://www.databasefootball.com/players/bycollege.htm?sch=Dallas+County+CC
Dana College,http://www.databasefootball.com/players/bycollege.htm?sch=Dana+College
Dartmouth College,http://www.databasefootball.com/players/bycollege.htm?sch=Dartmouth+College
Davidson College,http://www.databasefootball.com/players/bycollege.htm?sch=Davidson+College
Davis & Elkins College,http://www.databasefootball.com/players/bycollege.htm?sch=Davis+%26+Elkins+College
Deakin University,http://www.databasefootball.com/players/bycollege.htm?sch=Deakin+University
Dean JC,http://www.databasefootball.com/players/bycollege.htm?sch=Dean+JC
DeAnza JC,http://www.databasefootball.com/players/bycollege.htm?sch=DeAnza+JC
Decatur JC,http://www.databasefootball.com/players/bycollege.htm?sch=Decatur+JC
Defiance College,http://www.databasefootball.com/players/bycollege.htm?sch=Defiance+College
Del Mar JC,http://www.databasefootball.com/players/bycollege.htm?sch=Del+Mar+JC
Delaware State University,http://www.databasefootball.com/players/bycollege.htm?sch=Delaware+State+University
Delaware Valley College,http://www.databasefootball.com/players/bycollege.htm?sch=Delaware+Valley+College
Delgado CC,http://www.databasefootball.com/players/bycollege.htm?sch=Delgado+CC
Delmar JC,http://www.databasefootball.com/players/bycollege.htm?sch=Delmar+JC
Delta State University,http://www.databasefootball.com/players/bycollege.htm?sch=Delta+State+University
Denison University,http://www.databasefootball.com/players/bycollege.htm?sch=Denison+University
Denver CC,http://www.databasefootball.com/players/bycollege.htm?sch=Denver+CC
Depaul University,http://www.databasefootball.com/players/bycollege.htm?sch=Depaul+University
Depauw University,http://www.databasefootball.com/players/bycollege.htm?sch=Depauw+University
Des Moines University,http://www.databasefootball.com/players/bycollege.htm?sch=Des+Moines+University
Desales University,http://www.databasefootball.com/players/bycollege.htm?sch=Desales+University
Desert JC,http://www.databasefootball.com/players/bycollege.htm?sch=Desert+JC
Detroit Tech,http://www.databasefootball.com/players/bycollege.htm?sch=Detroit+Tech
Diablo JC,http://www.databasefootball.com/players/bycollege.htm?sch=Diablo+JC
Diablo Valley JC,http://www.databasefootball.com/players/bycollege.htm?sch=Diablo+Valley+JC
Diablo Valley JC*,http://www.databasefootball.com/players/bycollege.htm?sch=Diablo+Valley+JC%2A
Dickinson College,http://www.databasefootball.com/players/bycollege.htm?sch=Dickinson+College
Dixie JC,http://www.databasefootball.com/players/bycollege.htm?sch=Dixie+JC
Doane College,http://www.databasefootball.com/players/bycollege.htm?sch=Doane+College
Dodge CC,http://www.databasefootball.com/players/bycollege.htm?sch=Dodge+CC
Dodge City CC,http://www.databasefootball.com/players/bycollege.htm?sch=Dodge+City+CC
Dodge City JC,http://www.databasefootball.com/players/bycollege.htm?sch=Dodge+City+JC
Drake University,http://www.databasefootball.com/players/bycollege.htm?sch=Drake+University
Duke University,http://www.databasefootball.com/players/bycollege.htm?sch=Duke+University
Duquesne University,http://www.databasefootball.com/players/bycollege.htm?sch=Duquesne+University
Earlham College,http://www.databasefootball.com/players/bycollege.htm?sch=Earlham+College
East Carolina University,http://www.databasefootball.com/players/bycollege.htm?sch=East+Carolina+University
East Central CC,http://www.databasefootball.com/players/bycollege.htm?sch=East+Central+CC
East Central University,http://www.databasefootball.com/players/bycollege.htm?sch=East+Central+University
East Los Angeles JC,http://www.databasefootball.com/players/bycollege.htm?sch=East+Los+Angeles+JC
East Mississippi CC,http://www.databasefootball.com/players/bycollege.htm?sch=East+Mississippi+CC
East Mississippi JC,http://www.databasefootball.com/players/bycollege.htm?sch=East+Mississippi+JC
East Stroundsburg University,http://www.databasefootball.com/players/bycollege.htm?sch=East+Stroundsburg+University
East Tennessee State University,http://www.databasefootball.com/players/bycollege.htm?sch=East+Tennessee+State+University
Eastern Arizona JC,http://www.databasefootball.com/players/bycollege.htm?sch=Eastern+Arizona+JC
Eastern Illinois University,http://www.databasefootball.com/players/bycollege.htm?sch=Eastern+Illinois+University
Eastern Kentucky University,http://www.databasefootball.com/players/bycollege.htm?sch=Eastern+Kentucky+University
Eastern Michigan University,http://www.databasefootball.com/players/bycollege.htm?sch=Eastern+Michigan+University
Eastern Mississippi JC,http://www.databasefootball.com/players/bycollege.htm?sch=Eastern+Mississippi+JC
Eastern New Mexico University,http://www.databasefootball.com/players/bycollege.htm?sch=Eastern+New+Mexico+University
Eastern Utah CC*,http://www.databasefootball.com/players/bycollege.htm?sch=Eastern+Utah+CC%2A
Eastern Utah JC,http://www.databasefootball.com/players/bycollege.htm?sch=Eastern+Utah+JC
Eastern Washington University,http://www.databasefootball.com/players/bycollege.htm?sch=Eastern+Washington+University
Edinoboro University,http://www.databasefootball.com/players/bycollege.htm?sch=Edinoboro+University
Edmonton Jrs.,http://www.databasefootball.com/players/bycollege.htm?sch=Edmonton+Jrs%2E
Edward Waters College,http://www.databasefootball.com/players/bycollege.htm?sch=Edward+Waters+College
El Camino JC,http://www.databasefootball.com/players/bycollege.htm?sch=El+Camino+JC
El Camino JC*,http://www.databasefootball.com/players/bycollege.htm?sch=El+Camino+JC%2A
El Cerritos JC,http://www.databasefootball.com/players/bycollege.htm?sch=El+Cerritos+JC
Elizabeth city State University,http://www.databasefootball.com/players/bycollege.htm?sch=Elizabeth+city+State+University
Ellisville JC*,http://www.databasefootball.com/players/bycollege.htm?sch=Ellisville+JC%2A
Ellsworth CC,http://www.databasefootball.com/players/bycollege.htm?sch=Ellsworth+CC
Ellsworth JC,http://www.databasefootball.com/players/bycollege.htm?sch=Ellsworth+JC
Elmhurst College,http://www.databasefootball.com/players/bycollege.htm?sch=Elmhurst+College
Elon University,http://www.databasefootball.com/players/bycollege.htm?sch=Elon+University
Emporia State University,http://www.databasefootball.com/players/bycollege.htm?sch=Emporia+State+University
Evangel University,http://www.databasefootball.com/players/bycollege.htm?sch=Evangel+University
Everett CC,http://www.databasefootball.com/players/bycollege.htm?sch=Everett+CC
Everett JC,http://www.databasefootball.com/players/bycollege.htm?sch=Everett+JC
Fairmont State,http://www.databasefootball.com/players/bycollege.htm?sch=Fairmont+State
Fayetteville State University,http://www.databasefootball.com/players/bycollege.htm?sch=Fayetteville+State+University
Ferris State University,http://www.databasefootball.com/players/bycollege.htm?sch=Ferris+State+University
Ferrum College,http://www.databasefootball.com/players/bycollege.htm?sch=Ferrum+College
Ferrum JC,http://www.databasefootball.com/players/bycollege.htm?sch=Ferrum+JC
Fisk University,http://www.databasefootball.com/players/bycollege.htm?sch=Fisk+University
Flagler JC,http://www.databasefootball.com/players/bycollege.htm?sch=Flagler+JC
Florida Agricultural and Mechanical University,http://www.databasefootball.com/players/bycollege.htm?sch=Florida+Agricultural+and+Mechanical+University
Florida CC,http://www.databasefootball.com/players/bycollege.htm?sch=Florida+CC
Florida International University,http://www.databasefootball.com/players/bycollege.htm?sch=Florida+International+University
Florida JC,http://www.databasefootball.com/players/bycollege.htm?sch=Florida+JC
Florida State University,http://www.databasefootball.com/players/bycollege.htm?sch=Florida+State+University
Foothill JC,http://www.databasefootball.com/players/bycollege.htm?sch=Foothill+JC
Fordham University,http://www.databasefootball.com/players/bycollege.htm?sch=Fordham+University
Fork Union Military Academy,http://www.databasefootball.com/players/bycollege.htm?sch=Fork+Union+Military+Academy
Fort Hays State University,http://www.databasefootball.com/players/bycollege.htm?sch=Fort+Hays+State+University
Fort Lewis College,http://www.databasefootball.com/players/bycollege.htm?sch=Fort+Lewis+College
