name,sport,sport_name,gender,age,inch,pound
Ville Nousiainen,ccy,Cross Country Skiing,Male,30,72.834685,156.52802
Bernhard Gruber,ndc,Hordic Combined,Male,31,72.834685,156.52802
Henrik Von Appen,alp,Alpine Skiing,Male,19,72.834685,158.73264
Tino Edelmann,ndc,Hordic Combined,Male,28,72.834685,158.73264
Maurice Manificat,ccy,Cross Country Skiing,Male,27,72.834685,160.93726
Martin Jaks,ccy,Cross Country Skiing,Male,27,72.834685,163.14188
Alexander Ferlazzo,lge,Luge,Male,18,72.834685,165.3465
Artem Voronov,alp,Alpine Skiing,Male,20,72.834685,165.3465
Maksim Siarheyu,sht,Short-Track Skating,Male,22,72.834685,165.3465
Martin Fourcade,bai,Biathlon,Male,25,72.834685,165.3465
Ross Peraudo,alp,Alpine Skiing,Male,21,72.834685,167.55112
Marek Solcansky,lge,Luge,Male,21,72.834685,167.55112
Dusan Kozisek,ccy,Cross Country Skiing,Male,30,72.834685,167.55112
Lowell Bailey,bai,Biathlon,Male,32,72.834685,167.55112
Stanislav Volzhentsev,ccy,Cross Country Skiing,Male,28,72.834685,169.75574
Scotty James,swb,Snowboarding,Male,19,72.834685,171.96036
Evgeniy Belov,ccy,Cross Country Skiing,Male,23,72.834685,171.96036
Virgile Vandeput,alp,Alpine Skiing,Male,19,72.834685,174.16498
Joss Christensen,fss,Freestyle Skiing,Male,22,72.834685,174.16498
Vojtech Loudin,sht,Short-Track Skating,Male,23,72.834685,174.16498
Dmitry Malyshko,bai,Biathlon,Male,26,72.834685,174.16498
Johannes Hoepfl,swb,Snowboarding,Male,18,72.834685,176.3696
Serafin Wiestner,bai,Biathlon,Male,23,72.834685,176.3696
Peter Mlynar,ccy,Cross Country Skiing,Male,25,72.834685,176.3696
Ziga Jeglic,hky,Hockey,Male,25,72.834685,176.3696
Aleksandr Rumyantsev,ssk,Speedskating,Male,27,72.834685,176.3696
Cyril Miranda,ccy,Cross Country Skiing,Male,28,72.834685,176.3696
Markus Windisch,bai,Biathlon,Male,29,72.834685,176.3696
Izidor Sustersic,swb,Snowboarding,Male,36,72.834685,176.3696
Anton Shipulin,bai,Biathlon,Male,26,72.834685,178.57422
Matteo Anesi,ssk,Speedskating,Male,29,72.834685,178.57422
Tucker West,lge,Luge,Male,18,72.834685,180.77884
Charles Guldemond,swb,Snowboarding,Male,26,72.834685,180.77884
Matej Falat,alp,Alpine Skiing,Male,21,72.834685,182.98346
Markus Eder,fss,Freestyle Skiing,Male,23,72.834685,182.98346
Arnd Peiffer,bai,Biathlon,Male,26,72.834685,182.98346
Arnd Peiffer,ccy,Cross Country Skiing,Male,26,72.834685,182.98346
Denis Volotka,ccy,Cross Country Skiing,Male,28,72.834685,182.98346
David Rodman,hky,Hockey,Male,30,72.834685,182.98346
Stefan Luitz,alp,Alpine Skiing,Male,21,72.834685,185.18808
Samu Torsti,alp,Alpine Skiing,Male,22,72.834685,185.18808
Erik Bjornsen,ccy,Cross Country Skiing,Male,22,72.834685,185.18808
Phillip Bellingham,ccy,Cross Country Skiing,Male,22,72.834685,185.18808
Patrick Bussler,swb,Snowboarding,Male,29,72.834685,185.18808
Mladen Plakalovic,ccy,Cross Country Skiing,Male,22,72.834685,187.3927
Lluis Marin Tarroch,swb,Snowboarding,Male,25,72.834685,187.3927
Aaron March,swb,Snowboarding,Male,27,72.834685,187.3927
Alex Deibold,swb,Snowboarding,Male,27,72.834685,189.59732
Michael Raffl,hky,Hockey,Male,25,72.834685,191.80194
Alex Pullin,swb,Snowboarding,Male,26,72.834685,191.80194
Eric Neilson,skl,Skeleton,Male,33,72.834685,191.80194
Tristan Walker,lge,Luge,Male,22,72.834685,194.00656
Carlo Janka,alp,Alpine Skiing,Male,27,72.834685,194.00656
Lauri Korpikoski,hky,Hockey,Male,27,72.834685,194.00656
Ryan Suter,hky,Hockey,Male,29,72.834685,194.00656
Sami Lepisto,hky,Hockey,Male,29,72.834685,194.00656
Mads Hansen,hky,Hockey,Male,35,72.834685,194.00656
Patrik Elias,hky,Hockey,Male,37,72.834685,194.00656
Robert Fagan,swb,Snowboarding,Male,37,72.834685,194.00656
Ziga Pance,hky,Hockey,Male,25,72.834685,196.21118
Leif Kristian Haugen,alp,Alpine Skiing,Male,26,72.834685,198.4158
Loic Costerg,bbs,Bobseld,Male,26,72.834685,198.4158
Dominic Parsons,skl,Skeleton,Male,26,72.834685,198.4158
Francesco Costa,bbs,Bobseld,Male,28,72.834685,198.4158
Vladislav Yuzhakov,lge,Luge,Male,28,72.834685,198.4158
Duncan Keith,hky,Hockey,Male,30,72.834685,198.4158
Henrik Lundqvist,hky,Hockey,Male,31,72.834685,198.4158
Patrick Sharp,hky,Hockey,Male,32,72.834685,198.4158
Marko Vukicevic,alp,Alpine Skiing,Male,21,72.834685,200.62042
Paul Martin,hky,Hockey,Male,32,72.834685,200.62042
Morten Ask,hky,Hockey,Male,33,72.834685,200.62042
Arnaud Alessandria,alp,Alpine Skiing,Male,20,72.834685,202.82504
Kristian Forsberg,hky,Hockey,Male,27,72.834685,202.82504
Gabriel Landeskog,hky,Hockey,Male,21,72.834685,205.02966
Christopher Mazdzer,lge,Luge,Male,25,72.834685,205.02966
Marc-Edouard Vlasic,hky,Hockey,Male,26,72.834685,205.02966
Einar Kristinn Kristgeirsson,alp,Alpine Skiing,Male,20,72.834685,207.23428
Vairis Leiboms,bbs,Bobseld,Male,22,72.834685,207.23428
Drew Doughty,hky,Hockey,Male,24,72.834685,207.23428
Maciej Kurowski,lge,Luge,Male,27,72.834685,207.23428
Cam Fowler,hky,Hockey,Male,22,72.834685,209.4389
Nikolay Khrenkov,bbs,Bobseld,Male,29,72.834685,209.4389
Florian Iberer,hky,Hockey,Male,31,72.834685,209.4389
Albert Demchenko,lge,Luge,Male,42,72.834685,209.4389
Jonathan Quick,hky,Hockey,Male,28,72.834685,211.64352
Christopher Delbosco,fss,Freestyle Skiing,Male,31,72.834685,211.64352
Matthias Trattnig,hky,Hockey,Male,34,72.834685,211.64352
Ryan Mcdonagh,hky,Hockey,Male,24,72.834685,213.84814
Alexei Yemelin,hky,Hockey,Male,27,72.834685,213.84814
Silvan Zurbriggen,alp,Alpine Skiing,Male,32,72.834685,213.84814
Rene Vydareny,hky,Hockey,Male,32,72.834685,213.84814
Tomas Kaberle,hky,Hockey,Male,35,72.834685,213.84814
Dominik Suchy,bbs,Bobseld,Male,26,72.834685,216.05276
Thibault Alexis Godefroy,bbs,Bobseld,Male,28,72.834685,216.05276
Jimmy Howard,hky,Hockey,Male,29,72.834685,218.25738
Nikolai Kulyomin,hky,Hockey,Male,27,72.834685,220.462
Rico Peter,bbs,Bobseld,Male,30,72.834685,220.462
Gareth Nichols,bbs,Bobseld,Male,30,72.834685,224.87124
Curtis Tomasevicz,bbs,Bobseld,Male,33,72.834685,229.28048
Yuri Rudyk,fgs,Figure Skating,Male,22,73.228386,
Mikko Kokslien,ndc,Hordic Combined,Male,28,73.228386,
Anders Bardal,skj,Ski Jumping,Male,31,73.228386,
Trevor Morrice,skj,Ski Jumping,Male,22,73.228386,154.3234
Tomas Krupcik,bai,Biathlon,Male,26,73.228386,156.52802
Tim Hug,ndc,Hordic Combined,Male,26,73.228386,158.73264
Peter Crook,fss,Freestyle Skiing,Male,21,73.228386,165.3465
Adrian Krainer,swb,Snowboarding,Male,21,73.228386,165.3465
Alexey Poltoranin,ccy,Cross Country Skiing,Male,26,73.228386,165.3465
Raido Rankel,ccy,Cross Country Skiing,Male,24,73.228386,167.55112
Pierre Vaultier,swb,Snowboarding,Male,26,73.228386,169.75574
Philipp Haelg,ccy,Cross Country Skiing,Male,22,73.228386,171.96036
Rosa Lindstedt,hky,Hockey,Female,26,73.228386,171.96036
Marian Zemanik,lge,Luge,Male,21,73.228386,174.16498
Jon Eley,sht,Short-Track Skating,Male,29,73.228386,174.16498
Simon Eder,bai,Biathlon,Male,30,73.228386,174.16498
Steve Missillier,alp,Alpine Skiing,Male,29,73.228386,176.3696
Martin Moeller,ccy,Cross Country Skiing,Male,33,73.228386,176.3696
Friedrich Pinter,bai,Biathlon,Male,35,73.228386,176.3696
Adam Barwood,alp,Alpine Skiing,Male,21,73.228386,180.77884
Tomass Dukurs,skl,Skeleton,Male,32,73.228386,182.98346
Roland Fischnaller,swb,Snowboarding,Male,33,73.228386,182.98346
Victor Pinzaru,ccy,Cross Country Skiing,Male,22,73.228386,185.18808
Vladislav Bykanov,sht,Short-Track Skating,Male,24,73.228386,185.18808
Ronald Mulder,ssk,Speedskating,Male,27,73.228386,185.18808
Dale Begg-Smith,fss,Freestyle Skiing,Male,29,73.228386,185.18808
Daniel Sedin,hky,Hockey,Male,33,73.228386,185.18808
Jussi Taka,swb,Snowboarding,Male,20,73.228386,187.3927
Michael Grabner,hky,Hockey,Male,26,73.228386,187.3927
Anton Unterkofler,swb,Snowboarding,Male,30,73.228386,187.3927
Marcel Rodman,hky,Hockey,Male,32,73.228386,187.3927
Axel Teichmann,ccy,Cross Country Skiing,Male,34,73.228386,187.3927
Alexander Salak,hky,Hockey,Male,27,73.228386,189.59732
Igor Laikert,alp,Alpine Skiing,Male,22,73.228386,191.80194
Michael Frolik,hky,Hockey,Male,26,73.228386,196.21118
Christian Poser,bbs,Bobseld,Male,27,73.228386,198.4158
Ben Simons,bbs,Bobseld,Male,27,73.228386,198.4158
Benjamin Karl,swb,Snowboarding,Male,28,73.228386,198.4158
Christof Innerhofer,alp,Alpine Skiing,Male,29,73.228386,198.4158
Jan Vrba,bbs,Bobseld,Male,32,73.228386,198.4158
Jakob Silfverberg,hky,Hockey,Male,23,73.228386,200.62042
Alexander Radulov,hky,Hockey,Male,27,73.228386,200.62042
Lukas Broz,lge,Luge,Male,28,73.228386,202.82504
Andriy Kis,lge,Luge,Male,31,73.228386,202.82504
Bernhard Starkbaum,hky,Hockey,Male,27,73.228386,205.02966
Thomas Pock,hky,Hockey,Male,32,73.228386,205.02966
Nikita Zakharov,bbs,Bobseld,Male,26,73.228386,207.23428
Rok Perko,alp,Alpine Skiing,Male,28,73.228386,207.23428
Dan Hamhuis,hky,Hockey,Male,31,73.228386,207.23428
Oskars Kibermanis,bbs,Bobseld,Male,20,73.228386,209.4389
Pawel Mroz,bbs,Bobseld,Male,29,73.228386,209.4389
Peter Penz,lge,Luge,Male,29,73.228386,209.4389
Klaus Kroell,alp,Alpine Skiing,Male,33,73.228386,209.4389
Helvijs Lusis,bbs,Bobseld,Male,27,73.228386,213.84814
Tomas Surovy,hky,Hockey,Male,32,73.228386,216.05276
Tomaz Razingar,hky,Hockey,Male,34,73.228386,216.05276
Florin Craciun,bbs,Bobseld,Male,24,73.228386,227.07586
Jesse Lumsden,bbs,Bobseld,Male,31,73.228386,231.4851
Rasmus Stjerne Hansen,crl,Curling,Male,25,73.622087,
Claudio Paetz,crl,Curling,Male,26,73.622087,
Magnus Krog,ndc,Hordic Combined,Male,26,73.622087,
Maxim Trankov,fgs,Figure Skating,Male,30,73.622087,
Bjoern Kircheisen,ndc,Hordic Combined,Male,30,73.622087,152.11878
Arvis Liepins,ccy,Cross Country Skiing,Male,23,73.622087,167.55112
Anton Pantov,bai,Biathlon,Male,22,73.622087,169.75574
Enrico Nizzi,ccy,Cross Country Skiing,Male,23,73.622087,169.75574
Dominic Harington,swb,Snowboarding,Male,29,73.622087,169.75574
Matej Kazar,bai,Biathlon,Male,30,73.622087,169.75574
Roman Schaad,ccy,Cross Country Skiing,Male,20,73.622087,171.96036
Tommaso Dotti,sht,Short-Track Skating,Male,20,73.622087,174.16498
Radu Sovaiala,lge,Luge,Male,21,73.622087,176.3696
Iivo Niskanen,ccy,Cross Country Skiing,Male,22,73.622087,176.3696
Tuukka Rask,hky,Hockey,Male,26,73.622087,176.3696
Marko Rudic,alp,Alpine Skiing,Male,24,73.622087,178.57422
Milanko Petrovic,bai,Biathlon,Male,25,73.622087,182.98346
Teodor Peterson,ccy,Cross Country Skiing,Male,25,73.622087,182.98346
Milanko Petrovic,ccy,Cross Country Skiing,Male,25,73.622087,182.98346
Dolf Van Der Wal,swb,Snowboarding,Male,26,73.622087,182.98346
Sven Kramer,ssk,Speedskating,Male,27,73.622087,182.98346
Christoph Mick,swb,Snowboarding,Male,25,73.622087,187.3927
Jake Holden,swb,Snowboarding,Male,26,73.622087,187.3927
Nico Ihle,ssk,Speedskating,Male,28,73.622087,187.3927
Josef Wenzl,ccy,Cross Country Skiing,Male,29,73.622087,187.3927
Ivan Skobrev,ssk,Speedskating,Male,31,73.622087,187.3927
Konrad Nagy,ssk,Speedskating,Male,21,73.622087,189.59732
Regino Hernandez,swb,Snowboarding,Male,22,73.622087,191.80194
Loui Eriksson,hky,Hockey,Male,28,73.622087,191.80194
Pekka Koskela,ssk,Speedskating,Male,31,73.622087,191.80194
Jonas Hiller,hky,Hockey,Male,32,73.622087,191.80194
Olli Maatta,hky,Hockey,Male,19,73.622087,196.21118
Andreas Nodl,hky,Hockey,Male,26,73.622087,198.4158
Edson Ricardo Martins,bbs,Bobseld,Male,24,73.622087,200.62042
Antti Niemi,hky,Hockey,Male,30,73.622087,200.62042
Olli Jokinen,hky,Hockey,Male,35,73.622087,200.62042
Andrej Sporn,alp,Alpine Skiing,Male,32,73.622087,202.82504
Niklas Hjalmarsson,hky,Hockey,Male,26,73.622087,205.02966
Richard Panik,hky,Hockey,Male,23,73.622087,207.23428
Jimmie Ericsson,hky,Hockey,Male,33,73.622087,207.23428
Joshua Bluhm,bbs,Bobseld,Male,19,73.622087,209.4389
Martin Bendik,alp,Alpine Skiing,Male,20,73.622087,209.4389
Lukas Kozienka,bbs,Bobseld,Male,24,73.622087,209.4389
Marian Hossa,hky,Hockey,Male,35,73.622087,209.4389
Jori Lehtera,hky,Hockey,Male,26,73.622087,213.84814
Andrej Tavzelj,hky,Hockey,Male,29,73.622087,213.84814
Marcel Hossa,hky,Hockey,Male,32,73.622087,218.25738
Elly Lefort,bbs,Bobseld,Male,26,73.622087,220.462
Jeremy Baillard,bbs,Bobseld,Male,24,73.622087,233.68972
Vuk Radenovic,bbs,Bobseld,Male,30,73.622087,233.68972
Evan Bates,fgs,Figure Skating,Male,24,74.015788,
Xun Zheng,fgs,Figure Skating,Male,26,74.015788,
Rudi Swiegers,fgs,Figure Skating,Male,26,74.015788,
Eric Radford,fgs,Figure Skating,Male,29,74.015788,
Alexandr Trifonov,bai,Biathlon,Male,27,74.015788,160.93726
Niklas Mattsson,swb,Snowboarding,Male,21,74.015788,169.75574
Leif Nordgren,bai,Biathlon,Male,24,74.015788,174.16498
Ryan Miller,hky,Hockey,Male,33,74.015788,174.16498
Dominik Landertinger,bai,Biathlon,Male,25,74.015788,176.3696
Qinghai Sun,ccy,Cross Country Skiing,Male,26,74.015788,176.3696
Andriy Deryzemlya,bai,Biathlon,Male,36,74.015788,176.3696
Alexander Kroeckel,skl,Skeleton,Male,23,74.015788,180.77884
Kauri Koiv,bai,Biathlon,Male,30,74.015788,180.77884
Viktor Tikhonov,hky,Hockey,Male,25,74.015788,182.98346
Olivier Jean,sht,Short-Track Skating,Male,29,74.015788,182.98346
Klemen Kosi,alp,Alpine Skiing,Male,22,74.015788,185.18808
Bobby Brown,fss,Freestyle Skiing,Male,22,74.015788,185.18808
Guojun Tian,ssk,Speedskating,Male,23,74.015788,185.18808
Nikita Tregybov,skl,Skeleton,Male,19,74.015788,187.3927
Tomas Jurco,hky,Hockey,Male,21,74.015788,187.3927
Russell Henshaw,fss,Freestyle Skiing,Male,23,74.015788,187.3927
Denis Kuzin,ssk,Speedskating,Male,25,74.015788,187.3927
Fritz Dopfer,alp,Alpine Skiing,Male,26,74.015788,187.3927
John Farrow,skl,Skeleton,Male,31,74.015788,187.3927
David Moeller,lge,Luge,Male,32,74.015788,187.3927
Torin Koos,ccy,Cross Country Skiing,Male,33,74.015788,187.3927
Oliver Ekman-Larsson,hky,Hockey,Male,22,74.015788,189.59732
Sergei Bobrovski,hky,Hockey,Male,25,74.015788,189.59732
Siim Sellis,ccy,Cross Country Skiing,Male,26,74.015788,189.59732
Christoph Stephan,bai,Biathlon,Male,28,74.015788,189.59732
Patrice Bergeron,hky,Hockey,Male,28,74.015788,189.59732
Shani Davis,ssk,Speedskating,Male,31,74.015788,189.59732
Aidan Kelly,lge,Luge,Male,19,74.015788,194.00656
Zemgus Girgensons,hky,Hockey,Male,20,74.015788,194.00656
Gregory Bretz,swb,Snowboarding,Male,23,74.015788,194.00656
Roman Josi,hky,Hockey,Male,23,74.015788,198.4158
Warren Cummings Smith,alp,Alpine Skiing,Male,21,74.015788,200.62042
Bode Miller,alp,Alpine Skiing,Male,36,74.015788,200.62042
Ryan Kesler,hky,Hockey,Male,29,74.015788,205.02966
Jonathan Toews,hky,Hockey,Male,25,74.015788,207.23428
Roman Wick,hky,Hockey,Male,28,74.015788,207.23428
Lukas Krajicek,hky,Hockey,Male,30,74.015788,207.23428
Thomas Vanek,hky,Hockey,Male,30,74.015788,207.23428
Nino Niederreiter,hky,Hockey,Male,21,74.015788,209.4389
Semyon Varlamov,hky,Hockey,Male,25,74.015788,209.4389
Andriy Mandziy,lge,Luge,Male,25,74.015788,209.4389
Igor Zakurdaev,alp,Alpine Skiing,Male,27,74.015788,209.4389
Alex Fiva,fss,Freestyle Skiing,Male,28,74.015788,209.4389
Ole-Kristian Tollefsen,hky,Hockey,Male,29,74.015788,209.4389
Samuel Edney,lge,Luge,Male,29,74.015788,209.4389
Michal Rozsival,hky,Hockey,Male,35,74.015788,209.4389
Simon Moser,hky,Hockey,Male,24,74.015788,213.84814
Peter Olvecky,hky,Hockey,Male,28,74.015788,213.84814
Markus Sammer,bbs,Bobseld,Male,25,74.015788,216.05276
Arturs Kulda,hky,Hockey,Male,25,74.015788,216.05276
John Teller,fss,Freestyle Skiing,Male,30,74.015788,216.05276
Fyodor Tyutin,hky,Hockey,Male,30,74.015788,216.05276
Andrej Meszaros,hky,Hockey,Male,28,74.015788,218.25738
Edwin Van Calker,bbs,Bobseld,Male,34,74.015788,218.25738
Max Pacioretty,hky,Hockey,Male,25,74.015788,220.462
Matthias Iberer,hky,Hockey,Male,28,74.015788,220.462
Brooks Orpik,hky,Hockey,Male,33,74.015788,220.462
Cory Butner,bbs,Bobseld,Male,32,74.015788,224.87124
Milan Michalek,hky,Hockey,Male,29,74.015788,227.07586
Romain Heinrich,bbs,Bobseld,Male,24,74.015788,231.4851
Alexander Ovechkin,hky,Hockey,Male,28,74.015788,233.68972
Dmitry Trunenkov,bbs,Bobseld,Male,29,74.015788,233.68972
Justin Olsen,bbs,Bobseld,Male,26,74.015788,235.89434
Christoffer Svae,crl,Curling,Male,31,74.409489,
Sebastien Lepape,sht,Short-Track Skating,Male,22,74.409489,180.77884
Ondrej Hyman,lge,Luge,Male,27,74.409489,187.3927
Werner Heel,alp,Alpine Skiing,Male,31,74.409489,187.3927
Juraj Mokras,bbs,Bobseld,Male,23,74.409489,191.80194
Andreas Gohl,fss,Freestyle Skiing,Male,20,74.409489,194.00656
Stepan Zuev,alp,Alpine Skiing,Male,25,74.409489,194.00656
Stanislav Benyov,lge,Luge,Male,22,74.409489,198.4158
Andreas Schauer,fss,Freestyle Skiing,Male,28,74.409489,200.62042
Ivan Baranka,hky,Hockey,Male,28,74.409489,200.62042
Joel Fearon,bbs,Bobseld,Male,25,74.409489,205.02966
Henrik Solberg,hky,Hockey,Male,26,74.409489,205.02966
Krisjanis Redlihs,hky,Hockey,Male,33,74.409489,205.02966
Jamie Benn,hky,Hockey,Male,24,74.409489,207.23428
Oskars Melbardis,bbs,Bobseld,Male,26,74.409489,209.4389
Vincent Daniel Jean-Paul Ricard,bbs,Bobseld,Male,28,74.409489,209.4389
Alexander Syomin,hky,Hockey,Male,29,74.409489,209.4389
Andre Myhrer,alp,Alpine Skiing,Male,31,74.409489,209.4389
Zbynek Michalek,hky,Hockey,Male,31,74.409489,209.4389
Jakub Voracek,hky,Hockey,Male,24,74.409489,211.64352
Arno Klaassen,bbs,Bobseld,Male,34,74.409489,211.64352
Jiri Novotny,hky,Hockey,Male,30,74.409489,213.84814
Aksel Lund Svindal,alp,Alpine Skiing,Male,31,74.409489,213.84814
Alexey Negodaylo,bbs,Bobseld,Male,24,74.409489,216.05276
Alexander Denisyev,lge,Luge,Male,22,74.409489,220.462
Ondrej Pavelec,hky,Hockey,Male,26,74.409489,220.462
John Baines,bbs,Bobseld,Male,28,74.409489,220.462
Patrick Marleau,hky,Hockey,Male,34,74.409489,220.462
Alexander Zubkov,bbs,Bobseld,Male,39,74.409489,224.87124
Janis Sprukts,hky,Hockey,Male,32,74.409489,240.30358
Jaromir Jagr,hky,Hockey,Male,42,74.409489,240.30358
Bror Van Der Zijde,bbs,Bobseld,Male,25,74.409489,242.5082
Magnus Hovdal Moan,ndc,Hordic Combined,Male,30,74.80319,
Ludwig Rieder,lge,Luge,Male,22,74.80319,158.73264
Andreas Wank,skj,Ski Jumping,Male,25,74.80319,160.93726
Jorrit Bergsma,ssk,Speedskating,Male,28,74.80319,160.93726
Anders Johnson,skj,Ski Jumping,Male,24,74.80319,165.3465
Valeri Nichushkin,hky,Hockey,Male,18,74.80319,176.3696
Sebastien Lacroix,ndc,Hordic Combined,Male,30,74.80319,176.3696
Alessandro Haemmerle,swb,Snowboarding,Male,20,74.80319,180.77884
Christoffer Faarup,alp,Alpine Skiing,Male,21,74.80319,182.98346
Daniel Bohnacker,fss,Freestyle Skiing,Male,23,74.80319,182.98346
Denis Yuskov,ssk,Speedskating,Male,24,74.80319,182.98346
Miks Indrasis,hky,Hockey,Male,23,74.80319,187.3927
Radoslav Yankov,swb,Snowboarding,Male,24,74.80319,187.3927
Yevgeni Medvedev,hky,Hockey,Male,31,74.80319,187.3927
Lars Volden,hky,Hockey,Male,21,74.80319,189.59732
Yonathan Jesus Fernandez,ccy,Cross Country Skiing,Male,27,74.80319,189.59732
Petr Moiseev,bbs,Bobseld,Male,27,74.80319,196.21118
Felix Loch,lge,Luge,Male,24,74.80319,198.4158
Oskars Bartulis,hky,Hockey,Male,27,74.80319,198.4158
Mario Matt,alp,Alpine Skiing,Male,34,74.80319,198.4158
Aleksander Barkov,hky,Hockey,Male,18,74.80319,200.62042
Tomas Kopecky,hky,Hockey,Male,32,74.80319,200.62042
Brady Leman,fss,Freestyle Skiing,Male,27,74.80319,202.82504
Anders Bastiansen,hky,Hockey,Male,33,74.80319,205.02966
Roberto Luongo,hky,Hockey,Male,34,74.80319,205.02966
Sami Salo,hky,Hockey,Male,39,74.80319,205.02966
Ilvir Huzin,bbs,Bobseld,Male,23,74.80319,207.23428
Blaz Gregorc,hky,Hockey,Male,24,74.80319,209.4389
Thomas Hundertpfund,hky,Hockey,Male,24,74.80319,209.4389
Joachim Puchner,alp,Alpine Skiing,Male,26,74.80319,209.4389
Sabahudin Kovacevic,hky,Hockey,Male,27,74.80319,209.4389
Corey Perry,hky,Hockey,Male,28,74.80319,209.4389
Sandis Ozolins,hky,Hockey,Male,41,74.80319,209.4389
Michal Vacek,bbs,Bobseld,Male,26,74.80319,211.64352
Kirill Antukh,bbs,Bobseld,Male,27,74.80319,213.84814
Carey Price,hky,Hockey,Male,26,74.80319,218.25738
Marcin Niewiara,bbs,Bobseld,Male,32,74.80319,218.25738
Edson Bindilatti,bbs,Bobseld,Male,34,74.80319,220.462
Andrew Poje,fgs,Figure Skating,Male,26,75.196891,
Pierre Boda,sht,Short-Track Skating,Male,20,75.196891,174.16498
Cameron Bolton,swb,Snowboarding,Male,23,75.196891,180.77884
Matthew Antoine,skl,Skeleton,Male,28,75.196891,185.18808
Toni Eggert,lge,Luge,Male,25,75.196891,187.3927
David Bakes,swb,Snowboarding,Male,31,75.196891,187.3927
Christian Niccum,lge,Luge,Male,36,75.196891,189.59732
Jonas Gustavsson,hky,Hockey,Male,29,75.196891,191.80194
Lauris Darzins,hky,Hockey,Male,29,75.196891,200.62042
John Fennell,lge,Luge,Male,18,75.196891,202.82504
Marco Pfiffner,alp,Alpine Skiing,Male,19,75.196891,205.02966
Juris Stals,hky,Hockey,Male,31,75.196891,207.23428
James Van Riemsdyk,hky,Hockey,Male,24,75.196891,211.64352
Reinhard Egger,lge,Luge,Male,24,75.196891,211.64352
John Carlson,hky,Hockey,Male,24,75.196891,216.05276
Mike Smith,hky,Hockey,Male,31,75.196891,216.05276
Johan Clarey,alp,Alpine Skiing,Male,33,75.196891,216.05276
David Backes,hky,Hockey,Male,29,75.196891,218.25738
Ossi Vaananen,hky,Hockey,Male,33,75.196891,218.25738
Ilya Nikulin,hky,Hockey,Male,31,75.196891,222.66662
William Frullani,bbs,Bobseld,Male,34,75.196891,222.66662
Ladislav Smid,hky,Hockey,Male,28,75.196891,224.87124
Ilya Kovalchuk,hky,Hockey,Male,30,75.196891,229.28048
Steven Langton,bbs,Bobseld,Male,30,75.196891,233.68972
Sandro Trolliet,crl,Curling,Male,25,75.590592,
Algo Karp,ccy,Cross Country Skiing,Male,28,75.590592,176.3696
Martin Marincin,hky,Hockey,Male,21,75.590592,180.77884
Oleksandr Obolonchyk,lge,Luge,Male,22,75.590592,182.98346
Tobias Stephan,hky,Hockey,Male,30,75.590592,187.3927
Daniel Richardsson,ccy,Cross Country Skiing,Male,31,75.590592,187.3927
Yevgeni Malkin,hky,Hockey,Male,27,75.590592,189.59732
Peeter Kummel,ccy,Cross Country Skiing,Male,31,75.590592,189.59732
Artur Was,ssk,Speedskating,Male,27,75.590592,198.4158
Artyom Anisimov,hky,Hockey,Male,25,75.590592,200.62042
Kristaps Maurins,lge,Luge,Male,22,75.590592,202.82504
Petr Nedved,hky,Hockey,Male,42,75.590592,205.02966
Dominik Dvorak,bbs,Bobseld,Male,21,75.590592,209.4389
Armands Berzins,hky,Hockey,Male,30,75.590592,213.84814
Angel Somov,bbs,Bobseld,Male,23,75.590592,216.05276
Jan Urbas,hky,Hockey,Male,25,75.590592,216.05276
Patrick Koller,fss,Freestyle Skiing,Male,30,75.590592,216.05276
Thorsten Margis,bbs,Bobseld,Male,24,75.590592,218.25738
Patrik Berglund,hky,Hockey,Male,25,75.590592,220.462
Brian Lebler,hky,Hockey,Male,25,75.590592,220.462
Anze Kopitar,hky,Hockey,Male,26,75.590592,220.462
Andreas Matt,fss,Freestyle Skiing,Male,31,75.590592,220.462
Raivis Broks,bbs,Bobseld,Male,29,75.590592,224.87124
Michal Barinka,hky,Hockey,Male,29,75.590592,224.87124
Alexander Svitov,hky,Hockey,Male,31,75.590592,233.68972
Simon Shnapir,fgs,Figure Skating,Male,26,75.984293,
Haavard Vad Petersson,crl,Curling,Male,30,75.984293,176.3696
Zhongsheng Mu,ssk,Speedskating,Male,22,75.984293,182.98346
Tucker Murphy,ccy,Cross Country Skiing,Male,32,75.984293,182.98346
Christofer Eriksson,bai,Biathlon,Male,25,75.984293,185.18808
Kristers Gudlevskis,hky,Hockey,Male,21,75.984293,189.59732
Karel Tammjarv,ccy,Cross Country Skiing,Male,24,75.984293,194.00656
Nikita Nikitin,hky,Hockey,Male,27,75.984293,196.21118
Simon Hallenbarter,bai,Biathlon,Male,34,75.984293,198.4158
Kari Lehtonen,hky,Hockey,Male,30,75.984293,200.62042
Matej Vidovic,alp,Alpine Skiing,Male,20,75.984293,202.82504
Alex Pietrangelo,hky,Hockey,Male,24,75.984293,205.02966
Tomas Marcinko,hky,Hockey,Male,25,75.984293,207.23428
Jeff Carter,hky,Hockey,Male,29,75.984293,209.4389
Jay Bouwmeester,hky,Hockey,Male,30,75.984293,211.64352
Anton Belov,hky,Hockey,Male,27,75.984293,216.05276
Ziga Pavlin,hky,Hockey,Male,28,75.984293,216.05276
Henrik Tallinder,hky,Hockey,Male,35,75.984293,216.05276
Alexander Edler,hky,Hockey,Male,27,75.984293,220.462
