permalink,name,category_code,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,last_milestone_at
/company/haileo,Haileo,other,,operating,USA,CA,Los Angeles,Los Angeles,1,2009-07-01,,,
/company/hakia,Hakia,search,21600000,operating,USA,,TBD,,4,2004-01-01,2006-11-01,2010-08-03,2010-09-07
/company/haku,haku,software,275000,operating,USA,FL,Miami,Miami,1,2013-01-01,2013-09-26,2013-09-26,2013-01-01
/company/half-off-depot,Half Off Depot,search,3250000,operating,USA,GA,Atlanta,Atlanta,1,2008-04-01,2013-01-31,2013-01-31,2013-02-11
/company/halfpenny-technologies,Halfpenny Technologies,medical,4850000,operating,USA,PA,Philadelphia,Blue Bell,2,2000-01-01,2010-10-08,2012-02-22,2010-01-01
/company/halfpops,HALFPOPS,hospitality,,operating,USA,WA,Seattle,WOODINVILLE,1,2008-01-01,2013-03-20,2013-03-20,
/company/hall-com,Hall,messaging,6080000,operating,USA,CA,SF Bay,Mountain View,2,2011-01-01,2011-10-17,2013-07-23,2013-08-19
/company/hallspot,Hallspot,web,150000,operating,USA,OR,Eugene,Eugene,1,2012-11-01,2013-05-17,2013-05-17,2012-11-01
/company/hallway-social-learning-network,Hallway Social Learning Network,social,,operating,USA,DC,Washington DC,Washington,1,,2012-09-05,2012-09-05,
/company/halo-maritime,HALO Maritime Defense Systems,security,1000000,operating,USA,MA,Boston,Andover,1,2000-01-01,2011-01-05,2011-01-05,2011-01-05
/company/halon-security,Halon Security,security,,operating,USA,CA,SF Bay,San Francisco,1,2002-01-01,2013-04-30,2013-04-30,
/company/halosource,HaloSource,cleantech,21500000,operating,USA,WA,Seattle,Bothell,2,,2008-07-18,2010-01-07,2010-10-15
/company/halozyme-therapeutics,Halozyme Therapeutics,biotech,63000000,operating,USA,CA,San Diego,San Diego,1,,2011-06-08,2011-06-08,2011-06-06
/company/halscion,HALSCION,biotech,4300000,operating,USA,GA,Atlanta,Duluth,1,2005-01-01,2012-06-28,2012-06-28,2011-06-01
/company/halt-medical,Halt Medical,medical,49000000,operating,USA,CA,SF Bay,Brentwood,4,2004-01-01,2007-05-03,2013-01-02,
/company/halton,Halton,hardware,3000000,operating,USA,KY,unknown,Scottsville,1,,2013-09-12,2013-09-12,
/company/ham-it,HAM-IT,enterprise,340000,operating,USA,MA,Boston,North Andover,1,2008-01-07,2007-10-01,2007-10-01,
/company/hamilton-county-business-center,Hamilton County Business Center,nonprofit,250000,operating,USA,OH,Cincinnati,Cincinnati,1,,2013-08-21,2013-08-21,
/company/hamilton-thorne,Hamilton Thorne,hardware,5200000,operating,USA,MA,Boston,Beverly,3,2002-01-01,2009-10-28,2012-05-17,2012-04-24
/company/hammerhead-systems,Hammerhead Systems,hardware,48000000,closed,USA,CA,SF Bay,Mountain View,2,2002-01-01,2006-01-31,2007-08-01,
/company/hampton-creek-foods,Hampton Creek Foods,hospitality,3000000,operating,USA,CA,SF Bay,San Francisco,2,2011-09-01,2011-01-01,2013-05-20,2013-05-20
/company/hana-biosciences,Hana Biosciences,biotech,100000000,operating,USA,CA,SF Bay,San Francisco,1,,2010-06-07,2010-06-07,2005-01-01
/company/handango,Handango,mobile,60500000,acquired,USA,NC,Raleigh-Durham,Durham,1,,2006-09-12,2006-09-12,2002-01-01
/company/handipoints,Handipoints,games_video,800000,operating,USA,CA,SF Bay,Oakland,2,2009-01-01,2007-05-02,2008-05-02,
/company/handle,Handle,messaging,6500000,operating,USA,CA,SF Bay,San Francisco,2,2011-05-24,2011-11-01,2012-07-10,2013-05-01
/company/handmark,Handmark,mobile,10000000,acquired,USA,MO,Kansas City,Kansas City,2,2000-07-01,2005-09-12,2006-09-07,2013-05-20
/company/hands-on-mobile,Hands-On Mobile,mobile,30000000,acquired,USA,CA,SF Bay,San Francisco,1,2001-01-01,2005-10-05,2005-10-05,2010-04-23
/company/handsfree-networks,HandsFree Networks,software,4000000,operating,USA,MA,Boston,Newton,1,1999-01-01,2012-06-13,2012-06-13,
/company/handshake,Handshake,mobile,1500000,operating,USA,NY,New York,NEW YORK,1,2010-01-01,2013-06-04,2013-06-04,2013-09-02
/company/handshakez,Handshakez,analytics,3600000,operating,USA,TX,Austin,Austin,1,2012-06-01,2013-03-06,2013-03-06,2012-12-01
/company/handybook,Handybook,other,2000000,operating,USA,MA,Boston,Cambridge,1,,2012-10-16,2012-10-16,2012-10-16
/company/hang-w,Hang w/,photo_video,2000000,operating,USA,CA,Los Angeles,Fountain Valley,1,2011-04-20,2013-07-16,2013-07-16,2013-07-16
/company/hanger-network-in-home-media,Hanger Network In-Home Media,advertising,18000000,operating,USA,NY,New York,New York,2,2005-01-01,2007-02-05,2008-06-01,
/company/hangout-industries,Hangout Industries,games_video,12000000,operating,USA,MA,Boston,Boston,3,2005-01-01,2007-03-01,2010-03-30,2010-01-31
/company/hangtime,Hangtime,web,,operating,USA,CA,SF Bay,San Francisco,1,,2011-06-14,2011-06-14,2011-05-01
/company/hansen-medical,Hansen Medical,medical,50768291,ipo,USA,CA,SF Bay,Mountain View,3,,2011-12-08,2013-08-14,2005-01-01
/company/hanzo-archives,Hanzo Archives,web,299222,operating,USA,CA,SF Bay,San Francisco,1,,2013-05-28,2013-05-28,
/company/happier-com,Happier Inc.,mobile,1200000,operating,USA,MA,Boston,Boston,1,2012-05-01,2012-07-01,2012-07-01,2012-12-01
/company/happy-cloud,Happy Cloud,games_video,8500000,operating,USA,NY,New York,NEW-YORK,2,2011-01-01,2013-04-23,2013-05-22,
/company/happy-inspector,Happy Inspector,mobile,850000,operating,USA,CA,SF Bay,San Francisco,1,2011-10-01,2012-07-18,2012-07-18,2011-10-01
/company/hapyrus,Hapyrus,analytics,,operating,USA,CA,SF Bay,Mountain View,1,2011-04-01,2011-11-10,2011-11-10,2013-04-10
/company/hara,Hara,enterprise,45000000,operating,USA,CA,SF Bay,San Mateo,3,2008-01-01,2008-01-01,2011-05-17,2012-05-01
/company/harbinger-tech-solutions,Harbinger Tech Solutions,finance,100000,operating,USA,VA,Norfolk,Norfolk,1,,2012-03-07,2012-03-07,
/company/harbor-medtech,Harbor MedTech,biotech,2904978,operating,USA,CA,Los Angeles,Irvine,2,2010-01-01,2012-01-30,2012-05-17,
/company/harbor-payments,Harbor Payments,software,40000000,operating,USA,GA,Atlanta,Atlanta,1,2000-01-01,2005-09-01,2005-09-01,2006-01-01
/company/hard-8-games-llc-operates-in-the-technology-sector-the-company-was-incorporated-in-2010-and-is-based-in-framingham-massachusetts,Hard 8 Games,games_video,1500000,operating,USA,MA,Boston,Framingham,1,,2011-09-13,2011-09-13,
/company/hard-candy-cases,Hard Candy Cases,hardware,,operating,USA,CA,SF Bay,Danville,1,2009-01-01,2010-01-06,2010-01-06,2012-08-04
/company/hardcore-computer,Hardcore Computer,manufacturing,500000,closed,USA,MN,Rochester,Rochester,1,2006-01-01,2010-04-09,2010-04-09,2006-01-01
/company/hardmetrics,HardMetrics,software,2000000,operating,USA,PA,Philadelphia,Doylestown,1,2003-01-01,2006-12-05,2006-12-05,2004-01-01
/company/hark,Hark,web,5000000,operating,USA,WA,Seattle,Seattle,1,2007-10-22,2007-11-01,2007-11-01,2012-09-01
/company/harmony-information-systems,Harmony Information Systems,software,39500000,operating,USA,VA,Washington DC,Reston,3,1998-01-01,2006-12-12,2011-12-15,2006-01-01
/company/harqen,HarQen,enterprise,7768177,operating,USA,WI,Milwaukee,Milwaukee,3,2007-05-05,2008-01-01,2011-10-13,2012-11-30
/company/hart-intercivic,Hart InterCivic,hardware,1200000,operating,USA,TX,Austin,Austin,2,,2005-01-01,2011-07-06,2007-01-01
/company/harvest-automation,Harvest Automation,manufacturing,18843000,operating,USA,MA,Groton,Groton,5,2009-01-01,2010-01-08,2013-02-28,2010-09-27
/company/harvest-power,Harvest Power,cleantech,204514000,operating,USA,MA,Boston,Waltham,10,2008-01-01,2009-12-24,2012-08-20,2011-07-08
/company/harvest-trends,Harvest Trends,games_video,1500000,operating,USA,MS,Ocean Springs,Ocean Springs,1,2009-10-01,2009-10-14,2009-10-14,2011-11-19
/company/hashable,Hashable,mobile,4000000,closed,USA,NY,New York,New York City,1,2010-01-01,2010-11-22,2010-11-22,2012-07-11
/company/hashtip,HashTip,web,200000,closed,USA,NJ,Edison,Edison,1,2012-03-12,2012-04-01,2012-04-01,2012-10-05
/company/hasoffers,HasOffers,advertising,9400000,operating,USA,WA,Seattle,Seattle,1,2009-04-01,2013-05-21,2013-05-21,2013-01-01
/company/hatchbuck,Hatchbuck,software,1365000,operating,USA,MO,Saint Louis,St. Louis,4,2011-01-01,2012-04-01,2012-09-19,2013-03-01
/company/hatteras-networks,Hatteras Networks,software,36000000,operating,USA,NC,Raleigh-Durham,Durham,2,2000-01-01,2005-06-08,2006-06-01,2006-01-01
/company/haul,HAUL,games_video,750000,operating,USA,CA,Los Angeles,Santa Monica,1,2013-01-15,2013-09-01,2013-09-01,2013-05-15
/company/haulerdeals,HaulerDeals,fashion,1250000,operating,USA,CA,Los Angeles,Los Angeles,1,2012-01-01,2012-10-31,2012-10-31,2012-03-01
/company/haus-bioceuticals,Haus Bioceuticals,,150000,operating,USA,OK,Oklahoma City,OKLAHOMA CITY,1,,2012-02-14,2012-02-14,2011-01-01
/company/hautesecure,Haute Secure,security,2100000,acquired,USA,WA,Seattle,Seattle,2,2006-01-01,2007-01-01,2009-03-09,2013-08-15
/company/hautelook,HauteLook,fashion,41000000,acquired,USA,CA,Los Angeles,Los Angeles,2,2007-12-01,2009-05-12,2010-06-03,2011-07-22
/company/have-to-have,Have to Have,mobile,,operating,USA,NY,New York,New York,1,2010-06-01,2012-06-25,2012-06-25,2013-02-01
/company/havemyshift,HaveMyShift,web,12000,operating,USA,IL,Chicago,Chicago,1,2009-09-10,2009-09-10,2009-09-10,2013-07-11
/company/hazelcast,Hazelcast,software,2500000,operating,USA,CA,SF Bay,Palo Alto,1,2008-12-20,2013-09-19,2013-09-19,
/company/hc1-com,hc1.com,enterprise,3064000,operating,USA,IN,Indianapolis,Indianapolis,1,,2013-04-12,2013-04-12,2011-07-01
/company/hdl-therapeutics,hdl therapeutics,biotech,925000,operating,USA,NJ,Short Hills,SHORT HILLS,1,,2013-02-13,2013-02-13,
/company/hds-international,HDS INTERNATIONAL,cleantech,27500,operating,USA,,Salt Lake City,Providence,1,2008-11-01,2013-07-23,2013-07-23,
/company/headcase-humanufacturing,HeadCase Humanufacturing,software,900000,operating,USA,CA,Los Angeles,Los Angeles,1,2006-01-01,2006-08-28,2006-08-28,
/company/headliner-fm,Headliner.fm,social,750000,operating,USA,NY,New York,Brooklyn,2,2009-08-01,2009-09-15,2010-12-20,2013-06-01
/company/headmix,HeadMix,software,660000,closed,USA,CA,SF Bay,San Francisco,1,2007-01-01,2009-11-04,2009-11-04,
/company/headplay,Headplay,games_video,291293,closed,USA,CA,Los Angeles,Burbank,1,1998-01-01,2010-05-05,2010-05-05,2009-09-01
/company/headsprout,HeadSprout,software,8256751,acquired,USA,WV,Seattle,Seattle,2,1999-01-01,2007-03-09,2010-03-11,2006-08-17
/company/headwater-partners,Headwater Partners,cleantech,7500003,operating,USA,CA,SF Bay,Redwood City,2,2008-01-01,2011-12-05,2012-06-29,
/company/healionics,Healionics,biotech,2600000,operating,USA,WA,Seattle,Redmond,1,,2008-12-11,2008-12-11,
/company/healogica,Healogica,web,890000,closed,USA,NY,New York,New York,2,2007-10-30,2008-03-20,2009-04-17,2010-05-01
/company/health-bliss,Health & Bliss,health,2000000,operating,USA,TN,Memphis,Memphis,1,2013-01-01,2013-09-18,2013-09-18,
/company/health-benefits-direct,Health Benefits Direct,finance,5400000,closed,USA,PA,Suite B101,"Suite B101, Radnor",1,2004-01-01,2010-10-01,2010-10-01,2004-01-01
/company/health-care-dataworks,HEALTH CARE DATAWORKS,analytics,4999541,operating,USA,OH,Columbus,Columbus,1,,2013-05-14,2013-05-14,2009-01-01
/company/health-catalyst,Health Catalyst,analytics,41000000,operating,USA,UT,Salt Lake City,Salt Lake City,2,,2013-01-08,2013-03-01,2013-02-28
/company/health-data-vision,Health Data Vision,health,2797691,operating,USA,CA,Los Angeles,Burbank,1,,2013-01-31,2013-01-31,
/company/health-elements,Health Elements,health,4000000,operating,USA,ID,unknown,Sandpoint,1,2011-01-01,2012-12-12,2012-12-12,
/company/health-enhancement-products,health enhancement products,health,3154500,operating,USA,MI,Detroit,Bloomfield,9,,2011-11-14,2013-08-12,
/company/health-essentials,Health Essentials,biotech,1006102,operating,USA,CA,Los Angeles,Santa Ana,2,,2012-10-25,2013-08-02,
/company/health-evillage,Health eVillages,biotech,58000,operating,USA,MA,Boston,Reading,1,,2013-08-27,2013-08-27,
/company/health-guru,Health Guru Media Inc.,health,9450000,operating,USA,NY,New York,New York,3,2007-01-01,2007-01-01,2011-06-29,2012-03-01
/company/health-hero-network,Health Hero Network(Bosch Healthcare),software,16000000,acquired,USA,CA,SF Bay,Palo Alto,1,1988-01-01,2006-11-17,2006-11-17,2008-02-01
/company/health-informatics,Health Informatics,health,10000000,closed,USA,VA,SF Bay,Richmond,1,,2012-05-25,2012-05-25,
/company/health-information-designs,Health Information Designs,analytics,,operating,USA,AL,Auburn,Auburn,1,,2012-05-21,2012-05-21,
/company/health-innovation-technologies,Health Innovation Technologies,,600015,operating,USA,WI,Madison,Madison,1,2006-01-01,2011-11-22,2011-11-22,
/company/health-integrated,Health Integrated,biotech,1213660,operating,USA,FL,Tampa,TAMPA,3,,2012-04-03,2013-04-19,
/company/health-market-science,Health Market Science,analytics,6100000,operating,USA,PA,Philadelphia,King of Prussia,1,1999-01-01,2010-08-23,2010-08-23,2013-05-07
/company/health-options-worldwide,Health Options Worldwide,health,612000,operating,USA,NJ,Princeton,Princeton,3,2008-12-01,2011-01-01,2011-12-27,2013-01-01
/company/health-plan-one,Health Plan One,web,6500000,operating,USA,CT,Shelton,Shelton,1,2006-01-01,2008-04-21,2008-04-21,2011-06-07
/company/health-recovery-solutions,Health Recovery Solutions,enterprise,55000,operating,USA,NY,New York,New York,2,2012-01-15,2012-11-16,2013-06-20,2012-01-15
/company/healthation,Healthation,finance,14000000,operating,USA,,Chicago,Lisle,1,2002-01-01,2013-06-05,2013-06-05,
/company/healthcare-corporation-of-america,Healthcare Corporation of America,biotech,5925000,operating,USA,TN,Nashville,Nashville,1,1968-01-01,2012-10-15,2012-10-15,
/company/healthcare-impact-associates,HealthCare Impact Associates,health,2000000,operating,USA,MN,Minneapolis,Minneapolis,1,,2013-04-23,2013-04-23,
/company/healthcare-com,HealthCare.com,web,6100000,operating,USA,FL,Miami,Miami,1,2006-12-01,2007-06-20,2007-06-20,
/company/healthcaresource,HealthcareSource,software,11200000,operating,USA,MA,Boston,Woburn,1,1992-01-01,2010-11-08,2010-11-08,2008-01-01
/company/healthcentral,HealthCentral,web,50000000,acquired,USA,VA,Washington DC,Arlington,1,,2008-01-01,2008-01-01,2010-12-09
/company/healthdatainsights,HealthDataInsights,software,13200000,acquired,USA,NV,Las Vegas,Las Vegas,1,,2005-08-01,2005-08-01,2011-11-08
/company/healthedge-software,HealthEdge Software,software,2474966,operating,USA,MA,Boston,Burlington,2,2004-01-01,2010-11-17,2012-01-05,
/company/healtheo360,Healtheo360,biotech,400000,operating,USA,NJ,Philadelphia,Flemington,2,2012-01-01,2012-05-11,2012-07-24,
/company/healthequity,HealthEquity,health,12500000,operating,USA,UT,Salt Lake City,Draper,1,2002-01-01,2011-09-09,2011-09-09,
/company/healthfleet-com,HealthFleet.com,biotech,723723,operating,USA,CT,New York,Norwalk,1,,2013-05-06,2013-05-06,
/company/healthfusion,HealthFusion,software,2242196,operating,USA,CA,San Diego,Solana Beach,2,1998-01-01,2009-12-28,2012-07-17,
/company/healthid-profile,HealthID Profile,health,250000,operating,USA,RI,Providence,Providence,1,2012-01-01,2012-12-01,2012-12-01,
/company/healthination,HealthiNation,web,12000000,operating,USA,NY,New York,New York,2,2005-04-01,2007-01-01,2008-09-30,2012-10-01
/company/healthline,Healthline Networks,medical,49000000,operating,USA,CA,SF Bay,San Francisco,3,2002-01-01,2006-01-01,2010-04-26,2012-08-01
/company/healthlok,HealthLok,web,,operating,USA,NE,Omaha,Omaha,2,2008-10-01,2006-01-01,2008-01-01,2008-11-01
/company/healthmedia,HealthMedia,consulting,3000000,acquired,USA,MI,Detroit,Ann Arbor,1,,2003-03-31,2003-03-31,2009-01-01
/company/healthmicro,HealthMicro,,,operating,USA,CA,SF Bay,Los Altos,2,2008-01-01,2007-09-01,2010-06-01,
/company/healthonomy,Healthonomy,biotech,322500,operating,USA,CA,SF Bay,Menlo Park,1,,2012-08-08,2012-08-08,
/company/healthpocket,HealthPocket,web,2000000,operating,USA,CA,SF Bay,Sunnyvale,1,2012-01-01,2012-08-22,2012-08-22,
/company/healthpointz,Healthpointz,medical,50000,operating,USA,MI,Detroit,Ann Arbor,1,2013-12-14,2013-06-18,2013-06-18,
/company/healthprize-technologies,HealthPrize Technologies,health,2632000,operating,USA,CT,New York,Norwalk,2,2009-09-01,2012-04-03,2013-01-24,2009-09-01
/company/healthrageous,Healthrageous,hardware,15000000,operating,USA,MA,Boston,Boston,3,2010-01-01,2011-07-08,2013-06-09,2013-01-01
/company/healthrally,HealthRally,social,400000,operating,USA,CA,SF Bay,San Francisco,2,2010-03-01,2011-12-01,2012-01-01,2012-01-12
/company/healthscripts-of-america,HealthScripts of America,biotech,1450000,operating,USA,TX,Houston,KATY,1,,2013-09-27,2013-09-27,
/company/healthsense,Healthsense,biotech,18300000,operating,USA,MN,Mendota Heights,Mendota Heights,4,,2010-08-25,2013-05-23,2011-01-01
/company/healthsmart-holdings,HealthSmart Holdings,biotech,15999996,operating,USA,TX,unknown,Boulevard,1,1983-01-01,2012-01-13,2012-01-13,
/company/healthsouk,HealthSouk,web,,operating,USA,CA,SF Bay,Mountain View,1,2011-04-01,2012-02-09,2012-02-09,2013-06-03
/company/healthspot,HealthSpot,health,13380305,operating,USA,OH,Columbus,DUBLIN,4,2010-01-01,2011-11-15,2013-04-10,
/company/healthspring,HealthSpring,biotech,3700000,ipo,USA,TN,Nashville,Franklin,1,,2013-06-19,2013-06-19,
/company/healthtap,HealthTap,health,37850000,operating,USA,CA,SF Bay,Palo Alto,4,2010-01-01,2010-01-01,2013-05-08,2013-08-15
/company/healthteacher,HealthTeacher,health,5270000,operating,USA,TN,Nashville,Nashville,1,,2011-06-28,2011-06-28,
/company/healthtell,HealthTell,health,4000000,operating,USA,AZ,Phoenix,Chandler,1,2010-01-01,2013-08-20,2013-08-20,
/company/healthvest-holdings,Healthvest Holdings,,81700,operating,USA,TX,Dallas,Dallas,1,2012-01-01,2012-10-23,2012-10-23,
/company/healthwarehouse-com,HealthWarehouse.com,ecommerce,7500000,operating,USA,OH,Cincinnati,Loveland,5,2007-08-30,2009-05-15,2011-09-02,2007-08-01
/company/healthwyse,HealthWyse,software,,operating,USA,MA,Boston,Wilmington,1,1998-06-01,2011-09-20,2011-09-20,
/company/healthy-humans,Healthy Humans,other,150000,operating,USA,PA,Philadelphia,Wayne,1,,2008-07-01,2008-07-01,
/company/healthy-labs,Healthy Labs,medical,,operating,USA,CA,SF Bay,San Francisco,1,2011-01-01,2011-05-01,2011-05-01,
/company/healthyme-mobile-solutions,HealthyMe Mobile Solutions,health,50000,operating,USA,MO,Saint Louis,St. Louis,1,2012-11-05,2013-09-01,2013-09-01,
/company/heapsylon,Heapsylon,hardware,290000,operating,USA,WA,Seattle,Redmond,1,2010-11-01,2013-07-01,2013-07-01,
/company/hearo-fm,hearo.fm,social,195500,operating,USA,CA,SF Bay,Mountain View,3,2010-09-01,2012-03-15,2013-04-12,2011-01-01
/company/hearsay-social,Hearsay Social,software,51000000,operating,USA,CA,SF Bay,San Francisco,3,2009-01-01,2011-02-03,2013-09-05,2013-09-05
/company/heartbeat-2,Heartbeat,ecommerce,20000,operating,USA,NY,New York,New York,1,2011-01-01,2011-05-01,2011-05-01,1990-01-01
/company/heartflow,HeartFlow,,74999999,operating,USA,CA,SF Bay,Redwood City,1,2007-01-01,2012-02-02,2012-02-02,2012-01-01
/company/heartscape,Heartscape,biotech,16980999,acquired,USA,MD,Washington DC,Columbia,1,2000-01-01,2007-04-24,2007-04-24,2005-01-01
/company/heat-biologics,Heat Biologics,biotech,7850050,ipo,USA,NC,Raleigh-Durham,Chapel Hill,2,2008-01-01,2012-05-21,2013-04-09,2009-01-01
/company/heatgenie,HeatGenie,,561325,operating,USA,TX,Austin,Austin,2,2007-01-01,2011-11-17,2012-04-09,2010-06-19
/company/heatsync,HeatSync,analytics,500000,operating,USA,CA,Los Angeles,Los Angeles,1,2013-04-02,2013-01-01,2013-01-01,
/company/heatwave-interactive,Heatwave Interactive,games_video,10000000,operating,USA,TX,Austin,Austin,2,2008-01-01,2008-07-29,2010-03-15,
/company/heavy,Heavy,web,33000000,operating,USA,NY,New York,New York,3,1999-01-01,2001-03-01,2007-01-08,
/company/hedgeco,HedgeCo,web,2960000,operating,USA,FL,Palm Beach,West Palm Beach,1,2002-01-01,2008-04-10,2008-04-10,2013-03-01
/company/hedgeye-risk-management,Hedgeye Risk Management,analytics,,operating,USA,CT,New Haven,New Haven,1,2008-01-01,2013-01-23,2013-01-23,2011-08-01
/company/hedvig,Hedvig,software,12500001,operating,USA,CA,SF Bay,Santa Clara,2,2012-01-01,2012-06-07,2013-05-07,
/company/heirloom-computing,Heirloom Computing,software,3000000,operating,USA,CA,SF Bay,Fremont,1,2010-10-01,2013-08-23,2013-08-23,2012-09-01
/company/heliae,Heliae,biotech,123400000,operating,USA,AZ,Phoenix,Gilbert,3,2008-01-01,2012-05-02,2013-09-03,2012-01-01
/company/helicomm,Helicomm,network_hosting,1000000,operating,USA,CA,San Diego,San Diego,1,2002-01-01,2006-03-21,2006-03-21,
/company/helicon-therapeutics,Helicon Therapeutics,biotech,50000000,operating,USA,CA,San Diego,San Diego,1,,2009-09-29,2009-09-29,
/company/helidyne,Helidyne,cleantech,150000,operating,USA,WA,Vancouver,Vancouver,1,,2012-03-07,2012-03-07,
/company/helios,Helios,,25000,operating,USA,CA,SF Bay,San Francisco,1,,2013-01-01,2013-01-01,
/company/helios-innovative-technologies,Helios Innovative Technologies,biotech,500009,operating,USA,NY,Syracuse,SYRACUSE,1,2012-01-01,2013-04-10,2013-04-10,
/company/heliovolt,HelioVolt,cleantech,253000000,operating,USA,TX,Austin,Austin,6,2001-01-01,2005-06-01,2013-08-03,2011-02-23
/company/helium,Helium,web,27000000,acquired,USA,MA,Boston,Andover,2,,2008-10-27,2011-05-05,2011-05-05
/company/helix-biomedix,HELIX BIOMEDIX,biotech,500000,operating,USA,WA,Seattle,Bothell,1,,2013-05-01,2013-05-01,
/company/helix-therapeutics,Helix Therapeutics,biotech,3100000,closed,USA,CT,New Haven,New Haven,2,2006-01-01,2010-01-11,2010-11-23,2010-11-23
/company/hellhouse-media,HellHouse Media,other,250000,operating,USA,WA,Seattle,Renton,1,2004-11-20,2009-02-16,2009-02-16,2011-01-10
/company/hello-chair,Hello Chair,mobile,889999,closed,USA,CA,SF Bay,San Francisco,2,2006-01-01,2007-06-01,2010-04-12,2011-03-08
/company/hello-health,Hello Health,medical,21500000,operating,USA,NY,New York,New York,2,,2012-02-28,2012-11-26,2008-01-01
/company/hello-music,Hello Music,ecommerce,4000000,operating,USA,CA,Los Angeles,Los Angeles,1,2010-01-22,2010-01-22,2010-01-22,2011-01-01
/company/standard-im-inc,Hello! Messenger,messaging,,operating,USA,SC,Charleston,Charleston,2,2009-09-29,2009-09-29,2010-03-05,2009-09-29
/company/hellofresh,HelloFresh,hospitality,17500000,operating,USA,NY,New York,New York,2,,2012-12-12,2013-09-30,2013-09-30
/company/hellowallet,HelloWallet,software,16150000,operating,USA,DC,Washington DC,Washington,3,2009-01-01,2010-03-05,2012-01-26,2013-04-01
/company/helm-boots,HELM Boots,fashion,120000,operating,USA,TX,Austin,Austin,1,,2012-08-09,2012-08-09,
/company/help-me-rent-magazine,Help Me Rent Magazine,real_estate,500000,closed,USA,CA,Los Angeles,Hollywood,1,2010-01-01,2010-08-01,2010-08-01,
/company/brightwurks,Help Scout,software,3450430,operating,USA,MA,Boston,Boston,3,2011-01-01,2011-03-01,2012-09-06,2011-10-08
/company/helpa,Helpa,advertising,2000000,operating,USA,CA,Los Angeles,Santa Monica,1,2013-01-01,2013-01-01,2013-01-01,2013-01-01
/company/helpful-alliance,Helpful Alliance,,101100000,operating,USA,FL,Miami,Miami,3,2012-01-01,2012-11-29,2013-02-06,2012-04-11
/company/helpful-technologies,Helpful Technologies,cleantech,2575000,operating,USA,FL,Fort Lauderdale,Ft. Lauderdale,3,2008-01-01,2008-12-31,2013-04-30,2011-05-06
/company/helphive,HelpHive,web,250000,closed,USA,WA,Seattle,Shoreline,1,2008-01-01,2008-07-01,2008-07-01,2011-08-30
/company/helpmerent-com,HelpMeRent.com,real_estate,154000,closed,USA,CA,Los Angeles,Hollywood,1,2010-10-01,2011-08-01,2011-08-01,2011-12-09
/company/helpscore,HelpScore,web,,operating,USA,CA,San Diego,San Diego,1,2011-01-01,2012-09-27,2012-09-27,
/company/helpshift-inc,"Helpshift, Inc.",mobile,3200000,operating,USA,CA,SF Bay,San Francisco,1,,2012-10-30,2012-10-30,2013-01-15
/company/helpstream,Helpstream,web,8600000,operating,USA,CA,SF Bay,Mountain View,1,2004-01-01,2008-02-28,2008-02-28,2007-01-01
/company/hemaquest,HemaQuest Pharmaceuticals,biotech,31499999,operating,USA,CA,San Diego,San Diego,3,,2010-04-21,2012-03-12,
/company/hemera-biosciences,Hemera Biosciences,biotech,1299956,operating,USA,MA,Boston,Newton,1,2010-01-01,2013-04-01,2013-04-01,
/company/hemoshear,HemoShear,biotech,4050000,operating,USA,VA,Charlottesville,Charlottesville,2,2008-01-01,2012-03-26,2012-10-24,
/company/hemosonics,HemoSonics,medical,1285997,operating,USA,VA,Charlottesville,Charlottesville,1,,2013-06-11,2013-06-11,
/company/hems-technology,HEMS Technology,cleantech,400000,operating,USA,TX,Dallas,Mansfield,1,2005-03-25,2013-03-24,2013-03-24,
/company/henley-putnam-university,Henley-Putnam University,education,4800000,operating,USA,CA,SF Bay,San Jose,1,,2010-10-08,2010-10-08,
/company/hepatochem,HepatoChem,biotech,430000,operating,USA,MA,Boston,Cambridge,2,,2011-10-14,2012-04-30,
/company/hepregen,Hepregen,biotech,4500000,operating,USA,MA,Boston,Medford,4,,2008-09-02,2012-06-27,
/company/hera-therapeutics,Hera Therapeutics,biotech,501006,operating,USA,CA,San Diego,Del Mar,1,2012-01-01,2013-06-12,2013-06-12,
/company/herbabyshower,HerBabyShower,ecommerce,,operating,USA,CA,SF Bay,Burlingame,1,2002-01-01,2012-10-01,2012-10-01,2012-10-01
/company/herborium-group,Herborium Group,biotech,25000,operating,USA,NJ,New York,Teaneck,1,2000-01-01,2011-11-14,2011-11-14,
/company/here-on-biz,Here On Biz,social,100000,operating,USA,CA,Los Angeles,Calabasas,1,2012-01-15,2012-01-15,2012-01-15,2013-05-01
/company/wish-upon-a-hero,HERO Network,finance,800000,operating,USA,NJ,unknown,"Cherry, Hill",2,2010-10-10,2010-10-27,2013-07-15,2013-04-01
/company/heroic,Heroic,web,120000,operating,USA,MN,Minneapolis,Minneapolis,1,2011-07-01,2011-10-01,2011-10-01,2011-12-01
/company/heroku,Heroku,enterprise,13020000,acquired,USA,CA,SF Bay,San Francisco,3,2007-07-01,2008-01-01,2010-05-10,2013-04-24
/company/heska,HESKA,biotech,3570000,operating,USA,CO,Loveland,LOVELAND,1,1998-01-01,2013-03-05,2013-03-05,
/company/hetexted,HeTexted,web,500000,operating,USA,NY,New York,NY,1,2012-10-01,2013-04-12,2013-04-12,2012-07-01
