permalink,name,category_code,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,last_milestone_at
/company/etouches,etouches,software,7750000,operating,USA,CT,New York,Norwalk,2,1997-01-01,2010-06-09,2012-08-21,2011-03-08
/company/etsy,Etsy,ecommerce,91650000,operating,USA,NY,New York,Brooklyn,7,2005-06-18,2005-06-01,2012-05-09,2013-06-14
/company/eucalyptus-systems-inc,Eucalyptus Systems,enterprise,55500000,operating,USA,CA,Santa Barbara,Goleta,3,2009-01-01,2009-04-29,2012-04-18,2012-04-18
/company/euclid,Euclid,analytics,23600000,operating,USA,CA,SF Bay,Palo Alto,3,,2010-06-01,2013-02-21,2013-02-21
/company/euclid-media,Euclid Media,web,,operating,USA,CA,SF Bay,Menlo Park,1,2007-01-01,2007-01-01,2007-01-01,
/company/eurekster,Eurekster,web,6850000,closed,USA,CA,California - Other,,2,2004-01-01,2004-12-01,2007-03-13,2008-02-27
/company/euthymics-bioscience,Euthymics Bioscience,biotech,66008945,operating,USA,MA,Boston,Braintree,5,,2010-07-22,2012-11-27,2011-03-09
/company/ev-connect,EV Connect,cleantech,1400000,operating,USA,CA,Los Angeles,Los Angeles,1,,2013-01-01,2013-01-01,2013-01-01
/company/evalve,Evalve,biotech,60000000,acquired,USA,CA,SF Bay,Menlo Park,1,1999-01-01,2007-11-27,2007-11-27,2009-01-01
/company/evaporcool,Evaporcool,manufacturing,100000,operating,USA,TN,Memphis,Memphis,1,2008-01-01,2012-03-09,2012-03-09,
/company/evariant,eVariant,medical,7900000,operating,USA,CT,Farmington,Farmington,2,2008-10-29,2011-11-21,2012-06-01,2011-12-08
/company/eve-biomedical,Eve Biomedical,biotech,6002724,operating,USA,CA,SF Bay,Mountain View,1,,2012-12-20,2012-12-20,
/company/eved,Eved,web,11201619,operating,USA,IL,Chicago,Skokie,2,2010-01-01,2012-01-04,2013-01-31,2011-06-01
/company/evena-medical,Evena Medical,hardware,500000,operating,USA,CA,Sacramento,Roseville,1,,2013-09-26,2013-09-26,
/company/evendor-check,eVendor Check,web,35000,operating,USA,PA,Hawley,Hawley,1,2008-01-01,2008-11-19,2008-11-19,
/company/event-farm,Event Farm,software,500000,operating,USA,DC,unknown,Washingon,1,2011-11-01,2012-03-01,2012-03-01,
/company/event-innovation,Event Innovation,enterprise,,closed,USA,VA,Washington DC,Herndon,1,2007-08-01,2007-08-01,2007-08-01,2013-04-25
/company/eventblimp,eventblimp,search,,operating,USA,NY,New York,New York,2,2012-12-17,2012-12-17,2013-02-01,2013-02-01
/company/eventbrite,Eventbrite,web,139550000,operating,USA,CA,SF Bay,San Francisco,7,2006-01-01,2006-11-01,2013-04-22,2013-09-03
/company/eventful,Eventful,web,19600000,operating,USA,CA,San Diego,San Diego,3,2004-01-01,2005-03-01,2008-10-15,2013-03-27
/company/eventsmart,EventSmart,social,25000,operating,USA,UT,Salt Lake City,Midvale,1,2010-01-01,2012-09-26,2012-09-26,
/company/eventup,Eventup,web,1800000,operating,USA,CA,Los Angeles,Santa Monica,1,2011-07-01,2012-06-04,2012-06-04,2012-02-07
/company/eventvue,EventVue,public_relations,455000,closed,USA,CO,Denver,Boulder,2,2007-05-01,2007-08-01,2007-09-01,
/company/eveo,Eveo,advertising,9161897,operating,USA,CA,SF Bay,SAN FRANCISCO,1,,2011-12-20,2011-12-20,
/company/everbill,everbill,software,50000,operating,USA,CA,SF Bay,Mountain View,1,2012-09-01,2012-09-01,2012-09-01,2012-09-01
/company/everbridge,Everbridge,software,3200000,operating,USA,CA,Los Angeles,Glendale,1,2002-01-01,2010-04-29,2010-04-29,
/company/everdream,Everdream,software,20000000,acquired,USA,CA,SF Bay,Fremont,1,1998-01-01,2005-09-20,2005-09-20,2006-01-01
/company/everest,Everest,web,1500000,operating,USA,CA,SF Bay,San Francisco,2,,2012-01-01,2012-08-01,2013-02-14
/company/everest-software,Everest Software,enterprise,8000000,acquired,USA,VA,Washington DC,Dulles,1,1994-01-01,2006-02-07,2006-02-07,2001-01-01
/company/everfi,Everfi,education,21000000,operating,USA,,Washington DC,"Washington, D.C.",2,2008-01-01,2010-09-02,2012-08-14,2012-08-14
/company/evergage,Evergage,software,2000000,operating,USA,MA,Boston,Somerville,1,2010-09-01,2012-05-01,2012-05-01,2012-05-22
/company/evergram,Evergram,messaging,1600000,operating,USA,CA,SF Bay,San Francisco,2,2011-12-08,2012-07-12,2013-07-03,2012-11-13
/company/everist-genomics,Everist Genomics,biotech,12541765,operating,USA,MI,Detroit,Ann Arbor,2,,2012-02-03,2012-09-04,2006-01-01
/company/everlane,Everlane,ecommerce,1100000,operating,USA,CA,SF Bay,San Francisco,1,2010-01-01,2011-04-01,2011-04-01,2012-12-13
/company/everloop,Everloop,social,3100000,operating,USA,CA,SF Bay,Danville,1,2011-02-01,2011-06-13,2011-06-13,2012-10-25
/company/evermind,evermind,hardware,1815000,operating,USA,TN,Nashville,Nashville,2,2011-01-01,2012-01-05,2013-06-20,2012-05-01
/company/evernote,Evernote,web,250500000,operating,USA,CA,SF Bay,Redwood City,8,2004-01-01,2006-03-01,2012-11-30,2013-09-27
/company/everpath,Everpath,ecommerce,118000,operating,USA,WA,Seattle,Seattle,1,2013-01-01,2013-08-05,2013-08-05,
/company/everpix,Everpix,photo_video,2425000,operating,USA,CA,SF Bay,San Francisco,3,2011-08-26,2011-11-18,2012-07-19,2013-06-27
/company/everpower,EverPower,cleantech,55000000,operating,USA,NY,New York,New York,1,,2009-08-26,2009-08-26,
/company/wedding-snap,Eversnap,mobile,,operating,USA,CA,SF Bay,Sunnyvale,1,,2013-01-03,2013-01-03,2013-07-09
/company/everspin-technologies,EverSpin Technologies,manufacturing,41770492,operating,USA,AZ,Phoenix,Chandler,4,2003-08-05,2008-04-22,2013-08-12,2011-05-01
/company/eversync-solutions,Eversync Solutions,software,2997562,operating,USA,CA,SF Bay,Campbell,1,,2012-11-14,2012-11-14,
/company/evertrue,EverTrue,mobile,6550000,operating,USA,MA,Boston,Boston,3,2010-01-01,2011-03-01,2013-03-21,2013-03-21
/company/everwise,Everwise,software,3450000,operating,USA,NY,New York,New York,2,2012-04-01,2012-05-01,2013-06-19,2013-01-01
/company/everyday-health,Everyday Health,health,165489320,operating,USA,NY,New York,New York,8,2002-01-01,2003-02-01,2012-09-25,2013-01-01
/company/everyday-solutions,Everyday Solutions,mobile,2809010,operating,USA,MA,Boston,Concord,1,2000-01-01,2010-06-18,2010-06-18,
/company/everymove,EveryMove,health,9192554,operating,USA,WA,Seattle,Seattle,5,2009-03-01,2011-01-01,2013-04-01,2013-03-20
/company/everyone-counts,Everyone Counts,software,8458943,operating,USA,CA,San Diego,San Diego,2,1997-01-01,2009-11-12,2011-08-25,
/company/everypoint,Everypoint,software,14000000,operating,USA,MA,Boston,Boston,2,2002-01-01,2005-06-30,2006-03-15,2008-01-01
/company/everypost,Everypost,mobile,275000,operating,USA,FL,Miami,Miami,2,2012-08-01,2012-09-01,2013-08-02,2013-08-02
/company/everyscape,EveryScape,web,17500000,operating,USA,MA,Boston,Newton,3,2002-01-01,2005-01-01,2010-02-18,2011-02-28
/company/everything-but-the-house,Everything But The House (EBTH),ecommerce,,operating,USA,OH,Cincinnati,Cincinnati,1,2006-01-01,2012-05-01,2012-05-01,
/company/evestment-alliance,eVestment,analytics,19000000,operating,USA,GA,Atlanta,Marietta,1,2000-01-01,2010-11-18,2010-11-18,2012-11-13
/company/evident-health,Evident Health,biotech,100000,operating,USA,OK,unknown,Oklahoma,1,2012-01-01,2012-09-27,2012-09-27,
/company/evident-software,Evident Software,software,,operating,USA,NJ,New York,Newark,1,,2008-09-01,2008-09-01,2010-03-15
/company/evident-io,Evident.io,,1500000,operating,USA,CA,SF Bay,Dublin,1,,2013-09-04,2013-09-04,
/company/better-advertising,Evidon,analytics,9500000,operating,USA,NY,New York,New York,2,2009-06-01,2009-01-01,2010-11-22,2013-06-17
/company/evirx,Evirx,enterprise,150000,operating,USA,GA,Athens,Athens,2,2008-02-17,2008-12-01,2010-08-01,
/company/evntlive,EvntLive,music,2300000,operating,USA,CA,SF Bay,Redwood City,1,,2013-02-07,2013-02-07,2013-03-01
/company/evo-media-group,EVO Media Group,finance,1500000,operating,USA,WA,Seattle,Seattle,3,2007-10-01,2007-11-01,2009-11-24,
/company/evo-com,Evo.com,,6000000,operating,USA,WA,Seattle,Seattle,1,,2010-12-01,2010-12-01,
/company/evoapp,EvoApp,analytics,3939383,closed,USA,NC,Raleigh-Durham,Durham,4,2009-01-01,2010-10-15,2012-04-20,2011-05-01
/company/evofem,EVOFEM,health,25000000,operating,USA,CA,San Diego,San Diego,1,1996-01-01,2009-12-08,2009-12-08,
/company/evogen,Evogen,security,4041322,operating,USA,MO,Kansas City,Kansas City,2,2001-01-01,2008-11-17,2010-01-25,
/company/evolent-health,Evolent Health,health,100000000,operating,USA,VA,Washington DC,Arlington,1,2011-01-01,2013-09-30,2013-09-30,2012-01-01
/company/evolution-nutrition,Evolution Nutrition,web,150000,operating,USA,CA,unknown,Suite E,1,2009-01-01,2011-11-10,2011-11-10,
/company/evolution-robotics,Evolution Robotics,software,13880000,acquired,USA,CA,Los Angeles,Pasadena,1,2001-01-01,2008-11-10,2008-11-10,2012-09-23
/company/evolutionary-genomics,Evolutionary Genomics,biotech,,operating,USA,CO,Denver,Lafayette,1,2000-05-01,2008-04-11,2008-04-11,
/company/evolv-on-demand,Evolv,analytics,34250000,operating,USA,CA,SF Bay,San Francisco,3,2007-01-01,2008-01-29,2013-03-12,2013-08-01
/company/evolv-technologies,Evolv Technologies,other,11819107,operating,USA,MA,Boston,Wayland,1,,2013-08-29,2013-08-29,
/company/evolve-ip,Evolve IP,network_hosting,24300000,operating,USA,PA,Philadelphia,Wayne,2,2006-12-01,2008-01-18,2010-09-14,2012-08-01
/company/evolven-software,Evolven Software,software,,operating,USA,NJ,New York,Jersey City,1,2007-01-01,2011-12-01,2011-12-01,
/company/evolver,Evolver,games_video,800000,operating,USA,CA,Los Angeles,Aliso Viejo,1,2004-08-01,2008-08-01,2008-08-01,2011-08-22
/company/evomail,Evomail,software,100000,operating,USA,KS,Wichita,Wichita,1,2012-08-01,2013-07-29,2013-07-29,2013-09-05
/company/evostor,Evostor,software,8000000,acquired,USA,CA,SF Bay,Campbell,2,2007-01-01,2008-11-01,2010-03-19,2009-01-01
/company/political-technologies,eVoter,web,99997,operating,USA,FL,Fort Lauderdale,Hollywood,1,2009-08-01,2011-12-30,2011-12-30,2009-11-01
/company/evoz,Evoz,hardware,150000,operating,USA,CA,SF Bay,"Los Altos,",3,2010-03-01,2010-03-01,2011-07-01,2011-04-01
/company/evozym-biologics,Evozym Biologics,biotech,600000,operating,USA,DE,unknown,19812 Shirling Lane,1,2009-01-01,2011-12-09,2011-12-09,
/company/evri,Evri,news,11849203,operating,USA,WA,Seattle,Seattle,3,2007-07-01,2008-01-01,2012-06-14,2012-09-20
/company/evs-glaucoma-therapeutics,EVS Glaucoma Therapeutics,biotech,,operating,USA,VA,Washington DC,Herndon,1,,2013-09-11,2013-09-11,
/company/ewise,eWise,finance,26179213,operating,USA,,Colorado,Colorado,3,1999-01-01,2010-07-28,2012-12-30,2011-06-07
/company/exablox,Exablox,hardware,29474999,operating,USA,CA,SF Bay,Mountain View,2,2010-01-01,2011-11-16,2012-12-18,2012-01-01
/company/exactcost,ExactCost,software,8500000,operating,USA,FL,Fort Lauderdale,Hallandale Beach,1,,2011-06-09,2011-06-09,
/company/exacttarget,ExactTarget,software,244510002,acquired,USA,IN,Indianapolis,Indianapolis,8,2000-12-01,2004-07-21,2012-10-24,2013-08-04
/company/exadigm,ExaDigm,hardware,12000000,operating,USA,CA,Los Angeles,Santa Ana,1,2000-01-01,2007-07-09,2007-07-09,2005-01-01
/company/exagen-diagnostics,Exagen Diagnostics,biotech,30320875,operating,USA,NM,Albuquerque,Albuquerque,6,,2005-06-28,2012-11-02,
/company/exagrid-systems,ExaGrid Systems,enterprise,72100000,operating,USA,MA,Boston,Westborough,5,2002-01-01,2005-03-28,2011-02-16,2011-02-16
/company/exajoule,Exajoule,hardware,2500000,operating,USA,CA,SF Bay,Palo Alto,2,2002-01-01,2002-09-01,2004-04-01,2002-01-01
/company/exalt-communications,Exalt Communications,mobile,15000000,operating,USA,CA,SF Bay,Campbell,1,2004-01-01,2009-02-17,2009-02-17,2005-10-01
/company/exaprotect,Exaprotect,security,7660000,acquired,USA,CA,SF Bay,Mountain View,1,2004-01-01,2006-07-10,2006-07-10,2012-11-01
/company/exaptive,Exaptive,analytics,80000,operating,USA,MA,Boston,CAMBRIDGE,1,2011-01-01,2013-03-21,2013-03-21,
/company/exavio,Exavio,public_relations,10000000,operating,USA,CA,SF Bay,Santa Clara,2,2002-01-01,2005-01-01,2006-05-01,
/company/excaliard-pharmaceuticals,Excaliard Pharmaceuticals,biotech,15500000,operating,USA,CA,San Diego,Carlsbad,1,,2007-11-27,2007-11-27,
/company/excel-business-intelligence,Excel Business Intelligence,web,1000,operating,USA,WY,Wyoming - Other,,1,,2013-09-25,2013-09-25,
/company/excel-energy,Excel Energy,software,2200000,acquired,USA,OK,Tulsa,Tulsa,1,,2006-11-20,2006-11-20,
/company/excelerarx,ExceleraRx,biotech,300000,operating,USA,MN,Minneapolis,Minneapolis,1,2011-01-01,2011-10-04,2011-10-04,
/company/excelimmune,Excelimmune,biotech,34000000,operating,USA,MA,Boston,Woburn,5,,2010-04-14,2012-01-03,2011-05-31
/company/exchangery,Exchangery,enterprise,75000,closed,USA,IL,Chicago,Chicago,1,,2011-06-01,2011-06-01,
/company/exclaim-technologies,Exclaim Technologies,mobile,3500000,operating,USA,NJ,West Trenton,West Trenton,1,,2006-05-01,2006-05-01,
/company/exclusively-in,Exclusively.in,fashion,18800000,acquired,USA,NY,New York,New York,2,2010-01-01,2010-11-03,2011-05-29,2011-08-21
/company/exec,Exec,web,3300000,operating,USA,CA,SF Bay,San Francisco,1,,2012-05-25,2012-05-25,2013-10-01
/company/execonline,ExecOnline,education,2016100,operating,USA,NY,New York,New York,2,2012-04-01,2012-10-01,2013-07-10,2012-10-26
/company/execue,ExeCue,software,2200000,operating,USA,CT,New York,Stamford,1,2005-05-01,2008-09-16,2008-09-16,2005-05-01
/company/executive-caddie,Executive Caddie,,3000000,operating,USA,CA,SF Bay,Mountain View,1,,2004-01-01,2004-01-01,2011-11-30
/company/executive-intermediary,Executive Intermediary,other,1000,operating,USA,NY,New York,New York,1,2007-07-07,2008-06-01,2008-06-01,
/company/exegy,Exegy,hardware,11500000,operating,USA,MO,Saint Louis,St. Louis,2,2003-01-01,2010-04-09,2013-02-11,2010-01-01
/company/exelate,eXelate,advertising,32000000,operating,USA,NY,New York,New York,3,2007-01-01,2007-10-01,2012-09-24,2013-01-01
/company/exelis,Exelis,software,2000000,operating,USA,VA,Washington DC,McLean,1,,2013-08-18,2013-08-18,2013-09-12
/company/exercise-com,Exercise.com,web,1742379,operating,USA,CA,SF Bay,Mountain View,1,2010-01-01,2010-05-12,2010-05-12,2010-07-27
/company/exeros,Exeros,software,12000000,acquired,USA,CA,SF Bay,Santa Clara,1,2002-01-01,2006-09-05,2006-09-05,2010-02-03
/company/exerscrip,Exerscrip,biotech,50000,operating,USA,CT,New Haven,NEW HAVEN,1,,2013-03-28,2013-03-28,
/company/exhibition-a,Exhibition A,ecommerce,,operating,USA,NY,New York,New York,1,2010-01-01,2010-01-01,2010-01-01,2010-06-01
/company/exigen-insurance-solutions,Exigen Insurance Solutions,,10000000,operating,USA,CA,SF Bay,San Francisco,1,,2008-08-27,2008-08-27,
/company/exinda,Exinda,software,19000000,operating,USA,MT,Boston,Boston,3,2002-01-01,2004-05-22,2013-07-03,
/company/exit41,Exit41,software,24200000,operating,USA,MA,Boston,Andover,4,1999-01-01,2007-02-04,2011-05-12,2011-01-18
/company/exo-platform,eXo,enterprise,6000000,operating,USA,CA,SF Bay,San Francisco,1,2003-01-01,2010-03-08,2010-03-08,2011-02-01
/company/exo-labs-inc,Exo Labs,mobile,1890000,operating,USA,WA,Seattle,Seattle,2,2011-12-19,2012-12-18,2013-07-17,2011-07-01
/company/exo5,EXO5,security,450000,operating,USA,CA,SF Bay,San Francisco,1,2006-01-01,2007-01-01,2007-01-01,2010-06-01
/company/exodos-life-science-partners,Exodos Life Science Partners,biotech,1760550,operating,USA,NC,Raleigh-Durham,Chapel Hill,2,2009-01-01,2010-08-03,2011-11-30,
/company/exogenesis,Exogenesis,biotech,3190000,operating,USA,MA,Boston,Billerica,1,,2010-12-01,2010-12-01,1999-01-01
/company/exoprise,Exoprise,enterprise,3625089,operating,USA,MA,Boston,Waltham,1,2009-10-01,2013-01-04,2013-01-04,
/company/exosite,Exosite,enterprise,350000,operating,USA,MN,Minneapolis,Minneapolis,2,2009-01-01,2010-05-07,2012-03-01,
/company/exosome-diagnostics,Exosome Diagnostics,biotech,29500000,operating,USA,NY,New York,New York,3,2008-01-01,2010-05-11,2013-06-11,
/company/exostat-medical,Exostat Medical,medical,565000,operating,USA,MN,Minneapolis,Prior Lake,1,2008-01-01,2012-08-01,2012-08-01,
/company/expand-networks,Expand Networks,hardware,17500000,operating,USA,NJ,Roseland,Roseland,2,,2005-08-12,2008-08-26,2006-01-01
/company/expect-labs,Expect Labs,software,2400000,operating,USA,CA,SF Bay,San Francisco,3,2011-01-01,2012-10-05,2013-07-22,2013-07-22
/company/expedit-us,Expedit.us,software,,operating,USA,RI,Providence,Providence,1,,2009-06-01,2009-06-01,
/company/expensify-com,Expensify,software,6700000,operating,USA,CA,SF Bay,San Francisco,2,2008-05-01,2009-05-01,2010-09-07,2012-05-08
/company/experience-inc,"Experience, Inc.",web,4400000,operating,USA,CO,Denver,Boulder,1,1996-01-01,2009-07-10,2009-07-10,2013-03-01
/company/expert-medical-navigation,Expert Medical Navigation,medical,,operating,USA,MA,Boston,Boston,1,2009-11-01,2010-01-01,2010-01-01,2011-12-01
/company/expert-networks,Expert Networks,software,926059,operating,USA,CA,Los Angeles,Chatsworth,1,,2012-09-21,2012-09-21,
/company/expert-planet,Expert Planet,public_relations,,operating,USA,NY,New York,New York,1,2008-07-31,2008-07-31,2008-07-31,2008-11-10
/company/expert-ta,Expert TA,education,400000,operating,USA,OK,Tulsa,Tulsa,1,2009-01-01,2012-11-07,2012-11-07,
/company/expertbids-com,ExpertBids.com,consulting,20000,operating,USA,IL,Chicago,Chicago,1,2010-11-01,2010-01-01,2010-01-01,
/company/expertflyer,ExpertFlyer,search,30000,operating,USA,NY,Patchogue,Patchogue,1,2004-03-05,2004-03-01,2004-03-01,2012-09-05
/company/experticity,eXperticity,software,2700000,operating,USA,UT,Salt Lake City,Salt Lake City,1,2005-01-01,2007-05-02,2007-05-02,2010-02-01
/company/exploramed,ExploraMed,medical,26500000,operating,USA,CA,SF Bay,Mountain View,2,1995-01-01,2008-04-29,2012-07-25,2012-01-01
/company/explore-to-yellow-pages,Explore.To Yellow Pages,search,50000,operating,USA,DE,Lewes,lewes,1,2010-06-10,2010-06-25,2010-06-25,
/company/exploretrip,Exploretrip,travel,432500,operating,USA,CA,SF Bay,San Mateo,1,2008-01-01,2010-06-16,2010-06-16,2010-04-02
/company/explorys,Explorys,enterprise,14050000,operating,USA,OH,Cleveland,Cleveland,2,2009-01-01,2010-08-02,2011-05-10,2009-09-01
/company/expotv,EXPO,games_video,6000000,operating,USA,NY,New York,New York,2,2004-05-01,2006-12-20,2007-07-31,2006-12-19
/company/exponential-entertainment,Exponential Entertainment,games_video,1464200,operating,USA,WA,Seattle,Seattle,1,2007-01-01,2010-01-13,2010-01-13,2010-02-01
/company/exposed-vocals,Exposed Vocals,social,250000,operating,USA,NY,New York - Other,,1,2011-01-01,2013-07-16,2013-07-16,2013-08-30
/company/expresso,eXpresso,public_relations,2000000,operating,USA,CA,SF Bay,Palo Alto,1,1999-01-01,2007-10-17,2007-10-17,2007-10-12
/company/expresso-fitness,Expresso Fitness,hardware,29300000,operating,USA,CA,SF Bay,Sunnyvale,3,,2007-03-16,2009-08-19,
/company/expressor-software,expressor software,software,33550000,acquired,USA,MA,Boston,Burlington,5,2007-01-01,2007-07-01,2011-12-19,2011-07-06
/company/exsulin,exsulin,biotech,350000,operating,USA,MN,Minneapolis,Burnsville,1,,2012-05-30,2012-05-30,
/company/extend-health,Extend Health,other,15000000,acquired,USA,UT,Salt Lake City,Salt Lake City,1,,2007-08-09,2007-08-09,2012-01-06
/company/extend-labs-2,Extend Labs,biotech,3125000,operating,USA,CA,SF Bay,SAN JOSE,2,2012-01-01,2012-08-16,2013-05-17,
/company/extend-media,Extend Media,software,33200000,acquired,USA,MA,Boston,Newton,3,1991-01-01,2006-03-16,2008-12-01,
/company/extendcredit-com,ExtendCredit.com,software,863400,operating,USA,CA,Los Angeles,Aliso Viejo,1,2009-12-01,2013-09-20,2013-09-20,2011-01-01
/company/extenet-systems,ExteNet Systems,network_hosting,155900000,operating,USA,IL,Chicago,Lisle,2,2003-01-01,2008-05-19,2010-01-25,2010-01-25
/company/extension-entertainment,Extension Entertainment,web,2750000,operating,USA,NY,New York,New York,3,2010-03-01,2010-05-16,2012-02-15,2011-06-23
/company/tellapal,Extole,software,30950000,operating,USA,CA,SF Bay,San Francisco,6,2009-10-01,2009-04-01,2013-01-24,2013-04-01
/company/extractapps,ExTractApps,software,167500,closed,USA,CA,SF Bay,San Francisco,1,2009-06-01,2010-04-07,2010-04-07,
/company/extrahop-networks,ExtraHop Networks,enterprise,19100000,operating,USA,WA,Seattle,Seattle,2,2007-01-01,2009-04-14,2011-05-03,2010-01-01
/company/extraprise,Extraprise,consulting,5100000,operating,USA,MA,Boston,Boston,1,1997-01-01,2005-08-23,2005-08-23,2004-01-01
/company/extreme-da,Extreme DA,software,7380000,operating,USA,CA,SF Bay,Santa Clara,1,2003-01-01,2007-04-05,2007-04-05,
/company/extreme-enterprises,Extreme Enterprises,enterprise,1455000,closed,USA,FL,Tampa,St Petersburg,8,2007-11-28,2008-05-09,2009-11-01,2010-09-24
/company/extreme-reach,Extreme Reach,advertising,70600000,operating,USA,MA,Boston,Needham,5,2007-01-01,2009-01-23,2013-05-10,2013-08-12
/company/extricom,Extricom,network_hosting,15000000,operating,USA,NY,New York,New York,3,,2006-01-25,2009-02-24,
/company/exusmed,Exusmed,health,52000,operating,USA,CA,San Diego,San Diego,1,2010-06-01,2013-08-27,2013-08-27,
/company/eye-fi,Eye-Fi,hardware,36500000,operating,USA,CA,SF Bay,Mountain View,3,2005-01-01,2007-06-11,2012-02-29,2012-02-29
/company/eyecyte,EyeCyte,biotech,3000000,operating,USA,CA,San Diego,La Jolla,1,,2008-06-23,2008-06-23,
/company/eyegate-pharmaceuticals,EyeGate Pharmaceuticals,biotech,54468971,operating,USA,MA,Boston,Waltham,5,,2006-11-02,2013-09-26,2011-01-05
/company/eyeic,EyeIC,medical,150000,operating,USA,PA,Philadelphia,West Conshohocken,1,,2012-01-16,2012-01-16,
/company/eyejot,EyeJot,web,1150000,operating,USA,WA,Seattle,Seattle,2,2007-01-01,2007-01-01,2007-05-01,2013-07-09
/company/eyenetra,EyeNetra,biotech,3000000,operating,USA,MA,Boston,Cambridge,2,2011-01-01,2012-07-27,2013-06-28,
/company/eyeona,Eyeona,web,2000000,closed,USA,CA,SF Bay,Los Gatos,1,2011-01-01,2011-10-10,2011-10-10,2012-02-24
/company/eyesee360,EyeSee360,software,1952490,operating,USA,PA,Pittsburg,Pittsburgh,1,1998-01-01,2012-04-17,2012-04-17,
/company/eyespot,EyeSpot,web,3700000,acquired,USA,CA,Los Angeles,Torrance,1,2005-01-01,2006-10-01,2006-10-01,2007-01-01
/company/eyeverify,EyeVerify,security,3800000,operating,USA,KS,Kansas City,Kansas City,2,2012-01-01,2012-05-25,2013-05-13,2013-02-25
/company/eyeview,EyeView,advertising,19350001,operating,USA,NY,New York,New York,5,2007-11-01,2008-06-01,2013-07-25,2012-09-01
/company/ez-apps,EZ-Apps,software,650000,operating,USA,CA,Santa Barbara,Santa Barbara,1,2004-01-01,2008-01-01,2008-01-01,
/company/ezcater,ezCater,web,2790000,operating,USA,MA,Boston,Boston,2,,2011-10-05,2012-10-10,
/company/ezcorp,EZCorp,finance,30600000,operating,USA,TX,Austin,Austin,2,,2012-04-02,2013-01-04,
/company/ezprints-com,EZprints.com,ecommerce,8000000,operating,USA,GA,Atlanta,Norcross,1,1998-01-01,2007-01-07,2007-01-07,2010-01-01
/company/ezra-innovations,Ezra Innovations,biotech,6280600,operating,USA,AR,Little Rock,Little Rock,2,2008-01-01,2011-04-08,2013-02-25,
/company/ezuza,Ezuza,ecommerce,115300,operating,USA,PA,Philadelphia,Philadelphia,1,2007-01-01,2011-11-14,2011-11-14,
/company/ezzai-how-to-arabia,ezzai - how to arabia,web,45000000,closed,USA,IL,Chicago,Warrenville,1,2010-08-01,2010-08-01,2010-08-01,
/company/f-origin,F-Origin,software,10885060,operating,USA,CA,SF Bay,Pleasanton,4,2005-01-01,2007-06-15,2010-05-06,
/company/f-8-interactive,F.8 Interactive,games_video,150000,operating,USA,CA,Los Angeles,West Hollywood,1,2007-01-01,2013-04-30,2013-04-30,2013-03-01
/company/fab-com,Fab.com,ecommerce,336325000,operating,USA,NY,New York,New York,11,2011-06-09,2010-01-28,2013-08-12,2013-01-01
/company/fabkids,Fabkids,ecommerce,2600000,acquired,USA,CA,SF Bay,San Francisco,1,2012-01-01,2012-08-02,2012-08-02,2013-01-18
/company/fablistic,Fablistic,web,,operating,USA,WA,Seattle,Bellevue,1,2009-08-01,2009-01-01,2009-01-01,2011-01-01
/company/fabric7-systems,Fabric7 Systems,hardware,18400000,operating,USA,CA,SF Bay,Mountain View,1,2002-01-01,2005-12-13,2005-12-13,
/company/fabricly,Fabricly,ecommerce,400000,operating,USA,NY,New York,New York,1,2010-01-01,2010-11-18,2010-11-18,2010-11-18
/company/fabrik,fabrik,network_hosting,51300000,acquired,USA,CA,SF Bay,San Mateo,4,2005-08-01,2005-09-01,2007-05-01,2008-09-30
/company/fabrus,Fabrus,biotech,2000000,operating,USA,CA,San Diego,La Jolla,1,,2010-11-04,2010-11-04,
/company/facebook,Facebook,social,2425700000,ipo,USA,CA,SF Bay,Menlo Park,11,2004-02-01,2004-09-01,2011-01-21,2013-09-30
/company/faceon-mobile,FaceOn Mobile,mobile,102400,operating,USA,CA,SF Bay,SANTA CRUZ,1,2011-01-01,2012-04-24,2012-04-24,
/company/facet-solutions,Facet Solutions,medical,20100000,operating,USA,MA,Boston,Hopkinton,3,,2004-01-01,2009-11-05,
/company/facio,Facio,software,300000,operating,USA,OH,Columbus,Columbus,2,2011-08-01,2011-08-01,2012-05-03,2011-07-01
/company/factery,Factery,web,1200000,operating,USA,CA,SF Bay,Menlo Park,1,2009-04-01,2009-09-10,2009-09-10,2010-01-25
/company/factor-technology-group,Factor Technology Group,software,2960000,operating,USA,CA,SF Bay,San Francisco,1,,2007-08-30,2007-08-30,
/company/factor-io,Factor.io,software,145000,operating,USA,OR,Portland,Portland,1,2012-11-01,2013-06-29,2013-06-29,2013-06-20
/company/factory-logic,Factory Logic,,8000000,operating,USA,TX,Austin,Austin,1,1993-01-01,2005-06-03,2005-06-03,2001-01-01
/company/factual,Factual,mobile,27000000,operating,USA,CA,Los Angeles,Los Angeles,3,2007-01-01,2010-02-03,2010-12-09,2013-02-05
/company/faculte,Faculte,education,2700000,operating,USA,WI,Madison,Madison,1,2007-01-01,2009-09-01,2009-09-01,2012-01-01
/company/fair-observer,Fair Observer,analytics,60000,operating,USA,CA,SF Bay,Sunnyvale,1,2011-04-01,2010-08-01,2010-08-01,2011-12-01
