school,position,county_code,conference
Rutgers Scarlet Knights,wr,34035,american-athletic
Massachusetts Minutemen,wr,34035,mid-american
Lehigh Mountain Hawks,wr,34035,patriot-league
Colgate Raiders,wr,34035,patriot-league
Dartmouth Big Green,te,34035,ivy
Boston College Eagles,te,34035,acc
Virginia Cavaliers,rb,34035,acc
Bucknell Bison,rb,34035,patriot-league
Wake Forest Demon Deacons,qb,34035,acc
Rutgers Scarlet Knights,qb,34035,american-athletic
New Hampshire Wildcats,qb,34035,caa
North Carolina State Wolfpack,ol,34035,acc
Maine Black Bears,ol,34035,caa
Lafayette Leopards,ol,34035,patriot-league
Lafayette Leopards,ol,34035,patriot-league
California Golden Bears,ol,34035,pac-12
Yale Bulldogs,lb,34035,ivy
Temple Owls,lb,34035,american-athletic
Rutgers Scarlet Knights,lb,34035,american-athletic
Massachusetts Minutemen,lb,34035,mid-american
Albany Great Danes,lb,34035,caa
Rutgers Scarlet Knights,k-p,34035,american-athletic
Pennsylvania Quakers,dl,34035,ivy
LSU Tigers,dl,34035,sec
Lehigh Mountain Hawks,dl,34035,patriot-league
Columbia Lions,dl,34035,ivy
Boston College Eagles,dl,34035,acc
Albany Great Danes,dl,34035,caa
Villanova Wildcats,db,34035,caa
Towson Tigers,db,34035,caa
Rutgers Scarlet Knights,db,34035,american-athletic
New Hampshire Wildcats,db,34035,caa
Monmouth Hawks,db,34035,fcs-independents
Fordham Rams,db,34035,patriot-league
Dartmouth Big Green,db,34035,ivy
Rutgers Scarlet Knights,rb,34037,american-athletic
New Hampshire Wildcats,rb,34037,caa
Florida State Seminoles,qb,34037,acc
Colgate Raiders,qb,34037,patriot-league
Marist Red Foxes,ol,34037,pioneer
Central Connecticut State Blue Devils,ol,34037,northeast
Massachusetts Minutemen,lb,34037,mid-american
Maryland Terrapins,lb,34037,acc
Marist Red Foxes,lb,34037,pioneer
Dartmouth Big Green,dl,34037,ivy
St. Francis U Red Flash,wr,34039,northeast
Rutgers Scarlet Knights,wr,34039,american-athletic
Rhode Island Rams,wr,34039,caa
Pittsburgh Panthers,wr,34039,acc
Colgate Raiders,wr,34039,patriot-league
Clemson Tigers,wr,34039,acc
Bucknell Bison,wr,34039,patriot-league
Bryant Bulldogs,wr,34039,northeast
Boston College Eagles,wr,34039,acc
Pennsylvania Quakers,te,34039,ivy
Yale Bulldogs,rb,34039,ivy
Rutgers Scarlet Knights,rb,34039,american-athletic
Pennsylvania Quakers,rb,34039,ivy
Marshall Thundering Herd,rb,34039,conference-usa
Colgate Raiders,rb,34039,patriot-league
William & Mary Tribe,qb,34039,caa
Towson Tigers,qb,34039,caa
Temple Owls,qb,34039,american-athletic
Wagner Seahawks,ol,34039,northeast
Toledo Rockets,ol,34039,mid-american
Texas Southern Tigers,ol,34039,swac
Temple Owls,ol,34039,american-athletic
Temple Owls,ol,34039,american-athletic
Syracuse Orange,ol,34039,acc
Savannah State Tigers,ol,34039,meac
Princeton Tigers,ol,34039,ivy
Florida State Seminoles,ol,34039,acc
Brown Bears,ol,34039,ivy
Albany Great Danes,ol,34039,caa
Syracuse Orange,lb,34039,acc
Rutgers Scarlet Knights,lb,34039,american-athletic
Fordham Rams,lb,34039,patriot-league
Bryant Bulldogs,lb,34039,northeast
Towson Tigers,dl,34039,caa
Old Dominion Monarchs,dl,34039,fbs-independents
Miami (FL) Hurricanes,dl,34039,acc
Colgate Raiders,dl,34039,patriot-league
Albany Great Danes,dl,34039,caa
Yale Bulldogs,db,34039,ivy
West Virginia Mountaineers,db,34039,big-12
Vanderbilt Commodores,db,34039,sec
Temple Owls,db,34039,american-athletic
Temple Owls,db,34039,american-athletic
Rutgers Scarlet Knights,db,34039,american-athletic
Penn State Nittany Lions,db,34039,big-ten
Monmouth Hawks,db,34039,fcs-independents
Massachusetts Minutemen,db,34039,mid-american
Marist Red Foxes,db,34039,pioneer
Maine Black Bears,db,34039,caa
Maine Black Bears,db,34039,caa
Maine Black Bears,db,34039,caa
Lehigh Mountain Hawks,db,34039,patriot-league
Charleston Southern Buccaneers,db,34039,big-south
Bucknell Bison,db,34039,patriot-league
Bryant Bulldogs,db,34039,northeast
Texas Southern Tigers,qb,34041,swac
Boston College Eagles,dl,34041,acc
New Mexico State Aggies,wr,35001,fbs-independents
New Mexico Lobos,wr,35001,mountain-west
New Mexico Lobos,wr,35001,mountain-west
Colorado Buffaloes,wr,35001,pac-12
New Mexico Lobos,te,35001,mountain-west
New Mexico Lobos,rb,35001,mountain-west
New Mexico State Aggies,qb,35001,fbs-independents
New Mexico Lobos,ol,35001,mountain-west
New Mexico Lobos,ol,35001,mountain-west
New Mexico Lobos,ol,35001,mountain-west
New Mexico State Aggies,lb,35001,fbs-independents
New Mexico Lobos,lb,35001,mountain-west
New Mexico Lobos,lb,35001,mountain-west
New Mexico Lobos,lb,35001,mountain-west
Brown Bears,lb,35001,ivy
New Mexico Lobos,k-p,35001,mountain-west
New Mexico Lobos,k-p,35001,mountain-west
New Mexico State Aggies,dl,35001,fbs-independents
New Mexico Lobos,dl,35001,mountain-west
New Mexico Lobos,dl,35001,mountain-west
Kansas Jayhawks,dl,35001,big-12
Arizona Wildcats,dl,35001,pac-12
San Diego State Aztecs,db,35001,mountain-west
New Mexico State Aggies,db,35001,fbs-independents
New Mexico Lobos,db,35001,mountain-west
New Mexico Lobos,db,35001,mountain-west
New Mexico Lobos,db,35001,mountain-west
New Mexico Lobos,te,35005,mountain-west
New Mexico Lobos,qb,35005,mountain-west
New Mexico Lobos,lb,35005,mountain-west
New Mexico Lobos,db,35005,mountain-west
New Mexico State Aggies,lb,35009,fbs-independents
New Mexico State Aggies,rb,35013,fbs-independents
New Mexico State Aggies,rb,35013,fbs-independents
New Mexico State Aggies,ol,35013,fbs-independents
New Mexico State Aggies,ol,35013,fbs-independents
New Mexico State Aggies,lb,35013,fbs-independents
New Mexico State Aggies,k-p,35013,fbs-independents
New Mexico State Aggies,dl,35013,fbs-independents
New Mexico Lobos,db,35013,mountain-west
New Mexico Lobos,lb,35015,mountain-west
New Mexico Lobos,rb,35019,mountain-west
New Mexico State Aggies,qb,35025,fbs-independents
New Mexico State Aggies,wr,35043,fbs-independents
New Mexico Lobos,wr,35043,mountain-west
New Mexico Lobos,te,35043,mountain-west
New Mexico Lobos,rb,35043,mountain-west
New Mexico Lobos,qb,35043,mountain-west
Tulsa Golden Hurricane,ol,35043,conference-usa
Tulane Green Wave,ol,35043,conference-usa
New Mexico State Aggies,ol,35043,fbs-independents
New Mexico Lobos,ol,35043,mountain-west
New Mexico State Aggies,k-p,35043,fbs-independents
New Mexico Lobos,k-p,35043,mountain-west
New Mexico Lobos,db,35043,mountain-west
New Mexico State Aggies,wr,35045,fbs-independents
Notre Dame Fighting Irish,ol,35045,fbs-independents
New Mexico Lobos,ol,35049,mountain-west
Bucknell Bison,ol,35049,patriot-league
Massachusetts Minutemen,ol,35059,mid-american
New Mexico State Aggies,te,35061,fbs-independents
New Mexico State Aggies,lb,35061,fbs-independents
New Mexico Lobos,lb,35061,mountain-west
New Mexico Lobos,lb,35061,mountain-west
New Mexico State Aggies,dl,35061,fbs-independents
Columbia Lions,wr,36001,ivy
Wagner Seahawks,rb,36001,northeast
Albany Great Danes,rb,36001,caa
Albany Great Danes,qb,36001,caa
Massachusetts Minutemen,ol,36001,mid-american
Dartmouth Big Green,ol,36001,ivy
Albany Great Danes,lb,36001,caa
Albany Great Danes,k-p,36001,caa
Maine Black Bears,dl,36001,caa
Southeast Missouri State Redhawks,db,36001,ohio-valley
Sacred Heart Pioneers,db,36001,northeast
Fordham Rams,wr,36005,patriot-league
Fordham Rams,wr,36005,patriot-league
Albany Great Danes,wr,36005,caa
Brown Bears,te,36005,ivy
Villanova Wildcats,ol,36005,caa
Utah State Aggies,ol,36005,mountain-west
Stony Brook Seawolves,ol,36005,caa
Stony Brook Seawolves,ol,36005,caa
Holy Cross Crusaders,ol,36005,patriot-league
Elon Phoenix,ol,36005,southern
Delaware Fightin Blue Hens,ol,36005,caa
Maine Black Bears,lb,36005,caa
Holy Cross Crusaders,lb,36005,patriot-league
Wagner Seahawks,dl,36005,northeast
Syracuse Orange,dl,36005,acc
Rutgers Scarlet Knights,dl,36005,american-athletic
Rhode Island Rams,dl,36005,caa
Princeton Tigers,dl,36005,ivy
Holy Cross Crusaders,dl,36005,patriot-league
Penn State Nittany Lions,db,36005,big-ten
Marist Red Foxes,db,36005,pioneer
Wagner Seahawks,wr,36007,northeast
Cornell Big Red,wr,36007,ivy
Wagner Seahawks,te,36007,northeast
Wagner Seahawks,ol,36007,northeast
Colgate Raiders,ol,36007,patriot-league
Penn State Nittany Lions,dl,36007,big-ten
Cornell Big Red,dl,36007,ivy
Delaware Fightin Blue Hens,db,36007,caa
Buffalo Bulls,rb,36011,mid-american
Pennsylvania Quakers,ol,36013,ivy
Buffalo Bulls,ol,36013,mid-american
Robert Morris Colonials,lb,36013,northeast
Buffalo Bulls,wr,36015,mid-american
UAB Blazers,ol,36015,conference-usa
Wake Forest Demon Deacons,k-p,36015,acc
Boston College Eagles,lb,36021,acc
Cornell Big Red,lb,36025,ivy
Marist Red Foxes,ol,36027,pioneer
Connecticut Huskies,ol,36027,american-athletic
Columbia Lions,ol,36027,ivy
Bucknell Bison,ol,36027,patriot-league
Wagner Seahawks,lb,36027,northeast
Sacred Heart Pioneers,lb,36027,northeast
Michigan Wolverines,lb,36027,big-ten
Colgate Raiders,lb,36027,patriot-league
Sacred Heart Pioneers,dl,36027,northeast
Fordham Rams,dl,36027,patriot-league
Connecticut Huskies,dl,36027,american-athletic
Albany Great Danes,dl,36027,caa
Sacred Heart Pioneers,db,36027,northeast
Robert Morris Colonials,wr,36029,northeast
Rhode Island Rams,wr,36029,caa
Fordham Rams,wr,36029,patriot-league
Duquesne Dukes,wr,36029,northeast
Buffalo Bulls,wr,36029,mid-american
Albany Great Danes,wr,36029,caa
Albany Great Danes,wr,36029,caa
Colgate Raiders,te,36029,patriot-league
Buffalo Bulls,te,36029,mid-american
Toledo Rockets,rb,36029,mid-american
Kansas State Wildcats,rb,36029,big-12
Buffalo Bulls,rb,36029,mid-american
Buffalo Bulls,rb,36029,mid-american
Buffalo Bulls,rb,36029,mid-american
Buffalo Bulls,qb,36029,mid-american
Pittsburgh Panthers,ol,36029,acc
Penn State Nittany Lions,ol,36029,big-ten
Lafayette Leopards,ol,36029,patriot-league
Kansas Jayhawks,ol,36029,big-12
Fordham Rams,ol,36029,patriot-league
Buffalo Bulls,ol,36029,mid-american
Buffalo Bulls,ol,36029,mid-american
Buffalo Bulls,ol,36029,mid-american
Buffalo Bulls,ol,36029,mid-american
Army Black Knights,ol,36029,fbs-independents
Army Black Knights,ol,36029,fbs-independents
Albany Great Danes,ol,36029,caa
Albany Great Danes,ol,36029,caa
Wagner Seahawks,lb,36029,northeast
Princeton Tigers,lb,36029,ivy
Miami (FL) Hurricanes,lb,36029,acc
Buffalo Bulls,lb,36029,mid-american
St. Francis U Red Flash,k-p,36029,northeast
Rutgers Scarlet Knights,k-p,36029,american-athletic
Robert Morris Colonials,k-p,36029,northeast
Memphis Tigers,k-p,36029,american-athletic
Liberty Flames,dl,36029,big-south
Chattanooga Mocs,dl,36029,southern
Buffalo Bulls,dl,36029,mid-american
Wofford Terriers,db,36029,southern
Robert Morris Colonials,db,36029,northeast
Monmouth Hawks,db,36029,fcs-independents
Colorado State Rams,db,36029,mountain-west
Buffalo Bulls,db,36029,mid-american
Buffalo Bulls,db,36029,mid-american
Buffalo Bulls,lb,36031,mid-american
Temple Owls,qb,36035,american-athletic
Syracuse Orange,k-p,36037,acc
Georgia Southern Eagles,db,36037,southern
Valparaiso Crusaders,lb,36039,pioneer
South Florida Bulls,rb,36045,american-athletic
Buffalo Bulls,rb,36045,mid-american
Wagner Seahawks,dl,36045,northeast
Buffalo Bulls,dl,36045,mid-american
Albany Great Danes,db,36045,caa
Rhode Island Rams,wr,36047,caa
Presbyterian Blue Hose,wr,36047,big-south
Ohio Bobcats,wr,36047,mid-american
North Carolina A&T Aggies,wr,36047,meac
Fordham Rams,wr,36047,patriot-league
Hampton Pirates,te,36047,meac
Albany Great Danes,te,36047,caa
Wagner Seahawks,rb,36047,northeast
Wagner Seahawks,rb,36047,northeast
Syracuse Orange,rb,36047,acc
Richmond Spiders,rb,36047,caa
Wagner Seahawks,qb,36047,northeast
Bryant Bulldogs,qb,36047,northeast
West Virginia Mountaineers,ol,36047,big-12
Syracuse Orange,ol,36047,acc
Stony Brook Seawolves,ol,36047,caa
Sacred Heart Pioneers,ol,36047,northeast
Rutgers Scarlet Knights,ol,36047,american-athletic
Marist Red Foxes,ol,36047,pioneer
Hampton Pirates,ol,36047,meac
Clemson Tigers,ol,36047,acc
Akron Zips,ol,36047,mid-american
Wagner Seahawks,lb,36047,northeast
Richmond Spiders,lb,36047,caa
Notre Dame Fighting Irish,lb,36047,fbs-independents
Delaware State Hornets,lb,36047,meac
Bryant Bulldogs,lb,36047,northeast
Fordham Rams,k-p,36047,patriot-league
Villanova Wildcats,dl,36047,caa
South Carolina State Bulldogs,dl,36047,meac
Old Dominion Monarchs,dl,36047,fbs-independents
Norfolk State Spartans,dl,36047,meac
New Hampshire Wildcats,dl,36047,caa
NC Central Eagles,dl,36047,meac
Massachusetts Minutemen,dl,36047,mid-american
Cornell Big Red,dl,36047,ivy
Columbia Lions,dl,36047,ivy
Clemson Tigers,dl,36047,acc
Bryant Bulldogs,dl,36047,northeast
Bethune-Cookman Wildcats,dl,36047,meac
Syracuse Orange,db,36047,acc
Syracuse Orange,db,36047,acc
Stony Brook Seawolves,db,36047,caa
Stony Brook Seawolves,db,36047,caa
Rhode Island Rams,db,36047,caa
Pittsburgh Panthers,db,36047,acc
Notre Dame Fighting Irish,db,36047,fbs-independents
Monmouth Hawks,db,36047,fcs-independents
Howard Bison,db,36047,meac
Fordham Rams,db,36047,patriot-league
Cornell Big Red,db,36047,ivy
Connecticut Huskies,db,36047,american-athletic
Albany Great Danes,db,36047,caa
Buffalo Bulls,ol,36051,mid-american
Sacred Heart Pioneers,k-p,36053,northeast
Wagner Seahawks,db,36053,northeast
Old Dominion Monarchs,wr,36055,fbs-independents
Buffalo Bulls,wr,36055,mid-american
Albany Great Danes,wr,36055,caa
Albany Great Danes,wr,36055,caa
Richmond Spiders,te,36055,caa
Dayton Flyers,te,36055,pioneer
Cornell Big Red,te,36055,ivy
Buffalo Bulls,te,36055,mid-american
Albany Great Danes,te,36055,caa
Akron Zips,te,36055,mid-american
Syracuse Orange,rb,36055,acc
Rutgers Scarlet Knights,rb,36055,american-athletic
Maine Black Bears,rb,36055,caa
Harvard Crimson,rb,36055,ivy
Cornell Big Red,rb,36055,ivy
Marist Red Foxes,qb,36055,pioneer
Pittsburgh Panthers,ol,36055,acc
Maine Black Bears,ol,36055,caa
Cornell Big Red,ol,36055,ivy
St. Francis U Red Flash,lb,36055,northeast
Rutgers Scarlet Knights,lb,36055,american-athletic
New Hampshire Wildcats,lb,36055,caa
Grambling State Tigers,lb,36055,swac
Colgate Raiders,lb,36055,patriot-league
Robert Morris Colonials,k-p,36055,northeast
Robert Morris Colonials,dl,36055,northeast
Princeton Tigers,dl,36055,ivy
Old Dominion Monarchs,dl,36055,fbs-independents
Notre Dame Fighting Irish,dl,36055,fbs-independents
Butler Bulldogs,dl,36055,pioneer
Army Black Knights,dl,36055,fbs-independents
Syracuse Orange,db,36055,acc
Pittsburgh Panthers,db,36055,acc
Buffalo Bulls,db,36055,mid-american
Albany Great Danes,db,36055,caa
Albany Great Danes,db,36055,caa
Albany Great Danes,db,36055,caa
Wagner Seahawks,wr,36059,northeast
Stony Brook Seawolves,wr,36059,caa
Stanford Cardinal,wr,36059,pac-12
Sacred Heart Pioneers,wr,36059,northeast
Rhode Island Rams,wr,36059,caa
Princeton Tigers,wr,36059,ivy
Maine Black Bears,wr,36059,caa
Colgate Raiders,wr,36059,patriot-league
Boston College Eagles,wr,36059,acc
Stony Brook Seawolves,te,36059,caa
Stony Brook Seawolves,te,36059,caa
San Diego Toreros,te,36059,pioneer
Georgetown Hoyas,te,36059,patriot-league
West Virginia Mountaineers,rb,36059,big-12
UCF Knights,rb,36059,american-athletic
Stony Brook Seawolves,rb,36059,caa
Princeton Tigers,rb,36059,ivy
Marist Red Foxes,rb,36059,pioneer
Maine Black Bears,rb,36059,caa
Hampton Pirates,rb,36059,meac
Appalachian State Mountaineers,rb,36059,southern
Rutgers Scarlet Knights,qb,36059,american-athletic
Arkansas-Pine Bluff Golden Lions,qb,36059,swac
Wagner Seahawks,ol,36059,northeast
Wagner Seahawks,ol,36059,northeast
Stony Brook Seawolves,ol,36059,caa
Stony Brook Seawolves,ol,36059,caa
Stony Brook Seawolves,ol,36059,caa
Stony Brook Seawolves,ol,36059,caa
Princeton Tigers,ol,36059,ivy
Marist Red Foxes,ol,36059,pioneer
Lehigh Mountain Hawks,ol,36059,patriot-league
James Madison Dukes,ol,36059,caa
Georgetown Hoyas,ol,36059,patriot-league
Dayton Flyers,ol,36059,pioneer
Colgate Raiders,ol,36059,patriot-league
Buffalo Bulls,ol,36059,mid-american
Bucknell Bison,ol,36059,patriot-league
Albany Great Danes,ol,36059,caa
Albany Great Danes,ol,36059,caa
Syracuse Orange,lb,36059,acc
Stony Brook Seawolves,lb,36059,caa
Stony Brook Seawolves,lb,36059,caa
Marist Red Foxes,lb,36059,pioneer
Lafayette Leopards,lb,36059,patriot-league
Fordham Rams,lb,36059,patriot-league
Fordham Rams,lb,36059,patriot-league
Delaware Fightin Blue Hens,lb,36059,caa
Syracuse Orange,k-p,36059,acc
Stony Brook Seawolves,k-p,36059,caa
Stony Brook Seawolves,k-p,36059,caa
Stony Brook Seawolves,k-p,36059,caa
Stony Brook Seawolves,k-p,36059,caa
Lehigh Mountain Hawks,k-p,36059,patriot-league
Holy Cross Crusaders,k-p,36059,patriot-league
Wagner Seahawks,dl,36059,northeast
Towson Tigers,dl,36059,caa
Stony Brook Seawolves,dl,36059,caa
Stony Brook Seawolves,dl,36059,caa
Rhode Island Rams,dl,36059,caa
Princeton Tigers,dl,36059,ivy
Marist Red Foxes,dl,36059,pioneer
Marist Red Foxes,dl,36059,pioneer
Maine Black Bears,dl,36059,caa
Maine Black Bears,dl,36059,caa
Lafayette Leopards,dl,36059,patriot-league
Fordham Rams,dl,36059,patriot-league
Fordham Rams,dl,36059,patriot-league
Columbia Lions,dl,36059,ivy
Central Connecticut State Blue Devils,dl,36059,northeast
Bryant Bulldogs,dl,36059,northeast
Albany Great Danes,dl,36059,caa
Wagner Seahawks,db,36059,northeast
Wagner Seahawks,db,36059,northeast
Rhode Island Rams,db,36059,caa
Maine Black Bears,db,36059,caa
Fordham Rams,db,36059,patriot-league
Florida Atlantic Owls,db,36059,conference-usa
Bucknell Bison,db,36059,patriot-league
Albany Great Danes,db,36059,caa
Syracuse Orange,wr,36061,acc
Lehigh Mountain Hawks,wr,36061,patriot-league
Georgetown Hoyas,wr,36061,patriot-league
Davidson Wildcats,te,36061,pioneer
Dartmouth Big Green,te,36061,ivy
Syracuse Orange,qb,36061,acc
Michigan Wolverines,qb,36061,big-ten
Wagner Seahawks,ol,36061,northeast
Cornell Big Red,ol,36061,ivy
Albany Great Danes,ol,36061,caa
Pennsylvania Quakers,lb,36061,ivy
Tulane Green Wave,k-p,36061,conference-usa
Princeton Tigers,db,36061,ivy
Harvard Crimson,db,36061,ivy
Bucknell Bison,db,36061,patriot-league
Toledo Rockets,rb,36063,mid-american
Clemson Tigers,qb,36063,acc
Buffalo Bulls,ol,36063,mid-american
Buffalo Bulls,k-p,36063,mid-american
Bucknell Bison,dl,36063,patriot-league
St. Francis U Red Flash,db,36063,northeast
Rhode Island Rams,db,36063,caa
Buffalo Bulls,db,36063,mid-american
Albany Great Danes,db,36063,caa
Marist Red Foxes,wr,36065,pioneer
Temple Owls,ol,36065,american-athletic
Bowling Green Falcons,ol,36065,mid-american
Syracuse Orange,k-p,36065,acc
Colgate Raiders,dl,36065,patriot-league
Coastal Carolina Chanticleers,dl,36065,big-south
Arizona Wildcats,db,36065,pac-12
St. Francis U Red Flash,wr,36067,northeast
Kent State Golden Flashes,wr,36067,mid-american
Georgetown Hoyas,wr,36067,patriot-league
Colgate Raiders,wr,36067,patriot-league
Buffalo Bulls,wr,36067,mid-american
Albany Great Danes,wr,36067,caa
Harvard Crimson,te,36067,ivy
Syracuse Orange,rb,36067,acc
Boston College Eagles,rb,36067,acc
Albany Great Danes,rb,36067,caa
Western Carolina Catamounts,qb,36067,southern
Syracuse Orange,qb,36067,acc
Georgetown Hoyas,qb,36067,patriot-league
Albany Great Danes,qb,36067,caa
Syracuse Orange,ol,36067,acc
Syracuse Orange,ol,36067,acc
Syracuse Orange,ol,36067,acc
Fordham Rams,ol,36067,patriot-league
Albany Great Danes,ol,36067,caa
Colgate Raiders,lb,36067,patriot-league
Rhode Island Rams,dl,36067,caa
Central Connecticut State Blue Devils,dl,36067,northeast
Albany Great Danes,dl,36067,caa
Albany Great Danes,dl,36067,caa
Syracuse Orange,db,36067,acc
Syracuse Orange,db,36067,acc
Syracuse Orange,db,36067,acc
New Hampshire Wildcats,db,36067,caa
Gardner-Webb Runnin' Bulldogs,db,36067,big-south
Monmouth Hawks,te,36069,fcs-independents
Albany Great Danes,qb,36069,caa
Lehigh Mountain Hawks,ol,36069,patriot-league
Albany Great Danes,lb,36069,caa
Pennsylvania Quakers,dl,36069,ivy
Wagner Seahawks,wr,36071,northeast
